State,County,Supercenters & club stores per 1000 pop (% change) 2011-16 (PCH_SUPERCPTH_11_16),Units,FIPS,FID
Idaho,Washington,0.705484897,% change,16087,649
Illinois,Adams,0.791924767,% change,17001,650
Illinois,Alexander,0.0,% change,17003,651
Illinois,Bond,0.0,% change,17005,652
Illinois,Boone,1.060453306,% change,17007,653
Illinois,Brown,0.0,% change,17009,654
Illinois,Bureau,3.538420124,% change,17011,2
Illinois,Calhoun,0.0,% change,17013,4
Illinois,Carroll,0.0,% change,17015,6
Illinois,Cass,nan,% change,17017,10
Illinois,Champaign,-3.07358542,% change,17019,12
Illinois,Christian,4.304048571,% change,17021,14
Illinois,Clark,nan,% change,17023,19
Illinois,Clay,3.072646683,% change,17025,22
Illinois,Clinton,nan,% change,17027,27
Illinois,Coles,2.274288331,% change,17029,30
Illinois,Cook,88.372305171,% change,17031,36
Illinois,Crawford,nan,% change,17033,40
Illinois,Cumberland,0.0,% change,17035,44
Illinois,DeKalb,-0.035425,% change,17037,49
Illinois,De Witt,0.0,% change,17039,53
Illinois,Douglas,0.0,% change,17041,55
Illinois,DuPage,38.987835511,% change,17043,64
Illinois,Edgar,-47.384386447,% change,17045,66
Illinois,Edwards,0.0,% change,17047,71
Illinois,Effingham,0.222339243,% change,17049,76
Illinois,Fayette,2.5440044,% change,17051,79
Illinois,Ford,0.0,% change,17053,81
Illinois,Franklin,2.368771104,% change,17055,85
Illinois,Fulton,0.0,% change,17057,89
Illinois,Gallatin,0.0,% change,17059,92
Illinois,Greene,0.0,% change,17061,96
Illinois,Grundy,-0.360062862,% change,17063,99
Illinois,Hamilton,0.0,% change,17065,106
Illinois,Hancock,0.0,% change,17067,111
Illinois,Hardin,0.0,% change,17069,113
Illinois,Henderson,0.0,% change,17071,117
Illinois,Henry,1.528551813,% change,17073,121
Illinois,Iroquois,nan,% change,17075,125
Illinois,Jackson,104.397614853,% change,17077,129
Illinois,Jasper,0.0,% change,17079,133
Illinois,Jefferson,1.132922627,% change,17081,137
Illinois,Jersey,4.087491456,% change,17083,142
Illinois,Jo Daviess,3.508531174,% change,17085,145
Illinois,Johnson,0.0,% change,17087,152
Illinois,Kane,21.846792714,% change,17089,156
Illinois,Kankakee,54.66684234,% change,17091,161
Illinois,Kendall,56.261790276,% change,17093,165
Illinois,Knox,3.397781922,% change,17095,166
Illinois,Lake,43.744490233,% change,17097,170
Illinois,LaSalle,2.712950311,% change,17099,175
Illinois,Lawrence,nan,% change,17101,177
Illinois,Lee,3.473938196,% change,17103,180
Illinois,Livingston,6.37148732,% change,17105,182
Illinois,Logan,3.115413457,% change,17107,186
Illinois,McDonough,3.555612196,% change,17109,189
Illinois,McHenry,37.685284701,% change,17111,192
Illinois,McLean,-1.107199111,% change,17113,193
Illinois,Macon,3.748675587,% change,17115,194
Illinois,Macoupin,4.556108032,% change,17117,196
Illinois,Madison,51.692595577,% change,17119,199
Illinois,Marion,2.816161404,% change,17121,201
Illinois,Marshall,0.0,% change,17123,202
Illinois,Mason,0.0,% change,17125,206
Illinois,Massac,0.0,% change,17127,208
Illinois,Menard,0.0,% change,17129,212
Illinois,Mercer,0.0,% change,17131,216
Illinois,Monroe,-1.948166952,% change,17133,219
Illinois,Montgomery,2.672031363,% change,17135,223
Illinois,Morgan,nan,% change,17137,225
Illinois,Moultrie,0.0,% change,17139,227
Illinois,Ogle,nan,% change,17141,229
Illinois,Peoria,0.739897245,% change,17143,233
Illinois,Perry,4.1062576,% change,17145,235
Illinois,Piatt,0.0,% change,17147,238
Illinois,Pike,0.0,% change,17149,241
Illinois,Pope,0.0,% change,17151,245
Illinois,Pulaski,0.0,% change,17153,248
Illinois,Putnam,0.0,% change,17155,253
Illinois,Randolph,2.503297849,% change,17157,255
Illinois,Richland,2.080968596,% change,17159,259
Illinois,Rock Island,51.979762429,% change,17161,265
Illinois,St. Clair,53.908482822,% change,17163,269
Illinois,Saline,nan,% change,17165,271
Illinois,Sangamon,25.872382851,% change,17167,274
Illinois,Schuyler,0.0,% change,17169,278
Illinois,Scott,0.0,% change,17171,280
Illinois,Shelby,2.554425369,% change,17173,283
Illinois,Stark,0.0,% change,17175,285
Illinois,Stephenson,nan,% change,17177,290
Illinois,Tazewell,26.739234289,% change,17179,291
Illinois,Union,3.365468887,% change,17181,293
Illinois,Vermilion,107.227596741,% change,17183,296
Illinois,Wabash,0.0,% change,17185,299
Illinois,Warren,0.0,% change,17187,301
Illinois,Washington,0.0,% change,17189,305
Illinois,Wayne,0.500814578,% change,17191,310
Illinois,White,3.542021579,% change,17193,312
Illinois,Whiteside,3.061495198,% change,17195,314
Illinois,Will,43.534218413,% change,17197,320
Illinois,Williamson,-1.373447664,% change,17199,324
Illinois,Winnebago,43.661880261,% change,17201,325
Illinois,Woodford,0.0,% change,17203,328
Indiana,Adams,-2.440962761,% change,18001,330
Indiana,Allen,18.527197854,% change,18003,335
Indiana,Bartholomew,-5.244708268,% change,18005,342
Indiana,Benton,0.0,% change,18007,179
Indiana,Blackford,0.0,% change,18009,183
Indiana,Boone,nan,% change,18011,185
Indiana,Brown,0.0,% change,18013,188
Indiana,Carroll,0.0,% change,18015,195
Indiana,Cass,nan,% change,18017,211
Indiana,Clark,-3.698618307,% change,18019,215
Indiana,Clay,0.0,% change,18021,221
Indiana,Clinton,2.432826107,% change,18023,226
Indiana,Crawford,0.0,% change,18025,232
Indiana,Daviess,-3.194229778,% change,18027,239
Indiana,Dearborn,1.032928382,% change,18029,242
Indiana,Decatur,-2.856499381,% change,18031,246
Indiana,DeKalb,-0.398873768,% change,18033,249
Indiana,Delaware,2.04445676,% change,18035,252
Indiana,Dubois,-0.720746184,% change,18037,254
Indiana,Elkhart,-2.822979632,% change,18039,260
Indiana,Fayette,nan,% change,18041,263
Indiana,Floyd,-2.278325926,% change,18043,267
Indiana,Fountain,0.0,% change,18045,270
Indiana,Franklin,0.0,% change,18047,272
Indiana,Fulton,nan,% change,18049,276
Indiana,Gibson,nan,% change,18051,286
Indiana,Grant,4.246878836,% change,18053,297
Indiana,Greene,2.467181827,% change,18055,309
Indiana,Hamilton,4.486040502,% change,18057,321
Indiana,Hancock,-4.662446971,% change,18059,329
Indiana,Harrison,-1.270193301,% change,18061,334
Indiana,Hendricks,19.105147048,% change,18063,341
Indiana,Henry,1.759573236,% change,18065,344
Indiana,Howard,0.529518211,% change,18067,348
Indiana,Huntington,2.180488341,% change,18069,352
Indiana,Jackson,-2.264812328,% change,18071,355
Indiana,Jasper,0.0,% change,18073,356
Indiana,Jay,1.3878327,% change,18075,358
Indiana,Jefferson,0.105429626,% change,18077,363
Indiana,Jennings,nan,% change,18079,367
Indiana,Johnson,12.221613667,% change,18081,370
Indiana,Knox,2.453252357,% change,18083,376
Indiana,Kosciusko,96.059650056,% change,18085,384
Indiana,LaGrange,0.0,% change,18087,386
Indiana,Lake,1.704097067,% change,18089,389
Indiana,LaPorte,202.997060105,% change,18091,392
Indiana,Lawrence,1.217772902,% change,18093,396
Indiana,Madison,1.281268123,% change,18095,401
Indiana,Marion,5.713933629,% change,18097,409
Indiana,Marshall,0.591614507,% change,18099,412
Indiana,Martin,0.0,% change,18101,418
Indiana,Miami,0.0,% change,18103,420
Indiana,Monroe,-3.836861324,% change,18105,422
Indiana,Montgomery,0.0313128,% change,18107,425
Indiana,Morgan,-0.467242693,% change,18109,430
Indiana,Newton,0.0,% change,18111,433
Indiana,Noble,-0.280342313,% change,18113,436
Indiana,Ohio,0.0,% change,18115,440
Indiana,Orange,2.325342642,% change,18117,444
Indiana,Owen,0.0,% change,18119,448
Indiana,Parke,0.0,% change,18121,452
Indiana,Perry,2.1567596,% change,18123,459
Indiana,Pike,0.0,% change,18125,465
Indiana,Porter,-1.14131798,% change,18127,468
Indiana,Posey,0.0,% change,18129,471
Indiana,Pulaski,0.0,% change,18131,477
Indiana,Putnam,1.704011807,% change,18133,480
Indiana,Randolph,3.838940101,% change,18135,485
Indiana,Ripley,0.0,% change,18137,488
Indiana,Rush,0.0,% change,18139,493
Indiana,St. Joseph,11.270738058,% change,18141,496
Indiana,Scott,0.805669212,% change,18143,504
Indiana,Shelby,0.156009768,% change,18145,506
Indiana,Spencer,0.0,% change,18147,509
Indiana,Starke,0.0,% change,18149,512
Indiana,Steuben,-0.840409445,% change,18151,515
Indiana,Sullivan,0.0,% change,18153,518
Indiana,Switzerland,0.0,% change,18155,526
Indiana,Tippecanoe,8.553289448,% change,18157,530
Indiana,Tipton,0.0,% change,18159,534
Indiana,Union,0.0,% change,18161,538
Indiana,Vanderburgh,32.34969972,% change,18163,543
Indiana,Vermillion,0.0,% change,18165,548
Indiana,Vigo,0.5628361,% change,18167,553
Indiana,Wabash,nan,% change,18169,555
Indiana,Warren,0.0,% change,18171,567
Indiana,Warrick,-3.01213557,% change,18173,575
Indiana,Washington,0.0,% change,18175,584
Indiana,Wayne,3.063477046,% change,18177,586
Indiana,Wells,-0.409482759,% change,18179,590
Indiana,White,2.020663043,% change,18181,594
Indiana,Whitley,-0.388245132,% change,18183,597
Iowa,Adair,0.0,% change,19001,598
Iowa,Adams,0.0,% change,19003,602
Iowa,Allamakee,0.0,% change,19005,608
Iowa,Appanoose,nan,% change,19007,611
Iowa,Audubon,0.0,% change,19009,615
Iowa,Benton,0.0,% change,19011,619
Iowa,Black Hawk,-1.011196193,% change,19013,623
Iowa,Boone,0.0,% change,19015,625
Iowa,Bremer,-1.64622337,% change,19017,631
Iowa,Buchanan,-0.584767519,% change,19019,632
Iowa,Buena Vista,0.069074403,% change,19021,633
Iowa,Butler,0.0,% change,19023,361
Iowa,Calhoun,0.0,% change,19025,365
Iowa,Carroll,nan,% change,19027,369
Iowa,Cass,4.430955994,% change,19029,374
Iowa,Cedar,0.0,% change,19031,379
Iowa,Cerro Gordo,2.080624187,% change,19033,383
Iowa,Cherokee,0.0,% change,19035,388
Iowa,Chickasaw,0.0,% change,19037,393
Iowa,Clarke,0.333835882,% change,19039,397
Iowa,Clay,1.653905054,% change,19041,398
Iowa,Clayton,0.0,% change,19043,402
Iowa,Clinton,3.916504361,% change,19045,404
Iowa,Crawford,nan,% change,19047,408
Iowa,Dallas,-17.318999822,% change,19049,413
Iowa,Davis,0.0,% change,19051,416
Iowa,Decatur,0.0,% change,19053,419
Iowa,Delaware,nan,% change,19055,421
Iowa,Des Moines,1.09022082,% change,19057,424
Iowa,Dickinson,-1.444106642,% change,19059,427
Iowa,Dubuque,-2.176745533,% change,19061,434
Iowa,Emmet,0.0,% change,19063,437
Iowa,Fayette,0.0,% change,19065,442
Iowa,Floyd,0.0,% change,19067,447
Iowa,Franklin,0.0,% change,19069,451
Iowa,Fremont,nan,% change,19071,455
Iowa,Greene,0.0,% change,19073,458
Iowa,Grundy,0.0,% change,19075,460
Iowa,Guthrie,0.0,% change,19077,467
Iowa,Hamilton,0.0,% change,19079,469
Iowa,Hancock,0.0,% change,19081,470
Iowa,Hardin,0.0,% change,19083,475
Iowa,Harrison,0.0,% change,19085,478
Iowa,Henry,2.181707995,% change,19087,479
Iowa,Howard,0.0,% change,19089,481
Iowa,Humboldt,0.0,% change,19091,487
Iowa,Ida,0.0,% change,19093,491
Iowa,Iowa,0.0,% change,19095,495
Iowa,Jackson,1.727694688,% change,19097,499
Iowa,Jasper,-0.130929325,% change,19099,505
Iowa,Jefferson,nan,% change,19101,507
Iowa,Johnson,173.486868577,% change,19103,508
Iowa,Jones,1.717032967,% change,19105,516
Iowa,Keokuk,0.0,% change,19107,520
Iowa,Kossuth,0.0,% change,19109,523
Iowa,Lee,3.186672858,% change,19111,531
Iowa,Linn,-3.567823344,% change,19113,535
Iowa,Louisa,0.0,% change,19115,539
Iowa,Lucas,0.0,% change,19117,542
Iowa,Lyon,0.0,% change,19119,546
Iowa,Madison,0.0,% change,19121,550
Iowa,Mahaska,1.278933622,% change,19123,554
Iowa,Marion,0.340885095,% change,19125,561
Iowa,Marshall,1.974601594,% change,19127,568
Iowa,Mills,0.0,% change,19129,569
Iowa,Mitchell,0.0,% change,19131,572
Iowa,Monona,0.0,% change,19133,576
Iowa,Monroe,0.0,% change,19135,580
Iowa,Montgomery,0.0,% change,19137,595
Iowa,Muscatine,-0.309994406,% change,19139,600
Iowa,O'Brien,0.0,% change,19141,604
Iowa,Osceola,0.0,% change,19143,607
Iowa,Page,0.0,% change,19145,612
Iowa,Palo Alto,0.0,% change,19147,618
Iowa,Plymouth,-1.575084309,% change,19149,622
Iowa,Pocahontas,0.0,% change,19151,624
Iowa,Polk,2.538268984,% change,19153,629
Iowa,Pottawattamie,49.94064679,% change,19155,637
Iowa,Poweshiek,3.181718784,% change,19157,640
Iowa,Ringgold,0.0,% change,19159,642
Iowa,Sac,0.0,% change,19161,647
Iowa,Scott,-3.210787875,% change,19163,657
Iowa,Shelby,0.0,% change,19165,660
Iowa,Sioux,-2.599524233,% change,19167,663
Iowa,Story,-6.216947612,% change,19169,668
Iowa,Tama,0.0,% change,19171,671
Iowa,Taylor,0.0,% change,19173,674
Iowa,Union,1.283292978,% change,19175,675
Iowa,Van Buren,0.0,% change,19177,678
Iowa,Wapello,0.547207258,% change,19179,681
Iowa,Warren,-5.502300225,% change,19181,685
Iowa,Washington,nan,% change,19183,687
Iowa,Wayne,0.0,% change,19185,691
Iowa,Webster,2.655637788,% change,19187,694
Iowa,Winnebago,0.0,% change,19189,696
Iowa,Winneshiek,3.106472635,% change,19191,698
Iowa,Woodbury,-0.082759695,% change,19193,702
Iowa,Worth,0.0,% change,19195,703
Iowa,Wright,0.0,% change,19197,705
Kansas,Allen,5.471653357,% change,20001,709
Kansas,Anderson,0.0,% change,20003,712
Kansas,Atchison,2.327001771,% change,20005,715
Kansas,Barber,0.0,% change,20007,717
Kansas,Barton,2.943034447,% change,20009,719
Kansas,Bourbon,1.833424209,% change,20011,722
Kansas,Brown,3.422526447,% change,20013,723
Kansas,Butler,-1.233345337,% change,20015,726
Kansas,Chase,0.0,% change,20017,729
Kansas,Chautauqua,0.0,% change,20019,730
Kansas,Cherokee,0.0,% change,20021,732
Kansas,Cheyenne,0.0,% change,20023,736
Kansas,Clark,0.0,% change,20025,738
Kansas,Clay,0.0,% change,20027,739
Kansas,Cloud,3.483516484,% change,20029,740
Kansas,Coffey,0.0,% change,20031,745
Kansas,Comanche,0.0,% change,20033,748
Kansas,Cowley,1.72370231,% change,20035,752
Kansas,Crawford,0.492408699,% change,20037,756
Kansas,Decatur,0.0,% change,20039,759
Kansas,Dickinson,0.0,% change,20041,762
Kansas,Doniphan,0.0,% change,20043,765
Kansas,Douglas,-5.95102601,% change,20045,767
Kansas,Edwards,0.0,% change,20047,770
Kansas,Elk,0.0,% change,20049,773
Kansas,Ellis,-0.246331055,% change,20051,774
Kansas,Ellsworth,0.0,% change,20053,776
Kansas,Finney,0.31623331,% change,20055,778
Kansas,Ford,-0.197095736,% change,20057,784
Kansas,Franklin,1.170391827,% change,20059,786
Kansas,Geary,0.19029766,% change,20061,788
Kansas,Gove,0.0,% change,20063,790
Kansas,Graham,0.0,% change,20065,791
Kansas,Grant,0.0,% change,20067,794
Kansas,Gray,0.0,% change,20069,798
Kansas,Greeley,0.0,% change,20071,801
Kansas,Greenwood,0.0,% change,20073,803
Kansas,Hamilton,0.0,% change,20075,805
Kansas,Harper,0.0,% change,20077,807
Kansas,Harvey,-0.212802669,% change,20079,812
Kansas,Haskell,0.0,% change,20081,815
Kansas,Hodgeman,0.0,% change,20083,818
Kansas,Jackson,0.0,% change,20085,819
Kansas,Jefferson,0.0,% change,20087,821
Kansas,Jewell,0.0,% change,20089,822
Kansas,Johnson,18.168478372,% change,20091,824
Kansas,Kearny,0.0,% change,20093,826
Kansas,Kingman,0.0,% change,20095,827
Kansas,Kiowa,0.0,% change,20097,829
Kansas,Labette,5.164781112,% change,20099,831
Kansas,Lane,0.0,% change,20101,833
Kansas,Leavenworth,nan,% change,20103,836
Kansas,Lincoln,0.0,% change,20105,838
Kansas,Linn,0.0,% change,20107,840
Kansas,Logan,0.0,% change,20109,842
Kansas,Lyon,0.694610778,% change,20111,844
Kansas,McPherson,2.506865714,% change,20113,846
Kansas,Marion,0.0,% change,20115,848
Kansas,Marshall,1.826344251,% change,20117,850
Kansas,Meade,0.0,% change,20119,851
Kansas,Miami,-0.691684616,% change,20121,853
Kansas,Mitchell,0.0,% change,20123,854
Kansas,Montgomery,111.628685307,% change,20125,856
Kansas,Morris,0.0,% change,20127,858
Kansas,Morton,0.0,% change,20129,859
Kansas,Nemaha,0.0,% change,20131,861
Kansas,Neosho,2.4100137,% change,20133,862
Kansas,Ness,0.0,% change,20135,864
Kansas,Norton,0.0,% change,20137,866
Kansas,Osage,0.0,% change,20139,867
Kansas,Osborne,0.0,% change,20141,869
Kansas,Ottawa,0.0,% change,20143,870
Kansas,Pawnee,0.0,% change,20145,872
Kansas,Phillips,0.0,% change,20147,873
Kansas,Pottawatomie,0.0,% change,20149,876
Kansas,Pratt,0.752193899,% change,20151,878
Kansas,Rawlins,0.0,% change,20153,880
Kansas,Reno,2.197017766,% change,20155,882
Kansas,Republic,0.0,% change,20157,884
Kansas,Rice,0.0,% change,20159,886
Kansas,Riley,-1.607018297,% change,20161,888
Kansas,Rooks,0.0,% change,20163,889
Kansas,Rush,0.0,% change,20165,891
Kansas,Russell,0.0,% change,20167,893
Kansas,Saline,1.367350645,% change,20169,895
Kansas,Scott,0.0,% change,20171,897
Kansas,Sedgwick,24.362273014,% change,20173,898
Kansas,Seward,1.788539286,% change,20175,900
Kansas,Shawnee,50.625582361,% change,20177,902
Kansas,Sheridan,0.0,% change,20179,904
Kansas,Sherman,1.833473507,% change,20181,907
Kansas,Smith,0.0,% change,20183,909
Kansas,Stafford,0.0,% change,20185,911
Kansas,Stanton,0.0,% change,20187,913
Kansas,Stevens,0.0,% change,20189,914
Kansas,Sumner,2.508296341,% change,20191,916
Kansas,Thomas,1.638714633,% change,20193,917
Kansas,Trego,0.0,% change,20195,919
Kansas,Wabaunsee,0.0,% change,20197,920
Kansas,Wallace,0.0,% change,20199,921
Kansas,Washington,0.0,% change,20201,922
Kansas,Wichita,0.0,% change,20203,923
Kansas,Wilson,0.0,% change,20205,925
Kansas,Woodson,0.0,% change,20207,926
Kansas,Wyandotte,188.329744918,% change,20209,927
Kentucky,Adair,nan,% change,21001,928
Kentucky,Allen,0.0,% change,21003,929
Kentucky,Anderson,-2.808887283,% change,21005,930
Kentucky,Ballard,0.0,% change,21007,932
Kentucky,Barren,-3.345589075,% change,21009,933
Kentucky,Bath,0.0,% change,21011,934
Kentucky,Bell,5.383936452,% change,21013,936
Kentucky,Boone,25.441978826,% change,21015,1002
Kentucky,Bourbon,-0.368948497,% change,21017,1005
Kentucky,Boyd,2.533405262,% change,21019,1008
Kentucky,Boyle,-3.774089936,% change,21021,1010
Kentucky,Bracken,0.0,% change,21023,1013
Kentucky,Breathitt,0.0,% change,21025,1017
Kentucky,Breckinridge,0.0,% change,21027,1020
Kentucky,Bullitt,nan,% change,21029,1024
Kentucky,Butler,0.0,% change,21031,1026
Kentucky,Caldwell,nan,% change,21033,1031
Kentucky,Calloway,-2.880945012,% change,21035,1033
Kentucky,Campbell,97.889910251,% change,21037,1035
Kentucky,Carlisle,0.0,% change,21039,1039
Kentucky,Carroll,3.509765072,% change,21041,1041
Kentucky,Carter,0.0,% change,21043,1044
Kentucky,Casey,0.0,% change,21045,1048
Kentucky,Christian,2.414442044,% change,21047,1050
Kentucky,Clark,-1.256652456,% change,21049,1053
Kentucky,Clay,0.0,% change,21051,1056
Kentucky,Clinton,0.0,% change,21053,1059
Kentucky,Crittenden,0.0,% change,21055,1064
Kentucky,Cumberland,0.0,% change,21057,1067
Kentucky,Daviess,29.782460639,% change,21059,1071
Kentucky,Edmonson,0.0,% change,21061,1073
Kentucky,Elliott,0.0,% change,21063,1075
Kentucky,Estill,0.0,% change,21065,1077
Kentucky,Fayette,10.200218146,% change,21067,1080
Kentucky,Fleming,0.0,% change,21069,1083
Kentucky,Floyd,0.0,% change,21071,1085
Kentucky,Franklin,-1.884914711,% change,21073,1086
Kentucky,Fulton,0.0,% change,21075,1088
Kentucky,Gallatin,0.0,% change,21077,1090
Kentucky,Garrard,0.0,% change,21079,1092
Kentucky,Grant,-0.602216155,% change,21081,1094
Kentucky,Graves,1.130612684,% change,21083,1097
Kentucky,Grayson,-1.484315226,% change,21085,1100
Kentucky,Green,0.0,% change,21087,1102
Kentucky,Greenup,0.0,% change,21089,1105
Kentucky,Hancock,0.0,% change,21091,1107
Kentucky,Hardin,0.548211763,% change,21093,1110
Kentucky,Harlan,0.0,% change,21095,1114
Kentucky,Harrison,0.527221864,% change,21097,1119
Kentucky,Hart,0.0,% change,21099,1121
Kentucky,Henderson,0.179482744,% change,21101,1126
Kentucky,Henry,0.0,% change,21103,1129
Kentucky,Hickman,3.664353859,% change,21105,1130
Kentucky,Hopkins,2.485341734,% change,21107,1136
Kentucky,Jackson,0.0,% change,21109,1140
Kentucky,Jefferson,18.105697921,% change,21111,1143
Kentucky,Jessamine,-6.430006698,% change,21113,1145
Kentucky,Johnson,2.396152164,% change,21115,1148
Kentucky,Kenton,-2.544411772,% change,21117,1151
Kentucky,Knott,0.0,% change,21119,1154
Kentucky,Knox,0.0,% change,21121,1159
Kentucky,Larue,0.0,% change,21123,1162
Kentucky,Laurel,-1.105184197,% change,21125,1166
Kentucky,Lawrence,0.605831125,% change,21127,1167
Kentucky,Lee,0.0,% change,21129,1171
Kentucky,Leslie,0.0,% change,21131,1175
Kentucky,Letcher,0.0,% change,21133,1178
Kentucky,Lewis,0.0,% change,21135,1180
Kentucky,Lincoln,1.606013308,% change,21137,1184
Kentucky,Livingston,0.0,% change,21139,1187
Kentucky,Logan,0.645233897,% change,21141,1190
Kentucky,Lyon,0.0,% change,21143,1193
Kentucky,McCracken,0.745309296,% change,21145,1196
Kentucky,McCreary,0.0,% change,21147,1198
Kentucky,McLean,0.0,% change,21149,1201
Kentucky,Madison,-5.324055977,% change,21151,1204
Kentucky,Magoffin,0.0,% change,21153,1206
Kentucky,Marion,4.393250797,% change,21155,1210
Kentucky,Marshall,-0.057558,% change,21157,1213
Kentucky,Martin,0.0,% change,21159,1215
Kentucky,Mason,2.27299219,% change,21161,1217
Kentucky,Meade,0.0,% change,21163,1220
Kentucky,Menifee,0.0,% change,21165,1222
Kentucky,Mercer,-0.532884588,% change,21167,1225
Kentucky,Metcalfe,0.0,% change,21169,1228
Kentucky,Monroe,3.157198223,% change,21171,1230
Kentucky,Montgomery,-3.286215249,% change,21173,1233
Kentucky,Morgan,0.0,% change,21175,1235
Kentucky,Muhlenberg,1.490471285,% change,21177,1238
Kentucky,Nelson,-3.190367376,% change,21179,1243
Kentucky,Nicholas,0.0,% change,21181,1246
Kentucky,Ohio,-0.92163994,% change,21183,1249
Kentucky,Oldham,85.918942084,% change,21185,1252
Kentucky,Owen,0.0,% change,21187,1255
Kentucky,Owsley,0.0,% change,21189,1257
Kentucky,Pendleton,0.0,% change,21191,1260
Kentucky,Perry,5.698509111,% change,21193,1265
Kentucky,Pike,7.383816157,% change,21195,1267
Kentucky,Powell,0.0,% change,21197,1270
Kentucky,Pulaski,-0.804511513,% change,21199,1272
Kentucky,Robertson,0.0,% change,21201,1273
Kentucky,Rockcastle,0.0,% change,21203,1276
Kentucky,Rowan,nan,% change,21205,1279
Kentucky,Russell,0.0,% change,21207,1282
Kentucky,Scott,79.590384903,% change,21209,1283
Kentucky,Shelby,-7.99064217,% change,21211,1285
Kentucky,Simpson,-3.797609119,% change,21213,1287
Kentucky,Spencer,0.0,% change,21215,1000
Kentucky,Taylor,-1.745488855,% change,21217,1003
Kentucky,Todd,0.0,% change,21219,1006
Kentucky,Trigg,0.0,% change,21221,1009
Kentucky,Trimble,0.0,% change,21223,1012
Kentucky,Union,3.177393186,% change,21225,1016
Kentucky,Warren,22.21844057,% change,21227,1019
Kentucky,Washington,0.0,% change,21229,1023
Kentucky,Wayne,0.655326941,% change,21231,1027
Kentucky,Webster,0.0,% change,21233,1029
Kentucky,Whitley,-0.670304407,% change,21235,1034
Kentucky,Wolfe,0.0,% change,21237,1037
Kentucky,Woodford,0.0,% change,21239,1042
Louisiana,Acadia,-1.550955414,% change,22001,1046
Louisiana,Allen,0.214124426,% change,22003,1051
Louisiana,Ascension,20.72083937,% change,22005,1055
Louisiana,Assumption,0.0,% change,22007,1060
Louisiana,Avoyelles,1.839668616,% change,22009,1062
Louisiana,Beauregard,-2.454186713,% change,22011,1066
Louisiana,Bienville,0.0,% change,22013,1069
Louisiana,Bossier,185.198650318,% change,22015,1076
Louisiana,Caddo,20.343508131,% change,22017,1079
Louisiana,Calcasieu,15.921488098,% change,22019,1081
Louisiana,Caldwell,0.0,% change,22021,1084
Louisiana,Cameron,0.0,% change,22023,1089
Louisiana,Catahoula,0.0,% change,22025,1093
Louisiana,Claiborne,0.0,% change,22027,1095
Louisiana,Concordia,4.206261879,% change,22029,1098
Louisiana,De Soto,nan,% change,22031,1103
Louisiana,East Baton Rouge,16.446827549,% change,22033,1108
Louisiana,East Carroll,0.0,% change,22035,1111
Louisiana,East Feliciana,0.0,% change,22037,1115
Louisiana,Evangeline,0.332245624,% change,22039,1118
Louisiana,Franklin,1.983893145,% change,22041,1123
Louisiana,Grant,0.0,% change,22043,1127
Louisiana,Iberia,0.584315174,% change,22045,1133
Louisiana,Iberville,1.324543549,% change,22047,1134
Louisiana,Jackson,3.174102354,% change,22049,1138
Louisiana,Jefferson,13.12561596,% change,22051,1147
Louisiana,Jefferson Davis,0.701306981,% change,22053,1155
Louisiana,Lafayette,29.940102422,% change,22055,1161
Louisiana,Lafourche,-1.628522466,% change,22057,1280
Louisiana,La Salle,-0.810523518,% change,22059,1289
Louisiana,Lincoln,-1.246668206,% change,22061,1291
Louisiana,Livingston,132.295830954,% change,22063,1295
Louisiana,Madison,0.0,% change,22065,1297
Louisiana,Morehouse,6.027629853,% change,22067,1299
Louisiana,Natchitoches,0.964226183,% change,22069,1301
Louisiana,Orleans,83.532686549,% change,22071,1304
Louisiana,Ouachita,129.849769865,% change,22073,1306
Louisiana,Plaquemines,0.0,% change,22075,1427
Louisiana,Pointe Coupee,0.0,% change,22077,1431
Louisiana,Rapides,49.894395785,% change,22079,1434
Louisiana,Red River,0.0,% change,22081,1436
Louisiana,Richland,2.136710346,% change,22083,1439
Louisiana,Sabine,nan,% change,22085,1441
Louisiana,St. Bernard,nan,% change,22087,1463
Louisiana,St. Charles,-0.923123487,% change,22089,1466
Louisiana,St. Helena,0.0,% change,22091,1467
Louisiana,St. James,0.0,% change,22093,1468
Louisiana,St. John the Baptist,3.615455382,% change,22095,1469
Louisiana,St. Landry,-0.326153184,% change,22097,1471
Louisiana,St. Martin,-1.916036351,% change,22099,1473
Louisiana,St. Mary,3.758577069,% change,22101,1474
Louisiana,St. Tammany,31.142689855,% change,22103,1475
Louisiana,Tangipahoa,40.820146529,% change,22105,1476
Louisiana,Tensas,0.0,% change,22107,1479
Louisiana,Terrebonne,-1.3525101,% change,22109,1501
Louisiana,Union,0.64133752,% change,22111,1507
Louisiana,Vermilion,-3.328129671,% change,22113,1510
Louisiana,Vernon,1.204935976,% change,22115,1513
Louisiana,Washington,0.0,% change,22117,1516
Louisiana,Webster,3.613519286,% change,22119,1518
Louisiana,West Baton Rouge,-7.094112658,% change,22121,1520
Louisiana,West Carroll,3.486700216,% change,22123,1522
Louisiana,West Feliciana,0.0,% change,22125,1524
Louisiana,Winn,4.231748435,% change,22127,1529
Maine,Androscoggin,0.117461708,% change,23001,1532
Maine,Aroostook,4.781549122,% change,23003,1535
Maine,Cumberland,21.430965435,% change,23005,1608
Maine,Franklin,2.194805627,% change,23007,1619
Maine,Hancock,nan,% change,23009,1748
