State,County,SNAP redemptions per SNAP-authorized stores 2017 (REDEMP_SNAPS17),Units,FIPS,FID
Iowa,Dallas,114308.47232323232,Dollars/store,19049,413
Iowa,Davis,53120.41363636364,Dollars/store,19051,416
Iowa,Decatur,91762.84528301886,Dollars/store,19053,419
Iowa,Delaware,215489.5914285714,Dollars/store,19055,421
Iowa,Des Moines,272555.25149028073,Dollars/store,19057,424
Iowa,Dickinson,122660.59241379311,Dollars/store,19059,427
Iowa,Dubuque,206068.91108982038,Dollars/store,19061,434
Iowa,Emmet,120325.81999999999,Dollars/store,19063,437
Iowa,Fayette,120820.32450704224,Dollars/store,19065,442
Iowa,Floyd,137449.42726256984,Dollars/store,19067,447
Iowa,Franklin,65437.20241610739,Dollars/store,19069,451
Iowa,Fremont,30996.459,Dollars/store,19071,455
Iowa,Greene,148842.525,Dollars/store,19073,458
Iowa,Grundy,28504.95480916031,Dollars/store,19075,460
Iowa,Guthrie,62137.566315789474,Dollars/store,19077,467
Iowa,Hamilton,81923.8315909091,Dollars/store,19079,469
Iowa,Hancock,48299.91,Dollars/store,19081,470
Iowa,Hardin,95669.11581395348,Dollars/store,19083,475
Iowa,Harrison,52764.41721854304,Dollars/store,19085,478
Iowa,Henry,214761.7964835165,Dollars/store,19087,479
Iowa,Howard,52364.20854961832,Dollars/store,19089,481
Iowa,Humboldt,85515.76095238095,Dollars/store,19091,487
Iowa,Ida,48355.72947368421,Dollars/store,19093,491
Iowa,Iowa,53366.47977653631,Dollars/store,19095,495
Iowa,Jackson,180752.52545454545,Dollars/store,19097,499
Iowa,Jasper,167461.32849230772,Dollars/store,19099,505
Iowa,Jefferson,205572.38430379747,Dollars/store,19101,507
Iowa,Johnson,201914.35341772152,Dollars/store,19103,508
Iowa,Jones,135179.94466666665,Dollars/store,19105,516
Iowa,Keokuk,38647.02290322581,Dollars/store,19107,520
Iowa,Kossuth,84116.9842857143,Dollars/store,19109,523
Iowa,Lee,288840.9609972299,Dollars/store,19111,531
Iowa,Linn,231541.86773388772,Dollars/store,19113,535
Iowa,Louisa,38855.73503355705,Dollars/store,19115,539
Iowa,Lucas,108872.99399999999,Dollars/store,19117,542
Iowa,Lyon,27010.38714285714,Dollars/store,19119,546
Iowa,Madison,106339.68818181819,Dollars/store,19121,550
Iowa,Mahaska,202250.7195,Dollars/store,19123,554
Iowa,Marion,132849.62840236686,Dollars/store,19125,561
Iowa,Marshall,191288.68087336246,Dollars/store,19127,568
Iowa,Mills,75825.4662295082,Dollars/store,19129,569
Iowa,Mitchell,29250.207346938772,Dollars/store,19131,572
Iowa,Monona,104056.135,Dollars/store,19133,576
Iowa,Monroe,87889.38142857143,Dollars/store,19135,580
Iowa,Montgomery,166876.61820895525,Dollars/store,19137,595
Iowa,Muscatine,245610.95184466016,Dollars/store,19139,600
Iowa,O'Brien,69895.46566844921,Dollars/store,19141,604
Iowa,Osceola,nan,Dollars/store,19143,607
Iowa,Page,233671.54142857142,Dollars/store,19145,612
Iowa,Palo Alto,90135.48171428574,Dollars/store,19147,618
Iowa,Plymouth,149425.40266666666,Dollars/store,19149,622
Iowa,Pocahontas,55406.09764705883,Dollars/store,19151,624
Iowa,Polk,251925.06933510635,Dollars/store,19153,629
Iowa,Pottawattamie,349965.8297055058,Dollars/store,19155,637
Iowa,Poweshiek,94077.8430252101,Dollars/store,19157,640
Iowa,Ringgold,64551.98470588235,Dollars/store,19159,642
Iowa,Sac,42328.37528089888,Dollars/store,19161,647
Iowa,Scott,252439.62659932658,Dollars/store,19163,657
Iowa,Shelby,94378.89636363636,Dollars/store,19165,660
Iowa,Sioux,99040.1293069307,Dollars/store,19167,663
Iowa,Story,137579.092757079,Dollars/store,19169,668
Iowa,Tama,70312.31710144927,Dollars/store,19171,671
Iowa,Taylor,46934.21142857143,Dollars/store,19173,674
Iowa,Union,256680.0225,Dollars/store,19175,675
Iowa,Van Buren,84391.30545454545,Dollars/store,19177,678
Iowa,Wapello,253398.43348623853,Dollars/store,19179,681
Iowa,Warren,106269.37909738717,Dollars/store,19181,685
Iowa,Washington,131103.89388888888,Dollars/store,19183,687
Iowa,Wayne,66549.71076923078,Dollars/store,19185,691
Iowa,Webster,279243.98534351145,Dollars/store,19187,694
Iowa,Winnebago,63177.217391304344,Dollars/store,19189,696
Iowa,Winneshiek,154893.52438356166,Dollars/store,19191,698
Iowa,Woodbury,270728.12218687875,Dollars/store,19193,702
Iowa,Worth,31932.51804878049,Dollars/store,19195,703
Iowa,Wright,70370.28403361345,Dollars/store,19197,705
Kansas,Allen,140123.2170810811,Dollars/store,20001,709
Kansas,Anderson,74932.424,Dollars/store,20003,712
Kansas,Atchison,244646.88682926827,Dollars/store,20005,715
Kansas,Barber,37832.4552,Dollars/store,20007,717
Kansas,Barton,143428.62609836066,Dollars/store,20009,719
Kansas,Bourbon,236710.1355371901,Dollars/store,20011,722
Kansas,Brown,192697.41319148938,Dollars/store,20013,723
Kansas,Butler,156940.69986206896,Dollars/store,20015,726
Kansas,Chase,nan,Dollars/store,20017,729
Kansas,Chautauqua,42746.77432835821,Dollars/store,20019,730
Kansas,Cherokee,118080.95451428571,Dollars/store,20021,732
Kansas,Cheyenne,nan,Dollars/store,20023,736
Kansas,Clark,nan,Dollars/store,20025,738
Kansas,Clay,58225.09,Dollars/store,20027,739
Kansas,Cloud,113348.40222222223,Dollars/store,20029,740
Kansas,Coffey,40831.212,Dollars/store,20031,745
Kansas,Comanche,nan,Dollars/store,20033,748
Kansas,Cowley,250302.2584,Dollars/store,20035,752
Kansas,Crawford,230255.93161643835,Dollars/store,20037,756
Kansas,Decatur,nan,Dollars/store,20039,759
Kansas,Dickinson,66697.35711340206,Dollars/store,20041,762
Kansas,Doniphan,37803.14507462687,Dollars/store,20043,765
Kansas,Douglas,164881.3941747573,Dollars/store,20045,767
Kansas,Edwards,nan,Dollars/store,20047,770
Kansas,Elk,nan,Dollars/store,20049,773
Kansas,Ellis,147398.6052631579,Dollars/store,20051,774
Kansas,Ellsworth,39260.00955223881,Dollars/store,20053,776
Kansas,Finney,213460.21703225808,Dollars/store,20055,778
Kansas,Ford,203079.36949640285,Dollars/store,20057,784
Kansas,Franklin,156739.07018181818,Dollars/store,20059,786
Kansas,Geary,206628.4620224719,Dollars/store,20061,788
Kansas,Gove,nan,Dollars/store,20063,790
Kansas,Graham,nan,Dollars/store,20065,791
Kansas,Grant,76670.864,Dollars/store,20067,794
Kansas,Gray,12222.75,Dollars/store,20069,798
Kansas,Greeley,nan,Dollars/store,20071,801
Kansas,Greenwood,61985.00714285714,Dollars/store,20073,803
Kansas,Hamilton,37633.0975,Dollars/store,20075,805
Kansas,Harper,53988.1175,Dollars/store,20077,807
Kansas,Harvey,140690.6529616725,Dollars/store,20079,812
Kansas,Haskell,22210.518,Dollars/store,20081,815
Kansas,Hodgeman,nan,Dollars/store,20083,818
Kansas,Jackson,95083.00228571429,Dollars/store,20085,819
Kansas,Jefferson,39211.45681528662,Dollars/store,20087,821
Kansas,Jewell,nan,Dollars/store,20089,822
Kansas,Johnson,116232.5907784431,Dollars/store,20091,824
Kansas,Kearny,22222.512,Dollars/store,20093,826
Kansas,Kingman,39830.244507042255,Dollars/store,20095,827
Kansas,Kiowa,nan,Dollars/store,20097,829
Kansas,Labette,152958.1379775281,Dollars/store,20099,831
Kansas,Lane,12111.2675,Dollars/store,20101,833
Kansas,Leavenworth,143390.8992366412,Dollars/store,20103,836
Kansas,Lincoln,nan,Dollars/store,20105,838
Kansas,Linn,85970.1622857143,Dollars/store,20107,840
Kansas,Logan,nan,Dollars/store,20109,842
Kansas,Lyon,137759.7712,Dollars/store,20111,844
Kansas,McPherson,81370.93284132841,Dollars/store,20113,846
Kansas,Marion,29399.056991150443,Dollars/store,20115,848
Kansas,Marshall,94634.79839999999,Dollars/store,20117,850
Kansas,Meade,21616.8,Dollars/store,20119,851
Kansas,Miami,186486.76023952098,Dollars/store,20121,853
Kansas,Mitchell,37666.36,Dollars/store,20123,854
Kansas,Montgomery,246135.46148571427,Dollars/store,20125,856
Kansas,Morris,nan,Dollars/store,20127,858
Kansas,Morton,nan,Dollars/store,20129,859
Kansas,Nemaha,47801.64387096774,Dollars/store,20131,861
Kansas,Neosho,147697.1007329843,Dollars/store,20133,862
Kansas,Ness,19233.9975,Dollars/store,20135,864
Kansas,Norton,39423.71142857143,Dollars/store,20137,866
Kansas,Osage,50179.658901098905,Dollars/store,20139,867
Kansas,Osborne,38550.79,Dollars/store,20141,869
Kansas,Ottawa,nan,Dollars/store,20143,870
Kansas,Pawnee,83447.75333333334,Dollars/store,20145,872
Kansas,Phillips,50194.61833333334,Dollars/store,20147,873
Kansas,Pottawatomie,62171.45125,Dollars/store,20149,876
Kansas,Pratt,146424.61777777778,Dollars/store,20151,878
Kansas,Rawlins,nan,Dollars/store,20153,880
Kansas,Reno,217043.46190274842,Dollars/store,20155,882
Kansas,Republic,30019.426,Dollars/store,20157,884
Kansas,Rice,65601.75853211009,Dollars/store,20159,886
Kansas,Riley,173927.19220338983,Dollars/store,20161,888
Kansas,Rooks,47136.68666666667,Dollars/store,20163,889
Kansas,Rush,70085.6,Dollars/store,20165,891
Kansas,Russell,79185.79384615384,Dollars/store,20167,893
Kansas,Saline,201258.4937142857,Dollars/store,20169,895
Kansas,Scott,31340.289113924053,Dollars/store,20171,897
Kansas,Sedgwick,281059.4251659919,Dollars/store,20173,898
Kansas,Seward,180715.81106796116,Dollars/store,20175,900
Kansas,Shawnee,284190.3526829268,Dollars/store,20177,902
Kansas,Sheridan,nan,Dollars/store,20179,904
Kansas,Sherman,149796.32,Dollars/store,20181,907
Kansas,Smith,29947.784117647054,Dollars/store,20183,909
Kansas,Stafford,nan,Dollars/store,20185,911
Kansas,Stanton,nan,Dollars/store,20187,913
Kansas,Stevens,nan,Dollars/store,20189,914
Kansas,Sumner,129977.5536,Dollars/store,20191,916
Kansas,Thomas,76174.09,Dollars/store,20193,917
Kansas,Trego,nan,Dollars/store,20195,919
Kansas,Wabaunsee,13253.781428571428,Dollars/store,20197,920
Kansas,Wallace,nan,Dollars/store,20199,921
Kansas,Washington,14393.33125,Dollars/store,20201,922
Kansas,Wichita,nan,Dollars/store,20203,923
Kansas,Wilson,76450.84583333334,Dollars/store,20205,925
Kansas,Woodson,32630.968333333334,Dollars/store,20207,926
Kansas,Wyandotte,230060.10666666666,Dollars/store,20209,927
Kentucky,Adair,219947.04438356165,Dollars/store,21001,928
Kentucky,Allen,220148.56642857144,Dollars/store,21003,929
Kentucky,Anderson,208548.26850828726,Dollars/store,21005,930
Kentucky,Ballard,86420.4319266055,Dollars/store,21007,932
Kentucky,Barren,253644.41886363635,Dollars/store,21009,933
Kentucky,Bath,156841.76666666666,Dollars/store,21011,934
Kentucky,Bell,501691.5460253165,Dollars/store,21013,936
Kentucky,Boone,185949.10287323943,Dollars/store,21015,1002
Kentucky,Bourbon,195154.11024,Dollars/store,21017,1005
Kentucky,Boyd,362616.29418124014,Dollars/store,21019,1008
Kentucky,Boyle,284060.94877192983,Dollars/store,21021,1010
Kentucky,Bracken,44343.10899082568,Dollars/store,21023,1013
Kentucky,Breathitt,319243.4426431718,Dollars/store,21025,1017
Kentucky,Breckinridge,138692.96680851065,Dollars/store,21027,1020
Kentucky,Bullitt,133907.30831050227,Dollars/store,21029,1024
Kentucky,Butler,208494.83384615384,Dollars/store,21031,1026
Kentucky,Caldwell,235751.89666666667,Dollars/store,21033,1031
Kentucky,Calloway,186160.8748275862,Dollars/store,21035,1033
Kentucky,Campbell,194561.78002528445,Dollars/store,21037,1035
Kentucky,Carlisle,52418.6125,Dollars/store,21039,1039
Kentucky,Carroll,239422.5925,Dollars/store,21041,1041
Kentucky,Carter,182887.1406960557,Dollars/store,21043,1044
Kentucky,Casey,159827.96602739725,Dollars/store,21045,1048
Kentucky,Christian,248001.5324630542,Dollars/store,21047,1050
Kentucky,Clark,256399.10148337594,Dollars/store,21049,1053
Kentucky,Clay,294369.14442748093,Dollars/store,21051,1056
Kentucky,Clinton,222329.78113636366,Dollars/store,21053,1059
Kentucky,Crittenden,143078.4853012048,Dollars/store,21055,1064
Kentucky,Cumberland,90975.969,Dollars/store,21057,1067
Kentucky,Daviess,184887.41164685908,Dollars/store,21059,1071
Kentucky,Edmonson,92042.83363636363,Dollars/store,21061,1073
Kentucky,Elliott,84719.58196721312,Dollars/store,21063,1075
Kentucky,Estill,300379.6326666667,Dollars/store,21065,1077
Kentucky,Fayette,217679.2641622035,Dollars/store,21067,1080
Kentucky,Fleming,101292.89889908256,Dollars/store,21069,1083
Kentucky,Floyd,239205.03626740945,Dollars/store,21071,1085
Kentucky,Franklin,216578.08267605634,Dollars/store,21073,1086
Kentucky,Fulton,430966.83999999997,Dollars/store,21075,1088
Kentucky,Gallatin,101012.49875,Dollars/store,21077,1090
Kentucky,Garrard,86596.22781456953,Dollars/store,21079,1092
Kentucky,Grant,223640.78671875002,Dollars/store,21081,1094
Kentucky,Graves,181959.59043824702,Dollars/store,21083,1097
Kentucky,Grayson,220816.76480938416,Dollars/store,21085,1100
Kentucky,Green,142148.57285714286,Dollars/store,21087,1102
Kentucky,Greenup,79131.84595533498,Dollars/store,21089,1105
Kentucky,Hancock,45652.335,Dollars/store,21091,1107
Kentucky,Hardin,230162.60567975833,Dollars/store,21093,1110
Kentucky,Harlan,386719.5588679245,Dollars/store,21095,1114
Kentucky,Harrison,272319.3,Dollars/store,21097,1119
Kentucky,Hart,111800.57118279568,Dollars/store,21099,1121
Kentucky,Henderson,212484.67775628623,Dollars/store,21101,1126
Kentucky,Henry,66834.4424390244,Dollars/store,21103,1129
Kentucky,Hickman,93091.26117647058,Dollars/store,21105,1130
Kentucky,Hopkins,236268.81554285713,Dollars/store,21107,1136
Kentucky,Jackson,198347.66470588237,Dollars/store,21109,1140
Kentucky,Jefferson,236700.2420153954,Dollars/store,21111,1143
Kentucky,Jessamine,262635.69769911503,Dollars/store,21113,1145
Kentucky,Johnson,354330.9426737968,Dollars/store,21115,1148
Kentucky,Kenton,191298.6619770774,Dollars/store,21117,1151
Kentucky,Knott,227067.07802955664,Dollars/store,21119,1154
Kentucky,Knox,268219.7239716312,Dollars/store,21121,1159
Kentucky,Larue,134630.9504895105,Dollars/store,21123,1162
Kentucky,Laurel,262060.13082007342,Dollars/store,21125,1166
Kentucky,Lawrence,395630.7278571428,Dollars/store,21127,1167
Kentucky,Lee,342758.0134351145,Dollars/store,21129,1171
Kentucky,Leslie,198869.95529411765,Dollars/store,21131,1175
Kentucky,Letcher,284500.7984168866,Dollars/store,21133,1178
Kentucky,Lewis,175778.08163265308,Dollars/store,21135,1180
Kentucky,Lincoln,243255.2154929577,Dollars/store,21137,1184
Kentucky,Livingston,51784.09724550899,Dollars/store,21139,1187
Kentucky,Logan,252971.30117647062,Dollars/store,21141,1190
Kentucky,Lyon,98992.45523809524,Dollars/store,21143,1193
Kentucky,McCracken,287523.743372549,Dollars/store,21145,1196
Kentucky,McCreary,356499.744109589,Dollars/store,21147,1198
Kentucky,McLean,67278.29545454546,Dollars/store,21149,1201
Kentucky,Madison,240725.58632512318,Dollars/store,21151,1204
Kentucky,Magoffin,223582.04440677966,Dollars/store,21153,1206
Kentucky,Marion,253410.42944162435,Dollars/store,21155,1210
Kentucky,Marshall,143376.30054711248,Dollars/store,21157,1213
Kentucky,Martin,267852.57160714286,Dollars/store,21159,1215
Kentucky,Mason,326295.4661538461,Dollars/store,21161,1217
Kentucky,Meade,155626.8807782101,Dollars/store,21163,1220
Kentucky,Menifee,120952.848,Dollars/store,21165,1222
Kentucky,Mercer,219907.11599999998,Dollars/store,21167,1225
Kentucky,Metcalfe,212621.30424242423,Dollars/store,21169,1228
Kentucky,Monroe,202707.57320930233,Dollars/store,21171,1230
Kentucky,Montgomery,287895.20992700726,Dollars/store,21173,1233
Kentucky,Morgan,163678.40608695653,Dollars/store,21175,1235
Kentucky,Muhlenberg,258855.53197452228,Dollars/store,21177,1238
Kentucky,Nelson,211767.52983758703,Dollars/store,21179,1243
Kentucky,Nicholas,176760.02794520548,Dollars/store,21181,1246
Kentucky,Ohio,191900.45748837208,Dollars/store,21183,1249
Kentucky,Oldham,139421.03330472103,Dollars/store,21185,1252
Kentucky,Owen,106614.01176470588,Dollars/store,21187,1255
Kentucky,Owsley,243831.896,Dollars/store,21189,1257
Kentucky,Pendleton,169032.13227272726,Dollars/store,21191,1260
Kentucky,Perry,390644.2613286713,Dollars/store,21193,1265
Kentucky,Pike,395329.34770161286,Dollars/store,21195,1267
Kentucky,Powell,297310.05933014356,Dollars/store,21197,1270
Kentucky,Pulaski,244932.76442437927,Dollars/store,21199,1272
Kentucky,Robertson,nan,Dollars/store,21201,1273
Kentucky,Rockcastle,161287.0887671233,Dollars/store,21203,1276
Kentucky,Rowan,346772.3437267081,Dollars/store,21205,1279
Kentucky,Russell,168193.2438225256,Dollars/store,21207,1282
Kentucky,Scott,219916.63380145282,Dollars/store,21209,1283
Kentucky,Shelby,171643.57014084508,Dollars/store,21211,1285
Kentucky,Simpson,292791.4384357542,Dollars/store,21213,1287
Kentucky,Spencer,123720.6768,Dollars/store,21215,1000
Kentucky,Taylor,297589.09826989623,Dollars/store,21217,1003
Kentucky,Todd,155550.80000000002,Dollars/store,21219,1006
Kentucky,Trigg,69959.415,Dollars/store,21221,1009
Kentucky,Trimble,49081.875483870965,Dollars/store,21223,1012
Kentucky,Union,149346.53628318585,Dollars/store,21225,1016
Kentucky,Warren,232362.80016,Dollars/store,21227,1019
Kentucky,Washington,144255.41007874015,Dollars/store,21229,1023
Kentucky,Wayne,311136.6612244898,Dollars/store,21231,1027
Kentucky,Webster,76874.1616,Dollars/store,21233,1029
Kentucky,Whitley,426009.77049689443,Dollars/store,21235,1034
Kentucky,Wolfe,199270.28074074074,Dollars/store,21237,1037
Kentucky,Woodford,156805.67150943395,Dollars/store,21239,1042
Louisiana,Acadia,207752.06402714932,Dollars/store,22001,1046
Louisiana,Allen,242911.32362537764,Dollars/store,22003,1051
Louisiana,Ascension,243364.58613756613,Dollars/store,22005,1055
Louisiana,Assumption,162235.8744,Dollars/store,22007,1060
Louisiana,Avoyelles,227793.08810526316,Dollars/store,22009,1062
Louisiana,Beauregard,290832.0045283019,Dollars/store,22011,1066
Louisiana,Bienville,132909.91459459462,Dollars/store,22013,1069
Louisiana,Bossier,304545.83228733455,Dollars/store,22015,1076
Louisiana,Caddo,427797.03194775264,Dollars/store,22017,1079
Louisiana,Calcasieu,256086.8799363817,Dollars/store,22019,1081
Louisiana,Caldwell,250029.17184000002,Dollars/store,22021,1084
Louisiana,Cameron,64509.64421052631,Dollars/store,22023,1089
Louisiana,Catahoula,181992.1075,Dollars/store,22025,1093
Louisiana,Claiborne,308347.161971831,Dollars/store,22027,1095
Louisiana,Concordia,331114.7508695652,Dollars/store,22029,1098
Louisiana,De Soto,226946.62176678446,Dollars/store,22031,1103
Louisiana,East Baton Rouge,297607.7868735454,Dollars/store,22033,1108
Louisiana,East Carroll,180957.3116883117,Dollars/store,22035,1111
Louisiana,East Feliciana,127541.77514563107,Dollars/store,22037,1115
Louisiana,Evangeline,216614.9595767196,Dollars/store,22039,1118
Louisiana,Franklin,369462.69251612906,Dollars/store,22041,1123
Louisiana,Grant,152618.0614285714,Dollars/store,22043,1127
Louisiana,Iberia,321386.3247181629,Dollars/store,22045,1133
Louisiana,Iberville,352388.2551603499,Dollars/store,22047,1134
Louisiana,Jackson,260146.4685714286,Dollars/store,22049,1138
Louisiana,Jefferson,340585.44664072635,Dollars/store,22051,1147
Louisiana,Jefferson Davis,280540.9229189189,Dollars/store,22053,1155
Louisiana,Lafayette,321960.8247374563,Dollars/store,22055,1161
Louisiana,Lafourche,332723.7067142857,Dollars/store,22057,1280
Louisiana,La Salle,283225.4746153846,Dollars/store,22059,1289
Louisiana,Lincoln,385869.2529577465,Dollars/store,22061,1291
Louisiana,Livingston,219692.82421468038,Dollars/store,22063,1295
Louisiana,Madison,345937.2656115108,Dollars/store,22065,1297
Louisiana,Morehouse,445810.19184466015,Dollars/store,22067,1299
Louisiana,Natchitoches,434954.18039999995,Dollars/store,22069,1301
Louisiana,Orleans,340728.8523524825,Dollars/store,22071,1304
Louisiana,Ouachita,390733.5220863309,Dollars/store,22073,1306
Louisiana,Plaquemines,131184.54258373205,Dollars/store,22075,1427
Louisiana,Pointe Coupee,178002.77979522184,Dollars/store,22077,1431
Louisiana,Rapides,357360.9833076923,Dollars/store,22079,1434
Louisiana,Red River,162572.3630769231,Dollars/store,22081,1436
Louisiana,Richland,298651.0255421687,Dollars/store,22083,1439
Louisiana,Sabine,314829.15375000006,Dollars/store,22085,1441
Louisiana,St. Bernard,382938.35000000003,Dollars/store,22087,1463
Louisiana,St. Charles,191124.27640718562,Dollars/store,22089,1466
Louisiana,St. Helena,146089.35578947366,Dollars/store,22091,1467
Louisiana,St. James,208565.0964102564,Dollars/store,22093,1468
Louisiana,St. John the Baptist,358424.16000000003,Dollars/store,22095,1469
Louisiana,St. Landry,312645.1843049327,Dollars/store,22097,1471
Louisiana,St. Martin,248951.60272859217,Dollars/store,22099,1473
Louisiana,St. Mary,279593.09484311054,Dollars/store,22101,1474
Louisiana,St. Tammany,229078.90566835096,Dollars/store,22103,1475
Louisiana,Tangipahoa,328289.6948251748,Dollars/store,22105,1476
Louisiana,Tensas,155083.835,Dollars/store,22107,1479
Louisiana,Terrebonne,365621.2418988327,Dollars/store,22109,1501
Louisiana,Union,271460.12514285714,Dollars/store,22111,1507
Louisiana,Vermilion,261651.20511848343,Dollars/store,22113,1510
Louisiana,Vernon,251393.69701492536,Dollars/store,22115,1513
Louisiana,Washington,307749.042919708,Dollars/store,22117,1516
Louisiana,Webster,273073.34435064933,Dollars/store,22119,1518
Louisiana,West Baton Rouge,179322.24185758512,Dollars/store,22121,1520
Louisiana,West Carroll,391268.1140425532,Dollars/store,22123,1522
Louisiana,West Feliciana,167255.18666666668,Dollars/store,22125,1524
Louisiana,Winn,383046.4018181818,Dollars/store,22127,1529
Maine,Androscoggin,209937.57027741082,Dollars/store,23001,1532
Maine,Aroostook,177541.48278733031,Dollars/store,23003,1535
Maine,Cumberland,163399.70951399117,Dollars/store,23005,1608
Maine,Franklin,160594.17702127658,Dollars/store,23007,1619
Maine,Hancock,132483.00334426228,Dollars/store,23009,1748
Maine,Kennebec,202702.44767483562,Dollars/store,23011,1755
Maine,Knox,122432.24385542168,Dollars/store,23013,1774
Maine,Lincoln,105831.54918367347,Dollars/store,23015,1835
Maine,Oxford,172646.3753256705,Dollars/store,23017,1842
Maine,Penobscot,183669.91307163885,Dollars/store,23019,1846
Maine,Piscataquis,128296.4225519288,Dollars/store,23021,1851
Maine,Sagadahoc,113366.76613418531,Dollars/store,23023,1855
Maine,Somerset,201465.52842681258,Dollars/store,23025,1860
Maine,Waldo,125828.92596774193,Dollars/store,23027,1865
Maine,Washington,133019.91225599998,Dollars/store,23029,1884
Maine,York,144706.84496487118,Dollars/store,23031,1901
Maryland,Allegany,297603.18332903227,Dollars/store,24001,1905
Maryland,Anne Arundel,271033.5681163084,Dollars/store,24003,1925
Maryland,Baltimore County,398168.50682800345,Dollars/store,24005,1939
Maryland,Calvert,188314.2638747554,Dollars/store,24009,1946
Maryland,Caroline,215048.1402,Dollars/store,24011,1949
Maryland,Carroll,174200.24068085107,Dollars/store,24013,1955
Maryland,Cecil,281079.75322853687,Dollars/store,24015,1963
Maryland,Charles,296017.27319238905,Dollars/store,24017,1294
Maryland,Dorchester,286519.2225994695,Dollars/store,24019,1346
Maryland,Frederick,206615.46338983052,Dollars/store,24021,1357
Maryland,Garrett,140973.47775175644,Dollars/store,24023,1361
Maryland,Harford,214670.34773006133,Dollars/store,24025,1372
Maryland,Howard,233004.28688135595,Dollars/store,24027,1379
Maryland,Kent,149537.4342857143,Dollars/store,24029,1394
Maryland,Montgomery,259078.41060167557,Dollars/store,24031,1398
Maryland,Prince George's,436945.9395457064,Dollars/store,24033,1403
Maryland,Queen Anne's,105038.56456310679,Dollars/store,24035,1413
Maryland,St. Mary's,329984.4429392972,Dollars/store,24037,1421
Maryland,Somerset,234934.12486486483,Dollars/store,24039,1430
Maryland,Talbot,189398.84819672132,Dollars/store,24041,1438
Maryland,Washington,312118.3018121911,Dollars/store,24043,1445
Maryland,Wicomico,298927.4819148936,Dollars/store,24045,1446
Maryland,Worcester,178896.5232449298,Dollars/store,24047,1456
Maryland,Baltimore County,267243.5616753927,Dollars/store,24510,1939
Massachusetts,Barnstable,124695.60510874593,Dollars/store,25001,1478
Massachusetts,Berkshire,265519.2879711452,Dollars/store,25003,1480
Massachusetts,Bristol,301907.0968475452,Dollars/store,25005,1486
Massachusetts,Dukes,92093.65189189189,Dollars/store,25007,1491
Massachusetts,Essex,245846.32005235605,Dollars/store,25009,1519
Massachusetts,Franklin,154245.64309305375,Dollars/store,25011,1523
Massachusetts,Hampden,360215.9164742306,Dollars/store,25013,1526
Massachusetts,Hampshire,163368.34313566206,Dollars/store,25015,1527
Massachusetts,Middlesex,166613.27223012806,Dollars/store,25017,1533
Massachusetts,Nantucket,nan,Dollars/store,25019,1537
Massachusetts,Norfolk,230791.14044444446,Dollars/store,25021,1543
Massachusetts,Plymouth,230902.66328389826,Dollars/store,25023,1569
Massachusetts,Suffolk,303108.16440487106,Dollars/store,25025,1585
Massachusetts,Worcester,230562.42043600773,Dollars/store,25027,1599
Michigan,Alcona,66789.08434782608,Dollars/store,26001,1603
Michigan,Alger,62920.542040816326,Dollars/store,26003,1609
Michigan,Allegan,120195.79219626168,Dollars/store,26005,1611
Michigan,Alpena,204779.22,Dollars/store,26007,1614
Michigan,Antrim,89228.35602094242,Dollars/store,26009,1617
Michigan,Arenac,64367.07674267101,Dollars/store,26011,1621
Michigan,Baraga,158449.8471910112,Dollars/store,26013,1624
Michigan,Barry,117774.48607594937,Dollars/store,26015,1627
Michigan,Bay,199688.49729496404,Dollars/store,26017,1631
Michigan,Benzie,87337.76893401015,Dollars/store,26019,1634
Michigan,Berrien,267763.74366300367,Dollars/store,26021,1635
Michigan,Branch,142745.78884615382,Dollars/store,26023,1640
Michigan,Calhoun,194811.65135427951,Dollars/store,26025,1641
Michigan,Cass,105321.87286624203,Dollars/store,26027,1644
Michigan,Charlevoix,63143.79770392749,Dollars/store,26029,1648
Michigan,Cheboygan,191075.21169230767,Dollars/store,26031,1649
Michigan,Chippewa,160249.52621359224,Dollars/store,26033,1660
Michigan,Clare,141241.63568296796,Dollars/store,26035,1665
Michigan,Clinton,101402.43889328063,Dollars/store,26037,1669
Michigan,Crawford,131353.63778894473,Dollars/store,26039,1672
Michigan,Delta,230125.40804347824,Dollars/store,26041,1675
Michigan,Dickinson,219510.5124193548,Dollars/store,26043,1677
Michigan,Eaton,237023.87748251748,Dollars/store,26045,1678
Michigan,Emmet,109052.67707547169,Dollars/store,26047,1686
Michigan,Genesee,304910.32212640287,Dollars/store,26049,1688
Michigan,Gladwin,90658.5389293362,Dollars/store,26051,1691
Michigan,Gogebic,214542.07222222222,Dollars/store,26053,1693
Michigan,Grand Traverse,169200.8384507042,Dollars/store,26055,1697
Michigan,Gratiot,170315.14016326529,Dollars/store,26057,1700
Michigan,Hillsdale,193387.26635658916,Dollars/store,26059,1701
Michigan,Houghton,178437.88513119533,Dollars/store,26061,1705
Michigan,Huron,105198.42264501161,Dollars/store,26063,1708
Michigan,Ingham,229328.9842902208,Dollars/store,26065,1710
Michigan,Ionia,152894.83318568996,Dollars/store,26067,1713
Michigan,Iosco,187418.6856108597,Dollars/store,26069,1715
Michigan,Iron,110363.16071005916,Dollars/store,26071,1716
Michigan,Isabella,236432.48251207732,Dollars/store,26073,1717
Michigan,Jackson,238883.19440401503,Dollars/store,26075,1719
