State,County,Grocery stores per 1000 pop 2016 (GROCPTH16),Units,FIPS,FID
Iowa,Calhoun,0.306153689,"# per 1,000 pop",19025,365
Iowa,Carroll,0.294608661,"# per 1,000 pop",19027,369
Iowa,Cass,0.455235205,"# per 1,000 pop",19029,374
Iowa,Cedar,0.162981474,"# per 1,000 pop",19031,379
Iowa,Cerro Gordo,0.255433773,"# per 1,000 pop",19033,383
Iowa,Cherokee,0.263065591,"# per 1,000 pop",19035,388
Iowa,Chickasaw,0.248694355,"# per 1,000 pop",19037,393
Iowa,Clarke,0.323066983,"# per 1,000 pop",19039,397
Iowa,Clay,0.122511485,"# per 1,000 pop",19041,398
Iowa,Clayton,0.283334278,"# per 1,000 pop",19043,402
Iowa,Clinton,0.169362351,"# per 1,000 pop",19045,404
Iowa,Crawford,0.293496126,"# per 1,000 pop",19047,408
Iowa,Dallas,0.154421809,"# per 1,000 pop",19049,413
Iowa,Davis,0.224693855,"# per 1,000 pop",19051,416
Iowa,Decatur,0.248601616,"# per 1,000 pop",19053,419
Iowa,Delaware,0.0579072,"# per 1,000 pop",19055,421
Iowa,Des Moines,0.151419558,"# per 1,000 pop",19057,424
Iowa,Dickinson,0.116931712,"# per 1,000 pop",19059,427
Iowa,Dubuque,0.155112508,"# per 1,000 pop",19061,434
Iowa,Emmet,0.313873195,"# per 1,000 pop",19063,437
Iowa,Fayette,0.300210147,"# per 1,000 pop",19065,442
Iowa,Floyd,0.126302494,"# per 1,000 pop",19067,447
Iowa,Franklin,0.294117647,"# per 1,000 pop",19069,451
Iowa,Fremont,0.431034483,"# per 1,000 pop",19071,455
Iowa,Greene,0.111000111,"# per 1,000 pop",19073,458
Iowa,Grundy,0.406603237,"# per 1,000 pop",19075,460
Iowa,Guthrie,0.375586854,"# per 1,000 pop",19077,467
Iowa,Hamilton,0.264900662,"# per 1,000 pop",19079,469
Iowa,Hancock,0.183604149,"# per 1,000 pop",19081,470
Iowa,Hardin,0.348979236,"# per 1,000 pop",19083,475
Iowa,Harrison,0.35531552,"# per 1,000 pop",19085,478
Iowa,Henry,0.101005,"# per 1,000 pop",19087,479
Iowa,Howard,0.215703192,"# per 1,000 pop",19089,481
Iowa,Humboldt,0.314762354,"# per 1,000 pop",19091,487
Iowa,Ida,0.287480236,"# per 1,000 pop",19093,491
Iowa,Iowa,0.247157687,"# per 1,000 pop",19095,495
Iowa,Jackson,0.103145952,"# per 1,000 pop",19097,499
Iowa,Jasper,0.163661657,"# per 1,000 pop",19099,505
Iowa,Jefferson,0.110059432,"# per 1,000 pop",19101,507
Iowa,Johnson,0.136394945,"# per 1,000 pop",19103,508
Iowa,Jones,0.196232339,"# per 1,000 pop",19105,516
Iowa,Keokuk,0.393043136,"# per 1,000 pop",19107,520
Iowa,Kossuth,0.462565255,"# per 1,000 pop",19109,523
Iowa,Lee,0.20315765,"# per 1,000 pop",19111,531
Iowa,Linn,0.1306895,"# per 1,000 pop",19113,535
Iowa,Louisa,0.357525921,"# per 1,000 pop",19115,539
Iowa,Lucas,0.116877045,"# per 1,000 pop",19117,542
Iowa,Lyon,0.424160163,"# per 1,000 pop",19119,546
Iowa,Madison,0.126630366,"# per 1,000 pop",19121,550
Iowa,Mahaska,0.135098622,"# per 1,000 pop",19123,554
Iowa,Marion,0.24133458,"# per 1,000 pop",19125,561
Iowa,Marshall,0.224103586,"# per 1,000 pop",19127,568
Iowa,Mills,0.199415049,"# per 1,000 pop",19129,569
Iowa,Mitchell,0.46917519,"# per 1,000 pop",19131,572
Iowa,Monona,0.227298557,"# per 1,000 pop",19133,576
Iowa,Monroe,0.25467974,"# per 1,000 pop",19135,580
Iowa,Montgomery,0.296033156,"# per 1,000 pop",19137,595
Iowa,Muscatine,0.163154951,"# per 1,000 pop",19139,600
Iowa,O'Brien,0.50283744,"# per 1,000 pop",19141,604
Iowa,Osceola,0.328731098,"# per 1,000 pop",19143,607
Iowa,Page,0.260841213,"# per 1,000 pop",19145,612
Iowa,Palo Alto,0.221190002,"# per 1,000 pop",19147,618
Iowa,Plymouth,0.198373339,"# per 1,000 pop",19149,622
Iowa,Pocahontas,0.292056075,"# per 1,000 pop",19151,624
Iowa,Polk,0.166397061,"# per 1,000 pop",19153,629
Iowa,Pottawattamie,0.117636994,"# per 1,000 pop",19155,637
Iowa,Poweshiek,0.328012246,"# per 1,000 pop",19157,640
Iowa,Ringgold,0.40088194,"# per 1,000 pop",19159,642
Iowa,Sac,0.305561214,"# per 1,000 pop",19161,647
Iowa,Scott,0.14531082,"# per 1,000 pop",19163,657
Iowa,Shelby,0.25702536,"# per 1,000 pop",19165,660
Iowa,Sioux,0.229285489,"# per 1,000 pop",19167,663
Iowa,Story,0.123946455,"# per 1,000 pop",19169,668
Iowa,Tama,0.29105303,"# per 1,000 pop",19171,671
Iowa,Taylor,0.320666987,"# per 1,000 pop",19173,674
Iowa,Union,0.1614205,"# per 1,000 pop",19175,675
Iowa,Van Buren,0.689179876,"# per 1,000 pop",19177,678
Iowa,Wapello,0.198468954,"# per 1,000 pop",19179,681
Iowa,Warren,0.101331496,"# per 1,000 pop",19181,685
Iowa,Washington,0.180921797,"# per 1,000 pop",19183,687
Iowa,Wayne,0.310703744,"# per 1,000 pop",19185,691
Iowa,Webster,0.163256421,"# per 1,000 pop",19187,694
Iowa,Winnebago,0.282992171,"# per 1,000 pop",19189,696
Iowa,Winneshiek,0.244989955,"# per 1,000 pop",19191,698
Iowa,Woodbury,0.175255825,"# per 1,000 pop",19193,702
Iowa,Worth,0.267558528,"# per 1,000 pop",19195,703
Iowa,Wright,0.390137328,"# per 1,000 pop",19197,705
Kansas,Allen,0.15814027,"# per 1,000 pop",20001,709
Kansas,Anderson,0.511901715,"# per 1,000 pop",20003,712
Kansas,Atchison,0.244304648,"# per 1,000 pop",20005,715
Kansas,Barber,0.640751815,"# per 1,000 pop",20007,717
Kansas,Barton,0.148638103,"# per 1,000 pop",20009,719
Kansas,Bourbon,0.204471101,"# per 1,000 pop",20011,722
Kansas,Brown,0.311138768,"# per 1,000 pop",20013,723
Kansas,Butler,0.075021006,"# per 1,000 pop",20015,726
Kansas,Chase,0.0,"# per 1,000 pop",20017,729
Kansas,Chautauqua,0.295420975,"# per 1,000 pop",20019,730
Kansas,Cherokee,0.197823937,"# per 1,000 pop",20021,732
Kansas,Cheyenne,1.123174841,"# per 1,000 pop",20023,736
Kansas,Clark,0.484261501,"# per 1,000 pop",20025,738
Kansas,Clay,0.247555391,"# per 1,000 pop",20027,739
Kansas,Cloud,0.21978022,"# per 1,000 pop",20029,740
Kansas,Coffey,0.239578342,"# per 1,000 pop",20031,745
Kansas,Comanche,1.080497029,"# per 1,000 pop",20033,748
Kansas,Cowley,0.11229331,"# per 1,000 pop",20035,752
Kansas,Crawford,0.128231432,"# per 1,000 pop",20037,756
Kansas,Decatur,0.352485019,"# per 1,000 pop",20039,759
Kansas,Dickinson,0.210737053,"# per 1,000 pop",20041,762
Kansas,Doniphan,0.258765688,"# per 1,000 pop",20043,765
Kansas,Douglas,0.159006461,"# per 1,000 pop",20045,767
Kansas,Edwards,0.344827586,"# per 1,000 pop",20047,770
Kansas,Elk,0.0,"# per 1,000 pop",20049,773
Kansas,Ellis,0.138778059,"# per 1,000 pop",20051,774
Kansas,Ellsworth,0.316906988,"# per 1,000 pop",20053,776
Kansas,Finney,0.13514244,"# per 1,000 pop",20055,778
Kansas,Ford,0.173908003,"# per 1,000 pop",20057,784
Kansas,Franklin,0.156574157,"# per 1,000 pop",20059,786
Kansas,Geary,0.085207907,"# per 1,000 pop",20061,788
Kansas,Gove,0.760456274,"# per 1,000 pop",20063,790
Kansas,Graham,0.3894081,"# per 1,000 pop",20065,791
Kansas,Grant,0.130123617,"# per 1,000 pop",20067,794
Kansas,Gray,0.334448161,"# per 1,000 pop",20069,798
Kansas,Greeley,0.78125,"# per 1,000 pop",20071,801
Kansas,Greenwood,0.32615786,"# per 1,000 pop",20073,803
Kansas,Hamilton,0.380372765,"# per 1,000 pop",20075,805
Kansas,Harper,0.704225352,"# per 1,000 pop",20077,807
Kansas,Harvey,0.172542704,"# per 1,000 pop",20079,812
Kansas,Haskell,0.742942051,"# per 1,000 pop",20081,815
Kansas,Hodgeman,0.545553737,"# per 1,000 pop",20083,818
Kansas,Jackson,0.226261407,"# per 1,000 pop",20085,819
Kansas,Jefferson,0.159100552,"# per 1,000 pop",20087,821
Kansas,Jewell,0.692520776,"# per 1,000 pop",20089,822
Kansas,Johnson,0.141949254,"# per 1,000 pop",20091,824
Kansas,Kearny,0.256410256,"# per 1,000 pop",20093,826
Kansas,Kingman,0.269759914,"# per 1,000 pop",20095,827
Kansas,Kiowa,0.0,"# per 1,000 pop",20097,829
Kansas,Labette,0.196753566,"# per 1,000 pop",20099,831
Kansas,Lane,0.625,"# per 1,000 pop",20101,833
Kansas,Leavenworth,0.087374399,"# per 1,000 pop",20103,836
Kansas,Lincoln,0.324991875,"# per 1,000 pop",20105,838
Kansas,Linn,0.311655932,"# per 1,000 pop",20107,840
Kansas,Logan,0.355618777,"# per 1,000 pop",20109,842
Kansas,Lyon,0.299401198,"# per 1,000 pop",20111,844
Kansas,McPherson,0.246461517,"# per 1,000 pop",20113,846
Kansas,Marion,0.499085011,"# per 1,000 pop",20115,848
Kansas,Marshall,0.40812162,"# per 1,000 pop",20117,850
Kansas,Meade,0.235238767,"# per 1,000 pop",20119,851
Kansas,Miami,0.121348178,"# per 1,000 pop",20121,853
Kansas,Mitchell,0.323310702,"# per 1,000 pop",20123,854
Kansas,Montgomery,0.091276965,"# per 1,000 pop",20125,856
Kansas,Morris,0.179985601,"# per 1,000 pop",20127,858
Kansas,Morton,1.071428571,"# per 1,000 pop",20129,859
Kansas,Nemaha,0.495049505,"# per 1,000 pop",20131,861
Kansas,Neosho,0.249097023,"# per 1,000 pop",20133,862
Kansas,Ness,1.01488498,"# per 1,000 pop",20135,864
Kansas,Norton,0.363240102,"# per 1,000 pop",20137,866
Kansas,Osage,0.063335233,"# per 1,000 pop",20139,867
Kansas,Osborne,0.82781457,"# per 1,000 pop",20141,869
Kansas,Ottawa,0.168947457,"# per 1,000 pop",20143,870
Kansas,Pawnee,0.148323939,"# per 1,000 pop",20145,872
Kansas,Phillips,0.556276655,"# per 1,000 pop",20147,873
Kansas,Pottawatomie,0.296698173,"# per 1,000 pop",20149,876
Kansas,Pratt,0.20894275,"# per 1,000 pop",20151,878
Kansas,Rawlins,0.799680128,"# per 1,000 pop",20153,880
Kansas,Reno,0.158629442,"# per 1,000 pop",20155,882
Kansas,Republic,0.430015051,"# per 1,000 pop",20157,884
Kansas,Rice,0.305841574,"# per 1,000 pop",20159,886
Kansas,Riley,0.107313409,"# per 1,000 pop",20161,888
Kansas,Rooks,0.5859375,"# per 1,000 pop",20163,889
Kansas,Rush,0.0,"# per 1,000 pop",20165,891
Kansas,Russell,0.286123033,"# per 1,000 pop",20167,893
Kansas,Saline,0.108952243,"# per 1,000 pop",20169,895
Kansas,Scott,0.199560966,"# per 1,000 pop",20171,897
Kansas,Sedgwick,0.14435053,"# per 1,000 pop",20173,898
Kansas,Seward,0.219722271,"# per 1,000 pop",20175,900
Kansas,Shawnee,0.157167395,"# per 1,000 pop",20177,902
Kansas,Sheridan,0.805801773,"# per 1,000 pop",20179,904
Kansas,Sherman,0.0,"# per 1,000 pop",20181,907
Kansas,Smith,0.815660685,"# per 1,000 pop",20183,909
Kansas,Stafford,0.476190476,"# per 1,000 pop",20185,911
Kansas,Stanton,0.0,"# per 1,000 pop",20187,913
Kansas,Stevens,0.353669319,"# per 1,000 pop",20189,914
Kansas,Sumner,0.172391501,"# per 1,000 pop",20191,916
Kansas,Thomas,0.256049161,"# per 1,000 pop",20193,917
Kansas,Trego,0.349283968,"# per 1,000 pop",20195,919
Kansas,Wabaunsee,0.435413643,"# per 1,000 pop",20197,920
Kansas,Wallace,0.664451827,"# per 1,000 pop",20199,921
Kansas,Washington,0.897988506,"# per 1,000 pop",20201,922
Kansas,Wichita,0.469263257,"# per 1,000 pop",20203,923
Kansas,Wilson,0.230070171,"# per 1,000 pop",20205,925
Kansas,Woodson,0.0,"# per 1,000 pop",20207,926
Kansas,Wyandotte,0.158133538,"# per 1,000 pop",20209,927
Kentucky,Adair,0.206408999,"# per 1,000 pop",21001,928
Kentucky,Allen,0.24120797,"# per 1,000 pop",21003,929
Kentucky,Anderson,0.090317919,"# per 1,000 pop",21005,930
Kentucky,Ballard,0.372347027,"# per 1,000 pop",21007,932
Kentucky,Barren,0.228367855,"# per 1,000 pop",21009,933
Kentucky,Bath,0.325971803,"# per 1,000 pop",21011,934
Kentucky,Bell,0.220653133,"# per 1,000 pop",21013,936
Kentucky,Boone,0.116140422,"# per 1,000 pop",21015,1002
Kentucky,Bourbon,0.19943162,"# per 1,000 pop",21017,1005
Kentucky,Boyd,0.145240269,"# per 1,000 pop",21019,1008
Kentucky,Boyle,0.133832976,"# per 1,000 pop",21021,1010
Kentucky,Bracken,0.119760479,"# per 1,000 pop",21023,1013
Kentucky,Breathitt,0.303283039,"# per 1,000 pop",21025,1017
Kentucky,Breckinridge,0.300691591,"# per 1,000 pop",21027,1020
Kentucky,Bullitt,0.06312414,"# per 1,000 pop",21029,1024
Kentucky,Butler,0.236201874,"# per 1,000 pop",21031,1026
Kentucky,Caldwell,0.237736746,"# per 1,000 pop",21033,1031
Kentucky,Calloway,0.077375426,"# per 1,000 pop",21035,1033
Kentucky,Campbell,0.184714345,"# per 1,000 pop",21037,1035
Kentucky,Carlisle,0.207641196,"# per 1,000 pop",21039,1039
Kentucky,Carroll,0.28304557,"# per 1,000 pop",21041,1041
Kentucky,Carter,0.220215811,"# per 1,000 pop",21043,1044
Kentucky,Casey,0.317238754,"# per 1,000 pop",21045,1048
Kentucky,Christian,0.167282359,"# per 1,000 pop",21047,1050
Kentucky,Clark,0.167182145,"# per 1,000 pop",21049,1053
Kentucky,Clay,0.193395542,"# per 1,000 pop",21051,1056
Kentucky,Clinton,0.195694716,"# per 1,000 pop",21053,1059
Kentucky,Crittenden,0.327403689,"# per 1,000 pop",21055,1064
Kentucky,Cumberland,0.296912114,"# per 1,000 pop",21057,1067
Kentucky,Daviess,0.16024999,"# per 1,000 pop",21059,1071
Kentucky,Edmonson,0.165727544,"# per 1,000 pop",21061,1073
Kentucky,Elliott,0.133209005,"# per 1,000 pop",21063,1075
Kentucky,Estill,0.209132102,"# per 1,000 pop",21065,1077
Kentucky,Fayette,0.203728546,"# per 1,000 pop",21067,1080
Kentucky,Fleming,0.206810975,"# per 1,000 pop",21069,1083
Kentucky,Floyd,0.324596283,"# per 1,000 pop",21071,1085
Kentucky,Franklin,0.119424375,"# per 1,000 pop",21073,1086
Kentucky,Fulton,0.323624595,"# per 1,000 pop",21075,1088
Kentucky,Gallatin,0.229147571,"# per 1,000 pop",21077,1090
Kentucky,Garrard,0.0574779,"# per 1,000 pop",21079,1092
Kentucky,Grant,0.080295487,"# per 1,000 pop",21081,1094
Kentucky,Graves,0.134596748,"# per 1,000 pop",21083,1097
Kentucky,Grayson,0.191277735,"# per 1,000 pop",21085,1100
Kentucky,Green,0.090900827,"# per 1,000 pop",21087,1102
Kentucky,Greenup,0.167621176,"# per 1,000 pop",21089,1105
Kentucky,Hancock,0.0,"# per 1,000 pop",21091,1107
Kentucky,Hardin,0.130972094,"# per 1,000 pop",21093,1110
Kentucky,Harlan,0.296120817,"# per 1,000 pop",21095,1114
Kentucky,Harrison,0.161394448,"# per 1,000 pop",21097,1119
Kentucky,Hart,0.269876397,"# per 1,000 pop",21099,1121
Kentucky,Henderson,0.151370989,"# per 1,000 pop",21101,1126
Kentucky,Henry,0.18923863,"# per 1,000 pop",21103,1129
Kentucky,Hickman,0.433651344,"# per 1,000 pop",21105,1130
Kentucky,Hopkins,0.131268049,"# per 1,000 pop",21107,1136
Kentucky,Jackson,0.149555074,"# per 1,000 pop",21109,1140
Kentucky,Jefferson,0.201997824,"# per 1,000 pop",21111,1143
Kentucky,Jessamine,0.095684623,"# per 1,000 pop",21113,1145
Kentucky,Johnson,0.218627022,"# per 1,000 pop",21115,1148
Kentucky,Kenton,0.176188972,"# per 1,000 pop",21117,1151
Kentucky,Knott,0.193423598,"# per 1,000 pop",21119,1154
Kentucky,Knox,0.287319627,"# per 1,000 pop",21121,1159
Kentucky,Larue,0.1425212,"# per 1,000 pop",21123,1162
Kentucky,Laurel,0.133355559,"# per 1,000 pop",21125,1166
Kentucky,Lawrence,0.189322226,"# per 1,000 pop",21127,1167
Kentucky,Lee,0.454683237,"# per 1,000 pop",21129,1171
Kentucky,Leslie,0.287383849,"# per 1,000 pop",21131,1175
Kentucky,Letcher,0.175831905,"# per 1,000 pop",21133,1178
Kentucky,Lewis,0.371057514,"# per 1,000 pop",21135,1180
Kentucky,Lincoln,0.205372546,"# per 1,000 pop",21137,1184
Kentucky,Livingston,0.434074878,"# per 1,000 pop",21139,1187
Kentucky,Logan,0.225081592,"# per 1,000 pop",21141,1190
Kentucky,Lyon,0.123716442,"# per 1,000 pop",21143,1193
Kentucky,McCracken,0.168345015,"# per 1,000 pop",21145,1196
Kentucky,McCreary,0.170891484,"# per 1,000 pop",21147,1198
Kentucky,McLean,0.321130379,"# per 1,000 pop",21149,1201
Kentucky,Madison,0.089348537,"# per 1,000 pop",21151,1204
Kentucky,Magoffin,0.078901688,"# per 1,000 pop",21153,1206
Kentucky,Marion,0.104476832,"# per 1,000 pop",21155,1210
Kentucky,Marshall,0.223835257,"# per 1,000 pop",21157,1213
Kentucky,Martin,0.334812087,"# per 1,000 pop",21159,1215
Kentucky,Mason,0.233127404,"# per 1,000 pop",21161,1217
Kentucky,Meade,0.107089312,"# per 1,000 pop",21163,1220
Kentucky,Menifee,0.155134967,"# per 1,000 pop",21165,1222
Kentucky,Mercer,0.140232786,"# per 1,000 pop",21167,1225
Kentucky,Metcalfe,0.1998002,"# per 1,000 pop",21169,1228
Kentucky,Monroe,0.472634465,"# per 1,000 pop",21171,1230
Kentucky,Montgomery,0.144607932,"# per 1,000 pop",21173,1233
Kentucky,Morgan,0.226671704,"# per 1,000 pop",21175,1235
Kentucky,Muhlenberg,0.28972444,"# per 1,000 pop",21177,1238
Kentucky,Nelson,0.131833363,"# per 1,000 pop",21179,1243
Kentucky,Nicholas,0.141582897,"# per 1,000 pop",21181,1246
Kentucky,Ohio,0.123987436,"# per 1,000 pop",21183,1249
Kentucky,Oldham,0.0459165,"# per 1,000 pop",21185,1252
Kentucky,Owen,0.187564475,"# per 1,000 pop",21187,1255
Kentucky,Owsley,0.0,"# per 1,000 pop",21189,1257
Kentucky,Pendleton,0.137211855,"# per 1,000 pop",21191,1260
Kentucky,Perry,0.257684521,"# per 1,000 pop",21193,1265
Kentucky,Pike,0.347434773,"# per 1,000 pop",21195,1267
Kentucky,Powell,0.244001627,"# per 1,000 pop",21197,1270
Kentucky,Pulaski,0.203080576,"# per 1,000 pop",21199,1272
Kentucky,Robertson,0.468384075,"# per 1,000 pop",21201,1273
Kentucky,Rockcastle,0.177819928,"# per 1,000 pop",21203,1276
Kentucky,Rowan,0.081960495,"# per 1,000 pop",21205,1279
Kentucky,Russell,0.281373101,"# per 1,000 pop",21207,1282
Kentucky,Scott,0.07488393,"# per 1,000 pop",21209,1283
Kentucky,Shelby,0.10731456,"# per 1,000 pop",21211,1285
Kentucky,Simpson,0.111203781,"# per 1,000 pop",21213,1287
Kentucky,Spencer,0.0548276,"# per 1,000 pop",21215,1000
Kentucky,Taylor,0.157251248,"# per 1,000 pop",21217,1003
Kentucky,Todd,0.323572238,"# per 1,000 pop",21219,1006
Kentucky,Trigg,0.209599665,"# per 1,000 pop",21221,1009
Kentucky,Trimble,0.11591515,"# per 1,000 pop",21223,1012
Kentucky,Union,0.270416441,"# per 1,000 pop",21225,1016
Kentucky,Warren,0.150386652,"# per 1,000 pop",21227,1019
Kentucky,Washington,0.329760923,"# per 1,000 pop",21229,1023
Kentucky,Wayne,0.096371609,"# per 1,000 pop",21231,1027
Kentucky,Webster,0.227721269,"# per 1,000 pop",21233,1029
Kentucky,Whitley,0.249286763,"# per 1,000 pop",21235,1034
Kentucky,Wolfe,0.138600139,"# per 1,000 pop",21237,1037
Kentucky,Woodford,0.114982178,"# per 1,000 pop",21239,1042
Louisiana,Acadia,0.302547771,"# per 1,000 pop",22001,1046
Louisiana,Allen,0.155726855,"# per 1,000 pop",22003,1051
Louisiana,Ascension,0.181087844,"# per 1,000 pop",22005,1055
Louisiana,Assumption,0.175785542,"# per 1,000 pop",22007,1060
Louisiana,Avoyelles,0.194931774,"# per 1,000 pop",22009,1062
Louisiana,Beauregard,0.081085464,"# per 1,000 pop",22011,1066
Louisiana,Bienville,0.144864552,"# per 1,000 pop",22013,1069
Louisiana,Bossier,0.134651332,"# per 1,000 pop",22015,1076
Louisiana,Caddo,0.124425535,"# per 1,000 pop",22017,1079
Louisiana,Calcasieu,0.154511743,"# per 1,000 pop",22019,1081
Louisiana,Caldwell,0.297885016,"# per 1,000 pop",22021,1084
Louisiana,Cameron,0.43566657,"# per 1,000 pop",22023,1089
Louisiana,Catahoula,0.100908174,"# per 1,000 pop",22025,1093
Louisiana,Claiborne,0.185597624,"# per 1,000 pop",22027,1095
Louisiana,Concordia,0.200060018,"# per 1,000 pop",22029,1098
Louisiana,De Soto,0.073499688,"# per 1,000 pop",22031,1103
Louisiana,East Baton Rouge,0.265784589,"# per 1,000 pop",22033,1108
Louisiana,East Carroll,0.413850186,"# per 1,000 pop",22035,1111
Louisiana,East Feliciana,0.0512216,"# per 1,000 pop",22037,1115
Louisiana,Evangeline,0.385642243,"# per 1,000 pop",22039,1118
Louisiana,Franklin,0.098212532,"# per 1,000 pop",22041,1123
Louisiana,Grant,0.089698166,"# per 1,000 pop",22043,1127
Louisiana,Iberia,0.287368119,"# per 1,000 pop",22045,1133
Louisiana,Iberville,0.212656074,"# per 1,000 pop",22047,1134
Louisiana,Jackson,0.063103427,"# per 1,000 pop",22049,1138
Louisiana,Jefferson,0.216655074,"# per 1,000 pop",22051,1147
Louisiana,Jefferson Davis,0.22314313,"# per 1,000 pop",22053,1155
Louisiana,Lafayette,0.219238374,"# per 1,000 pop",22055,1161
Louisiana,Lafourche,0.121682874,"# per 1,000 pop",22057,1280
Louisiana,La Salle,0.132872708,"# per 1,000 pop",22059,1289
Louisiana,Lincoln,0.083950721,"# per 1,000 pop",22061,1291
Louisiana,Livingston,0.114220445,"# per 1,000 pop",22063,1295
Louisiana,Madison,0.174140183,"# per 1,000 pop",22065,1297
Louisiana,Morehouse,0.115767539,"# per 1,000 pop",22067,1299
Louisiana,Natchitoches,0.179510194,"# per 1,000 pop",22069,1301
Louisiana,Orleans,0.348581882,"# per 1,000 pop",22071,1304
Louisiana,Ouachita,0.133811657,"# per 1,000 pop",22073,1306
Louisiana,Plaquemines,0.171475115,"# per 1,000 pop",22075,1427
Louisiana,Pointe Coupee,0.270807005,"# per 1,000 pop",22077,1431
Louisiana,Rapides,0.105982725,"# per 1,000 pop",22079,1434
Louisiana,Red River,0.0,"# per 1,000 pop",22081,1436
Louisiana,Richland,0.097789947,"# per 1,000 pop",22083,1439
Louisiana,Sabine,0.207529158,"# per 1,000 pop",22085,1441
Louisiana,St. Bernard,0.283756057,"# per 1,000 pop",22087,1463
Louisiana,St. Charles,0.245914044,"# per 1,000 pop",22089,1466
Louisiana,St. Helena,0.383178465,"# per 1,000 pop",22091,1467
Louisiana,St. James,0.279955207,"# per 1,000 pop",22093,1468
Louisiana,St. John the Baptist,0.18399264,"# per 1,000 pop",22095,1469
Louisiana,St. Landry,0.370357096,"# per 1,000 pop",22097,1471
Louisiana,St. Martin,0.260179524,"# per 1,000 pop",22099,1473
Louisiana,St. Mary,0.229999617,"# per 1,000 pop",22101,1474
Louisiana,St. Tammany,0.150333107,"# per 1,000 pop",22103,1475
Louisiana,Tangipahoa,0.153112392,"# per 1,000 pop",22105,1476
Louisiana,Tensas,0.213812273,"# per 1,000 pop",22107,1479
Louisiana,Terrebonne,0.159118835,"# per 1,000 pop",22109,1501
Louisiana,Union,0.132690521,"# per 1,000 pop",22111,1507
Louisiana,Vermilion,0.215896635,"# per 1,000 pop",22113,1510
Louisiana,Vernon,0.019372,"# per 1,000 pop",22115,1513
Louisiana,Washington,0.258486989,"# per 1,000 pop",22117,1516
Louisiana,Webster,0.15077271,"# per 1,000 pop",22119,1518
Louisiana,West Baton Rouge,0.231329761,"# per 1,000 pop",22121,1520
Louisiana,West Carroll,0.449317038,"# per 1,000 pop",22123,1522
Louisiana,West Feliciana,0.13050571,"# per 1,000 pop",22125,1524
Louisiana,Winn,0.206426753,"# per 1,000 pop",22127,1529
Maine,Androscoggin,0.223736587,"# per 1,000 pop",23001,1532
Maine,Aroostook,0.455105996,"# per 1,000 pop",23003,1535
Maine,Cumberland,0.257816126,"# per 1,000 pop",23005,1608
Maine,Franklin,0.46556483,"# per 1,000 pop",23007,1619
Maine,Hancock,0.551490864,"# per 1,000 pop",23009,1748
Maine,Kennebec,0.222537254,"# per 1,000 pop",23011,1755
Maine,Knox,0.428697516,"# per 1,000 pop",23013,1774
Maine,Lincoln,0.264760392,"# per 1,000 pop",23015,1835
Maine,Oxford,0.245201065,"# per 1,000 pop",23017,1842
Maine,Penobscot,0.198000198,"# per 1,000 pop",23019,1846
Maine,Piscataquis,0.414790235,"# per 1,000 pop",23021,1851
Maine,Sagadahoc,0.199242877,"# per 1,000 pop",23023,1855
Maine,Somerset,0.197382705,"# per 1,000 pop",23025,1860
Maine,Waldo,0.304375396,"# per 1,000 pop",23027,1865
Maine,Washington,0.506874485,"# per 1,000 pop",23029,1884
Maine,York,0.212636545,"# per 1,000 pop",23031,1901
Maryland,Allegany,0.180070366,"# per 1,000 pop",24001,1905
Maryland,Anne Arundel,0.165226501,"# per 1,000 pop",24003,1925
Maryland,Baltimore County,0.176803607,"# per 1,000 pop",24005,1939
Maryland,Calvert,0.153678965,"# per 1,000 pop",24009,1946
Maryland,Caroline,0.121628607,"# per 1,000 pop",24011,1949
Maryland,Carroll,0.143592198,"# per 1,000 pop",24013,1955
Maryland,Cecil,0.155792057,"# per 1,000 pop",24015,1963
Maryland,Charles,0.133392619,"# per 1,000 pop",24017,1294
Maryland,Dorchester,0.185948492,"# per 1,000 pop",24019,1346
Maryland,Frederick,0.141196784,"# per 1,000 pop",24021,1357
Maryland,Garrett,0.238549618,"# per 1,000 pop",24023,1361
Maryland,Harford,0.119789649,"# per 1,000 pop",24025,1372
Maryland,Howard,0.129351413,"# per 1,000 pop",24027,1379
Maryland,Kent,0.407041824,"# per 1,000 pop",24029,1394
Maryland,Montgomery,0.191733153,"# per 1,000 pop",24031,1398
Maryland,Prince George's,0.17560149,"# per 1,000 pop",24033,1403
Maryland,Queen Anne's,0.101671479,"# per 1,000 pop",24035,1413
Maryland,St. Mary's,0.152009657,"# per 1,000 pop",24037,1421
Maryland,Somerset,0.154840708,"# per 1,000 pop",24039,1430
Maryland,Talbot,0.349424793,"# per 1,000 pop",24041,1438
Maryland,Washington,0.173553167,"# per 1,000 pop",24043,1445
Maryland,Wicomico,0.097480138,"# per 1,000 pop",24045,1446
Maryland,Worcester,0.232946384,"# per 1,000 pop",24047,1456
Maryland,Baltimore County,0.494361042,"# per 1,000 pop",24510,1939
Massachusetts,Barnstable,0.356071964,"# per 1,000 pop",25001,1478
Massachusetts,Berkshire,0.275899037,"# per 1,000 pop",25003,1480
Massachusetts,Bristol,0.164782416,"# per 1,000 pop",25005,1486
Massachusetts,Dukes,0.693160813,"# per 1,000 pop",25007,1491
Massachusetts,Essex,0.236987163,"# per 1,000 pop",25009,1519
Massachusetts,Franklin,0.25489252,"# per 1,000 pop",25011,1523
