State,County,Black low access to store 2015 (LACCESS_BLACK15),Units,FIPS,FID
Georgia,Worth,658.277289115118,Count,13321,173
Hawaii,Hawaii,351.097976525424,Count,15001,198
Hawaii,Honolulu,6931.6024078869,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,109.467389948766,Count,15007,261
Hawaii,Maui,259.603696397695,Count,15009,323
Idaho,Ada,539.969172681738,Count,16001,336
Idaho,Adams,0.999999939726536,Count,16003,338
Idaho,Bannock,138.583021384023,Count,16005,343
Idaho,Bear Lake,3.00000005467882,Count,16007,349
Idaho,Benewah,3.61020374298096,Count,16009,354
Idaho,Bingham,20.5946624790304,Count,16011,362
Idaho,Blaine,11.3019683574294,Count,16013,371
Idaho,Boise,6.70883207213774,Count,16015,380
Idaho,Bonner,8.73529894749046,Count,16017,387
Idaho,Bonneville,136.754844940198,Count,16019,395
Idaho,Boundary,4.52694924908428,Count,16021,405
Idaho,Butte,1.00000002933666,Count,16023,414
Idaho,Camas,3.00000009415908,Count,16025,429
Idaho,Canyon,181.139526709114,Count,16027,441
Idaho,Caribou,1.06129551306367,Count,16029,449
Idaho,Cassia,5.73755053046625,Count,16031,456
Idaho,Clark,7.00000003679406,Count,16033,464
Idaho,Clearwater,3.94711083173752,Count,16035,474
Idaho,Custer,3.00000005401671,Count,16037,484
Idaho,Elmore,287.06954258414,Count,16039,490
Idaho,Franklin,0.0,Count,16041,498
Idaho,Fremont,6.83837387978565,Count,16043,502
Idaho,Gem,6.80703613598507,Count,16045,510
Idaho,Gooding,0.467180809006095,Count,16047,519
Idaho,Idaho,19.2275617407328,Count,16049,528
Idaho,Jefferson,15.0206641697696,Count,16051,540
Idaho,Jerome,8.79645115754101,Count,16053,547
Idaho,Kootenai,87.8727939512864,Count,16055,552
Idaho,Latah,21.4022173538688,Count,16057,559
Idaho,Lemhi,9.0509485410621,Count,16059,566
Idaho,Lewis,5.00000006356277,Count,16061,574
Idaho,Lincoln,18.9999993051274,Count,16063,578
Idaho,Madison,33.9585662148893,Count,16065,581
Idaho,Minidoka,9.75904889544472,Count,16067,585
Idaho,Nez Perce,17.5553008861025,Count,16069,589
Idaho,Oneida,0.0,Count,16071,593
Idaho,Owyhee,0.999999986506737,Count,16073,601
Idaho,Payette,14.0617496372433,Count,16075,606
Idaho,Power,0.0,Count,16077,613
Idaho,Shoshone,2.96579771162942,Count,16079,621
Idaho,Teton,1.84231560149783,Count,16081,627
Idaho,Twin Falls,17.0628966647782,Count,16083,634
Idaho,Valley,2.88836929808895,Count,16085,643
Idaho,Washington,0.0,Count,16087,649
Illinois,Adams,88.9048972161836,Count,17001,650
Illinois,Alexander,435.129612367731,Count,17003,651
Illinois,Bond,26.8120469470741,Count,17005,652
Illinois,Boone,177.405143853306,Count,17007,653
Illinois,Brown,903.60498046875,Count,17009,654
Illinois,Bureau,43.5500922955343,Count,17011,2
Illinois,Calhoun,0.0,Count,17013,4
Illinois,Carroll,34.9999990314245,Count,17015,6
Illinois,Cass,8.95398236252368,Count,17017,10
Illinois,Champaign,2260.66147582785,Count,17019,12
Illinois,Christian,262.247114695259,Count,17021,14
Illinois,Clark,6.0000000129221,Count,17023,19
Illinois,Clay,0.99999999627471,Count,17025,22
Illinois,Clinton,936.823873849877,Count,17027,27
Illinois,Coles,162.125695245282,Count,17029,30
Illinois,Cook,63893.0533423607,Count,17031,36
Illinois,Crawford,774.067412762903,Count,17033,40
Illinois,Cumberland,nan,Count,17035,44
Illinois,DeKalb,2750.74228255527,Count,17037,49
Illinois,De Witt,1.74567151069641,Count,17039,53
Illinois,Douglas,3.51537652418483,Count,17041,55
Illinois,DuPage,10526.1112957798,Count,17043,64
Illinois,Edgar,23.859913139866,Count,17045,66
Illinois,Edwards,6.9504842794413,Count,17047,71
Illinois,Effingham,14.5719855442294,Count,17049,76
Illinois,Fayette,26.4617153475701,Count,17051,79
Illinois,Ford,10.9580286089913,Count,17053,81
Illinois,Franklin,11.4895559208962,Count,17055,85
Illinois,Fulton,14.6232725432483,Count,17057,89
Illinois,Gallatin,10.0000000050502,Count,17059,92
Illinois,Greene,8.13718140171841,Count,17061,96
Illinois,Grundy,76.7152871488943,Count,17063,99
Illinois,Hamilton,13.0,Count,17065,106
Illinois,Hancock,20.0563069946656,Count,17067,111
Illinois,Hardin,1.29346205058027,Count,17069,113
Illinois,Henderson,0.0045987833291292,Count,17071,117
Illinois,Henry,225.715236037122,Count,17073,121
Illinois,Iroquois,40.1673144093902,Count,17075,125
Illinois,Jackson,1329.31648995754,Count,17077,129
Illinois,Jasper,0.962730646133423,Count,17079,133
Illinois,Jefferson,582.920013759606,Count,17081,137
Illinois,Jersey,20.1487527666613,Count,17083,142
Illinois,Jo Daviess,18.5291296404321,Count,17085,145
Illinois,Johnson,820.260517128103,Count,17087,152
Illinois,Kane,4829.50502544061,Count,17089,156
Illinois,Kankakee,3028.85024197417,Count,17091,161
Illinois,Kendall,728.579134225525,Count,17093,165
Illinois,Knox,1185.0546835425,Count,17095,166
Illinois,Lake,11228.6507316209,Count,17097,170
Illinois,LaSalle,287.30076959982,Count,17099,175
Illinois,Lawrence,8.79792371863732,Count,17101,177
Illinois,Lee,184.756545592158,Count,17103,180
Illinois,Livingston,17.3243780530174,Count,17105,182
Illinois,Logan,1602.2374023731,Count,17107,186
Illinois,McDonough,218.546997823752,Count,17109,189
Illinois,McHenry,1452.90532131407,Count,17111,192
Illinois,McLean,3950.86322971743,Count,17113,193
Illinois,Macon,2695.80601402452,Count,17115,194
Illinois,Macoupin,17.7325851398928,Count,17117,196
Illinois,Madison,9848.73183331099,Count,17119,199
Illinois,Marion,280.504906696126,Count,17121,201
Illinois,Marshall,10.0000000149012,Count,17123,202
Illinois,Mason,9.78338296842412,Count,17125,206
Illinois,Massac,98.8356288910145,Count,17127,208
Illinois,Menard,1.64320299154735,Count,17129,212
Illinois,Mercer,16.456664311816,Count,17131,216
Illinois,Monroe,32.4379723539168,Count,17133,219
Illinois,Montgomery,59.1455432787188,Count,17135,223
Illinois,Morgan,552.206295226875,Count,17137,225
Illinois,Moultrie,3.64393232177667,Count,17139,227
Illinois,Ogle,145.972997243007,Count,17141,229
Illinois,Peoria,6056.24083137874,Count,17143,233
Illinois,Perry,274.269672802533,Count,17145,235
Illinois,Piatt,0.394192590378225,Count,17147,238
Illinois,Pike,6.36195357250108,Count,17149,241
Illinois,Pope,20.0503875120223,Count,17151,245
Illinois,Pulaski,327.136361973964,Count,17153,248
Illinois,Putnam,0.0,Count,17155,253
Illinois,Randolph,267.075355612556,Count,17157,255
Illinois,Richland,4.44626677036285,Count,17159,259
Illinois,Rock Island,2984.27763808282,Count,17161,265
Illinois,St. Clair,26008.7791763835,Count,17163,269
Illinois,Saline,563.318112868356,Count,17165,271
Illinois,Sangamon,1772.4816895954,Count,17167,274
Illinois,Schuyler,3.02475988864899,Count,17169,278
Illinois,Scott,0.0,Count,17171,280
Illinois,Shelby,5.69307899917476,Count,17173,283
Illinois,Stark,8.88735010125674,Count,17175,285
Illinois,Stephenson,278.324319520674,Count,17177,290
Illinois,Tazewell,657.79511909412,Count,17179,291
Illinois,Union,27.3575567295775,Count,17181,293
Illinois,Vermilion,508.901153120387,Count,17183,296
Illinois,Wabash,10.5390736318077,Count,17185,299
Illinois,Warren,43.9633842268959,Count,17187,301
Illinois,Washington,12.3114794790745,Count,17189,305
Illinois,Wayne,7.27915462004603,Count,17191,310
Illinois,White,29.7928015366197,Count,17193,312
Illinois,Whiteside,120.764409009484,Count,17195,314
Illinois,Will,27276.7801149792,Count,17197,320
Illinois,Williamson,266.9106996099,Count,17199,324
Illinois,Winnebago,4561.37404769521,Count,17201,325
Illinois,Woodford,25.6277695981698,Count,17203,328
Indiana,Adams,17.2782617320772,Count,18001,330
Indiana,Allen,10554.6079487567,Count,18003,335
Indiana,Bartholomew,407.015077485438,Count,18005,342
Indiana,Benton,6.00000005960464,Count,18007,179
Indiana,Blackford,0.0,Count,18009,183
Indiana,Boone,39.2646737486357,Count,18011,185
Indiana,Brown,0.603781600551883,Count,18013,188
Indiana,Carroll,0.352570535615087,Count,18015,195
Indiana,Cass,11.7391501665115,Count,18017,211
Indiana,Clark,1613.16948224121,Count,18019,215
Indiana,Clay,6.48031318077847,Count,18021,221
Indiana,Clinton,1.20545643568039,Count,18023,226
Indiana,Crawford,8.76477422239259,Count,18025,232
Indiana,Daviess,50.2139517134056,Count,18027,239
Indiana,Dearborn,166.642635387452,Count,18029,242
Indiana,Decatur,7.79628556687385,Count,18031,246
Indiana,DeKalb,39.4312588094908,Count,18033,249
Indiana,Delaware,2508.2363011864,Count,18035,252
Indiana,Dubois,5.16102648408014,Count,18037,254
Indiana,Elkhart,1147.7936495217,Count,18039,260
Indiana,Fayette,118.898493228597,Count,18041,263
Indiana,Floyd,701.309431716857,Count,18043,267
Indiana,Fountain,2.80118856564513,Count,18045,270
Indiana,Franklin,1.32772819834645,Count,18047,272
Indiana,Fulton,15.6499087586999,Count,18049,276
Indiana,Gibson,15.5097548984922,Count,18051,286
Indiana,Grant,571.180953474132,Count,18053,297
Indiana,Greene,6.39252158242459,Count,18055,309
Indiana,Hamilton,2364.03180475297,Count,18057,321
Indiana,Hancock,196.641963068127,Count,18059,329
Indiana,Harrison,9.85402617116051,Count,18061,334
Indiana,Hendricks,864.913277789641,Count,18063,341
Indiana,Henry,12.838068550278,Count,18065,344
Indiana,Howard,1176.01135660017,Count,18067,348
Indiana,Huntington,31.0072460002605,Count,18069,352
Indiana,Jackson,35.7408407577022,Count,18071,355
Indiana,Jasper,5.00133807212114,Count,18073,356
Indiana,Jay,13.3631968096597,Count,18075,358
Indiana,Jefferson,71.5467937165379,Count,18077,363
Indiana,Jennings,71.1969591992201,Count,18079,367
Indiana,Johnson,258.821263873859,Count,18081,370
Indiana,Knox,52.0526896393421,Count,18083,376
Indiana,Kosciusko,149.880497245046,Count,18085,384
Indiana,LaGrange,0.0,Count,18087,386
Indiana,Lake,41550.5191915038,Count,18089,389
Indiana,LaPorte,6668.12499667185,Count,18091,392
Indiana,Lawrence,14.8516498938698,Count,18093,396
Indiana,Madison,3637.24161620939,Count,18095,401
Indiana,Marion,61467.2527351058,Count,18097,409
Indiana,Marshall,34.3439439595677,Count,18099,412
Indiana,Martin,0.0,Count,18101,418
Indiana,Miami,147.208673069144,Count,18103,420
Indiana,Monroe,464.433250376948,Count,18105,422
Indiana,Montgomery,67.2382689472579,Count,18107,425
Indiana,Morgan,20.2520964093274,Count,18109,430
Indiana,Newton,13.8124030106701,Count,18111,433
Indiana,Noble,12.3993203309074,Count,18113,436
Indiana,Ohio,nan,Count,18115,440
Indiana,Orange,101.88074952201,Count,18117,444
Indiana,Owen,1.0,Count,18119,448
Indiana,Parke,2.0000000372529,Count,18121,452
Indiana,Perry,442.027247227379,Count,18123,459
Indiana,Pike,2.35005321743665,Count,18125,465
Indiana,Porter,1357.63679307864,Count,18127,468
Indiana,Posey,16.5580252209911,Count,18129,471
Indiana,Pulaski,0.971002405742183,Count,18131,477
Indiana,Putnam,15.4679985232651,Count,18133,480
Indiana,Randolph,26.9104546813178,Count,18135,485
Indiana,Ripley,2.22638193517923,Count,18137,488
Indiana,Rush,4.5852113198489,Count,18139,493
Indiana,St. Joseph,7001.58406056398,Count,18141,496
Indiana,Scott,3.78131377405953,Count,18143,504
Indiana,Shelby,74.6464498115238,Count,18145,506
Indiana,Spencer,0.0,Count,18147,509
Indiana,Starke,4.70770146942232,Count,18149,512
Indiana,Steuben,79.1900872924598,Count,18151,515
Indiana,Sullivan,5.08442015915898,Count,18153,518
Indiana,Switzerland,0.999999991618097,Count,18155,526
Indiana,Tippecanoe,990.970282215844,Count,18157,530
Indiana,Tipton,0.484039854258299,Count,18159,534
Indiana,Union,nan,Count,18161,538
Indiana,Vanderburgh,989.300694669775,Count,18163,543
Indiana,Vermillion,3.57320425659418,Count,18165,548
Indiana,Vigo,3236.57016223805,Count,18167,553
Indiana,Wabash,49.8280562586151,Count,18169,555
Indiana,Warren,0.0,Count,18171,567
Indiana,Warrick,351.587494473245,Count,18173,575
Indiana,Washington,10.7718385585522,Count,18175,584
Indiana,Wayne,629.87524416305,Count,18177,586
Indiana,Wells,14.2843669727445,Count,18179,590
Indiana,White,13.5349687298294,Count,18181,594
Indiana,Whitley,4.24656650726683,Count,18183,597
Iowa,Adair,0.0,Count,19001,598
Iowa,Adams,0.0,Count,19003,602
Iowa,Allamakee,1.00000001490116,Count,19005,608
Iowa,Appanoose,0.0,Count,19007,611
Iowa,Audubon,0.65119219198823,Count,19009,615
Iowa,Benton,14.6473819890525,Count,19011,619
Iowa,Black Hawk,3685.4429056191,Count,19013,623
Iowa,Boone,10.4594367817044,Count,19015,625
Iowa,Bremer,0.0635628502350301,Count,19017,631
Iowa,Buchanan,10.947304205969,Count,19019,632
Iowa,Buena Vista,10.7444901745766,Count,19021,633
Iowa,Butler,4.75896935444325,Count,19023,361
Iowa,Calhoun,1.99999993992969,Count,19025,365
Iowa,Carroll,2.48095275298692,Count,19027,369
Iowa,Cass,13.3338613286614,Count,19029,374
Iowa,Cedar,4.999999963562,Count,19031,379
Iowa,Cerro Gordo,60.5908101223176,Count,19033,383
Iowa,Cherokee,1.26221166852e-08,Count,19035,388
Iowa,Chickasaw,1.0,Count,19037,393
Iowa,Clarke,1.13377907549238,Count,19039,397
Iowa,Clay,3.84462555637583,Count,19041,398
Iowa,Clayton,0.0775252925232053,Count,19043,402
Iowa,Clinton,159.046684947331,Count,19045,404
Iowa,Crawford,102.347774366615,Count,19047,408
Iowa,Dallas,100.775429458009,Count,19049,413
Iowa,Davis,0.0193848304916173,Count,19051,416
Iowa,Decatur,0.99999999627471,Count,19053,419
Iowa,Delaware,3.68015900760656,Count,19055,421
Iowa,Des Moines,316.79545062995,Count,19057,424
Iowa,Dickinson,5.32003426013398,Count,19059,427
Iowa,Dubuque,196.498260169188,Count,19061,434
Iowa,Emmet,2.940249979496,Count,19063,437
Iowa,Fayette,1.56652909517288,Count,19065,442
Iowa,Floyd,32.7354301819855,Count,19067,447
Iowa,Franklin,8.28560742735863,Count,19069,451
Iowa,Fremont,37.2843263531031,Count,19071,455
Iowa,Greene,3.17432179115713,Count,19073,458
Iowa,Grundy,3.99999995839607,Count,19075,460
Iowa,Guthrie,0.0,Count,19077,467
Iowa,Hamilton,12.2811110442854,Count,19079,469
Iowa,Hancock,7.99999990820652,Count,19081,470
Iowa,Hardin,1.39302554540336,Count,19083,475
Iowa,Harrison,10.9945676936768,Count,19085,478
Iowa,Henry,119.762925907839,Count,19087,479
Iowa,Howard,8.9999996788988,Count,19089,481
Iowa,Humboldt,1.27032643556595,Count,19091,487
Iowa,Ida,0.0,Count,19093,491
Iowa,Iowa,5.69534928072244,Count,19095,495
Iowa,Jackson,13.4159305346839,Count,19097,499
Iowa,Jasper,18.0903195976716,Count,19099,505
Iowa,Jefferson,19.4483368753063,Count,19101,507
Iowa,Johnson,915.85162120263,Count,19103,508
Iowa,Jones,9.32642787293298,Count,19105,516
Iowa,Keokuk,9.22839151136577,Count,19107,520
Iowa,Kossuth,20.4620640259964,Count,19109,523
Iowa,Lee,382.050036631714,Count,19111,531
Iowa,Linn,1470.34094290201,Count,19113,535
Iowa,Louisa,0.0,Count,19115,539
Iowa,Lucas,4.24549145705532,Count,19117,542
Iowa,Lyon,3.94129117857665,Count,19119,546
Iowa,Madison,16.1091059157625,Count,19121,550
Iowa,Mahaska,15.0648481422249,Count,19123,554
Iowa,Marion,10.5081282351166,Count,19125,561
Iowa,Marshall,42.809591689962,Count,19127,568
Iowa,Mills,2.56494297832251,Count,19129,569
Iowa,Mitchell,2.0,Count,19131,572
Iowa,Monona,2.99999996845145,Count,19133,576
Iowa,Monroe,1.58864019066095,Count,19135,580
Iowa,Montgomery,2.40714241936803,Count,19137,595
Iowa,Muscatine,46.7086275918409,Count,19139,600
Iowa,O'Brien,27.5673875305802,Count,19141,604
Iowa,Osceola,2.00000000325963,Count,19143,607
Iowa,Page,301.082096363592,Count,19145,612
Iowa,Palo Alto,9.39535671519116,Count,19147,618
Iowa,Plymouth,1.36272262269631,Count,19149,622
Iowa,Pocahontas,10.356214138963,Count,19151,624
Iowa,Polk,1916.38215561886,Count,19153,629
Iowa,Pottawattamie,467.656947853642,Count,19155,637
Iowa,Poweshiek,14.0005363372038,Count,19157,640
Iowa,Ringgold,0.0,Count,19159,642
Iowa,Sac,5.02659041341394,Count,19161,647
Iowa,Scott,965.880693706124,Count,19163,657
Iowa,Shelby,12.9181223637424,Count,19165,660
Iowa,Sioux,9.69999882765114,Count,19167,663
Iowa,Story,500.901263769153,Count,19169,668
Iowa,Tama,9.52739129710244,Count,19171,671
Iowa,Taylor,0.0,Count,19173,674
Iowa,Union,12.6554126967167,Count,19175,675
Iowa,Van Buren,6.0000001184435,Count,19177,678
Iowa,Wapello,369.869877729994,Count,19179,681
Iowa,Warren,33.3425049878133,Count,19181,685
Iowa,Washington,8.23865977674723,Count,19183,687
Iowa,Wayne,5.73059345897491,Count,19185,691
Iowa,Webster,608.356275682483,Count,19187,694
Iowa,Winnebago,5.0,Count,19189,696
Iowa,Winneshiek,2.37818115949631,Count,19191,698
Iowa,Woodbury,438.738389816834,Count,19193,702
Iowa,Worth,0.0,Count,19195,703
Iowa,Wright,2.05763686152932,Count,19197,705
Kansas,Allen,112.55485736439,Count,20001,709
Kansas,Anderson,9.29439356723698,Count,20003,712
Kansas,Atchison,237.523149220353,Count,20005,715
Kansas,Barber,0.999999996041879,Count,20007,717
Kansas,Barton,39.0178245819407,Count,20009,719
Kansas,Bourbon,40.7714083221072,Count,20011,722
Kansas,Brown,22.1905990008636,Count,20013,723
Kansas,Butler,523.227382789257,Count,20015,726
Kansas,Chase,34.0000004768372,Count,20017,729
Kansas,Chautauqua,5.99999986704825,Count,20019,730
Kansas,Cherokee,6.31878687441349,Count,20021,732
Kansas,Cheyenne,0.0,Count,20023,736
Kansas,Clark,0.999999965007419,Count,20025,738
Kansas,Clay,7.39014038955793,Count,20027,739
Kansas,Cloud,5.67683346709237,Count,20029,740
Kansas,Coffey,8.39255398884416,Count,20031,745
Kansas,Comanche,4.99999979071436,Count,20033,748
Kansas,Cowley,346.143711073149,Count,20035,752
Kansas,Crawford,249.687346638646,Count,20037,756
Kansas,Decatur,2.93304449958196,Count,20039,759
Kansas,Dickinson,2.47451336239465,Count,20041,762
Kansas,Doniphan,179.121742184507,Count,20043,765
Kansas,Douglas,889.836423556146,Count,20045,767
Kansas,Edwards,2.00000000998261,Count,20047,770
Kansas,Elk,0.0,Count,20049,773
Kansas,Ellis,33.5463178511745,Count,20051,774
Kansas,Ellsworth,3.0,Count,20053,776
Kansas,Finney,285.639870945158,Count,20055,778
Kansas,Ford,96.7033567911476,Count,20057,784
Kansas,Franklin,248.187907021253,Count,20059,786
Kansas,Geary,2242.87898885283,Count,20061,788
Kansas,Gove,2.99999991984078,Count,20063,790
Kansas,Graham,23.3214409168722,Count,20065,791
Kansas,Grant,1.0,Count,20067,794
Kansas,Gray,15.9999998653702,Count,20069,798
Kansas,Greeley,5.9999998898129,Count,20071,801
Kansas,Greenwood,13.3105475147313,Count,20073,803
Kansas,Hamilton,8.00000001227818,Count,20075,805
Kansas,Harper,6.99999997485429,Count,20077,807
Kansas,Harvey,85.710159297334,Count,20079,812
Kansas,Haskell,11.9999999077991,Count,20081,815
Kansas,Hodgeman,12.9999998087969,Count,20083,818
Kansas,Jackson,6.62142325737659,Count,20085,819
Kansas,Jefferson,1.86378735047765,Count,20087,821
Kansas,Jewell,2.0,Count,20089,822
Kansas,Johnson,3544.802676443,Count,20091,824
Kansas,Kearny,22.9999999907226,Count,20093,826
Kansas,Kingman,5.99999993527308,Count,20095,827
Kansas,Kiowa,16.9590291499628,Count,20097,829
Kansas,Labette,134.178057114419,Count,20099,831
Kansas,Lane,2.00000005960464,Count,20101,833
Kansas,Leavenworth,3300.36331226141,Count,20103,836
Kansas,Lincoln,1.00000002793968,Count,20105,838
Kansas,Linn,6.0000000594473,Count,20107,840
Kansas,Logan,6.99999989749631,Count,20109,842
Kansas,Lyon,60.6646639606406,Count,20111,844
Kansas,McPherson,64.9857248994704,Count,20113,846
Kansas,Marion,29.9999999986612,Count,20115,848
Kansas,Marshall,2.0,Count,20117,850
Kansas,Meade,13.0000000676009,Count,20119,851
Kansas,Miami,50.1647169014323,Count,20121,853
Kansas,Mitchell,1.99999999068677,Count,20123,854
Kansas,Montgomery,300.681262094527,Count,20125,856
Kansas,Morris,13.0000001788139,Count,20127,858
Kansas,Morton,6.00000003911555,Count,20129,859
Kansas,Nemaha,1.0,Count,20131,861
Kansas,Neosho,2.67265475913882,Count,20133,862
Kansas,Ness,0.999999977648258,Count,20135,864
Kansas,Norton,111.418415986067,Count,20137,866
Kansas,Osage,8.99999997764826,Count,20139,867
Kansas,Osborne,4.000000057742,Count,20141,869
Kansas,Ottawa,15.4537658587706,Count,20143,870
Kansas,Pawnee,24.7309194135014,Count,20145,872
Kansas,Phillips,6.00000009595533,Count,20147,873
Kansas,Pottawatomie,1.11829451948324,Count,20149,876
Kansas,Pratt,19.1503698192537,Count,20151,878
Kansas,Rawlins,5.99999978745791,Count,20153,880
Kansas,Reno,302.88731576865,Count,20155,882
Kansas,Republic,3.00000003207242,Count,20157,884
Kansas,Rice,10.0000000253785,Count,20159,886
Kansas,Riley,2283.51890225868,Count,20161,888
Kansas,Rooks,10.024112971354,Count,20163,889
Kansas,Rush,1.0,Count,20165,891
Kansas,Russell,1.0,Count,20167,893
Kansas,Saline,344.592725372408,Count,20169,895
Kansas,Scott,0.0,Count,20171,897
Kansas,Sedgwick,12486.5118700516,Count,20173,898
Kansas,Seward,8.1144355237484,Count,20175,900
Kansas,Shawnee,4312.23438814127,Count,20177,902
Kansas,Sheridan,2.99999996052065,Count,20179,904
Kansas,Sherman,31.0992031965434,Count,20181,907
Kansas,Smith,3.99985420268058,Count,20183,909
Kansas,Stafford,1.999999902735,Count,20185,911
Kansas,Stanton,1.0,Count,20187,913
Kansas,Stevens,2.999999913387,Count,20189,914
Kansas,Sumner,92.7819255059585,Count,20191,916
Kansas,Thomas,18.9192115535261,Count,20193,917
Kansas,Trego,0.0,Count,20195,919
Kansas,Wabaunsee,10.3905334896408,Count,20197,920
Kansas,Wallace,2.0,Count,20199,921
Kansas,Washington,9.67213465087116,Count,20201,922
Kansas,Wichita,19.0000000210675,Count,20203,923
Kansas,Wilson,1.0,Count,20205,925
Kansas,Woodson,6.00000016391277,Count,20207,926
Kansas,Wyandotte,16223.8704557523,Count,20209,927
Kentucky,Adair,21.7523922086407,Count,21001,928
Kentucky,Allen,2.41545019368277,Count,21003,929
Kentucky,Anderson,132.121387237605,Count,21005,930
Kentucky,Ballard,8.06727164133918,Count,21007,932
Kentucky,Barren,161.50726377964,Count,21009,933
Kentucky,Bath,0.0,Count,21011,934
Kentucky,Bell,122.219473133562,Count,21013,936
Kentucky,Boone,1048.79642153939,Count,21015,1002
Kentucky,Bourbon,362.499383436982,Count,21017,1005
Kentucky,Boyd,122.690415165736,Count,21019,1008
Kentucky,Boyle,561.024930368561,Count,21021,1010
Kentucky,Bracken,0.0,Count,21023,1013
Kentucky,Breathitt,4.13510143171879,Count,21025,1017
Kentucky,Breckinridge,6.48236096635776,Count,21027,1020
Kentucky,Bullitt,143.480579300004,Count,21029,1024
Kentucky,Butler,1.246780241343,Count,21031,1026
Kentucky,Caldwell,56.6594464603896,Count,21033,1031
Kentucky,Calloway,210.053361971637,Count,21035,1033
Kentucky,Campbell,745.506380535724,Count,21037,1035
Kentucky,Carlisle,0.395024733990795,Count,21039,1039
Kentucky,Carroll,86.4603411717108,Count,21041,1041
Kentucky,Carter,2.11463133990765,Count,21043,1044
Kentucky,Casey,0.178605785818945,Count,21045,1048
Kentucky,Christian,3586.33004651544,Count,21047,1050
Kentucky,Clark,129.795871395799,Count,21049,1053
Kentucky,Clay,404.521801412193,Count,21051,1056
Kentucky,Clinton,0.0,Count,21053,1059
Kentucky,Crittenden,3.79869459569454,Count,21055,1064
Kentucky,Cumberland,0.999999957668479,Count,21057,1067
Kentucky,Daviess,316.419966096801,Count,21059,1071
Kentucky,Edmonson,0.353040213684835,Count,21061,1073
Kentucky,Elliott,0.0,Count,21063,1075
Kentucky,Estill,0.0002072595839309,Count,21065,1077
Kentucky,Fayette,10154.2690758578,Count,21067,1080
Kentucky,Fleming,0.968137865471363,Count,21069,1083
Kentucky,Floyd,8.91736206518544,Count,21071,1085
Kentucky,Franklin,1497.25573323596,Count,21073,1086
Kentucky,Fulton,2.61759360178257,Count,21075,1088
Kentucky,Gallatin,nan,Count,21077,1090
Kentucky,Garrard,1.07801990024745,Count,21079,1092
Kentucky,Grant,27.0207081741828,Count,21081,1094
Kentucky,Graves,60.6180396910713,Count,21083,1097
Kentucky,Grayson,18.1768150223288,Count,21085,1100
Kentucky,Green,16.8762191538462,Count,21087,1102
Kentucky,Greenup,39.4935697754263,Count,21089,1105
Kentucky,Hancock,0.0,Count,21091,1107
Kentucky,Hardin,4677.12672636777,Count,21093,1110
Kentucky,Harlan,148.696000840355,Count,21095,1114
Kentucky,Harrison,0.850986059755087,Count,21097,1119
Kentucky,Hart,41.2021738195908,Count,21099,1121
Kentucky,Henderson,378.992159360467,Count,21101,1126
Kentucky,Henry,0.825039333547466,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,1198.18192998479,Count,21107,1136
Kentucky,Jackson,0.0,Count,21109,1140
Kentucky,Jefferson,20792.5200502852,Count,21111,1143
Kentucky,Jessamine,289.138106059254,Count,21113,1145
Kentucky,Johnson,12.6717923050746,Count,21115,1148
Kentucky,Kenton,815.576030455648,Count,21117,1151
Kentucky,Knott,0.513149686797988,Count,21119,1154
Kentucky,Knox,14.684963779524,Count,21121,1159
Kentucky,Larue,0.0,Count,21123,1162
Kentucky,Laurel,42.2381153519673,Count,21125,1166
Kentucky,Lawrence,4.02506253868341,Count,21127,1167
Kentucky,Lee,0.0,Count,21129,1171
Kentucky,Leslie,0.0,Count,21131,1175
Kentucky,Letcher,nan,Count,21133,1178
Kentucky,Lewis,0.0,Count,21135,1180
Kentucky,Lincoln,19.1615105695673,Count,21137,1184
Kentucky,Livingston,2.70115090505124,Count,21139,1187
Kentucky,Logan,397.07480593039,Count,21141,1190
Kentucky,Lyon,5.00000018440187,Count,21143,1193
Kentucky,McCracken,1255.8753878493,Count,21145,1196
Kentucky,McCreary,0.0,Count,21147,1198
Kentucky,McLean,0.0,Count,21149,1201
Kentucky,Madison,929.57074168347,Count,21151,1204
Kentucky,Magoffin,0.0,Count,21153,1206
Kentucky,Marion,3.61826840491267,Count,21155,1210
Kentucky,Marshall,0.0,Count,21157,1213
Kentucky,Martin,0.0,Count,21159,1215
Kentucky,Mason,267.350729311711,Count,21161,1217
Kentucky,Meade,425.921843683638,Count,21163,1220
Kentucky,Menifee,0.981983058154583,Count,21165,1222
Kentucky,Mercer,398.579048017389,Count,21167,1225
Kentucky,Metcalfe,0.150702242390253,Count,21169,1228
Kentucky,Monroe,3.85204520518892,Count,21171,1230
Kentucky,Montgomery,270.91846011107,Count,21173,1233
Kentucky,Morgan,7.24891139458487,Count,21175,1235
Kentucky,Muhlenberg,40.9334737389217,Count,21177,1238
Kentucky,Nelson,122.475306290611,Count,21179,1243
Kentucky,Nicholas,0.139422142878175,Count,21181,1246
Kentucky,Ohio,42.9475558709237,Count,21183,1249
Kentucky,Oldham,1308.03146952965,Count,21185,1252
Kentucky,Owen,1.09654109845712,Count,21187,1255
Kentucky,Owsley,0.0,Count,21189,1257
Kentucky,Pendleton,0.0,Count,21191,1260
Kentucky,Perry,9.72342828777619,Count,21193,1265
