State,County,Recreation & fitness facilities per 1000 pop (% change) 2011-16 (PCH_RECFACPTH_11_16),Units,FIPS,FID
Idaho,Shoshone,-48.988963184,% change,16079,621
Idaho,Teton,83.366408082,% change,16081,627
Idaho,Twin Falls,86.843995403,% change,16083,634
Idaho,Valley,38.739560334,% change,16085,643
Idaho,Washington,0.705484897,% change,16087,649
Illinois,Adams,29.589617558,% change,17001,650
Illinois,Alexander,0.0,% change,17003,651
Illinois,Bond,5.213467134,% change,17005,652
Illinois,Boone,1.060453306,% change,17007,653
Illinois,Brown,1.986951364,% change,17009,654
Illinois,Bureau,55.307630186,% change,17011,2
Illinois,Calhoun,3.889689236,% change,17013,4
Illinois,Carroll,0.0,% change,17015,6
Illinois,Cass,-100.0,% change,17017,10
Illinois,Champaign,-11.501969296,% change,17019,12
Illinois,Christian,39.072064761,% change,17021,14
Illinois,Clark,-100.0,% change,17023,19
Illinois,Clay,-48.463676658,% change,17025,22
Illinois,Clinton,153.034739784,% change,17027,27
Illinois,Coles,-31.817141113,% change,17029,30
Illinois,Cook,23.394327852,% change,17031,36
Illinois,Crawford,0.0,% change,17033,40
Illinois,Cumberland,0.0,% change,17035,44
Illinois,DeKalb,12.460147252,% change,17037,49
Illinois,De Witt,2.413515688,% change,17039,53
Illinois,Douglas,-66.498052506,% change,17041,55
Illinois,DuPage,32.930254303,% change,17043,64
Illinois,Edgar,5.231227106,% change,17045,66
Illinois,Edwards,0.0,% change,17047,71
Illinois,Effingham,-33.185107171,% change,17049,76
Illinois,Fayette,-65.8186652,% change,17051,79
Illinois,Ford,-47.995053215,% change,17053,81
Illinois,Franklin,2.368771104,% change,17055,85
Illinois,Fulton,38.547737703,% change,17057,89
Illinois,Gallatin,0.0,% change,17059,92
Illinois,Greene,-100.0,% change,17061,96
Illinois,Grundy,-36.592767276,% change,17063,99
Illinois,Hamilton,0.0,% change,17065,106
Illinois,Hancock,-100.0,% change,17067,111
Illinois,Hardin,0.0,% change,17069,113
Illinois,Henderson,0.0,% change,17071,117
Illinois,Henry,-32.314298791,% change,17073,121
Illinois,Iroquois,4.540299142,% change,17075,125
Illinois,Jackson,53.29821114,% change,17077,129
Illinois,Jasper,1.62618576,% change,17079,133
Illinois,Jefferson,-15.722564477,% change,17081,137
Illinois,Jersey,nan,% change,17083,142
Illinois,Jo Daviess,nan,% change,17085,145
Illinois,Johnson,-50.408919065,% change,17087,152
Illinois,Kane,8.81201954,% change,17089,156
Illinois,Kankakee,-11.618947235,% change,17091,161
Illinois,Kendall,17.196342707,% change,17093,165
Illinois,Knox,-22.451663559,% change,17095,166
Illinois,Lake,0.358767301,% change,17097,170
Illinois,LaSalle,2.712950311,% change,17099,175
Illinois,Lawrence,nan,% change,17101,177
Illinois,Lee,37.965250928,% change,17103,180
Illinois,Livingston,6.37148732,% change,17105,182
Illinois,Logan,106.230826914,% change,17107,186
Illinois,McDonough,-30.962925203,% change,17109,189
Illinois,McHenry,-2.646768393,% change,17111,192
Illinois,McLean,-5.602326424,% change,17113,193
Illinois,Macon,29.685844483,% change,17115,194
Illinois,Macoupin,4.556108032,% change,17117,196
Illinois,Madison,3.937519191,% change,17119,199
Illinois,Marion,-22.887878947,% change,17121,201
Illinois,Marshall,109.766347285,% change,17123,202
Illinois,Mason,-100.0,% change,17125,206
Illinois,Massac,111.168705508,% change,17127,208
Illinois,Menard,2.395354464,% change,17129,212
Illinois,Mercer,-65.20580081,% change,17131,216
Illinois,Monroe,17.662199658,% change,17133,219
Illinois,Montgomery,-22.995976478,% change,17135,223
Illinois,Morgan,3.775516172,% change,17137,225
Illinois,Moultrie,1.705596274,% change,17139,227
Illinois,Ogle,-17.034083802,% change,17141,229
Illinois,Peoria,-13.651516647,% change,17143,233
Illinois,Perry,4.1062576,% change,17145,235
Illinois,Piatt,0.925813869,% change,17147,238
Illinois,Pike,2.921546405,% change,17149,241
Illinois,Pope,0.0,% change,17151,245
Illinois,Pulaski,0.0,% change,17153,248
Illinois,Putnam,4.512856393,% change,17155,253
Illinois,Randolph,2.503297849,% change,17157,255
Illinois,Richland,-31.946020936,% change,17159,259
Illinois,Rock Island,-6.473992352,% change,17161,265
Illinois,St. Clair,-12.052295531,% change,17163,269
Illinois,Saline,nan,% change,17165,271
Illinois,Sangamon,29.468736647,% change,17167,274
Illinois,Schuyler,0.0,% change,17169,278
Illinois,Scott,0.0,% change,17171,280
Illinois,Shelby,-100.0,% change,17173,283
Illinois,Stark,0.0,% change,17175,285
Illinois,Stephenson,-19.188991363,% change,17177,290
Illinois,Tazewell,14.910239089,% change,17179,291
Illinois,Union,0.0,% change,17181,293
Illinois,Vermilion,38.151731161,% change,17183,296
Illinois,Wabash,2.415081227,% change,17185,299
Illinois,Warren,-48.48038366,% change,17187,301
Illinois,Washington,-100.0,% change,17189,305
Illinois,Wayne,-66.499728474,% change,17191,310
Illinois,White,3.542021579,% change,17193,312
Illinois,Whiteside,-65.646168267,% change,17195,314
Illinois,Will,14.595867926,% change,17197,320
Illinois,Williamson,-23.290459294,% change,17199,324
Illinois,Winnebago,47.766505411,% change,17201,325
Illinois,Woodford,-66.742865949,% change,17203,328
Indiana,Adams,-26.830722071,% change,18001,330
Indiana,Allen,-19.186001463,% change,18003,335
Indiana,Bartholomew,-5.244708268,% change,18005,342
Indiana,Benton,-48.827267475,% change,18007,179
Indiana,Blackford,-47.606625259,% change,18009,183
Indiana,Boone,-9.892744283,% change,18011,185
Indiana,Brown,0.439765458,% change,18013,188
Indiana,Carroll,-66.538121233,% change,18015,195
Indiana,Cass,2.396548549,% change,18017,211
Indiana,Clark,17.701688735,% change,18019,215
Indiana,Clay,-100.0,% change,18021,221
Indiana,Clinton,0.0,% change,18023,226
Indiana,Crawford,0.0,% change,18025,232
Indiana,Daviess,93.611540443,% change,18027,239
Indiana,Dearborn,-19.173657294,% change,18029,242
Indiana,Decatur,-35.237666254,% change,18031,246
Indiana,DeKalb,-0.398873768,% change,18033,249
Indiana,Delaware,-25.167398376,% change,18035,252
Indiana,Dubois,-0.720746184,% change,18037,254
Indiana,Elkhart,23.090892466,% change,18039,260
Indiana,Fayette,3.839704175,% change,18041,263
Indiana,Floyd,-51.139162963,% change,18043,267
Indiana,Fountain,0.0,% change,18045,270
Indiana,Franklin,-23.99009901,% change,18047,272
Indiana,Fulton,-100.0,% change,18049,276
Indiana,Gibson,-0.184639209,% change,18051,286
Indiana,Grant,4.246878836,% change,18053,297
Indiana,Greene,2.467181827,% change,18055,309
Indiana,Hamilton,12.356417579,% change,18057,321
Indiana,Hancock,-28.496835229,% change,18059,329
Indiana,Harrison,-50.635096651,% change,18061,334
Indiana,Hendricks,3.535846781,% change,18063,341
Indiana,Henry,-18.592341411,% change,18065,344
Indiana,Howard,-29.629337252,% change,18067,348
Indiana,Huntington,70.300813902,% change,18069,352
Indiana,Jackson,-2.264812328,% change,18071,355
Indiana,Jasper,166.906266535,% change,18073,356
Indiana,Jay,-49.30608365,% change,18075,358
Indiana,Jefferson,0.105429626,% change,18077,363
Indiana,Jennings,205.745420317,% change,18079,367
Indiana,Johnson,-40.488538207,% change,18081,370
Indiana,Knox,-18.037398114,% change,18083,376
Indiana,Kosciusko,26.038346465,% change,18085,384
Indiana,LaGrange,-100.0,% change,18087,386
Indiana,Lake,-6.771244355,% change,18089,389
Indiana,LaPorte,68.331700058,% change,18091,392
Indiana,Lawrence,-32.521484732,% change,18093,396
Indiana,Madison,-21.225680349,% change,18095,401
Indiana,Marion,-3.478582339,% change,18097,409
Indiana,Marshall,-74.852096373,% change,18099,412
Indiana,Martin,1.274259949,% change,18101,418
Indiana,Miami,-66.128778847,% change,18103,420
Indiana,Monroe,38.902311421,% change,18105,422
Indiana,Montgomery,-49.984343606,% change,18107,425
Indiana,Morgan,24.415946634,% change,18109,430
Indiana,Newton,-100.0,% change,18111,433
Indiana,Noble,-0.280342313,% change,18113,436
Indiana,Ohio,nan,% change,18115,440
Indiana,Orange,-100.0,% change,18117,444
Indiana,Owen,105.534843705,% change,18119,448
Indiana,Parke,0.778439582,% change,18121,452
Indiana,Perry,-48.9216202,% change,18123,459
Indiana,Pike,1.834567107,% change,18125,465
Indiana,Porter,-19.677320859,% change,18127,468
Indiana,Posey,-33.182480233,% change,18129,471
Indiana,Pulaski,-100.0,% change,18131,477
Indiana,Putnam,0.0,% change,18133,480
Indiana,Randolph,3.838940101,% change,18135,485
Indiana,Ripley,101.591101098,% change,18137,488
Indiana,Rush,55.861840919,% change,18139,493
Indiana,St. Joseph,20.101749015,% change,18141,496
Indiana,Scott,0.805669212,% change,18143,504
Indiana,Shelby,0.156009768,% change,18145,506
Indiana,Spencer,0.0,% change,18147,509
Indiana,Starke,-100.0,% change,18149,512
Indiana,Steuben,-75.210102361,% change,18151,515
Indiana,Sullivan,0.0,% change,18153,518
Indiana,Switzerland,0.0,% change,18155,526
Indiana,Tippecanoe,104.700488674,% change,18157,530
Indiana,Tipton,nan,% change,18159,534
Indiana,Union,0.0,% change,18161,538
Indiana,Vanderburgh,-0.73772521,% change,18163,543
Indiana,Vermillion,2.927422971,% change,18165,548
Indiana,Vigo,22.910133011,% change,18167,553
Indiana,Wabash,54.839783208,% change,18169,555
Indiana,Warren,0.0,% change,18171,567
Indiana,Warrick,69.728762752,% change,18173,575
Indiana,Washington,1.646965547,% change,18175,584
Indiana,Wayne,106.126954093,% change,18177,586
Indiana,Wells,-0.409482759,% change,18179,590
Indiana,White,-100.0,% change,18181,594
Indiana,Whitley,-33.592163421,% change,18183,597
Iowa,Adair,-46.184022825,% change,19001,598
Iowa,Adams,0.0,% change,19003,602
Iowa,Allamakee,104.888600476,% change,19005,608
Iowa,Appanoose,-48.60366488,% change,19007,611
Iowa,Audubon,0.0,% change,19009,615
Iowa,Benton,-66.097266097,% change,19011,619
Iowa,Black Hawk,40.234138726,% change,19013,623
Iowa,Boone,32.662099247,% change,19015,625
Iowa,Bremer,96.70755326,% change,19017,631
Iowa,Buchanan,0.0,% change,19019,632
Iowa,Buena Vista,100.138148806,% change,19021,633
Iowa,Butler,0.0,% change,19023,361
Iowa,Calhoun,nan,% change,19025,365
Iowa,Carroll,207.173720907,% change,19027,369
Iowa,Cass,4.430955994,% change,19029,374
Iowa,Cedar,-33.351442386,% change,19031,379
Iowa,Cerro Gordo,2.080624187,% change,19033,383
Iowa,Cherokee,-100.0,% change,19035,388
Iowa,Chickasaw,2.793666584,% change,19037,393
Iowa,Clarke,nan,% change,19039,397
Iowa,Clay,27.067381317,% change,19041,398
Iowa,Clayton,0.0,% change,19043,402
Iowa,Clinton,-35.052184774,% change,19045,404
Iowa,Crawford,102.207090866,% change,19047,408
Iowa,Dallas,13.686375245,% change,19049,413
Iowa,Davis,-1.471744748,% change,19051,416
Iowa,Decatur,0.0,% change,19053,419
Iowa,Delaware,-65.981431081,% change,19055,421
Iowa,Des Moines,-24.182334385,% change,19057,424
Iowa,Dickinson,-34.296071094,% change,19059,427
Iowa,Dubuque,-2.176745533,% change,19061,434
Iowa,Emmet,-47.35823394,% change,19063,437
Iowa,Fayette,109.736815771,% change,19065,442
Iowa,Floyd,1.686138301,% change,19067,447
Iowa,Franklin,109.62745098,% change,19069,451
Iowa,Fremont,0.0,% change,19071,455
Iowa,Greene,-100.0,% change,19073,458
Iowa,Grundy,1.480035781,% change,19075,460
Iowa,Guthrie,1.943661972,% change,19077,467
Iowa,Hamilton,0.0,% change,19079,469
Iowa,Hancock,-48.159368402,% change,19081,470
Iowa,Hardin,-100.0,% change,19083,475
Iowa,Harrison,0.0,% change,19085,478
Iowa,Henry,104.363415989,% change,19087,479
Iowa,Howard,2.922778257,% change,19089,481
Iowa,Humboldt,-100.0,% change,19091,487
Iowa,Ida,nan,% change,19093,491
Iowa,Iowa,-100.0,% change,19095,495
Iowa,Jackson,-49.136152656,% change,19097,499
Iowa,Jasper,-66.710309775,% change,19099,505
Iowa,Jefferson,-6.372441118,% change,19101,507
Iowa,Johnson,82.324579051,% change,19103,508
Iowa,Jones,0.0,% change,19105,516
Iowa,Keokuk,0.0,% change,19107,520
Iowa,Kossuth,-49.144254279,% change,19109,523
Iowa,Lee,28.983341073,% change,19111,531
Iowa,Linn,-7.011829653,% change,19113,535
Iowa,Louisa,0.0,% change,19115,539
Iowa,Lucas,nan,% change,19117,542
Iowa,Lyon,-100.0,% change,19119,546
Iowa,Madison,-50.189945549,% change,19121,550
Iowa,Mahaska,1.278933622,% change,19123,554
Iowa,Marion,134.128731887,% change,19125,561
Iowa,Marshall,-100.0,% change,19127,568
Iowa,Mills,-0.106354693,% change,19129,569
Iowa,Mitchell,-49.788871164,% change,19131,572
Iowa,Monona,-47.522445732,% change,19133,576
Iowa,Monroe,0.0,% change,19135,580
Iowa,Montgomery,4.894414841,% change,19137,595
Iowa,Muscatine,-0.309994406,% change,19139,600
Iowa,O'Brien,-31.911021718,% change,19141,604
Iowa,Osceola,0.0,% change,19143,607
Iowa,Page,-65.475491794,% change,19145,612
Iowa,Palo Alto,0.0,% change,19147,618
Iowa,Plymouth,-34.383389539,% change,19149,622
Iowa,Pocahontas,0.0,% change,19151,624
Iowa,Polk,3.303479946,% change,19153,629
Iowa,Pottawattamie,-44.466427115,% change,19155,637
Iowa,Poweshiek,3.181718784,% change,19157,640
Iowa,Ringgold,0.0,% change,19159,642
Iowa,Sac,4.114891017,% change,19161,647
Iowa,Scott,-7.610297517,% change,19163,657
Iowa,Shelby,0.0,% change,19165,660
Iowa,Sioux,29.867301023,% change,19167,663
Iowa,Story,59.43118906,% change,19169,668
Iowa,Tama,-65.830374294,% change,19171,671
Iowa,Taylor,1.058201058,% change,19173,674
Iowa,Union,1.283292978,% change,19175,675
Iowa,Van Buren,0.0,% change,19177,678
Iowa,Wapello,50.820810887,% change,19179,681
Iowa,Warren,51.19631964,% change,19181,685
Iowa,Washington,-67.103894342,% change,19183,687
Iowa,Wayne,-1.600124281,% change,19185,691
Iowa,Webster,36.874183718,% change,19187,694
Iowa,Winnebago,0.773511933,% change,19189,696
Iowa,Winneshiek,-22.670145524,% change,19191,698
Iowa,Woodbury,-0.082759695,% change,19193,702
Iowa,Worth,0.0,% change,19195,703
Iowa,Wright,103.339575531,% change,19197,705
Kansas,Allen,0.0,% change,20001,709
Kansas,Anderson,0.0,% change,20003,712
Kansas,Atchison,53.490502657,% change,20005,715
Kansas,Barber,5.211448099,% change,20007,717
Kansas,Barton,37.257379263,% change,20009,719
Kansas,Bourbon,nan,% change,20011,722
Kansas,Brown,nan,% change,20013,723
Kansas,Butler,-1.233345337,% change,20015,726
Kansas,Chase,0.0,% change,20017,729
Kansas,Chautauqua,-46.691285081,% change,20019,730
Kansas,Cherokee,5.598417409,% change,20021,732
Kansas,Cheyenne,0.0,% change,20023,736
Kansas,Clark,0.0,% change,20025,738
Kansas,Clay,0.0,% change,20027,739
Kansas,Cloud,3.483516484,% change,20029,740
Kansas,Coffey,0.0,% change,20031,745
Kansas,Comanche,0.0,% change,20033,748
Kansas,Cowley,-100.0,% change,20035,752
Kansas,Crawford,50.738613049,% change,20037,756
Kansas,Decatur,0.0,% change,20039,759
Kansas,Dickinson,0.0,% change,20041,762
Kansas,Doniphan,nan,% change,20043,765
Kansas,Douglas,22.263666187,% change,20045,767
Kansas,Edwards,0.0,% change,20047,770
Kansas,Elk,-100.0,% change,20049,773
Kansas,Ellis,49.630503417,% change,20051,774
Kansas,Ellsworth,0.0,% change,20053,776
Kansas,Finney,-79.936753338,% change,20055,778
Kansas,Ford,-60.078838295,% change,20057,784
Kansas,Franklin,1.170391827,% change,20059,786
Kansas,Geary,-49.90485117,% change,20061,788
Kansas,Gove,3.802281369,% change,20063,790
Kansas,Graham,0.0,% change,20065,791
Kansas,Grant,0.0,% change,20067,794
Kansas,Gray,0.0,% change,20069,798
Kansas,Greeley,0.0,% change,20071,801
Kansas,Greenwood,nan,% change,20073,803
Kansas,Hamilton,0.0,% change,20075,805
Kansas,Harper,0.0,% change,20077,807
Kansas,Harvey,199.361591994,% change,20079,812
Kansas,Haskell,0.0,% change,20081,815
Kansas,Hodgeman,0.0,% change,20083,818
Kansas,Jackson,nan,% change,20085,819
Kansas,Jefferson,nan,% change,20087,821
Kansas,Jewell,0.0,% change,20089,822
Kansas,Johnson,10.833883163,% change,20091,824
Kansas,Kearny,0.0,% change,20093,826
Kansas,Kingman,-100.0,% change,20095,827
Kansas,Kiowa,0.0,% change,20097,829
Kansas,Labette,-100.0,% change,20099,831
Kansas,Lane,0.0,% change,20101,833
Kansas,Leavenworth,380.889970667,% change,20103,836
Kansas,Lincoln,0.0,% change,20105,838
Kansas,Linn,0.0,% change,20107,840
Kansas,Logan,-1.813655761,% change,20109,842
Kansas,Lyon,0.694610778,% change,20111,844
Kansas,McPherson,105.013731427,% change,20113,846
Kansas,Marion,0.0,% change,20115,848
Kansas,Marshall,1.826344251,% change,20117,850
Kansas,Meade,6.304398965,% change,20119,851
Kansas,Miami,-0.691684616,% change,20121,853
Kansas,Mitchell,103.136113805,% change,20123,854
Kansas,Montgomery,5.814342654,% change,20125,856
Kansas,Morris,5.579553636,% change,20127,858
Kansas,Morton,0.0,% change,20129,859
Kansas,Nemaha,0.0,% change,20131,861
Kansas,Neosho,104.820027401,% change,20133,862
Kansas,Ness,0.0,% change,20135,864
Kansas,Norton,0.0,% change,20137,866
Kansas,Osage,0.0,% change,20139,867
Kansas,Osborne,0.0,% change,20141,869
Kansas,Ottawa,0.0,% change,20143,870
Kansas,Pawnee,0.0,% change,20145,872
Kansas,Phillips,nan,% change,20147,873
Kansas,Pottawatomie,nan,% change,20149,876
Kansas,Pratt,nan,% change,20151,878
Kansas,Rawlins,0.0,% change,20153,880
Kansas,Reno,2.197017766,% change,20155,882
Kansas,Republic,5.160180606,% change,20157,884
Kansas,Rice,0.0,% change,20159,886
Kansas,Riley,-1.607018297,% change,20161,888
Kansas,Rooks,0.0,% change,20163,889
Kansas,Rush,0.0,% change,20165,891
Kansas,Russell,0.0,% change,20167,893
Kansas,Saline,35.156467526,% change,20169,895
Kansas,Scott,-100.0,% change,20171,897
Kansas,Sedgwick,24.122191406,% change,20173,898
Kansas,Seward,1.788539286,% change,20175,900
Kansas,Shawnee,31.314610264,% change,20177,902
Kansas,Sheridan,0.0,% change,20179,904
Kansas,Sherman,1.833473507,% change,20181,907
Kansas,Smith,0.0,% change,20183,909
Kansas,Stafford,0.0,% change,20185,911
Kansas,Stanton,0.0,% change,20187,913
Kansas,Stevens,0.0,% change,20189,914
Kansas,Sumner,0.0,% change,20191,916
Kansas,Thomas,-100.0,% change,20193,917
Kansas,Trego,0.0,% change,20195,919
Kansas,Wabaunsee,-100.0,% change,20197,920
Kansas,Wallace,0.0,% change,20199,921
Kansas,Washington,0.0,% change,20201,922
Kansas,Wichita,0.0,% change,20203,923
Kansas,Wilson,0.0,% change,20205,925
Kansas,Woodson,0.0,% change,20207,926
Kansas,Wyandotte,34.553880962,% change,20209,927
Kentucky,Adair,-100.0,% change,21001,928
Kentucky,Allen,-2.643639346,% change,21003,929
Kentucky,Anderson,0.0,% change,21005,930
Kentucky,Ballard,0.0,% change,21007,932
Kentucky,Barren,-3.345589075,% change,21009,933
Kentucky,Bath,0.0,% change,21011,934
Kentucky,Bell,58.075904678,% change,21013,936
Kentucky,Boone,19.740070698,% change,21015,1002
Kentucky,Bourbon,0.0,% change,21017,1005
Kentucky,Boyd,-23.099946054,% change,21019,1008
Kentucky,Boyle,28.301213419,% change,21021,1010
Kentucky,Bracken,0.0,% change,21023,1013
Kentucky,Breathitt,0.0,% change,21025,1017
Kentucky,Breckinridge,nan,% change,21027,1020
Kentucky,Bullitt,-28.787448396,% change,21029,1024
Kentucky,Butler,0.0,% change,21031,1026
Kentucky,Caldwell,0.0,% change,21033,1031
Kentucky,Calloway,-100.0,% change,21035,1033
Kentucky,Campbell,-10.050040795,% change,21037,1035
Kentucky,Carlisle,0.0,% change,21039,1039
Kentucky,Carroll,0.0,% change,21041,1041
Kentucky,Carter,52.081039419,% change,21043,1044
Kentucky,Casey,0.913647611,% change,21045,1048
Kentucky,Christian,138.967031435,% change,21047,1050
Kentucky,Clark,-1.256652456,% change,21049,1053
Kentucky,Clay,0.0,% change,21051,1056
Kentucky,Clinton,-0.616438356,% change,21053,1059
Kentucky,Crittenden,0.0,% change,21055,1064
Kentucky,Cumberland,nan,% change,21057,1067
Kentucky,Daviess,21.671056849,% change,21059,1071
Kentucky,Edmonson,0.0,% change,21061,1073
Kentucky,Elliott,0.0,% change,21063,1075
Kentucky,Estill,nan,% change,21065,1077
Kentucky,Fayette,25.092139517,% change,21067,1080
Kentucky,Fleming,-50.037915345,% change,21069,1083
Kentucky,Floyd,0.0,% change,21071,1085
Kentucky,Franklin,-21.507931769,% change,21073,1086
Kentucky,Fulton,0.0,% change,21075,1088
Kentucky,Gallatin,0.0,% change,21077,1090
Kentucky,Garrard,0.0,% change,21079,1092
Kentucky,Grant,-50.301108078,% change,21081,1094
Kentucky,Graves,1.130612684,% change,21083,1097
Kentucky,Grayson,0.0,% change,21085,1100
Kentucky,Green,0.0,% change,21087,1102
Kentucky,Greenup,2.888671602,% change,21089,1105
Kentucky,Hancock,0.0,% change,21091,1107
Kentucky,Hardin,0.548211763,% change,21093,1110
Kentucky,Harlan,nan,% change,21095,1114
Kentucky,Harrison,-100.0,% change,21097,1119
Kentucky,Hart,nan,% change,21099,1121
Kentucky,Henderson,-24.865387942,% change,21101,1126
Kentucky,Henry,0.0,% change,21103,1129
Kentucky,Hickman,0.0,% change,21105,1130
Kentucky,Hopkins,-100.0,% change,21107,1136
Kentucky,Jackson,0.0,% change,21109,1140
Kentucky,Jefferson,21.921872088,% change,21111,1143
Kentucky,Jessamine,55.949988837,% change,21113,1145
Kentucky,Johnson,-48.801923918,% change,21115,1148
Kentucky,Kenton,-6.974211237,% change,21117,1151
Kentucky,Knott,0.0,% change,21119,1154
Kentucky,Knox,nan,% change,21121,1159
Kentucky,Larue,-49.44416732,% change,21123,1162
Kentucky,Laurel,-75.276296049,% change,21125,1166
Kentucky,Lawrence,0.0,% change,21127,1167
Kentucky,Lee,0.0,% change,21129,1171
Kentucky,Leslie,0.0,% change,21131,1175
Kentucky,Letcher,0.0,% change,21133,1178
Kentucky,Lewis,0.0,% change,21135,1180
Kentucky,Lincoln,1.606013308,% change,21137,1184
Kentucky,Livingston,0.0,% change,21139,1187
Kentucky,Logan,nan,% change,21141,1190
Kentucky,Lyon,nan,% change,21143,1193
Kentucky,McCracken,-26.730684149,% change,21145,1196
Kentucky,McCreary,0.0,% change,21147,1198
Kentucky,McLean,0.0,% change,21149,1201
Kentucky,Madison,-19.889585827,% change,21151,1204
Kentucky,Magoffin,0.0,% change,21153,1206
Kentucky,Marion,nan,% change,21155,1210
Kentucky,Marshall,-25.043168228,% change,21157,1213
Kentucky,Martin,7.533271951,% change,21159,1215
Kentucky,Mason,-48.863503905,% change,21161,1217
Kentucky,Meade,5.843506818,% change,21163,1220
Kentucky,Menifee,0.0,% change,21165,1222
Kentucky,Mercer,98.934230823,% change,21167,1225
Kentucky,Metcalfe,0.0,% change,21169,1228
Kentucky,Monroe,-100.0,% change,21171,1230
Kentucky,Montgomery,-51.643107624,% change,21173,1233
Kentucky,Morgan,-100.0,% change,21175,1235
Kentucky,Muhlenberg,1.490471285,% change,21177,1238
Kentucky,Nelson,-19.325306146,% change,21179,1243
Kentucky,Nicholas,0.0,% change,21181,1246
Kentucky,Ohio,-0.92163994,% change,21183,1249
Kentucky,Oldham,-7.040528958,% change,21185,1252
Kentucky,Owen,nan,% change,21187,1255
Kentucky,Owsley,0.0,% change,21189,1257
Kentucky,Pendleton,-100.0,% change,21191,1260
Kentucky,Perry,0.0,% change,21193,1265
Kentucky,Pike,114.767632315,% change,21195,1267
Kentucky,Powell,nan,% change,21197,1270
Kentucky,Pulaski,-20.64360921,% change,21199,1272
Kentucky,Robertson,0.0,% change,21201,1273
Kentucky,Rockcastle,0.0,% change,21203,1276
Kentucky,Rowan,-3.454634866,% change,21205,1279
Kentucky,Russell,-50.241980867,% change,21207,1282
Kentucky,Scott,-10.204807548,% change,21209,1283
Kentucky,Shelby,-7.99064217,% change,21211,1285
Kentucky,Simpson,44.303586322,% change,21213,1287
Kentucky,Spencer,-100.0,% change,21215,1000
Kentucky,Taylor,47.381766718,% change,21217,1003
Kentucky,Todd,0.0,% change,21219,1006
Kentucky,Trigg,-100.0,% change,21221,1009
Kentucky,Trimble,0.0,% change,21223,1012
Kentucky,Union,3.177393186,% change,21225,1016
Kentucky,Warren,8.329981414,% change,21227,1019
Kentucky,Washington,-100.0,% change,21229,1023
Kentucky,Wayne,-100.0,% change,21231,1027
Kentucky,Webster,2.633976013,% change,21233,1029
Kentucky,Whitley,-100.0,% change,21235,1034
Kentucky,Wolfe,2.051282051,% change,21237,1037
Kentucky,Woodford,nan,% change,21239,1042
Louisiana,Acadia,40.641492266,% change,22001,1046
Louisiana,Allen,0.214124426,% change,22003,1051
Louisiana,Ascension,-20.111209241,% change,22005,1055
Louisiana,Assumption,-100.0,% change,22007,1060
Louisiana,Avoyelles,1.839668616,% change,22009,1062
Louisiana,Beauregard,-2.454186713,% change,22011,1066
Louisiana,Bienville,0.0,% change,22013,1069
Louisiana,Bossier,26.754955697,% change,22015,1076
Louisiana,Caddo,6.972007228,% change,22017,1079
Louisiana,Calcasieu,31.728963747,% change,22019,1081
Louisiana,Caldwell,0.565981531,% change,22021,1084
Louisiana,Cameron,0.0,% change,22023,1089
Louisiana,Catahoula,0.0,% change,22025,1093
Louisiana,Claiborne,-100.0,% change,22027,1095
Louisiana,Concordia,-47.896869061,% change,22029,1098
Louisiana,De Soto,-1.605968175,% change,22031,1103
Louisiana,East Baton Rouge,-10.705437528,% change,22033,1108
Louisiana,East Carroll,0.0,% change,22035,1111
Louisiana,East Feliciana,-100.0,% change,22037,1115
Louisiana,Evangeline,nan,% change,22039,1118
Louisiana,Franklin,-49.008053428,% change,22041,1123
Louisiana,Grant,0.0,% change,22043,1127
Louisiana,Iberia,134.696735407,% change,22045,1133
Louisiana,Iberville,-100.0,% change,22047,1134
Louisiana,Jackson,3.174102354,% change,22049,1138
Louisiana,Jefferson,24.306636142,% change,22051,1147
Louisiana,Jefferson Davis,0.701306981,% change,22053,1155
Louisiana,Lafayette,5.616339407,% change,22055,1161
Louisiana,Lafourche,53.022298387,% change,22057,1280
Louisiana,La Salle,-0.810523518,% change,22059,1289
Louisiana,Lincoln,-25.935001154,% change,22061,1291
Louisiana,Livingston,-49.967051795,% change,22063,1295
Louisiana,Madison,nan,% change,22065,1297
Louisiana,Morehouse,nan,% change,22067,1299
Louisiana,Natchitoches,-49.517886909,% change,22069,1301
Louisiana,Orleans,-13.47744777,% change,22071,1304
Louisiana,Ouachita,-21.194364618,% change,22073,1306
Louisiana,Plaquemines,405.594375616,% change,22075,1427
Louisiana,Pointe Coupee,2.893121502,% change,22077,1431
Louisiana,Rapides,11.032885767,% change,22079,1434
Louisiana,Red River,0.0,% change,22081,1436
Louisiana,Richland,2.136710346,% change,22083,1439
Louisiana,Sabine,nan,% change,22085,1441
Louisiana,St. Bernard,-65.50835989,% change,22087,1463
Louisiana,St. Charles,13.230716015,% change,22089,1466
Louisiana,St. Helena,0.0,% change,22091,1467
Louisiana,St. James,-32.238397412,% change,22093,1468
Louisiana,St. John the Baptist,-48.192272309,% change,22095,1469
Louisiana,St. Landry,59.478154905,% change,22097,1471
Louisiana,St. Martin,-1.916036351,% change,22099,1473
Louisiana,St. Mary,-65.413807644,% change,22101,1474
Louisiana,St. Tammany,-0.283208175,% change,22103,1475
Louisiana,Tangipahoa,-21.766585262,% change,22105,1476
Louisiana,Tensas,0.0,% change,22107,1479
Louisiana,Terrebonne,8.51223889,% change,22109,1501
