State,County,SNAP redemptions per SNAP-authorized stores (% change) 2012-17 (PCH_REDEMP_SNAPS_12_17),Units,FIPS,FID
Georgia,Tift,-17.021516287727007,% change,13277,87
Georgia,Toombs,-14.709140150937056,% change,13279,91
Georgia,Towns,-41.0703997821426,% change,13281,95
Georgia,Treutlen,-19.126344340165183,% change,13283,102
Georgia,Troup,-34.58411241896231,% change,13285,105
Georgia,Turner,-21.69817410813397,% change,13287,108
Georgia,Twiggs,-22.86420496200679,% change,13289,116
Georgia,Union,-38.37510981502879,% change,13291,120
Georgia,Upson,-1.871834875305375,% change,13293,123
Georgia,Walker,-24.89778045745845,% change,13295,126
Georgia,Walton,-16.096089656256027,% change,13297,127
Georgia,Ware,-19.800086027417212,% change,13299,132
Georgia,Warren,3.202920993591521,% change,13301,135
Georgia,Washington,-30.400971655706076,% change,13303,143
Georgia,Wayne,-9.222357815718622,% change,13305,147
Georgia,Webster,nan,% change,13307,149
Georgia,Wheeler,-13.431713404066887,% change,13309,154
Georgia,White,-26.35352652736015,% change,13311,157
Georgia,Whitfield,-31.709821297130645,% change,13313,159
Georgia,Wilcox,-8.294664464618714,% change,13315,163
Georgia,Wilkes,-30.28846378342729,% change,13317,167
Georgia,Wilkinson,-0.4892506330767687,% change,13319,169
Georgia,Worth,-22.985577054940514,% change,13321,173
Hawaii,Hawaii,5.912253492477395,% change,15001,198
Hawaii,Honolulu,-2.2880891336944376,% change,15003,234
Hawaii,Kalawao,nan,% change,15005,247
Hawaii,Kauai,-16.91604852361024,% change,15007,261
Hawaii,Maui,-22.5529957795588,% change,15009,323
Idaho,Ada,-44.161161184356565,% change,16001,336
Idaho,Adams,-15.18345254553079,% change,16003,338
Idaho,Bannock,-35.5248949256835,% change,16005,343
Idaho,Bear Lake,5.532964842134597,% change,16007,349
Idaho,Benewah,-24.432256732255084,% change,16009,354
Idaho,Bingham,-47.80145604041341,% change,16011,362
Idaho,Blaine,-57.32416012572045,% change,16013,371
Idaho,Boise,-59.42623028396803,% change,16015,380
Idaho,Bonner,-37.265613281752145,% change,16017,387
Idaho,Bonneville,-44.71991339785275,% change,16019,395
Idaho,Boundary,-32.18681689355477,% change,16021,405
Idaho,Butte,nan,% change,16023,414
Idaho,Camas,nan,% change,16025,429
Idaho,Canyon,-39.97615273735996,% change,16027,441
Idaho,Caribou,-43.63080179499884,% change,16029,449
Idaho,Cassia,-26.30888169744921,% change,16031,456
Idaho,Clark,nan,% change,16033,464
Idaho,Clearwater,-25.318858424924727,% change,16035,474
Idaho,Custer,-21.850070832045198,% change,16037,484
Idaho,Elmore,-23.952998596236185,% change,16039,490
Idaho,Franklin,nan,% change,16041,498
Idaho,Fremont,-59.42381389119744,% change,16043,502
Idaho,Gem,-21.534385284159903,% change,16045,510
Idaho,Gooding,-49.57753243148868,% change,16047,519
Idaho,Idaho,-38.213289901304904,% change,16049,528
Idaho,Jefferson,-41.905913334771604,% change,16051,540
Idaho,Jerome,-67.30700299464509,% change,16053,547
Idaho,Kootenai,-31.39612012632002,% change,16055,552
Idaho,Latah,-46.510390120505086,% change,16057,559
Idaho,Lemhi,-34.864148445946554,% change,16059,566
Idaho,Lewis,-48.718860836163216,% change,16061,574
Idaho,Lincoln,nan,% change,16063,578
Idaho,Madison,41.47806837186616,% change,16065,581
Idaho,Minidoka,-65.70325312958569,% change,16067,585
Idaho,Nez Perce,-26.45789073948524,% change,16069,589
Idaho,Oneida,nan,% change,16071,593
Idaho,Owyhee,-46.833457257437836,% change,16073,601
Idaho,Payette,-30.753786021294292,% change,16075,606
Idaho,Power,-49.3508665828379,% change,16077,613
Idaho,Shoshone,-40.73302702460752,% change,16079,621
Idaho,Teton,nan,% change,16081,627
Idaho,Twin Falls,-48.433456056867165,% change,16083,634
Idaho,Valley,-52.49981111971724,% change,16085,643
Idaho,Washington,-42.17723785991444,% change,16087,649
Illinois,Adams,-10.55135140699943,% change,17001,650
Illinois,Alexander,-49.53260645073456,% change,17003,651
Illinois,Bond,-10.674017634079545,% change,17005,652
Illinois,Boone,-15.941323236702262,% change,17007,653
Illinois,Brown,-1.1622003257680755,% change,17009,654
Illinois,Bureau,-0.46082143395560493,% change,17011,2
Illinois,Calhoun,nan,% change,17013,4
Illinois,Carroll,-32.283752007731294,% change,17015,6
Illinois,Cass,-12.01149406702578,% change,17017,10
Illinois,Champaign,-13.308981819493795,% change,17019,12
Illinois,Christian,-10.793577238876226,% change,17021,14
Illinois,Clark,-15.21089590201377,% change,17023,19
Illinois,Clay,-4.945291568547755,% change,17025,22
Illinois,Clinton,-17.140926340254406,% change,17027,27
Illinois,Coles,-12.132586750193626,% change,17029,30
Illinois,Cook,-5.1178531653584045,% change,17031,36
Illinois,Crawford,-13.361365170694375,% change,17033,40
Illinois,Cumberland,-31.20445317222611,% change,17035,44
Illinois,DeKalb,-13.087170303630375,% change,17037,49
Illinois,De Witt,-15.897988131607816,% change,17039,53
Illinois,Douglas,-22.94680753892155,% change,17041,55
Illinois,DuPage,-15.304471740461903,% change,17043,64
Illinois,Edgar,-20.73383459438388,% change,17045,66
Illinois,Edwards,-10.016525748472842,% change,17047,71
Illinois,Effingham,-46.73825842382134,% change,17049,76
Illinois,Fayette,-2.0956577872414037,% change,17051,79
Illinois,Ford,-14.401714586624426,% change,17053,81
Illinois,Franklin,-10.890248910046353,% change,17055,85
Illinois,Fulton,-1.9404317852551267,% change,17057,89
Illinois,Gallatin,nan,% change,17059,92
Illinois,Greene,-16.181096651797056,% change,17061,96
Illinois,Grundy,-0.661498631187734,% change,17063,99
Illinois,Hamilton,-29.187157817893176,% change,17065,106
Illinois,Hancock,-7.152829590954053,% change,17067,111
Illinois,Hardin,nan,% change,17069,113
Illinois,Henderson,0.2524206954184295,% change,17071,117
Illinois,Henry,3.908107268418532,% change,17073,121
Illinois,Iroquois,-0.6228177909067452,% change,17075,125
Illinois,Jackson,-25.257019231507417,% change,17077,129
Illinois,Jasper,-10.989336096274805,% change,17079,133
Illinois,Jefferson,-14.521072496787783,% change,17081,137
Illinois,Jersey,-17.29900430881028,% change,17083,142
Illinois,Jo Daviess,-36.560926402734864,% change,17085,145
Illinois,Johnson,-45.756015387016724,% change,17087,152
Illinois,Kane,-24.420336500133878,% change,17089,156
Illinois,Kankakee,-37.075412774157385,% change,17091,161
Illinois,Kendall,19.329992392595187,% change,17093,165
Illinois,Knox,-4.924309197351514,% change,17095,166
Illinois,Lake,-22.093294373406355,% change,17097,170
Illinois,LaSalle,-9.404247381203598,% change,17099,175
Illinois,Lawrence,-12.312613801601524,% change,17101,177
Illinois,Lee,-22.292234461790372,% change,17103,180
Illinois,Livingston,-11.572912261034915,% change,17105,182
Illinois,Logan,12.242527787857085,% change,17107,186
Illinois,McDonough,-4.82004647887999,% change,17109,189
Illinois,McHenry,-23.226773271126238,% change,17111,192
Illinois,McLean,-4.663613730542149,% change,17113,193
Illinois,Macon,-3.0471200929711686,% change,17115,194
Illinois,Macoupin,-10.363363270583822,% change,17117,196
Illinois,Madison,-13.38445312164222,% change,17119,199
Illinois,Marion,0.43092752290504066,% change,17121,201
Illinois,Marshall,-30.29106328833921,% change,17123,202
Illinois,Mason,1.7394502534763105,% change,17125,206
Illinois,Massac,-19.295633474751746,% change,17127,208
Illinois,Menard,-7.824173847203689,% change,17129,212
Illinois,Mercer,17.276316705003154,% change,17131,216
Illinois,Monroe,8.30814253168793,% change,17133,219
Illinois,Montgomery,-0.6816411081137789,% change,17135,223
Illinois,Morgan,9.561200742997418,% change,17137,225
Illinois,Moultrie,-19.98655898151814,% change,17139,227
Illinois,Ogle,-23.177578876613378,% change,17141,229
Illinois,Peoria,-6.7493551353676535,% change,17143,233
Illinois,Perry,-8.801602221626768,% change,17145,235
Illinois,Piatt,-21.845209896390905,% change,17147,238
Illinois,Pike,-26.116211161131815,% change,17149,241
Illinois,Pope,nan,% change,17151,245
Illinois,Pulaski,-43.360710359598,% change,17153,248
Illinois,Putnam,-48.85370659904611,% change,17155,253
Illinois,Randolph,-10.128656121655922,% change,17157,255
Illinois,Richland,-22.797619421808168,% change,17159,259
Illinois,Rock Island,2.93777247181718,% change,17161,265
Illinois,St. Clair,-8.354185634981373,% change,17163,269
Illinois,Saline,-13.779480041819014,% change,17165,271
Illinois,Sangamon,-8.128007311454342,% change,17167,274
Illinois,Schuyler,-0.1028097977585269,% change,17169,278
Illinois,Scott,nan,% change,17171,280
Illinois,Shelby,-2.2724303416498017,% change,17173,283
Illinois,Stark,20.810796482554387,% change,17175,285
Illinois,Stephenson,-23.830723416097495,% change,17177,290
Illinois,Tazewell,-4.091270637465163,% change,17179,291
Illinois,Union,1.8542118522777211,% change,17181,293
Illinois,Vermilion,-11.424698328598984,% change,17183,296
Illinois,Wabash,-28.79725059132388,% change,17185,299
Illinois,Warren,-21.25352458660902,% change,17187,301
Illinois,Washington,-18.19597735316079,% change,17189,305
Illinois,Wayne,-24.89968390235547,% change,17191,310
Illinois,White,-13.540626724603467,% change,17193,312
Illinois,Whiteside,-7.173096245387965,% change,17195,314
Illinois,Will,-21.557749851282004,% change,17197,320
Illinois,Williamson,-28.923086340792143,% change,17199,324
Illinois,Winnebago,-18.835971652208,% change,17201,325
Illinois,Woodford,-21.94659949188375,% change,17203,328
Indiana,Adams,-36.71853044662577,% change,18001,330
Indiana,Allen,-44.61608676313495,% change,18003,335
Indiana,Bartholomew,-39.62958839536635,% change,18005,342
Indiana,Benton,-38.537560469580406,% change,18007,179
Indiana,Blackford,-37.77683773993384,% change,18009,183
Indiana,Boone,-53.40858076217214,% change,18011,185
Indiana,Brown,-11.867754266056286,% change,18013,188
Indiana,Carroll,-30.95694317059302,% change,18015,195
Indiana,Cass,-45.857303954639285,% change,18017,211
Indiana,Clark,-43.226054189723506,% change,18019,215
Indiana,Clay,-35.84070554251186,% change,18021,221
Indiana,Clinton,-37.10738624032319,% change,18023,226
Indiana,Crawford,-47.58491553159767,% change,18025,232
Indiana,Daviess,-50.981471534586376,% change,18027,239
Indiana,Dearborn,-50.31151178476519,% change,18029,242
Indiana,Decatur,-55.60923929388196,% change,18031,246
Indiana,DeKalb,-46.49648049109131,% change,18033,249
Indiana,Delaware,-44.071177765461776,% change,18035,252
Indiana,Dubois,-50.641815185297915,% change,18037,254
Indiana,Elkhart,-53.352519686547616,% change,18039,260
Indiana,Fayette,-49.272566956884326,% change,18041,263
Indiana,Floyd,-34.01212564516642,% change,18043,267
Indiana,Fountain,-46.35062657846366,% change,18045,270
Indiana,Franklin,-51.739282167288955,% change,18047,272
Indiana,Fulton,-58.128068359879684,% change,18049,276
Indiana,Gibson,-41.91601037807307,% change,18051,286
Indiana,Grant,-30.40447031916131,% change,18053,297
Indiana,Greene,-34.30231649051218,% change,18055,309
Indiana,Hamilton,-44.202052583188646,% change,18057,321
Indiana,Hancock,-45.530525082619484,% change,18059,329
Indiana,Harrison,-55.192484559313485,% change,18061,334
Indiana,Hendricks,-45.47472190291176,% change,18063,341
Indiana,Henry,-49.883742601227304,% change,18065,344
Indiana,Howard,-41.94339110019545,% change,18067,348
Indiana,Huntington,-33.93888965294595,% change,18069,352
Indiana,Jackson,-42.34868122252705,% change,18071,355
Indiana,Jasper,-42.17999399022383,% change,18073,356
Indiana,Jay,-40.50219054985969,% change,18075,358
Indiana,Jefferson,-52.73124502708465,% change,18077,363
Indiana,Jennings,-52.293929243560065,% change,18079,367
Indiana,Johnson,-29.07987607169831,% change,18081,370
Indiana,Knox,-24.276945441674677,% change,18083,376
Indiana,Kosciusko,-42.52315192649399,% change,18085,384
Indiana,LaGrange,-35.15842931383601,% change,18087,386
Indiana,Lake,-27.434052124949325,% change,18089,389
Indiana,LaPorte,-28.57156317903984,% change,18091,392
Indiana,Lawrence,-56.35718786869798,% change,18093,396
Indiana,Madison,-36.76013114987515,% change,18095,401
Indiana,Marion,-41.99460810300201,% change,18097,409
Indiana,Marshall,-40.27892304400295,% change,18099,412
Indiana,Martin,-50.74300864476493,% change,18101,418
Indiana,Miami,-39.47389722035695,% change,18103,420
Indiana,Monroe,-42.7480212982738,% change,18105,422
Indiana,Montgomery,-51.204476311102596,% change,18107,425
Indiana,Morgan,-46.883854248207285,% change,18109,430
Indiana,Newton,-37.26152324300332,% change,18111,433
Indiana,Noble,-44.28863365239531,% change,18113,436
Indiana,Ohio,nan,% change,18115,440
Indiana,Orange,-46.82860792974624,% change,18117,444
Indiana,Owen,-46.1259487709131,% change,18119,448
Indiana,Parke,-60.28980600209874,% change,18121,452
Indiana,Perry,-27.376158835746207,% change,18123,459
Indiana,Pike,-29.523110901249126,% change,18125,465
Indiana,Porter,-37.181097359201544,% change,18127,468
Indiana,Posey,-40.84641111081749,% change,18129,471
Indiana,Pulaski,-42.14374744941619,% change,18131,477
Indiana,Putnam,-54.86308238949418,% change,18133,480
Indiana,Randolph,-27.177069795445398,% change,18135,485
Indiana,Ripley,-46.99019811824143,% change,18137,488
Indiana,Rush,-30.749657826186592,% change,18139,493
Indiana,St. Joseph,-42.37274601692449,% change,18141,496
Indiana,Scott,-36.9932210106256,% change,18143,504
Indiana,Shelby,-48.504852705844094,% change,18145,506
Indiana,Spencer,-37.578625249148914,% change,18147,509
Indiana,Starke,-38.50592936811064,% change,18149,512
Indiana,Steuben,-43.83652854411543,% change,18151,515
Indiana,Sullivan,-30.475992689150356,% change,18153,518
Indiana,Switzerland,-24.47400042493854,% change,18155,526
Indiana,Tippecanoe,-39.606477124094084,% change,18157,530
Indiana,Tipton,-74.98925731455758,% change,18159,534
Indiana,Union,-63.977968875275835,% change,18161,538
Indiana,Vanderburgh,-37.55696644341033,% change,18163,543
Indiana,Vermillion,-32.56949496158262,% change,18165,548
Indiana,Vigo,-43.26937799104312,% change,18167,553
Indiana,Wabash,-38.56143660951837,% change,18169,555
Indiana,Warren,nan,% change,18171,567
Indiana,Warrick,-34.62120386327042,% change,18173,575
Indiana,Washington,-18.123806801770435,% change,18175,584
Indiana,Wayne,-48.57717969824346,% change,18177,586
Indiana,Wells,-51.57079531091574,% change,18179,590
Indiana,White,-39.020930831714395,% change,18181,594
Indiana,Whitley,-47.0053293472751,% change,18183,597
Iowa,Adair,-32.18269265949205,% change,19001,598
Iowa,Adams,nan,% change,19003,602
Iowa,Allamakee,-44.68899029370411,% change,19005,608
Iowa,Appanoose,-18.98919711873517,% change,19007,611
Iowa,Audubon,-31.278925707711803,% change,19009,615
Iowa,Benton,-45.64104539607504,% change,19011,619
Iowa,Black Hawk,-24.452298336791582,% change,19013,623
Iowa,Boone,-19.140707410372073,% change,19015,625
Iowa,Bremer,-34.63358110053495,% change,19017,631
Iowa,Buchanan,-34.436264345907766,% change,19019,632
Iowa,Buena Vista,-36.88041174538652,% change,19021,633
Iowa,Butler,7.877168005299992,% change,19023,361
Iowa,Calhoun,-37.27129450127264,% change,19025,365
Iowa,Carroll,-38.39975323796064,% change,19027,369
Iowa,Cass,6.2046852883876475,% change,19029,374
Iowa,Cedar,-35.299481462849094,% change,19031,379
Iowa,Cerro Gordo,-36.2197542923558,% change,19033,383
Iowa,Cherokee,-36.08098973698106,% change,19035,388
Iowa,Chickasaw,-16.62130064043284,% change,19037,393
Iowa,Clarke,-38.7915482718435,% change,19039,397
Iowa,Clay,-28.686091086572546,% change,19041,398
Iowa,Clayton,-40.53595228957379,% change,19043,402
Iowa,Clinton,-20.14538001487358,% change,19045,404
Iowa,Crawford,-11.343168012144051,% change,19047,408
Iowa,Dallas,-36.11200441175795,% change,19049,413
Iowa,Davis,-25.672223686968298,% change,19051,416
Iowa,Decatur,-18.36513857536066,% change,19053,419
Iowa,Delaware,81.87227799345482,% change,19055,421
Iowa,Des Moines,-37.08404939438851,% change,19057,424
Iowa,Dickinson,-20.699985499512394,% change,19059,427
Iowa,Dubuque,-15.756089035252396,% change,19061,434
Iowa,Emmet,-7.20190324178658,% change,19063,437
Iowa,Fayette,-19.458606234403845,% change,19065,442
Iowa,Floyd,-16.46658867487791,% change,19067,447
Iowa,Franklin,-34.77116041441907,% change,19069,451
Iowa,Fremont,-77.7264860753796,% change,19071,455
Iowa,Greene,-7.372450154787619,% change,19073,458
Iowa,Grundy,-15.906999644234437,% change,19075,460
Iowa,Guthrie,20.1645629804564,% change,19077,467
Iowa,Hamilton,-31.65608472144608,% change,19079,469
Iowa,Hancock,-8.331118900949967,% change,19081,470
Iowa,Hardin,-28.473890277217578,% change,19083,475
Iowa,Harrison,-31.40906452159207,% change,19085,478
Iowa,Henry,-29.43325414176546,% change,19087,479
Iowa,Howard,-41.36825229584332,% change,19089,481
Iowa,Humboldt,-19.226513507530207,% change,19091,487
Iowa,Ida,-60.31327388261643,% change,19093,491
Iowa,Iowa,-40.14028246071027,% change,19095,495
Iowa,Jackson,-33.56886404326717,% change,19097,499
Iowa,Jasper,-15.665810220622383,% change,19099,505
Iowa,Jefferson,-28.68568599756136,% change,19101,507
Iowa,Johnson,-37.71032665287444,% change,19103,508
Iowa,Jones,-18.35867547378854,% change,19105,516
Iowa,Keokuk,-14.852409790004781,% change,19107,520
Iowa,Kossuth,-38.71444916213733,% change,19109,523
Iowa,Lee,-29.61459245038995,% change,19111,531
Iowa,Linn,-20.93139186165918,% change,19113,535
Iowa,Louisa,-28.329126253912047,% change,19115,539
Iowa,Lucas,-26.97119864660561,% change,19117,542
Iowa,Lyon,-49.35442889666775,% change,19119,546
Iowa,Madison,2.2285725025269687,% change,19121,550
Iowa,Mahaska,-21.962189005893354,% change,19123,554
Iowa,Marion,-15.560437761151642,% change,19125,561
Iowa,Marshall,-27.779548998031533,% change,19127,568
Iowa,Mills,-29.798271812573308,% change,19129,569
Iowa,Mitchell,-30.38089786122567,% change,19131,572
Iowa,Monona,-39.94320874262339,% change,19133,576
Iowa,Monroe,-25.2302233363688,% change,19135,580
Iowa,Montgomery,-28.80937941131574,% change,19137,595
Iowa,Muscatine,-19.5258603674813,% change,19139,600
Iowa,O'Brien,-28.27543687618949,% change,19141,604
Iowa,Osceola,nan,% change,19143,607
Iowa,Page,18.849157259030296,% change,19145,612
Iowa,Palo Alto,-9.106434281476316,% change,19147,618
Iowa,Plymouth,-32.904358769394406,% change,19149,622
Iowa,Pocahontas,-14.628778820901434,% change,19151,624
Iowa,Polk,-23.066681094399513,% change,19153,629
Iowa,Pottawattamie,-37.791481664416175,% change,19155,637
Iowa,Poweshiek,-37.428757641471186,% change,19157,640
Iowa,Ringgold,-24.54327092037926,% change,19159,642
Iowa,Sac,-26.7546897721962,% change,19161,647
Iowa,Scott,-31.831539972136742,% change,19163,657
Iowa,Shelby,-52.849251334825986,% change,19165,660
Iowa,Sioux,-15.542416749745133,% change,19167,663
Iowa,Story,-31.71556544538171,% change,19169,668
Iowa,Tama,-38.715323034258056,% change,19171,671
Iowa,Taylor,-32.70725377298579,% change,19173,674
Iowa,Union,-26.053812047987012,% change,19175,675
Iowa,Van Buren,65.48000509539831,% change,19177,678
Iowa,Wapello,-24.2334198514971,% change,19179,681
Iowa,Warren,-33.531515725242144,% change,19181,685
Iowa,Washington,-50.641120372896545,% change,19183,687
Iowa,Wayne,-1.3070286047058315,% change,19185,691
Iowa,Webster,-16.837697209164457,% change,19187,694
Iowa,Winnebago,-16.20056123425493,% change,19189,696
Iowa,Winneshiek,-36.78358850689353,% change,19191,698
Iowa,Woodbury,-16.990394519582896,% change,19193,702
Iowa,Worth,-31.765373058243323,% change,19195,703
Iowa,Wright,-33.22298703408255,% change,19197,705
Kansas,Allen,-34.62512215356768,% change,20001,709
Kansas,Anderson,nan,% change,20003,712
Kansas,Atchison,-33.09623352599659,% change,20005,715
Kansas,Barber,nan,% change,20007,717
Kansas,Barton,-33.5470613545045,% change,20009,719
Kansas,Bourbon,-35.47660720543442,% change,20011,722
Kansas,Brown,-17.60852432047537,% change,20013,723
Kansas,Butler,-35.00052127680943,% change,20015,726
Kansas,Chase,nan,% change,20017,729
Kansas,Chautauqua,-21.195991783194454,% change,20019,730
Kansas,Cherokee,-39.7413040207669,% change,20021,732
Kansas,Cheyenne,nan,% change,20023,736
Kansas,Clark,nan,% change,20025,738
Kansas,Clay,-44.777068238100696,% change,20027,739
Kansas,Cloud,-44.002182014384324,% change,20029,740
Kansas,Coffey,-39.35904845512154,% change,20031,745
Kansas,Comanche,nan,% change,20033,748
Kansas,Cowley,-20.908075025604855,% change,20035,752
Kansas,Crawford,-37.408634354374996,% change,20037,756
Kansas,Decatur,nan,% change,20039,759
Kansas,Dickinson,-40.68650309055956,% change,20041,762
Kansas,Doniphan,10.612177149410437,% change,20043,765
Kansas,Douglas,-48.267192046754616,% change,20045,767
Kansas,Edwards,nan,% change,20047,770
Kansas,Elk,nan,% change,20049,773
Kansas,Ellis,-33.519849810170044,% change,20051,774
Kansas,Ellsworth,-44.77123914996592,% change,20053,776
Kansas,Finney,-56.87697931903172,% change,20055,778
Kansas,Ford,-44.65779568902561,% change,20057,784
Kansas,Franklin,-56.62748726126018,% change,20059,786
Kansas,Geary,-41.53004267211679,% change,20061,788
Kansas,Gove,nan,% change,20063,790
Kansas,Graham,nan,% change,20065,791
Kansas,Grant,-54.55656480101345,% change,20067,794
Kansas,Gray,-58.402646657237334,% change,20069,798
Kansas,Greeley,nan,% change,20071,801
Kansas,Greenwood,-27.71618935508186,% change,20073,803
Kansas,Hamilton,nan,% change,20075,805
Kansas,Harper,-4.37103586371375,% change,20077,807
Kansas,Harvey,-41.627939623907,% change,20079,812
Kansas,Haskell,nan,% change,20081,815
Kansas,Hodgeman,nan,% change,20083,818
Kansas,Jackson,-13.391428304036355,% change,20085,819
Kansas,Jefferson,-58.026499673979174,% change,20087,821
Kansas,Jewell,nan,% change,20089,822
Kansas,Johnson,-51.414101217685605,% change,20091,824
Kansas,Kearny,nan,% change,20093,826
Kansas,Kingman,-49.89246318453136,% change,20095,827
Kansas,Kiowa,nan,% change,20097,829
Kansas,Labette,-28.8504513412959,% change,20099,831
Kansas,Lane,nan,% change,20101,833
Kansas,Leavenworth,-37.114323423119,% change,20103,836
Kansas,Lincoln,nan,% change,20105,838
Kansas,Linn,-1.2237377813885448,% change,20107,840
Kansas,Logan,nan,% change,20109,842
Kansas,Lyon,-55.484529109958366,% change,20111,844
Kansas,McPherson,-49.740723337801384,% change,20113,846
Kansas,Marion,-50.05074034967115,% change,20115,848
Kansas,Marshall,-8.429362006824059,% change,20117,850
Kansas,Meade,-45.83201667457103,% change,20119,851
Kansas,Miami,-34.20676567781247,% change,20121,853
Kansas,Mitchell,-37.14045228068699,% change,20123,854
Kansas,Montgomery,-42.42393220832545,% change,20125,856
Kansas,Morris,nan,% change,20127,858
Kansas,Morton,nan,% change,20129,859
Kansas,Nemaha,-32.24164090550094,% change,20131,861
Kansas,Neosho,-48.89698723495501,% change,20133,862
Kansas,Ness,nan,% change,20135,864
Kansas,Norton,-37.30594393972459,% change,20137,866
Kansas,Osage,-41.867605756699795,% change,20139,867
Kansas,Osborne,nan,% change,20141,869
Kansas,Ottawa,nan,% change,20143,870
Kansas,Pawnee,-33.43774533463914,% change,20145,872
Kansas,Phillips,-37.242575284059875,% change,20147,873
Kansas,Pottawatomie,-73.39328262615736,% change,20149,876
Kansas,Pratt,-22.898505007949186,% change,20151,878
Kansas,Rawlins,nan,% change,20153,880
Kansas,Reno,-24.613766278395875,% change,20155,882
Kansas,Republic,nan,% change,20157,884
Kansas,Rice,-11.370585759066172,% change,20159,886
Kansas,Riley,-23.399892938242388,% change,20161,888
Kansas,Rooks,-30.89759555522341,% change,20163,889
Kansas,Rush,nan,% change,20165,891
Kansas,Russell,-49.75664156407091,% change,20167,893
Kansas,Saline,-37.4170380820464,% change,20169,895
Kansas,Scott,-43.557751130443876,% change,20171,897
Kansas,Sedgwick,-33.38954763086188,% change,20173,898
Kansas,Seward,-56.42188904804216,% change,20175,900
Kansas,Shawnee,-33.564188894309524,% change,20177,902
Kansas,Sheridan,nan,% change,20179,904
Kansas,Sherman,nan,% change,20181,907
Kansas,Smith,-41.095673766562186,% change,20183,909
Kansas,Stafford,nan,% change,20185,911
Kansas,Stanton,nan,% change,20187,913
Kansas,Stevens,nan,% change,20189,914
Kansas,Sumner,-32.0536639675497,% change,20191,916
Kansas,Thomas,-47.53391871093912,% change,20193,917
Kansas,Trego,nan,% change,20195,919
Kansas,Wabaunsee,nan,% change,20197,920
Kansas,Wallace,nan,% change,20199,921
Kansas,Washington,-47.821083502335924,% change,20201,922
Kansas,Wichita,nan,% change,20203,923
Kansas,Wilson,-30.367385445542183,% change,20205,925
Kansas,Woodson,-51.18424599364489,% change,20207,926
Kansas,Wyandotte,-27.67391163918492,% change,20209,927
Kentucky,Adair,-7.849711540261714,% change,21001,928
Kentucky,Allen,-27.742379138912987,% change,21003,929
Kentucky,Anderson,-44.01820977824198,% change,21005,930
Kentucky,Ballard,-43.54287024593308,% change,21007,932
Kentucky,Barren,-21.10061438331311,% change,21009,933
Kentucky,Bath,39.05496125265926,% change,21011,934
Kentucky,Bell,-19.65413027933989,% change,21013,936
Kentucky,Boone,-45.102570994652616,% change,21015,1002
Kentucky,Bourbon,-37.05181829564269,% change,21017,1005
Kentucky,Boyd,-19.875479381027635,% change,21019,1008
Kentucky,Boyle,-43.7471083336971,% change,21021,1010
Kentucky,Bracken,-49.36536145394636,% change,21023,1013
Kentucky,Breathitt,-6.665160195317574,% change,21025,1017
Kentucky,Breckinridge,-6.694614657591165,% change,21027,1020
Kentucky,Bullitt,-37.55918927494327,% change,21029,1024
Kentucky,Butler,28.613181287220012,% change,21031,1026
Kentucky,Caldwell,-24.75337363065469,% change,21033,1031
Kentucky,Calloway,-42.446510251561776,% change,21035,1033
Kentucky,Campbell,-33.40290919622016,% change,21037,1035
Kentucky,Carlisle,-14.135781219723137,% change,21039,1039
Kentucky,Carroll,-45.87805279236959,% change,21041,1041
Kentucky,Carter,-34.02672359329195,% change,21043,1044
Kentucky,Casey,29.112686936188855,% change,21045,1048
Kentucky,Christian,-40.285090951981715,% change,21047,1050
Kentucky,Clark,-17.262751357256978,% change,21049,1053
Kentucky,Clay,-23.090816926551877,% change,21051,1056
Kentucky,Clinton,-5.625664193499748,% change,21053,1059
Kentucky,Crittenden,-43.156841991116565,% change,21055,1064
Kentucky,Cumberland,-33.37902896414478,% change,21057,1067
Kentucky,Daviess,-31.3955591084011,% change,21059,1071
Kentucky,Edmonson,-15.617652401009435,% change,21061,1073
Kentucky,Elliott,-37.122463259590916,% change,21063,1075
Kentucky,Estill,5.99085602664546,% change,21065,1077
Kentucky,Fayette,-31.500054587818973,% change,21067,1080
Kentucky,Fleming,-14.044073019354157,% change,21069,1083
Kentucky,Floyd,-15.936783416816386,% change,21071,1085
Kentucky,Franklin,-31.378229023498083,% change,21073,1086
Kentucky,Fulton,-9.070468452666624,% change,21075,1088
Kentucky,Gallatin,-31.42998417478981,% change,21077,1090
Kentucky,Garrard,48.78194840799702,% change,21079,1092
Kentucky,Grant,-25.213903700913516,% change,21081,1094
Kentucky,Graves,-44.084856664700126,% change,21083,1097
Kentucky,Grayson,-5.255006778645507,% change,21085,1100
Kentucky,Green,4.093960155260725,% change,21087,1102
Kentucky,Greenup,-55.0454442427915,% change,21089,1105
Kentucky,Hancock,-43.15246718436991,% change,21091,1107
Kentucky,Hardin,-27.840235626192783,% change,21093,1110
Kentucky,Harlan,12.427328006765043,% change,21095,1114
Kentucky,Harrison,43.16451662963182,% change,21097,1119
Kentucky,Hart,-24.00308548550665,% change,21099,1121
Kentucky,Henderson,-36.50713574141307,% change,21101,1126
Kentucky,Henry,-19.80188158065712,% change,21103,1129
Kentucky,Hickman,-11.717761480042661,% change,21105,1130
Kentucky,Hopkins,-18.89035960585425,% change,21107,1136
Kentucky,Jackson,32.59670332021493,% change,21109,1140
Kentucky,Jefferson,-36.49953480895526,% change,21111,1143
