State,County,Multiracial low access to store 2015 (LACCESS_MULTIR15),Units,FIPS,FID
Georgia,Wilcox,0.0590350755664986,Count,13315,163
Georgia,Wilkes,81.2092937668124,Count,13317,167
Georgia,Wilkinson,66.9107410206591,Count,13319,169
Georgia,Worth,21.264455548604,Count,13321,173
Hawaii,Hawaii,21882.6617168236,Count,15001,198
Hawaii,Honolulu,57904.7811896975,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,7515.0850770774,Count,15007,261
Hawaii,Maui,11457.36092951,Count,15009,323
Idaho,Ada,2642.12796225431,Count,16001,336
Idaho,Adams,11.1565249780501,Count,16003,338
Idaho,Bannock,938.164194176771,Count,16005,343
Idaho,Bear Lake,46.4842262408274,Count,16007,349
Idaho,Benewah,101.163867294762,Count,16009,354
Idaho,Bingham,1053.04316688539,Count,16011,362
Idaho,Blaine,1297.10745243106,Count,16013,371
Idaho,Boise,137.925767681048,Count,16015,380
Idaho,Bonner,202.994864273079,Count,16017,387
Idaho,Bonneville,1955.29674356211,Count,16019,395
Idaho,Boundary,35.8641592596614,Count,16021,405
Idaho,Butte,31.9999997367493,Count,16023,414
Idaho,Camas,56.0000001396523,Count,16025,429
Idaho,Canyon,4712.8233212226,Count,16027,441
Idaho,Caribou,137.567443185994,Count,16029,449
Idaho,Cassia,919.045011565913,Count,16031,456
Idaho,Clark,249.000004808293,Count,16033,464
Idaho,Clearwater,44.4244476039187,Count,16035,474
Idaho,Custer,29.2944202888453,Count,16037,484
Idaho,Elmore,789.531317890003,Count,16039,490
Idaho,Franklin,30.3815901186558,Count,16041,498
Idaho,Fremont,170.667227989887,Count,16043,502
Idaho,Gem,211.086933996381,Count,16045,510
Idaho,Gooding,40.0125864337351,Count,16047,519
Idaho,Idaho,138.807568249356,Count,16049,528
Idaho,Jefferson,492.2156016702,Count,16051,540
Idaho,Jerome,838.00673304974,Count,16053,547
Idaho,Kootenai,947.230530472794,Count,16055,552
Idaho,Latah,127.735433717601,Count,16057,559
Idaho,Lemhi,99.3318175401157,Count,16059,566
Idaho,Lewis,36.1493695843815,Count,16061,574
Idaho,Lincoln,932.850815339785,Count,16063,578
Idaho,Madison,303.3456541833,Count,16065,581
Idaho,Minidoka,756.942676760483,Count,16067,585
Idaho,Nez Perce,155.977192890649,Count,16069,589
Idaho,Oneida,11.9607535639177,Count,16071,593
Idaho,Owyhee,308.507141309806,Count,16073,601
Idaho,Payette,547.891013265005,Count,16075,606
Idaho,Power,134.112111756415,Count,16077,613
Idaho,Shoshone,32.4287699144463,Count,16079,621
Idaho,Teton,144.670438456663,Count,16081,627
Idaho,Twin Falls,547.969279651757,Count,16083,634
Idaho,Valley,46.6695374568153,Count,16085,643
Idaho,Washington,83.3460905513384,Count,16087,649
Illinois,Adams,116.507332768168,Count,17001,650
Illinois,Alexander,59.4599108510376,Count,17003,651
Illinois,Bond,27.109366286837,Count,17005,652
Illinois,Boone,1027.58336798316,Count,17007,653
Illinois,Brown,214.858490840474,Count,17009,654
Illinois,Bureau,198.314295207791,Count,17011,2
Illinois,Calhoun,1.0,Count,17013,4
Illinois,Carroll,44.6856199955582,Count,17015,6
Illinois,Cass,15.7141866800412,Count,17017,10
Illinois,Champaign,1626.21961669315,Count,17019,12
Illinois,Christian,73.3174561652922,Count,17021,14
Illinois,Clark,17.668130558508,Count,17023,19
Illinois,Clay,24.5301971949884,Count,17025,22
Illinois,Clinton,268.723537426325,Count,17027,27
Illinois,Coles,181.743085207476,Count,17029,30
Illinois,Cook,22562.5112143616,Count,17031,36
Illinois,Crawford,116.462339357822,Count,17033,40
Illinois,Cumberland,nan,Count,17035,44
Illinois,DeKalb,1769.90589534777,Count,17037,49
Illinois,De Witt,17.7796055860817,Count,17039,53
Illinois,Douglas,16.9186765806517,Count,17041,55
Illinois,DuPage,13818.3792010124,Count,17043,64
Illinois,Edgar,52.8382296734871,Count,17045,66
Illinois,Edwards,19.947676501004,Count,17047,71
Illinois,Effingham,58.5662827003889,Count,17049,76
Illinois,Fayette,85.6204861219473,Count,17051,79
Illinois,Ford,37.6255498370156,Count,17053,81
Illinois,Franklin,39.1103265414276,Count,17055,85
Illinois,Fulton,71.0197534268681,Count,17057,89
Illinois,Gallatin,77.2641789122208,Count,17059,92
Illinois,Greene,18.7014530710876,Count,17061,96
Illinois,Grundy,346.708680621232,Count,17063,99
Illinois,Hamilton,13.9074660725832,Count,17065,106
Illinois,Hancock,69.0195991209985,Count,17067,111
Illinois,Hardin,4.96123848536809,Count,17069,113
Illinois,Henderson,0.999999966472387,Count,17071,117
Illinois,Henry,254.318599146047,Count,17073,121
Illinois,Iroquois,425.227062744672,Count,17075,125
Illinois,Jackson,526.056789869355,Count,17077,129
Illinois,Jasper,15.0786965669249,Count,17079,133
Illinois,Jefferson,232.322632147233,Count,17081,137
Illinois,Jersey,59.6279536640945,Count,17083,142
Illinois,Jo Daviess,109.443647742213,Count,17085,145
Illinois,Johnson,149.898881242702,Count,17087,152
Illinois,Kane,8950.88525925891,Count,17089,156
Illinois,Kankakee,886.991784804631,Count,17091,161
Illinois,Kendall,1130.84717535879,Count,17093,165
Illinois,Knox,498.554002552346,Count,17095,166
Illinois,Lake,15424.0701942071,Count,17097,170
Illinois,LaSalle,857.249051939521,Count,17099,175
Illinois,Lawrence,32.9383672040785,Count,17101,177
Illinois,Lee,157.435922249591,Count,17103,180
Illinois,Livingston,45.3055064550509,Count,17105,182
Illinois,Logan,361.122816801391,Count,17107,186
Illinois,McDonough,96.4190919426983,Count,17109,189
Illinois,McHenry,7281.58072462915,Count,17111,192
Illinois,McLean,2163.66777729522,Count,17113,193
Illinois,Macon,619.578634667633,Count,17115,194
Illinois,Macoupin,75.9498800872243,Count,17117,196
Illinois,Madison,2933.0555488437,Count,17119,199
Illinois,Marion,211.075639159544,Count,17121,201
Illinois,Marshall,29.9999998221174,Count,17123,202
Illinois,Mason,62.194680337516,Count,17125,206
Illinois,Massac,38.1531710245108,Count,17127,208
Illinois,Menard,1.95056697464793,Count,17129,212
Illinois,Mercer,27.9309693414834,Count,17131,216
Illinois,Monroe,103.468607978284,Count,17133,219
Illinois,Montgomery,115.856269226298,Count,17135,223
Illinois,Morgan,272.500723627238,Count,17137,225
Illinois,Moultrie,3.85903191076068,Count,17139,227
Illinois,Ogle,760.567173094106,Count,17141,229
Illinois,Peoria,1640.18719117027,Count,17143,233
Illinois,Perry,143.010433697524,Count,17145,235
Illinois,Piatt,11.1268802252598,Count,17147,238
Illinois,Pike,18.3709917675442,Count,17149,241
Illinois,Pope,17.8243559668972,Count,17151,245
Illinois,Pulaski,40.962413901656,Count,17153,248
Illinois,Putnam,8.9999998084968,Count,17155,253
Illinois,Randolph,113.168802188571,Count,17157,255
Illinois,Richland,7.25710036279634,Count,17159,259
Illinois,Rock Island,2253.91343876986,Count,17161,265
Illinois,St. Clair,3480.61082422247,Count,17163,269
Illinois,Saline,217.63637247771,Count,17165,271
Illinois,Sangamon,867.651577279496,Count,17167,274
Illinois,Schuyler,13.7438733914032,Count,17169,278
Illinois,Scott,1.00000004540198,Count,17171,280
Illinois,Shelby,39.8427415846403,Count,17173,283
Illinois,Stark,33.2775784509602,Count,17175,285
Illinois,Stephenson,99.8305874085636,Count,17177,290
Illinois,Tazewell,1136.41908137677,Count,17179,291
Illinois,Union,45.1378908548504,Count,17181,293
Illinois,Vermilion,376.753635710846,Count,17183,296
Illinois,Wabash,23.9225710165847,Count,17185,299
Illinois,Warren,94.3251156626757,Count,17187,301
Illinois,Washington,14.4056839090772,Count,17189,305
Illinois,Wayne,32.7147292742852,Count,17191,310
Illinois,White,53.2971040262564,Count,17193,312
Illinois,Whiteside,531.638057620361,Count,17195,314
Illinois,Will,14089.2309713888,Count,17197,320
Illinois,Williamson,249.681542376173,Count,17199,324
Illinois,Winnebago,4163.50621037971,Count,17201,325
Illinois,Woodford,64.2069563886907,Count,17203,328
Indiana,Adams,82.0775464081089,Count,18001,330
Indiana,Allen,5075.74362912076,Count,18003,335
Indiana,Bartholomew,1237.04935546137,Count,18005,342
Indiana,Benton,5.99999999115244,Count,18007,179
Indiana,Blackford,7.00199656188488,Count,18009,183
Indiana,Boone,145.186410032531,Count,18011,185
Indiana,Brown,7.14809592237779,Count,18013,188
Indiana,Carroll,60.9163872022182,Count,18015,195
Indiana,Cass,82.9564282963693,Count,18017,211
Indiana,Clark,1149.06861469977,Count,18019,215
Indiana,Clay,12.4905057799915,Count,18021,221
Indiana,Clinton,54.3077770274103,Count,18023,226
Indiana,Crawford,16.6461794928182,Count,18025,232
Indiana,Daviess,429.453782780329,Count,18027,239
Indiana,Dearborn,244.6550771701,Count,18029,242
Indiana,Decatur,47.9658745997585,Count,18031,246
Indiana,DeKalb,207.858612001268,Count,18033,249
Indiana,Delaware,671.261340689393,Count,18035,252
Indiana,Dubois,22.0369036696264,Count,18037,254
Indiana,Elkhart,3701.20953583249,Count,18039,260
Indiana,Fayette,79.2176738405833,Count,18041,263
Indiana,Floyd,603.955296150136,Count,18043,267
Indiana,Fountain,47.4983246802585,Count,18045,270
Indiana,Franklin,35.366328292097,Count,18047,272
Indiana,Fulton,47.4474380384199,Count,18049,276
Indiana,Gibson,28.9967819751473,Count,18051,286
Indiana,Grant,447.019279225067,Count,18053,297
Indiana,Greene,44.0026811345115,Count,18055,309
Indiana,Hamilton,2292.88602057695,Count,18057,321
Indiana,Hancock,321.943100463468,Count,18059,329
Indiana,Harrison,43.9919634000107,Count,18061,334
Indiana,Hendricks,827.792699255524,Count,18063,341
Indiana,Henry,19.6306865694933,Count,18065,344
Indiana,Howard,667.26165012094,Count,18067,348
Indiana,Huntington,143.644290849498,Count,18069,352
Indiana,Jackson,219.747808647429,Count,18071,355
Indiana,Jasper,162.976957100327,Count,18073,356
Indiana,Jay,92.2651892538065,Count,18075,358
Indiana,Jefferson,160.20639856836,Count,18077,363
Indiana,Jennings,250.870812987716,Count,18079,367
Indiana,Johnson,827.48669129445,Count,18081,370
Indiana,Knox,125.270314851147,Count,18083,376
Indiana,Kosciusko,1026.08720225479,Count,18085,384
Indiana,LaGrange,2.56918607931584,Count,18087,386
Indiana,Lake,8595.7608883524,Count,18089,389
Indiana,LaPorte,1442.61231966918,Count,18091,392
Indiana,Lawrence,53.0356069951767,Count,18093,396
Indiana,Madison,1143.68554136636,Count,18095,401
Indiana,Marion,16257.4159947105,Count,18097,409
Indiana,Marshall,299.191365179788,Count,18099,412
Indiana,Martin,4.70661482565629,Count,18101,418
Indiana,Miami,236.163544355099,Count,18103,420
Indiana,Monroe,639.296763967894,Count,18105,422
Indiana,Montgomery,169.28218136798,Count,18107,425
Indiana,Morgan,124.157566414222,Count,18109,430
Indiana,Newton,45.6443029240309,Count,18111,433
Indiana,Noble,214.367832215328,Count,18113,436
Indiana,Ohio,nan,Count,18115,440
Indiana,Orange,74.4872060126509,Count,18117,444
Indiana,Owen,3.34508602437563,Count,18119,448
Indiana,Parke,17.8528379388736,Count,18121,452
Indiana,Perry,62.2705170997153,Count,18123,459
Indiana,Pike,13.824523747644,Count,18125,465
Indiana,Porter,2302.68464259958,Count,18127,468
Indiana,Posey,61.5057681913349,Count,18129,471
Indiana,Pulaski,8.65636849033763,Count,18131,477
Indiana,Putnam,23.1745166431356,Count,18133,480
Indiana,Randolph,162.775562859708,Count,18135,485
Indiana,Ripley,9.72342764609493,Count,18137,488
Indiana,Rush,7.01516683652881,Count,18139,493
Indiana,St. Joseph,3961.37763199898,Count,18141,496
Indiana,Scott,16.1176905655593,Count,18143,504
Indiana,Shelby,244.418337279931,Count,18145,506
Indiana,Spencer,0.0,Count,18147,509
Indiana,Starke,35.4976673829369,Count,18149,512
Indiana,Steuben,197.899353132176,Count,18151,515
Indiana,Sullivan,19.87892271296,Count,18153,518
Indiana,Switzerland,8.99999987985939,Count,18155,526
Indiana,Tippecanoe,1638.05301357089,Count,18157,530
Indiana,Tipton,27.1461504222825,Count,18159,534
Indiana,Union,nan,Count,18161,538
Indiana,Vanderburgh,625.28722216113,Count,18163,543
Indiana,Vermillion,21.0029614372179,Count,18165,548
Indiana,Vigo,938.765634988728,Count,18167,553
Indiana,Wabash,87.0959610667051,Count,18169,555
Indiana,Warren,8.11243760958314,Count,18171,567
Indiana,Warrick,363.967366153114,Count,18173,575
Indiana,Washington,31.0093360779574,Count,18175,584
Indiana,Wayne,351.165760802993,Count,18177,586
Indiana,Wells,70.9197233550731,Count,18179,590
Indiana,White,148.441130846537,Count,18181,594
Indiana,Whitley,38.5821756617952,Count,18183,597
Iowa,Adair,9.96513826970477,Count,19001,598
Iowa,Adams,0.565937204151396,Count,19003,602
Iowa,Allamakee,9.60414663092524,Count,19005,608
Iowa,Appanoose,19.1183204400058,Count,19007,611
Iowa,Audubon,10.527227666229,Count,19009,615
Iowa,Benton,22.3971004527775,Count,19011,619
Iowa,Black Hawk,1499.79723552087,Count,19013,623
Iowa,Boone,65.78174541716,Count,19015,625
Iowa,Bremer,18.0253638218855,Count,19017,631
Iowa,Buchanan,52.8847316599858,Count,19019,632
Iowa,Buena Vista,89.1176329259979,Count,19021,633
Iowa,Butler,63.5378818768131,Count,19023,361
Iowa,Calhoun,1.06446003913879,Count,19025,365
Iowa,Carroll,9.17676612688228,Count,19027,369
Iowa,Cass,23.1523594255559,Count,19029,374
Iowa,Cedar,39.7369746500792,Count,19031,379
Iowa,Cerro Gordo,121.765012366523,Count,19033,383
Iowa,Cherokee,11.6645984470379,Count,19035,388
Iowa,Chickasaw,10.6706488775893,Count,19037,393
Iowa,Clarke,12.9760709167749,Count,19039,397
Iowa,Clay,29.12108783843,Count,19041,398
Iowa,Clayton,11.7891488245223,Count,19043,402
Iowa,Clinton,279.286883123939,Count,19045,404
Iowa,Crawford,314.260650362419,Count,19047,408
Iowa,Dallas,227.632251142648,Count,19049,413
Iowa,Davis,13.3879954090571,Count,19051,416
Iowa,Decatur,11.0000001117587,Count,19053,419
Iowa,Delaware,11.8913028520765,Count,19055,421
Iowa,Des Moines,246.106981840453,Count,19057,424
Iowa,Dickinson,25.2171432439573,Count,19059,427
Iowa,Dubuque,293.921668307412,Count,19061,434
Iowa,Emmet,54.6613357964052,Count,19063,437
Iowa,Fayette,11.9110913214317,Count,19065,442
Iowa,Floyd,41.7837247361153,Count,19067,447
Iowa,Franklin,26.4688805386956,Count,19069,451
Iowa,Fremont,115.988991655466,Count,19071,455
Iowa,Greene,11.7048250837252,Count,19073,458
Iowa,Grundy,14.9999998422863,Count,19075,460
Iowa,Guthrie,33.3936180013698,Count,19077,467
Iowa,Hamilton,66.4416644804296,Count,19079,469
Iowa,Hancock,24.6727895434306,Count,19081,470
Iowa,Hardin,49.2886906393105,Count,19083,475
Iowa,Harrison,25.5238585485495,Count,19085,478
Iowa,Henry,225.837980007442,Count,19087,479
Iowa,Howard,33.1726686206857,Count,19089,481
Iowa,Humboldt,35.3540640031861,Count,19091,487
Iowa,Ida,0.0052901597728123,Count,19093,491
Iowa,Iowa,24.0057586806988,Count,19095,495
Iowa,Jackson,53.9239572463775,Count,19097,499
Iowa,Jasper,56.3708835334619,Count,19099,505
Iowa,Jefferson,34.1543551530781,Count,19101,507
Iowa,Johnson,1024.58445048163,Count,19103,508
Iowa,Jones,25.7305828332683,Count,19105,516
Iowa,Keokuk,16.3677930975973,Count,19107,520
Iowa,Kossuth,123.570904758653,Count,19109,523
Iowa,Lee,146.882831999542,Count,19111,531
Iowa,Linn,1317.41485060527,Count,19113,535
Iowa,Louisa,2.13136084377766,Count,19115,539
Iowa,Lucas,12.5488007990643,Count,19117,542
Iowa,Lyon,21.3433462724788,Count,19119,546
Iowa,Madison,25.9633843212696,Count,19121,550
Iowa,Mahaska,40.2590762175798,Count,19123,554
Iowa,Marion,39.1116072467707,Count,19125,561
Iowa,Marshall,328.187724815766,Count,19127,568
Iowa,Mills,21.3641255228299,Count,19129,569
Iowa,Mitchell,19.9063194729242,Count,19131,572
Iowa,Monona,17.9999998811215,Count,19133,576
Iowa,Monroe,40.3349391921583,Count,19135,580
Iowa,Montgomery,22.1159856558661,Count,19137,595
Iowa,Muscatine,873.687336891744,Count,19139,600
Iowa,O'Brien,68.457809948115,Count,19141,604
Iowa,Osceola,20.0000000062864,Count,19143,607
Iowa,Page,112.376240359677,Count,19145,612
Iowa,Palo Alto,26.5781162863805,Count,19147,618
Iowa,Plymouth,28.0875358642079,Count,19149,622
Iowa,Pocahontas,32.9831904177263,Count,19151,624
Iowa,Polk,2643.55552606998,Count,19153,629
Iowa,Pottawattamie,1468.16517320659,Count,19155,637
Iowa,Poweshiek,88.6583635084971,Count,19157,640
Iowa,Ringgold,4.99999990977813,Count,19159,642
Iowa,Sac,70.8464800681104,Count,19161,647
Iowa,Scott,685.063106885197,Count,19163,657
Iowa,Shelby,41.3129071492294,Count,19165,660
Iowa,Sioux,54.5524149760604,Count,19167,663
Iowa,Story,562.3786904404,Count,19169,668
Iowa,Tama,237.718698218931,Count,19171,671
Iowa,Taylor,4.69616308063269,Count,19173,674
Iowa,Union,24.8192841233104,Count,19175,675
Iowa,Van Buren,28.1272727170144,Count,19177,678
Iowa,Wapello,1083.32478804786,Count,19179,681
Iowa,Warren,126.709665246679,Count,19181,685
Iowa,Washington,22.6385604392271,Count,19183,687
Iowa,Wayne,40.1624229060617,Count,19185,691
Iowa,Webster,185.079963457189,Count,19187,694
Iowa,Winnebago,55.2017284935137,Count,19189,696
Iowa,Winneshiek,20.053081355959,Count,19191,698
Iowa,Woodbury,1654.86396030771,Count,19193,702
Iowa,Worth,10.4682324539244,Count,19195,703
Iowa,Wright,27.7705669126881,Count,19197,705
Kansas,Allen,196.656488676183,Count,20001,709
Kansas,Anderson,37.474060654949,Count,20003,712
Kansas,Atchison,129.023304549206,Count,20005,715
Kansas,Barber,10.5462801846719,Count,20007,717
Kansas,Barton,754.724368995519,Count,20009,719
Kansas,Bourbon,73.3654251228659,Count,20011,722
Kansas,Brown,34.1665601839341,Count,20013,723
Kansas,Butler,469.469565035838,Count,20015,726
Kansas,Chase,66.0000004449475,Count,20017,729
Kansas,Chautauqua,51.6078454639749,Count,20019,730
Kansas,Cherokee,126.370017243549,Count,20021,732
Kansas,Cheyenne,4.21297107245664,Count,20023,736
Kansas,Clark,133.99999902101,Count,20025,738
Kansas,Clay,48.0000001067529,Count,20027,739
Kansas,Cloud,55.5513616095704,Count,20029,740
Kansas,Coffey,59.190067217507,Count,20031,745
Kansas,Comanche,7.3199580609853,Count,20033,748
Kansas,Cowley,629.680383641391,Count,20035,752
Kansas,Crawford,669.711792561167,Count,20037,756
Kansas,Decatur,12.3974004138374,Count,20039,759
Kansas,Dickinson,80.5007474006511,Count,20041,762
Kansas,Doniphan,135.560756237639,Count,20043,765
Kansas,Douglas,1007.75215343051,Count,20045,767
Kansas,Edwards,16.0000001562003,Count,20047,770
Kansas,Elk,83.470761198776,Count,20049,773
Kansas,Ellis,134.949949497742,Count,20051,774
Kansas,Ellsworth,60.5678852983401,Count,20053,776
Kansas,Finney,1211.14777190067,Count,20055,778
Kansas,Ford,816.350491892154,Count,20057,784
Kansas,Franklin,610.679852706169,Count,20059,786
Kansas,Geary,1391.89476125735,Count,20061,788
Kansas,Gove,11.000000045402,Count,20063,790
Kansas,Graham,20.5184263332992,Count,20065,791
Kansas,Grant,80.2061345196998,Count,20067,794
Kansas,Gray,104.00000013801,Count,20069,798
Kansas,Greeley,86.9999994947185,Count,20071,801
Kansas,Greenwood,65.8166698762516,Count,20073,803
Kansas,Hamilton,505.000000622813,Count,20075,805
Kansas,Harper,41.0000006037299,Count,20077,807
Kansas,Harvey,328.892841768684,Count,20079,812
Kansas,Haskell,565.000001139028,Count,20081,815
Kansas,Hodgeman,25.1285539584974,Count,20083,818
Kansas,Jackson,89.7323277033195,Count,20085,819
Kansas,Jefferson,0.999999992316589,Count,20087,821
Kansas,Jewell,10.571983428672,Count,20089,822
Kansas,Johnson,3829.41014325238,Count,20091,824
Kansas,Kearny,430.000000737586,Count,20093,826
Kansas,Kingman,33.3075585574982,Count,20095,827
Kansas,Kiowa,53.3456085545258,Count,20097,829
Kansas,Labette,234.502975778423,Count,20099,831
Kansas,Lane,18.0892397064599,Count,20101,833
Kansas,Leavenworth,1631.42040742677,Count,20103,836
Kansas,Lincoln,15.4961643550778,Count,20105,838
Kansas,Linn,24.9704358837735,Count,20107,840
Kansas,Logan,15.9999999724164,Count,20109,842
Kansas,Lyon,547.951777230941,Count,20111,844
Kansas,McPherson,254.176831743711,Count,20113,846
Kansas,Marion,69.3783724083614,Count,20115,848
Kansas,Marshall,26.3957990272902,Count,20117,850
Kansas,Meade,173.3286733275,Count,20119,851
Kansas,Miami,75.2075332889799,Count,20121,853
Kansas,Mitchell,10.999999916181,Count,20123,854
Kansas,Montgomery,505.965294512928,Count,20125,856
Kansas,Morris,63.0626047505648,Count,20127,858
Kansas,Morton,89.000000454969,Count,20129,859
Kansas,Nemaha,32.1706598158926,Count,20131,861
Kansas,Neosho,35.684876662388,Count,20133,862
Kansas,Ness,56.9617786200142,Count,20135,864
Kansas,Norton,43.5134628804426,Count,20137,866
Kansas,Osage,42.0636152693878,Count,20139,867
Kansas,Osborne,22.0000002373048,Count,20141,869
Kansas,Ottawa,40.5924066326079,Count,20143,870
Kansas,Pawnee,25.1872450244517,Count,20145,872
Kansas,Phillips,31.0453911316854,Count,20147,873
Kansas,Pottawatomie,15.3800809592922,Count,20149,876
Kansas,Pratt,79.5975387898507,Count,20151,878
Kansas,Rawlins,17.142604962457,Count,20153,880
Kansas,Reno,620.81445152653,Count,20155,882
Kansas,Republic,7.01417225264595,Count,20157,884
Kansas,Rice,40.3359031621367,Count,20159,886
Kansas,Riley,1633.87733669379,Count,20161,888
Kansas,Rooks,10.9999999379797,Count,20163,889
Kansas,Rush,16.9695959644159,Count,20165,891
Kansas,Russell,18.9867958754039,Count,20167,893
Kansas,Saline,608.986182391527,Count,20169,895
Kansas,Scott,22.049119859156,Count,20171,897
Kansas,Sedgwick,11749.5291464158,Count,20173,898
Kansas,Seward,145.419177279685,Count,20175,900
Kansas,Shawnee,4226.4685344716,Count,20177,902
Kansas,Sheridan,18.9999999092204,Count,20179,904
Kansas,Sherman,244.962846552301,Count,20181,907
Kansas,Smith,45.9997088742675,Count,20183,909
Kansas,Stafford,127.709464557296,Count,20185,911
Kansas,Stanton,20.9806066729343,Count,20187,913
Kansas,Stevens,134.380894968784,Count,20189,914
Kansas,Sumner,281.042963714164,Count,20191,916
Kansas,Thomas,145.201420073487,Count,20193,917
Kansas,Trego,11.5483637142006,Count,20195,919
Kansas,Wabaunsee,82.9182071501273,Count,20197,920
Kansas,Wallace,80.0000000188016,Count,20199,921
Kansas,Washington,53.5667333693636,Count,20201,922
Kansas,Wichita,229.000000476866,Count,20203,923
Kansas,Wilson,22.0126678034467,Count,20205,925
Kansas,Woodson,20.8879454531707,Count,20207,926
Kansas,Wyandotte,4479.84052389606,Count,20209,927
Kentucky,Adair,35.7849075312902,Count,21001,928
Kentucky,Allen,4.44966900818326,Count,21003,929
Kentucky,Anderson,93.291512760264,Count,21005,930
Kentucky,Ballard,7.94351106596878,Count,21007,932
Kentucky,Barren,157.152387869519,Count,21009,933
Kentucky,Bath,0.0,Count,21011,934
Kentucky,Bell,134.25719892131,Count,21013,936
Kentucky,Boone,1138.91584359793,Count,21015,1002
Kentucky,Bourbon,268.032945858082,Count,21017,1005
Kentucky,Boyd,130.855587134502,Count,21019,1008
Kentucky,Boyle,280.004866777429,Count,21021,1010
Kentucky,Bracken,0.628693447302794,Count,21023,1013
Kentucky,Breathitt,22.8088812315109,Count,21025,1017
Kentucky,Breckinridge,35.0079619128984,Count,21027,1020
Kentucky,Bullitt,397.459433981103,Count,21029,1024
Kentucky,Butler,7.85442312735086,Count,21031,1026
Kentucky,Caldwell,37.64235230349,Count,21033,1031
Kentucky,Calloway,125.657575714966,Count,21035,1033
Kentucky,Campbell,524.89205229324,Count,21037,1035
Kentucky,Carlisle,0.954797338694334,Count,21039,1039
Kentucky,Carroll,276.872996731196,Count,21041,1041
Kentucky,Carter,12.4315814359579,Count,21043,1044
Kentucky,Casey,23.1727636719216,Count,21045,1048
Kentucky,Christian,1292.40164333484,Count,21047,1050
Kentucky,Clark,66.8588372180238,Count,21049,1053
Kentucky,Clay,51.1115565645009,Count,21051,1056
Kentucky,Clinton,0.000632869778201,Count,21053,1059
Kentucky,Crittenden,0.443854413017107,Count,21055,1064
Kentucky,Cumberland,4.78925488024834,Count,21057,1067
Kentucky,Daviess,382.305646043902,Count,21059,1071
Kentucky,Edmonson,8.29251652370304,Count,21061,1073
Kentucky,Elliott,0.0,Count,21063,1075
Kentucky,Estill,16.8984508648512,Count,21065,1077
Kentucky,Fayette,3309.48722645651,Count,21067,1080
Kentucky,Fleming,4.82321568157224,Count,21069,1083
Kentucky,Floyd,19.2898837567989,Count,21071,1085
Kentucky,Franklin,281.396115394396,Count,21073,1086
Kentucky,Fulton,0.0527343191206455,Count,21075,1088
Kentucky,Gallatin,nan,Count,21077,1090
Kentucky,Garrard,0.0482085763505893,Count,21079,1092
Kentucky,Grant,95.7100629555287,Count,21081,1094
Kentucky,Graves,82.8762639106099,Count,21083,1097
Kentucky,Grayson,92.7136624771604,Count,21085,1100
Kentucky,Green,31.6500691947531,Count,21087,1102
Kentucky,Greenup,97.9602572917487,Count,21089,1105
Kentucky,Hancock,2.91257795551792,Count,21091,1107
Kentucky,Hardin,1773.61802977579,Count,21093,1110
Kentucky,Harlan,51.9086582876407,Count,21095,1114
Kentucky,Harrison,15.8186477706222,Count,21097,1119
Kentucky,Hart,18.9557961334067,Count,21099,1121
Kentucky,Henderson,110.838143397123,Count,21101,1126
Kentucky,Henry,2.37824016420387,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,327.115603974285,Count,21107,1136
Kentucky,Jackson,0.007613173123957,Count,21109,1140
Kentucky,Jefferson,4326.78261024919,Count,21111,1143
Kentucky,Jessamine,215.032180754846,Count,21113,1145
Kentucky,Johnson,26.8727664022772,Count,21115,1148
Kentucky,Kenton,992.77590580976,Count,21117,1151
Kentucky,Knott,0.0,Count,21119,1154
Kentucky,Knox,31.2925274683722,Count,21121,1159
Kentucky,Larue,1.7589415020675,Count,21123,1162
Kentucky,Laurel,79.8831395280577,Count,21125,1166
Kentucky,Lawrence,18.944511985228,Count,21127,1167
Kentucky,Lee,3.30253205902e-05,Count,21129,1171
Kentucky,Leslie,8.57821246141111,Count,21131,1175
Kentucky,Letcher,nan,Count,21133,1178
Kentucky,Lewis,1.00000001490116,Count,21135,1180
Kentucky,Lincoln,88.2261126259175,Count,21137,1184
Kentucky,Livingston,15.0595476492992,Count,21139,1187
Kentucky,Logan,117.306803279242,Count,21141,1190
Kentucky,Lyon,1.00000004656613,Count,21143,1193
Kentucky,McCracken,400.826901552987,Count,21145,1196
Kentucky,McCreary,2.95333833665819,Count,21147,1198
Kentucky,McLean,0.0,Count,21149,1201
Kentucky,Madison,579.220060215403,Count,21151,1204
Kentucky,Magoffin,0.477949298586054,Count,21153,1206
Kentucky,Marion,3.13923115398529,Count,21155,1210
Kentucky,Marshall,6.50019614282064,Count,21157,1213
Kentucky,Martin,0.0,Count,21159,1215
Kentucky,Mason,87.924547633731,Count,21161,1217
Kentucky,Meade,312.074988805436,Count,21163,1220
Kentucky,Menifee,0.0,Count,21165,1222
Kentucky,Mercer,213.775131830436,Count,21167,1225
Kentucky,Metcalfe,0.242497075361769,Count,21169,1228
Kentucky,Monroe,14.7141720723594,Count,21171,1230
Kentucky,Montgomery,61.0536937704892,Count,21173,1233
Kentucky,Morgan,25.1495577665173,Count,21175,1235
Kentucky,Muhlenberg,38.5545203066431,Count,21177,1238
