State,County,Farmers' markets per 1000 pop (% change) 2013-18 (PCH_FMRKTPTH_13_18),Units,FIPS,FID
Georgia,Spalding,nan,% change,13255.0,41
Georgia,Stephens,0.0,% change,13257.0,45
Georgia,Stewart,0.0,% change,13259.0,48
Georgia,Sumter,5.4014105796813965,% change,13261.0,52
Georgia,Talbot,0.0,% change,13263.0,57
Georgia,Taliaferro,0.0,% change,13265.0,60
Georgia,Tattnall,0.0,% change,13267.0,63
Georgia,Taylor,0.0,% change,13269.0,69
Georgia,Telfair,nan,% change,13271.0,75
Georgia,Terrell,0.0,% change,13273.0,78
Georgia,Thomas,0.7289416790008545,% change,13275.0,83
Georgia,Tift,-0.9760656952857971,% change,13277.0,87
Georgia,Toombs,0.0,% change,13279.0,91
Georgia,Towns,-8.977388381958008,% change,13281.0,95
Georgia,Treutlen,0.0,% change,13283.0,102
Georgia,Troup,0.0,% change,13285.0,105
Georgia,Turner,0.0,% change,13287.0,108
Georgia,Twiggs,0.0,% change,13289.0,116
Georgia,Union,-10.762048721313477,% change,13291.0,120
Georgia,Upson,0.8277716040611267,% change,13293.0,123
Georgia,Walker,97.6977310180664,% change,13295.0,126
Georgia,Walton,-7.983705997467041,% change,13297.0,127
Georgia,Ware,nan,% change,13299.0,132
Georgia,Warren,0.0,% change,13301.0,135
Georgia,Washington,0.0,% change,13303.0,143
Georgia,Wayne,nan,% change,13305.0,147
Georgia,Webster,0.0,% change,13307.0,149
Georgia,Wheeler,0.0,% change,13309.0,154
Georgia,White,-7.14715051651001,% change,13311.0,157
Georgia,Whitfield,nan,% change,13313.0,159
Georgia,Wilcox,0.0,% change,13315.0,163
Georgia,Wilkes,0.41514378786087036,% change,13317.0,167
Georgia,Wilkinson,0.0,% change,13319.0,169
Georgia,Worth,3.7785089015960693,% change,13321.0,173
Hawaii,Hawaii,-1.5597329139709473,% change,15001.0,198
Hawaii,Honolulu,0.6266841292381287,% change,15003.0,234
Hawaii,Kalawao,0.0,% change,15005.0,247
Hawaii,Kauai,-3.4283852577209473,% change,15007.0,261
Hawaii,Maui,-3.70259690284729,% change,15009.0,323
Idaho,Ada,-38.026153564453125,% change,16001.0,336
Idaho,Adams,0.0,% change,16003.0,338
Idaho,Bannock,-4.233513355255127,% change,16005.0,343
Idaho,Bear Lake,0.0,% change,16007.0,349
Idaho,Benewah,-2.146113395690918,% change,16009.0,354
Idaho,Bingham,0.0,% change,16011.0,362
Idaho,Blaine,-52.81181716918945,% change,16013.0,371
Idaho,Boise,-11.959656715393066,% change,16015.0,380
Idaho,Bonner,-27.51045036315918,% change,16017.0,387
Idaho,Bonneville,-8.102420806884766,% change,16019.0,395
Idaho,Boundary,-9.173086166381836,% change,16021.0,405
Idaho,Butte,0.0,% change,16023.0,414
Idaho,Camas,0.0,% change,16025.0,429
Idaho,Canyon,-11.12175178527832,% change,16027.0,441
Idaho,Caribou,-3.3286139965057373,% change,16029.0,449
Idaho,Cassia,0.0,% change,16031.0,456
Idaho,Clark,0.0,% change,16033.0,464
Idaho,Clearwater,-2.100940227508545,% change,16035.0,474
Idaho,Custer,-1.2850487232208252,% change,16037.0,484
Idaho,Elmore,-3.646497964859009,% change,16039.0,490
Idaho,Franklin,0.0,% change,16041.0,498
Idaho,Fremont,-51.08216857910156,% change,16043.0,502
Idaho,Gem,-6.039473056793213,% change,16045.0,510
Idaho,Gooding,-0.11187096685171127,% change,16047.0,519
Idaho,Idaho,-1.610849142074585,% change,16049.0,528
Idaho,Jefferson,0.0,% change,16051.0,540
Idaho,Jerome,0.0,% change,16053.0,547
Idaho,Kootenai,6.917813777923584,% change,16055.0,552
Idaho,Latah,-4.778988838195801,% change,16057.0,559
Idaho,Lemhi,-3.090064287185669,% change,16059.0,566
Idaho,Lewis,-1.5021963119506836,% change,16061.0,574
Idaho,Lincoln,-0.6156753897666931,% change,16063.0,578
Idaho,Madison,-4.518625736236572,% change,16065.0,581
Idaho,Minidoka,-2.0072011947631836,% change,16067.0,585
Idaho,Nez Perce,-1.5219775438308716,% change,16069.0,589
Idaho,Oneida,0.0,% change,16071.0,593
Idaho,Owyhee,-2.5143280029296875,% change,16073.0,601
Idaho,Payette,nan,% change,16075.0,606
Idaho,Power,0.0,% change,16077.0,613
Idaho,Shoshone,nan,% change,16079.0,621
Idaho,Teton,-10.61855411529541,% change,16081.0,627
Idaho,Twin Falls,-25.746212005615234,% change,16083.0,634
Idaho,Valley,-13.268721580505371,% change,16085.0,643
Idaho,Washington,95.23668670654297,% change,16087.0,649
Illinois,Adams,-32.00387954711914,% change,17001.0,650
Illinois,Alexander,0.0,% change,17003.0,651
Illinois,Bond,0.0,% change,17005.0,652
Illinois,Boone,-33.09691619873047,% change,17007.0,653
Illinois,Brown,4.682729244232178,% change,17009.0,654
Illinois,Bureau,3.3946592807769775,% change,17011.0,2
Illinois,Calhoun,0.0,% change,17013.0,4
Illinois,Carroll,4.590548992156982,% change,17015.0,6
Illinois,Cass,0.0,% change,17017.0,10
Illinois,Champaign,17.971263885498047,% change,17019.0,12
Illinois,Christian,4.549766540527344,% change,17021.0,14
Illinois,Clark,0.0,% change,17023.0,19
Illinois,Clay,2.286278009414673,% change,17025.0,22
Illinois,Clinton,0.23380202054977417,% change,17027.0,27
Illinois,Coles,108.51724243164062,% change,17029.0,30
Illinois,Cook,-12.501769065856934,% change,17031.0,36
Illinois,Crawford,3.3391783237457275,% change,17033.0,40
Illinois,Cumberland,0.0,% change,17035.0,44
Illinois,DeKalb,-33.29236602783203,% change,17037.0,49
Illinois,De Witt,3.8303062915802,% change,17039.0,53
Illinois,Douglas,1.9508224725723267,% change,17041.0,55
Illinois,DuPage,13.812983512878418,% change,17043.0,64
Illinois,Edgar,3.3294918537139893,% change,17045.0,66
Illinois,Edwards,4.6151442527771,% change,17047.0,71
Illinois,Effingham,0.0,% change,17049.0,76
Illinois,Fayette,0.0,% change,17051.0,79
Illinois,Ford,3.0759975910186768,% change,17053.0,81
Illinois,Franklin,-59.11940002441406,% change,17055.0,85
Illinois,Fulton,4.24176549911499,% change,17057.0,89
Illinois,Gallatin,0.0,% change,17059.0,92
Illinois,Greene,109.04629516601562,% change,17061.0,96
Illinois,Grundy,-1.5400643348693848,% change,17063.0,99
Illinois,Hamilton,0.0,% change,17065.0,106
Illinois,Hancock,3.9228920936584473,% change,17067.0,111
Illinois,Hardin,0.0,% change,17069.0,113
Illinois,Henderson,0.0,% change,17071.0,117
Illinois,Henry,0.0,% change,17073.0,121
Illinois,Iroquois,4.843505859375,% change,17075.0,125
Illinois,Jackson,108.1436538696289,% change,17077.0,129
Illinois,Jasper,0.0,% change,17079.0,133
Illinois,Jefferson,0.0,% change,17081.0,137
Illinois,Jersey,3.332265615463257,% change,17083.0,142
Illinois,Jo Daviess,4.820744514465332,% change,17085.0,145
Illinois,Johnson,nan,% change,17087.0,152
Illinois,Kane,-10.269052505493164,% change,17089.0,156
Illinois,Kankakee,53.71918869018555,% change,17091.0,161
Illinois,Kendall,nan,% change,17093.0,165
Illinois,Knox,4.020987033843994,% change,17095.0,166
Illinois,Lake,20.62154769897461,% change,17097.0,170
Illinois,LaSalle,2.739651679992676,% change,17099.0,175
Illinois,Lawrence,6.089432239532471,% change,17101.0,177
Illinois,Lee,2.6093602180480957,% change,17103.0,180
Illinois,Livingston,4.572018146514893,% change,17105.0,182
Illinois,Logan,54.6464958190918,% change,17107.0,186
Illinois,McDonough,7.648133754730225,% change,17109.0,189
Illinois,McHenry,-11.394283294677734,% change,17111.0,192
Illinois,McLean,1.282781958580017,% change,17113.0,193
Illinois,Macon,4.632710933685303,% change,17115.0,194
Illinois,Macoupin,0.0,% change,17117.0,196
Illinois,Madison,34.77324295043945,% change,17119.0,199
Illinois,Marion,2.79638409614563,% change,17121.0,201
Illinois,Marshall,0.0,% change,17123.0,202
Illinois,Mason,0.0,% change,17125.0,206
Illinois,Massac,0.0,% change,17127.0,208
Illinois,Menard,2.3030645847320557,% change,17129.0,212
Illinois,Mercer,nan,% change,17131.0,216
Illinois,Monroe,-2.5513293743133545,% change,17133.0,219
Illinois,Montgomery,-31.559499740600586,% change,17135.0,223
Illinois,Morgan,-48.49452590942383,% change,17137.0,225
Illinois,Moultrie,0.0,% change,17139.0,227
Illinois,Ogle,79.65996551513672,% change,17141.0,229
Illinois,Peoria,-30.3716983795166,% change,17143.0,233
Illinois,Perry,2.550297498703003,% change,17145.0,235
Illinois,Piatt,0.20127151906490326,% change,17147.0,238
Illinois,Pike,nan,% change,17149.0,241
Illinois,Pope,5.721747398376465,% change,17151.0,245
Illinois,Pulaski,0.0,% change,17153.0,248
Illinois,Putnam,0.0,% change,17155.0,253
Illinois,Randolph,3.326483964920044,% change,17157.0,255
Illinois,Richland,1.5479241609573364,% change,17159.0,259
Illinois,Rock Island,54.402442932128906,% change,17161.0,265
Illinois,St. Clair,2.2010412216186523,% change,17163.0,269
Illinois,Saline,0.0,% change,17165.0,271
Illinois,Sangamon,1.9365416765213013,% change,17167.0,274
Illinois,Schuyler,7.007383823394775,% change,17169.0,278
Illinois,Scott,0.0,% change,17171.0,280
Illinois,Shelby,nan,% change,17173.0,283
Illinois,Stark,0.0,% change,17175.0,285
Illinois,Stephenson,108.57595825195312,% change,17177.0,290
Illinois,Tazewell,2.9774482250213623,% change,17179.0,291
Illinois,Union,-47.90986633300781,% change,17181.0,293
Illinois,Vermilion,4.9240899085998535,% change,17183.0,296
Illinois,Wabash,0.0,% change,17185.0,299
Illinois,Warren,3.745894193649292,% change,17187.0,301
Illinois,Washington,105.97355651855469,% change,17189.0,305
Illinois,Wayne,2.032820224761963,% change,17191.0,310
Illinois,White,0.0,% change,17193.0,312
Illinois,Whiteside,3.300610303878784,% change,17195.0,314
Illinois,Will,-20.974937438964844,% change,17197.0,320
Illinois,Williamson,34.11079025268555,% change,17199.0,324
Illinois,Winnebago,15.237646102905273,% change,17201.0,325
Illinois,Woodford,-49.256431579589844,% change,17203.0,328
Indiana,Adams,-2.7556424140930176,% change,18001.0,330
Indiana,Allen,-40.42351531982422,% change,18003.0,335
Indiana,Bartholomew,28.341772079467773,% change,18005.0,342
Indiana,Benton,0.0,% change,18007.0,179
Indiana,Blackford,0.0,% change,18009.0,183
Indiana,Boone,170.19207763671875,% change,18011.0,185
Indiana,Brown,nan,% change,18013.0,188
Indiana,Carroll,0.0,% change,18015.0,195
Indiana,Cass,1.6730307340621948,% change,18017.0,211
Indiana,Clark,-3.9732513427734375,% change,18019.0,215
Indiana,Clay,0.0,% change,18021.0,221
Indiana,Clinton,1.6217074394226074,% change,18023.0,226
Indiana,Crawford,0.5967074036598206,% change,18025.0,232
Indiana,Daviess,0.0,% change,18027.0,239
Indiana,Dearborn,0.34699442982673645,% change,18029.0,242
Indiana,Decatur,-51.04500961303711,% change,18031.0,246
Indiana,DeKalb,-2.052011013031006,% change,18033.0,249
Indiana,Delaware,205.3453826904297,% change,18035.0,252
Indiana,Dubois,-0.676618218421936,% change,18037.0,254
Indiana,Elkhart,-2.5924324989318848,% change,18039.0,260
Indiana,Fayette,3.393071413040161,% change,18041.0,263
Indiana,Floyd,-2.267909049987793,% change,18043.0,267
Indiana,Fountain,0.0,% change,18045.0,270
Indiana,Franklin,1.0204094648361206,% change,18047.0,272
Indiana,Fulton,1.766870379447937,% change,18049.0,276
Indiana,Gibson,100.19132232666016,% change,18051.0,286
Indiana,Grant,4.419437408447266,% change,18053.0,297
Indiana,Greene,104.58663940429688,% change,18055.0,309
Indiana,Hamilton,-10.052533149719238,% change,18057.0,321
Indiana,Hancock,-7.055570602416992,% change,18059.0,329
Indiana,Harrison,93.2688980102539,% change,18061.0,334
Indiana,Hendricks,14.903237342834473,% change,18063.0,341
Indiana,Henry,1.1932634115219116,% change,18065.0,344
Indiana,Howard,0.447993665933609,% change,18067.0,348
Indiana,Huntington,204.46192932128906,% change,18069.0,352
Indiana,Jackson,-1.530229091644287,% change,18071.0,355
Indiana,Jasper,0.16781769692897797,% change,18073.0,356
Indiana,Jay,2.417642116546631,% change,18075.0,358
Indiana,Jefferson,-49.70814895629883,% change,18077.0,363
Indiana,Jennings,2.2237606048583984,% change,18079.0,367
Indiana,Johnson,nan,% change,18081.0,370
Indiana,Knox,3.1440563201904297,% change,18083.0,376
Indiana,Kosciusko,-1.8577353954315186,% change,18085.0,384
Indiana,LaGrange,-3.1578972339630127,% change,18087.0,386
Indiana,Lake,18.43854331970215,% change,18089.0,389
Indiana,LaPorte,1.2853728532791138,% change,18091.0,392
Indiana,Lawrence,-49.753658294677734,% change,18093.0,396
Indiana,Madison,25.635408401489258,% change,18095.0,401
Indiana,Marion,49.76499557495117,% change,18097.0,409
Indiana,Marshall,102.9017562866211,% change,18099.0,412
Indiana,Martin,0.0,% change,18101.0,418
Indiana,Miami,nan,% change,18103.0,420
Indiana,Monroe,-3.3018639087677,% change,18105.0,422
Indiana,Montgomery,-0.5502492189407349,% change,18107.0,425
Indiana,Morgan,-1.076788067817688,% change,18109.0,430
Indiana,Newton,0.0,% change,18111.0,433
Indiana,Noble,-0.5869700312614441,% change,18113.0,436
Indiana,Ohio,2.5838520526885986,% change,18115.0,440
Indiana,Orange,1.7240549325942993,% change,18117.0,444
Indiana,Owen,-49.251617431640625,% change,18119.0,448
Indiana,Parke,1.8609329462051392,% change,18121.0,452
Indiana,Perry,1.649040699005127,% change,18123.0,459
Indiana,Pike,0.7493915557861328,% change,18125.0,465
Indiana,Porter,-1.8308476209640503,% change,18127.0,468
Indiana,Posey,0.06656891107559204,% change,18129.0,471
Indiana,Pulaski,0.0,% change,18131.0,477
Indiana,Putnam,-0.49498000741004944,% change,18133.0,480
Indiana,Randolph,nan,% change,18135.0,485
Indiana,Ripley,-0.7958516478538513,% change,18137.0,488
Indiana,Rush,1.998437762260437,% change,18139.0,493
Indiana,St. Joseph,23.251754760742188,% change,18141.0,496
Indiana,Scott,-0.5486212968826294,% change,18143.0,504
Indiana,Shelby,-0.5426827669143677,% change,18145.0,506
Indiana,Spencer,0.0,% change,18147.0,509
Indiana,Starke,0.8851098418235779,% change,18149.0,512
Indiana,Steuben,-50.27323532104492,% change,18151.0,515
Indiana,Sullivan,0.0,% change,18153.0,518
Indiana,Switzerland,nan,% change,18155.0,526
Indiana,Tippecanoe,25.686880111694336,% change,18157.0,530
Indiana,Tipton,2.7564873695373535,% change,18159.0,534
Indiana,Union,0.0,% change,18161.0,538
Indiana,Vanderburgh,50.50310516357422,% change,18163.0,543
Indiana,Vermillion,0.0,% change,18165.0,548
Indiana,Vigo,-49.60143280029297,% change,18167.0,553
Indiana,Wabash,3.1649575233459473,% change,18169.0,555
Indiana,Warren,0.0,% change,18171.0,567
Indiana,Warrick,94.52107238769531,% change,18173.0,575
Indiana,Washington,-0.5654390454292297,% change,18175.0,584
Indiana,Wayne,2.8012030124664307,% change,18177.0,586
Indiana,Wells,-1.7372146844863892,% change,18179.0,590
Indiana,White,nan,% change,18181.0,594
Indiana,Whitley,0.0,% change,18183.0,597
Iowa,Adair,4.587282657623291,% change,19001.0,598
Iowa,Adams,6.776405334472656,% change,19003.0,602
Iowa,Allamakee,1.6772719621658325,% change,19005.0,608
Iowa,Appanoose,nan,% change,19007.0,611
Iowa,Audubon,6.48383092880249,% change,19009.0,615
Iowa,Benton,0.21058747172355652,% change,19011.0,619
Iowa,Black Hawk,-13.945204734802246,% change,19013.0,623
Iowa,Boone,-0.20875275135040283,% change,19015.0,625
Iowa,Bremer,-1.4911624193191528,% change,19017.0,631
Iowa,Buchanan,-50.3891716003418,% change,19019.0,632
Iowa,Buena Vista,3.970012664794922,% change,19021.0,633
Iowa,Butler,0.0,% change,19023.0,361
Iowa,Calhoun,53.09309387207031,% change,19025.0,365
Iowa,Carroll,1.925175428390503,% change,19027.0,369
Iowa,Cass,39.922664642333984,% change,19029.0,374
Iowa,Cedar,-1.8789869546890259,% change,19031.0,379
Iowa,Cerro Gordo,-23.452409744262695,% change,19033.0,383
Iowa,Cherokee,0.0,% change,19035.0,388
Iowa,Chickasaw,2.5743932723999023,% change,19037.0,393
Iowa,Clarke,-1.8783847093582153,% change,19039.0,397
Iowa,Clay,1.8966155052185059,% change,19041.0,398
Iowa,Clayton,1.3613542318344116,% change,19043.0,402
Iowa,Clinton,3.7856359481811523,% change,19045.0,404
Iowa,Crawford,1.2006033658981323,% change,19047.0,408
Iowa,Dallas,-16.88623046875,% change,19049.0,413
Iowa,Davis,-51.386268615722656,% change,19051.0,416
Iowa,Decatur,108.26361846923828,% change,19053.0,419
Iowa,Delaware,2.355149507522583,% change,19055.0,421
Iowa,Des Moines,3.19893479347229,% change,19057.0,424
Iowa,Dickinson,-1.6032170057296753,% change,19059.0,427
Iowa,Dubuque,-40.564971923828125,% change,19061.0,434
Iowa,Emmet,6.776181221008301,% change,19063.0,437
Iowa,Fayette,39.172607421875,% change,19065.0,442
Iowa,Floyd,-32.21242141723633,% change,19067.0,447
Iowa,Franklin,3.8028392791748047,% change,19069.0,451
Iowa,Fremont,1.086796760559082,% change,19071.0,455
Iowa,Greene,1.9708319902420044,% change,19073.0,458
Iowa,Grundy,0.3169671893119812,% change,19075.0,460
Iowa,Guthrie,-0.45709100365638733,% change,19077.0,467
Iowa,Hamilton,2.608355760574341,% change,19079.0,469
Iowa,Hancock,38.54866409301758,% change,19081.0,470
Iowa,Hardin,3.0827624797821045,% change,19083.0,475
Iowa,Harrison,103.15550994873047,% change,19085.0,478
Iowa,Henry,-50.112125396728516,% change,19087.0,479
Iowa,Howard,2.7430076599121094,% change,19089.0,481
Iowa,Humboldt,1.3512097597122192,% change,19091.0,487
Iowa,Ida,3.3913137912750244,% change,19093.0,491
Iowa,Iowa,0.8549652099609375,% change,19095.0,495
Iowa,Jackson,0.4219817519187927,% change,19097.0,499
Iowa,Jasper,-1.1252585649490356,% change,19099.0,505
Iowa,Jefferson,-4.091180801391602,% change,19101.0,507
Iowa,Johnson,23.548851013183594,% change,19103.0,508
Iowa,Jones,48.35856246948242,% change,19105.0,516
Iowa,Keokuk,0.0,% change,19107.0,520
Iowa,Kossuth,2.8508148193359375,% change,19109.0,523
Iowa,Lee,3.4679181575775146,% change,19111.0,531
Iowa,Linn,-4.173802375793457,% change,19113.0,535
Iowa,Louisa,1.611607313156128,% change,19115.0,539
Iowa,Lucas,0.5783743858337402,% change,19117.0,542
Iowa,Lyon,-0.9736723303794861,% change,19119.0,546
Iowa,Madison,-4.720290184020996,% change,19121.0,550
Iowa,Mahaska,1.9181808233261108,% change,19123.0,554
Iowa,Marion,196.45281982421875,% change,19125.0,561
Iowa,Marshall,2.5662195682525635,% change,19127.0,568
Iowa,Mills,-1.035644292831421,% change,19129.0,569
Iowa,Mitchell,0.9272441267967224,% change,19131.0,572
Iowa,Monona,0.0,% change,19133.0,576
Iowa,Monroe,104.85237121582031,% change,19135.0,580
Iowa,Montgomery,4.008793830871582,% change,19137.0,595
Iowa,Muscatine,0.07222002744674683,% change,19139.0,600
Iowa,O'Brien,1.4884421825408936,% change,19141.0,604
Iowa,Osceola,3.245033025741577,% change,19143.0,607
Iowa,Page,1.7509377002716064,% change,19145.0,612
Iowa,Palo Alto,2.6542718410491943,% change,19147.0,618
Iowa,Plymouth,-0.6495333313941956,% change,19149.0,622
Iowa,Pocahontas,5.519285202026367,% change,19151.0,624
Iowa,Polk,7.209948539733887,% change,19153.0,629
Iowa,Pottawattamie,-33.81017303466797,% change,19155.0,637
Iowa,Poweshiek,-0.5026983618736267,% change,19157.0,640
Iowa,Ringgold,0.0,% change,19159.0,642
Iowa,Sac,0.0,% change,19161.0,647
Iowa,Scott,-1.7757103443145752,% change,19163.0,657
Iowa,Shelby,2.7638628482818604,% change,19165.0,660
Iowa,Sioux,-1.145832896232605,% change,19167.0,663
Iowa,Story,19.605266571044922,% change,19169.0,668
Iowa,Tama,-31.254928588867188,% change,19171.0,671
Iowa,Taylor,0.0,% change,19173.0,674
Iowa,Union,2.063272476196289,% change,19175.0,675
Iowa,Van Buren,5.911680221557617,% change,19177.0,678
Iowa,Wapello,51.29526901245117,% change,19179.0,681
Iowa,Warren,-30.436677932739258,% change,19181.0,685
Iowa,Washington,-0.8852379322052002,% change,19183.0,687
Iowa,Wayne,0.0,% change,19185.0,691
Iowa,Webster,2.910935878753662,% change,19187.0,694
Iowa,Winnebago,-0.8461681604385376,% change,19189.0,696
Iowa,Winneshiek,4.044134140014648,% change,19191.0,698
Iowa,Woodbury,-0.24478177726268768,% change,19193.0,702
Iowa,Worth,0.483026921749115,% change,19195.0,703
Iowa,Wright,-31.799318313598633,% change,19197.0,705
Kansas,Allen,215.019287109375,% change,20001.0,709
Kansas,Anderson,-0.3173433244228363,% change,20003.0,712
Kansas,Atchison,3.069230079650879,% change,20005.0,715
Kansas,Barber,9.794273376464844,% change,20007.0,717
Kansas,Barton,5.139598369598389,% change,20009.0,719
Kansas,Bourbon,1.2488890886306763,% change,20011.0,722
Kansas,Brown,nan,% change,20013.0,723
Kansas,Butler,-1.631095290184021,% change,20015.0,726
Kansas,Chase,0.0,% change,20017.0,729
Kansas,Chautauqua,0.0,% change,20019.0,730
Kansas,Cherokee,0.0,% change,20021.0,732
Kansas,Cheyenne,nan,% change,20023.0,736
Kansas,Clark,0.0,% change,20025.0,738
Kansas,Clay,0.0,% change,20027.0,739
Kansas,Cloud,7.182953357696533,% change,20029.0,740
Kansas,Coffey,1.761203408241272,% change,20031.0,745
Kansas,Comanche,0.0,% change,20033.0,748
Kansas,Cowley,2.686122417449951,% change,20035.0,752
Kansas,Crawford,0.5817699432373047,% change,20037.0,756
Kansas,Decatur,1.2887455224990845,% change,20039.0,759
Kansas,Dickinson,3.8093693256378174,% change,20041.0,762
Kansas,Doniphan,0.0,% change,20043.0,765
Kansas,Douglas,88.92420196533203,% change,20045.0,767
Kansas,Edwards,nan,% change,20047.0,770
Kansas,Elk,0.0,% change,20049.0,773
Kansas,Ellis,1.114598274230957,% change,20051.0,774
Kansas,Ellsworth,nan,% change,20053.0,776
Kansas,Finney,1.3274729251861572,% change,20055.0,778
Kansas,Ford,2.9863054752349854,% change,20057.0,784
Kansas,Franklin,0.38625368475914,% change,20059.0,786
Kansas,Geary,69.36551666259766,% change,20061.0,788
Kansas,Gove,0.0,% change,20063.0,790
Kansas,Graham,0.0,% change,20065.0,791
Kansas,Grant,0.0,% change,20067.0,794
Kansas,Gray,0.0,% change,20069.0,798
Kansas,Greeley,nan,% change,20071.0,801
Kansas,Greenwood,nan,% change,20073.0,803
Kansas,Hamilton,nan,% change,20075.0,805
Kansas,Harper,6.047943592071533,% change,20077.0,807
Kansas,Harvey,1.4907903671264648,% change,20079.0,812
Kansas,Haskell,0.0,% change,20081.0,815
Kansas,Hodgeman,0.0,% change,20083.0,818
Kansas,Jackson,0.22590292990207672,% change,20085.0,819
Kansas,Jefferson,-0.9749699831008911,% change,20087.0,821
Kansas,Jewell,0.0,% change,20089.0,822
Kansas,Johnson,21.87040138244629,% change,20091.0,824
Kansas,Kearny,0.0,% change,20093.0,826
Kansas,Kingman,0.0,% change,20095.0,827
Kansas,Kiowa,0.0,% change,20097.0,829
Kansas,Labette,4.54818868637085,% change,20099.0,831
Kansas,Lane,0.0,% change,20101.0,833
Kansas,Leavenworth,-4.035545349121094,% change,20103.0,836
Kansas,Lincoln,0.0,% change,20105.0,838
Kansas,Linn,0.0,% change,20107.0,840
Kansas,Logan,0.0,% change,20109.0,842
Kansas,Lyon,0.24845831096172333,% change,20111.0,844
Kansas,McPherson,209.1986083984375,% change,20113.0,846
Kansas,Marion,2.117149829864502,% change,20115.0,848
Kansas,Marshall,2.5714926719665527,% change,20117.0,850
Kansas,Meade,0.0,% change,20119.0,851
Kansas,Miami,-2.5118730068206787,% change,20121.0,853
Kansas,Mitchell,0.0,% change,20123.0,854
Kansas,Montgomery,7.2509331703186035,% change,20125.0,856
Kansas,Morris,0.0,% change,20127.0,858
Kansas,Morton,0.0,% change,20129.0,859
Kansas,Nemaha,-0.6006866693496704,% change,20131.0,861
Kansas,Neosho,105.404052734375,% change,20133.0,862
Kansas,Ness,0.0,% change,20135.0,864
Kansas,Norton,3.3885843753814697,% change,20137.0,866
Kansas,Osage,0.8656895160675049,% change,20139.0,867
Kansas,Osborne,9.352518081665039,% change,20141.0,869
Kansas,Ottawa,0.0,% change,20143.0,870
Kansas,Pawnee,0.0,% change,20145.0,872
Kansas,Phillips,0.0,% change,20147.0,873
Kansas,Pottawatomie,nan,% change,20149.0,876
Kansas,Pratt,0.0,% change,20151.0,878
Kansas,Rawlins,0.0,% change,20153.0,880
Kansas,Reno,208.3250274658203,% change,20155.0,882
Kansas,Republic,104.41681671142578,% change,20157.0,884
Kansas,Rice,4.668968677520752,% change,20159.0,886
Kansas,Riley,4.386528491973877,% change,20161.0,888
Kansas,Rooks,0.0,% change,20163.0,889
Kansas,Rush,2.748137950897217,% change,20165.0,891
Kansas,Russell,0.970026969909668,% change,20167.0,893
Kansas,Saline,105.00358581542969,% change,20169.0,895
Kansas,Scott,0.0,% change,20171.0,897
Kansas,Sedgwick,12.70830249786377,% change,20173.0,898
Kansas,Seward,114.2791519165039,% change,20175.0,900
Kansas,Shawnee,20.78288459777832,% change,20177.0,902
Kansas,Sheridan,nan,% change,20179.0,904
Kansas,Sherman,3.2378365993499756,% change,20181.0,907
Kansas,Smith,2.664449453353882,% change,20183.0,909
Kansas,Stafford,3.877455711364746,% change,20185.0,911
Kansas,Stanton,0.0,% change,20187.0,913
Kansas,Stevens,0.0,% change,20189.0,914
Kansas,Sumner,2.3351926803588867,% change,20191.0,916
Kansas,Thomas,nan,% change,20193.0,917
Kansas,Trego,0.0,% change,20195.0,919
Kansas,Wabaunsee,0.0,% change,20197.0,920
Kansas,Wallace,0.0,% change,20199.0,921
Kansas,Washington,3.782283306121826,% change,20201.0,922
Kansas,Wichita,4.0380096435546875,% change,20203.0,923
Kansas,Wilson,0.0,% change,20205.0,925
Kansas,Woodson,0.0,% change,20207.0,926
Kansas,Wyandotte,21.718568801879883,% change,20209.0,927
Kentucky,Adair,99.07363891601562,% change,21001.0,928
Kentucky,Allen,0.0,% change,21003.0,929
Kentucky,Anderson,-4.085951328277588,% change,21005.0,930
Kentucky,Ballard,3.4465491771698,% change,21007.0,932
Kentucky,Barren,-2.7707340717315674,% change,21009.0,933
Kentucky,Bath,-3.302915573120117,% change,21011.0,934
Kentucky,Bell,0.0,% change,21013.0,936
Kentucky,Boone,-5.21009635925293,% change,21015.0,1002
Kentucky,Bourbon,-0.7233479022979736,% change,21017.0,1005
Kentucky,Boyd,3.549959182739258,% change,21019.0,1008
Kentucky,Boyle,-1.5481829643249512,% change,21021.0,1010
Kentucky,Bracken,nan,% change,21023.0,1013
Kentucky,Breathitt,6.3413496017456055,% change,21025.0,1017
Kentucky,Breckinridge,-1.672553300857544,% change,21027.0,1020
Kentucky,Bullitt,0.0,% change,21029.0,1024
Kentucky,Butler,0.0,% change,21031.0,1026
Kentucky,Caldwell,0.0,% change,21033.0,1031
Kentucky,Calloway,-1.788680911064148,% change,21035.0,1033
Kentucky,Campbell,17.3424129486084,% change,21037.0,1035
Kentucky,Carlisle,3.9823877811431885,% change,21039.0,1039
Kentucky,Carroll,1.0524321794509888,% change,21041.0,1041
Kentucky,Carter,2.225590467453003,% change,21043.0,1044
Kentucky,Casey,0.0,% change,21045.0,1048
Kentucky,Christian,2.8170347213745117,% change,21047.0,1050
Kentucky,Clark,nan,% change,21049.0,1053
Kentucky,Clay,0.0,% change,21051.0,1056
Kentucky,Clinton,-0.22535447776317596,% change,21053.0,1059
Kentucky,Crittenden,2.9613070487976074,% change,21055.0,1064
Kentucky,Cumberland,0.0,% change,21057.0,1067
Kentucky,Daviess,-2.735790967941284,% change,21059.0,1071
