State,County,SNAP redemptions per SNAP-authorized stores 2012 (REDEMP_SNAPS12),Units,FIPS,FID
Indiana,Washington,220590.28278688525,Dollars/store,18175,584
Indiana,Wayne,356440.6653250774,Dollars/store,18177,586
Indiana,Wells,239493.00305732482,Dollars/store,18179,590
Indiana,White,214877.11721311475,Dollars/store,18181,594
Indiana,Whitley,177449.95292307693,Dollars/store,18183,597
Iowa,Adair,90409.2705263158,Dollars/store,19001,598
Iowa,Adams,69087.77,Dollars/store,19003,602
Iowa,Allamakee,108866.46148148144,Dollars/store,19005,608
Iowa,Appanoose,266250.45215469616,Dollars/store,19007,611
Iowa,Audubon,50244.85377049179,Dollars/store,19009,615
Iowa,Benton,139581.93477707007,Dollars/store,19011,619
Iowa,Black Hawk,270900.67678260873,Dollars/store,19013,623
Iowa,Boone,176360.16582995953,Dollars/store,19015,625
Iowa,Bremer,148687.12085106384,Dollars/store,19017,631
Iowa,Buchanan,175272.77133333337,Dollars/store,19019,632
Iowa,Buena Vista,295371.23294117645,Dollars/store,19021,633
Iowa,Butler,28226.930454545454,Dollars/store,19023,361
Iowa,Calhoun,41340.44181818182,Dollars/store,19025,365
Iowa,Carroll,264684.87846153846,Dollars/store,19027,369
Iowa,Cass,210916.85505154636,Dollars/store,19029,374
Iowa,Cedar,61420.550526315776,Dollars/store,19031,379
Iowa,Cerro Gordo,342409.854849188,Dollars/store,19033,383
Iowa,Cherokee,152590.61174311928,Dollars/store,19035,388
Iowa,Chickasaw,70355.75391304349,Dollars/store,19037,393
Iowa,Clarke,328837.9323809524,Dollars/store,19039,397
Iowa,Clay,317210.6817777778,Dollars/store,19041,398
Iowa,Clayton,55700.342758620696,Dollars/store,19043,402
Iowa,Clinton,349048.08822269813,Dollars/store,19045,404
Iowa,Crawford,269389.31255172414,Dollars/store,19047,408
Iowa,Dallas,178920.11053211012,Dollars/store,19049,413
Iowa,Davis,71467.78266666667,Dollars/store,19051,416
Iowa,Decatur,112406.44460176992,Dollars/store,19053,419
Iowa,Delaware,118484.02285714286,Dollars/store,19055,421
Iowa,Des Moines,433205.33007407415,Dollars/store,19057,424
Iowa,Dickinson,154679.1550877193,Dollars/store,19059,427
Iowa,Dubuque,244609.85812499994,Dollars/store,19061,434
Iowa,Emmet,129664.10325581396,Dollars/store,19063,437
Iowa,Fayette,150010.22313901343,Dollars/store,19065,442
Iowa,Floyd,164544.25251184838,Dollars/store,19067,447
Iowa,Franklin,100319.43360000003,Dollars/store,19069,451
Iowa,Fremont,139162.86000000002,Dollars/store,19071,455
Iowa,Greene,160689.26064516127,Dollars/store,19073,458
Iowa,Grundy,33896.94111111111,Dollars/store,19075,460
Iowa,Guthrie,51710.39179487179,Dollars/store,19077,467
Iowa,Hamilton,119869.97124324324,Dollars/store,19079,469
Iowa,Hancock,52689.538064516135,Dollars/store,19081,470
Iowa,Hardin,133754.1160629921,Dollars/store,19083,475
Iowa,Harrison,76926.22480000001,Dollars/store,19085,478
Iowa,Henry,304338.52924855484,Dollars/store,19087,479
Iowa,Howard,89310.3320300752,Dollars/store,19089,481
Iowa,Humboldt,105871.07808,Dollars/store,19091,487
Iowa,Ida,121843.58400000002,Dollars/store,19093,491
Iowa,Iowa,89152.57533834587,Dollars/store,19095,495
Iowa,Jackson,272090.0716981132,Dollars/store,19097,499
Iowa,Jasper,198568.72868571428,Dollars/store,19099,505
Iowa,Jefferson,288262.4437735849,Dollars/store,19101,507
Iowa,Johnson,324153.81646408833,Dollars/store,19103,508
Iowa,Jones,165577.8436363637,Dollars/store,19105,516
Iowa,Keokuk,45388.27559055118,Dollars/store,19107,520
Iowa,Kossuth,137254.1865671642,Dollars/store,19109,523
Iowa,Lee,410370.51720364747,Dollars/store,19111,531
Iowa,Linn,292836.65564059897,Dollars/store,19113,535
Iowa,Louisa,54214.12214285714,Dollars/store,19115,539
Iowa,Lucas,149082.26888888894,Dollars/store,19117,542
Iowa,Lyon,53332.18,Dollars/store,19119,546
Iowa,Madison,104021.49377483442,Dollars/store,19121,550
Iowa,Mahaska,259170.15985401464,Dollars/store,19123,554
Iowa,Marion,157331.02455764075,Dollars/store,19125,561
Iowa,Marshall,264867.7462124248,Dollars/store,19127,568
Iowa,Mills,108010.82564102564,Dollars/store,19129,569
Iowa,Mitchell,42014.62881355932,Dollars/store,19131,572
Iowa,Monona,173262.89470588235,Dollars/store,19133,576
Iowa,Monroe,117546.66838709677,Dollars/store,19135,580
Iowa,Montgomery,234408.15212598423,Dollars/store,19137,595
Iowa,Muscatine,305204.81854945055,Dollars/store,19139,600
Iowa,O'Brien,97449.83116564415,Dollars/store,19141,604
Iowa,Osceola,nan,Dollars/store,19143,607
Iowa,Page,196611.86231155778,Dollars/store,19145,612
Iowa,Palo Alto,99165.96516129034,Dollars/store,19147,618
Iowa,Plymouth,222705.0817699115,Dollars/store,19149,622
Iowa,Pocahontas,64900.20510638297,Dollars/store,19151,624
Iowa,Polk,327458.990355305,Dollars/store,19153,629
Iowa,Pottawattamie,562568.9842307693,Dollars/store,19155,637
Iowa,Poweshiek,150353.16461538462,Dollars/store,19157,640
Iowa,Ringgold,85548.34736842108,Dollars/store,19159,642
Iowa,Sac,57789.87780821918,Dollars/store,19161,647
Iowa,Scott,370317.33810055867,Dollars/store,19163,657
Iowa,Shelby,200164.15228915657,Dollars/store,19165,660
Iowa,Sioux,117266.1180861244,Dollars/store,19167,663
Iowa,Story,201479.43474150667,Dollars/store,19169,668
Iowa,Tama,114730.66447058825,Dollars/store,19171,671
Iowa,Taylor,69746.31600000002,Dollars/store,19173,674
Iowa,Union,347117.31545454543,Dollars/store,19175,675
Iowa,Van Buren,50997.886666666665,Dollars/store,19177,678
Iowa,Wapello,334446.18061099795,Dollars/store,19179,681
Iowa,Warren,159879.3477192982,Dollars/store,19181,685
Iowa,Washington,265613.59349999996,Dollars/store,19183,687
Iowa,Wayne,67431.05393258427,Dollars/store,19185,691
Iowa,Webster,335781.93,Dollars/store,19187,694
Iowa,Winnebago,75390.97913043479,Dollars/store,19189,696
Iowa,Winneshiek,245021.0645070422,Dollars/store,19191,698
Iowa,Woodbury,326140.7166315789,Dollars/store,19193,702
Iowa,Worth,46798.113333333335,Dollars/store,19195,703
Iowa,Wright,105380.99999999999,Dollars/store,19197,705
Kansas,Allen,214338.0174418605,Dollars/store,20001,709
Kansas,Anderson,nan,Dollars/store,20003,712
Kansas,Atchison,365669.8265625,Dollars/store,20005,715
Kansas,Barber,nan,Dollars/store,20007,717
Kansas,Barton,215834.88860215055,Dollars/store,20009,719
Kansas,Bourbon,366859.406,Dollars/store,20011,722
Kansas,Brown,233880.27900000004,Dollars/store,20013,723
Kansas,Butler,241449.1668932039,Dollars/store,20015,726
Kansas,Chase,nan,Dollars/store,20017,729
Kansas,Chautauqua,54244.41636363636,Dollars/store,20019,730
Kansas,Cherokee,195956.704,Dollars/store,20021,732
Kansas,Cheyenne,nan,Dollars/store,20023,736
Kansas,Clark,nan,Dollars/store,20025,738
Kansas,Clay,105436.43400000001,Dollars/store,20027,739
Kansas,Cloud,202415.74814814812,Dollars/store,20029,740
Kansas,Coffey,67332.7363106796,Dollars/store,20031,745
Kansas,Comanche,nan,Dollars/store,20033,748
Kansas,Cowley,316470.05491525424,Dollars/store,20035,752
Kansas,Crawford,367871.717195122,Dollars/store,20037,756
Kansas,Decatur,nan,Dollars/store,20039,759
Kansas,Dickinson,112448.8701369863,Dollars/store,20041,762
Kansas,Doniphan,34176.295999999995,Dollars/store,20043,765
Kansas,Douglas,318717.27187855786,Dollars/store,20045,767
Kansas,Edwards,nan,Dollars/store,20047,770
Kansas,Elk,nan,Dollars/store,20049,773
Kansas,Ellis,221718.2194117647,Dollars/store,20051,774
Kansas,Ellsworth,71086.1676923077,Dollars/store,20053,776
Kansas,Finney,495002.93268292694,Dollars/store,20055,778
Kansas,Ford,366952.0793846155,Dollars/store,20057,784
Kansas,Franklin,361378.8094915254,Dollars/store,20059,786
Kansas,Geary,353392.5309090909,Dollars/store,20061,788
Kansas,Gove,nan,Dollars/store,20063,790
Kansas,Graham,nan,Dollars/store,20065,791
Kansas,Grant,168717.13959183675,Dollars/store,20067,794
Kansas,Gray,29383.480000000003,Dollars/store,20069,798
Kansas,Greeley,nan,Dollars/store,20071,801
Kansas,Greenwood,85752.26816326534,Dollars/store,20073,803
Kansas,Hamilton,nan,Dollars/store,20075,805
Kansas,Harper,56455.821714285725,Dollars/store,20077,807
Kansas,Harvey,241023.96258620688,Dollars/store,20079,812
Kansas,Haskell,nan,Dollars/store,20081,815
Kansas,Hodgeman,nan,Dollars/store,20083,818
Kansas,Jackson,109784.74811881188,Dollars/store,20085,819
Kansas,Jefferson,93419.55402985077,Dollars/store,20087,821
Kansas,Jewell,nan,Dollars/store,20089,822
Kansas,Johnson,239231.12197474172,Dollars/store,20091,824
Kansas,Kearny,nan,Dollars/store,20093,826
Kansas,Kingman,79489.528,Dollars/store,20095,827
Kansas,Kiowa,nan,Dollars/store,20097,829
Kansas,Labette,214981.1781818182,Dollars/store,20099,831
Kansas,Lane,nan,Dollars/store,20101,833
Kansas,Leavenworth,228018.37722352942,Dollars/store,20103,836
Kansas,Lincoln,nan,Dollars/store,20105,838
Kansas,Linn,87035.2454676259,Dollars/store,20107,840
Kansas,Logan,nan,Dollars/store,20109,842
Kansas,Lyon,309464.93083333335,Dollars/store,20111,844
Kansas,McPherson,161902.31584158418,Dollars/store,20113,846
Kansas,Marion,58857.843333333345,Dollars/store,20115,848
Kansas,Marshall,103346.22590163934,Dollars/store,20117,850
Kansas,Meade,39906.96842105264,Dollars/store,20119,851
Kansas,Miami,283443.673442623,Dollars/store,20121,853
Kansas,Mitchell,59921.461999999985,Dollars/store,20123,854
Kansas,Montgomery,427496.129774436,Dollars/store,20125,856
Kansas,Morris,nan,Dollars/store,20127,858
Kansas,Morton,nan,Dollars/store,20129,859
Kansas,Nemaha,70547.2276923077,Dollars/store,20131,861
Kansas,Neosho,289018.38216867467,Dollars/store,20133,862
Kansas,Ness,nan,Dollars/store,20135,864
Kansas,Norton,62882.69399999998,Dollars/store,20137,866
Kansas,Osage,86319.615,Dollars/store,20139,867
Kansas,Osborne,nan,Dollars/store,20141,869
Kansas,Ottawa,nan,Dollars/store,20143,870
Kansas,Pawnee,125367.97882352944,Dollars/store,20145,872
Kansas,Phillips,79981.95999999999,Dollars/store,20147,873
Kansas,Pottawatomie,233668.25142857144,Dollars/store,20149,876
Kansas,Pratt,189911.5157142857,Dollars/store,20151,878
Kansas,Rawlins,nan,Dollars/store,20153,880
Kansas,Reno,287908.6156555773,Dollars/store,20155,882
Kansas,Republic,nan,Dollars/store,20157,884
Kansas,Rice,74018.04366412215,Dollars/store,20159,886
Kansas,Riley,227058.68030075182,Dollars/store,20161,888
Kansas,Rooks,68212.80249999999,Dollars/store,20163,889
Kansas,Rush,nan,Dollars/store,20165,891
Kansas,Russell,157604.49999999997,Dollars/store,20167,893
Kansas,Saline,321586.7187272728,Dollars/store,20169,895
Kansas,Scott,55526.294117647056,Dollars/store,20171,897
Kansas,Sedgwick,421944.9278146803,Dollars/store,20173,898
Kansas,Seward,414693.99916666676,Dollars/store,20175,900
Kansas,Shawnee,427766.8142424242,Dollars/store,20177,902
Kansas,Sheridan,nan,Dollars/store,20179,904
Kansas,Sherman,nan,Dollars/store,20181,907
Kansas,Smith,50841.4,Dollars/store,20183,909
Kansas,Stafford,nan,Dollars/store,20185,911
Kansas,Stanton,nan,Dollars/store,20187,913
Kansas,Stevens,nan,Dollars/store,20189,914
Kansas,Sumner,191294.42614525143,Dollars/store,20191,916
Kansas,Thomas,145187.30602409638,Dollars/store,20193,917
Kansas,Trego,nan,Dollars/store,20195,919
Kansas,Wabaunsee,nan,Dollars/store,20197,920
Kansas,Wallace,nan,Dollars/store,20199,921
Kansas,Washington,27584.57288135593,Dollars/store,20201,922
Kansas,Wichita,nan,Dollars/store,20203,923
Kansas,Wilson,109791.7209090909,Dollars/store,20205,925
Kansas,Woodson,66845.15889908257,Dollars/store,20207,926
Kansas,Wyandotte,318087.30691885296,Dollars/store,20209,927
Kentucky,Adair,238682.96894117646,Dollars/store,21001,928
Kentucky,Allen,304671.76168421056,Dollars/store,21003,929
Kentucky,Anderson,372528.7592307693,Dollars/store,21005,930
Kentucky,Ballard,153072.66292682927,Dollars/store,21007,932
Kentucky,Barren,321478.3193571429,Dollars/store,21009,933
Kentucky,Bath,112791.20518518519,Dollars/store,21011,934
Kentucky,Bell,624414.8551376148,Dollars/store,21013,936
Kentucky,Boone,338720.9678892735,Dollars/store,21015,1002
Kentucky,Bourbon,310023.42713656387,Dollars/store,21017,1005
Kentucky,Boyd,452565.9453310697,Dollars/store,21019,1008
Kentucky,Boyle,504971.283,Dollars/store,21021,1010
Kentucky,Bracken,87574.65297297298,Dollars/store,21023,1013
Kentucky,Breathitt,342041.0248854962,Dollars/store,21025,1017
Kentucky,Breckinridge,148644.11769968053,Dollars/store,21027,1020
Kentucky,Bullitt,214454.7880714286,Dollars/store,21029,1024
Kentucky,Butler,162110.00440191387,Dollars/store,21031,1026
Kentucky,Caldwell,313305.60324324324,Dollars/store,21033,1031
Kentucky,Calloway,323457.1450684932,Dollars/store,21035,1033
Kentucky,Campbell,292147.566323185,Dollars/store,21037,1035
Kentucky,Carlisle,61048.261132075466,Dollars/store,21039,1039
Kentucky,Carroll,442376.16134078207,Dollars/store,21041,1041
Kentucky,Carter,277213.97307692305,Dollars/store,21043,1044
Kentucky,Casey,123789.5127272727,Dollars/store,21045,1048
Kentucky,Christian,415309.23586206895,Dollars/store,21047,1050
Kentucky,Clark,309895.6101265823,Dollars/store,21049,1053
Kentucky,Clay,382749.0199009902,Dollars/store,21051,1056
Kentucky,Clinton,235582.8830331754,Dollars/store,21053,1059
Kentucky,Crittenden,251707.48831168836,Dollars/store,21055,1064
Kentucky,Cumberland,136557.55475409835,Dollars/store,21057,1067
Kentucky,Daviess,269497.7311148087,Dollars/store,21059,1071
Kentucky,Edmonson,109078.304,Dollars/store,21061,1073
Kentucky,Elliott,134737.43781818182,Dollars/store,21063,1075
Kentucky,Estill,283401.4592647059,Dollars/store,21065,1077
Kentucky,Fayette,317780.2009218749,Dollars/store,21067,1080
Kentucky,Fleming,117842.83231788082,Dollars/store,21069,1083
Kentucky,Floyd,284553.75131964806,Dollars/store,21071,1085
Kentucky,Franklin,315611.3280000001,Dollars/store,21073,1086
Kentucky,Fulton,473956.9561904761,Dollars/store,21075,1088
Kentucky,Gallatin,147312.92903225805,Dollars/store,21077,1090
Kentucky,Garrard,58203.45058064516,Dollars/store,21079,1092
Kentucky,Grant,299040.5941558442,Dollars/store,21081,1094
Kentucky,Graves,325420.9496470589,Dollars/store,21083,1097
Kentucky,Grayson,233064.31010395012,Dollars/store,21085,1100
Kentucky,Green,136557.945,Dollars/store,21087,1102
Kentucky,Greenup,176026.31062068968,Dollars/store,21089,1105
Kentucky,Hancock,80306.625,Dollars/store,21091,1107
Kentucky,Hardin,318962.5238899803,Dollars/store,21093,1110
Kentucky,Harlan,343972.9163043478,Dollars/store,21095,1114
Kentucky,Harrison,190214.2419161677,Dollars/store,21097,1119
Kentucky,Hart,147111.9872392638,Dollars/store,21099,1121
Kentucky,Henderson,334659.14672064787,Dollars/store,21101,1126
Kentucky,Henry,83336.67142857143,Dollars/store,21103,1129
Kentucky,Hickman,105447.32750000001,Dollars/store,21105,1130
Kentucky,Hopkins,291295.6023411371,Dollars/store,21107,1136
Kentucky,Jackson,149587.17655813953,Dollars/store,21109,1140
Kentucky,Jefferson,372753.5559043061,Dollars/store,21111,1143
Kentucky,Jessamine,396308.6686265059,Dollars/store,21113,1145
Kentucky,Johnson,431521.14765306126,Dollars/store,21115,1148
Kentucky,Kenton,292093.2834492349,Dollars/store,21117,1151
Kentucky,Knott,186740.10226415095,Dollars/store,21119,1154
Kentucky,Knox,407185.38671480154,Dollars/store,21121,1159
Kentucky,Larue,170332.23859649125,Dollars/store,21123,1162
Kentucky,Laurel,391579.6083080515,Dollars/store,21125,1166
Kentucky,Lawrence,389779.02370909083,Dollars/store,21127,1167
Kentucky,Lee,341383.6532608696,Dollars/store,21129,1171
Kentucky,Leslie,222510.22598540148,Dollars/store,21131,1175
Kentucky,Letcher,300097.72939467314,Dollars/store,21133,1178
Kentucky,Lewis,162729.4856916996,Dollars/store,21135,1180
Kentucky,Lincoln,356432.09346938774,Dollars/store,21137,1184
Kentucky,Livingston,66320.93421686748,Dollars/store,21139,1187
Kentucky,Logan,348516.8969649805,Dollars/store,21141,1190
Kentucky,Lyon,nan,Dollars/store,21143,1193
Kentucky,McCracken,425312.4537991267,Dollars/store,21145,1196
Kentucky,McCreary,329453.0924528302,Dollars/store,21147,1198
Kentucky,McLean,79256.02714285716,Dollars/store,21149,1201
Kentucky,Madison,353605.277502691,Dollars/store,21151,1204
Kentucky,Magoffin,321931.85979933117,Dollars/store,21153,1206
Kentucky,Marion,366526.4570588236,Dollars/store,21155,1210
Kentucky,Marshall,240715.18193050195,Dollars/store,21157,1213
Kentucky,Martin,303663.321509434,Dollars/store,21159,1215
Kentucky,Mason,420910.0755807366,Dollars/store,21161,1217
Kentucky,Meade,214998.2513304721,Dollars/store,21163,1220
Kentucky,Menifee,126250.2185365854,Dollars/store,21165,1222
Kentucky,Mercer,351048.3052173913,Dollars/store,21167,1225
Kentucky,Metcalfe,184694.00156862746,Dollars/store,21169,1228
Kentucky,Monroe,414993.4764705882,Dollars/store,21171,1230
Kentucky,Montgomery,412251.35793103435,Dollars/store,21173,1233
Kentucky,Morgan,310735.0824096385,Dollars/store,21175,1235
Kentucky,Muhlenberg,309750.7102114803,Dollars/store,21177,1238
Kentucky,Nelson,311873.6289978678,Dollars/store,21179,1243
Kentucky,Nicholas,127498.68979591838,Dollars/store,21181,1246
Kentucky,Ohio,237225.83184466022,Dollars/store,21183,1249
Kentucky,Oldham,212209.52377358492,Dollars/store,21185,1252
Kentucky,Owen,183633.3117647059,Dollars/store,21187,1255
Kentucky,Owsley,279071.57162790693,Dollars/store,21189,1257
Kentucky,Pendleton,201030.3688073394,Dollars/store,21191,1260
Kentucky,Perry,488917.33867172693,Dollars/store,21193,1265
Kentucky,Pike,380280.17758200574,Dollars/store,21195,1267
Kentucky,Powell,314084.7123595505,Dollars/store,21197,1270
Kentucky,Pulaski,327072.7902080784,Dollars/store,21199,1272
Kentucky,Robertson,nan,Dollars/store,21201,1273
Kentucky,Rockcastle,352444.83891891886,Dollars/store,21203,1276
Kentucky,Rowan,509971.74136807816,Dollars/store,21205,1279
Kentucky,Russell,279331.4536,Dollars/store,21207,1282
Kentucky,Scott,400433.9790825687,Dollars/store,21209,1283
Kentucky,Shelby,362058.2126045015,Dollars/store,21211,1285
Kentucky,Simpson,590988.730510949,Dollars/store,21213,1287
Kentucky,Spencer,261258.08600000004,Dollars/store,21215,1000
Kentucky,Taylor,339833.872386707,Dollars/store,21217,1003
Kentucky,Todd,260017.086,Dollars/store,21219,1006
Kentucky,Trigg,191042.94800000003,Dollars/store,21221,1009
Kentucky,Trimble,112087.93399999998,Dollars/store,21223,1012
Kentucky,Union,216082.52672727272,Dollars/store,21225,1016
Kentucky,Warren,391814.45949295774,Dollars/store,21227,1019
Kentucky,Washington,128074.96858895707,Dollars/store,21229,1023
Kentucky,Wayne,415917.2729508198,Dollars/store,21231,1027
Kentucky,Webster,122761.83981308412,Dollars/store,21233,1029
Kentucky,Whitley,408058.16114490153,Dollars/store,21235,1034
Kentucky,Wolfe,217457.02473988442,Dollars/store,21237,1037
Kentucky,Woodford,229865.50206185566,Dollars/store,21239,1042
Louisiana,Acadia,240977.82040540542,Dollars/store,22001,1046
Louisiana,Allen,247883.24651162792,Dollars/store,22003,1051
Louisiana,Ascension,367152.2086956521,Dollars/store,22005,1055
Louisiana,Assumption,189181.02541806013,Dollars/store,22007,1060
Louisiana,Avoyelles,245393.9933085502,Dollars/store,22009,1062
Louisiana,Beauregard,314428.96743243246,Dollars/store,22011,1066
Louisiana,Bienville,160517.42886075954,Dollars/store,22013,1069
Louisiana,Bossier,323535.9387458745,Dollars/store,22015,1076
Louisiana,Caddo,456681.77365474374,Dollars/store,22017,1079
Louisiana,Calcasieu,312471.87749333325,Dollars/store,22019,1081
Louisiana,Caldwell,262893.68624999997,Dollars/store,22021,1084
Louisiana,Cameron,78991.8528,Dollars/store,22023,1089
Louisiana,Catahoula,269722.660150376,Dollars/store,22025,1093
Louisiana,Claiborne,278253.4678651685,Dollars/store,22027,1095
Louisiana,Concordia,299354.74807017547,Dollars/store,22029,1098
Louisiana,De Soto,287334.2788381743,Dollars/store,22031,1103
Louisiana,East Baton Rouge,415048.9520913459,Dollars/store,22033,1108
Louisiana,East Carroll,203269.69406896553,Dollars/store,22035,1111
Louisiana,East Feliciana,166329.43322033895,Dollars/store,22037,1115
Louisiana,Evangeline,209578.60122137403,Dollars/store,22039,1118
Louisiana,Franklin,378562.0358456973,Dollars/store,22041,1123
Louisiana,Grant,129971.74340425532,Dollars/store,22043,1127
Louisiana,Iberia,305754.50732342,Dollars/store,22045,1133
Louisiana,Iberville,374148.8599562363,Dollars/store,22047,1134
Louisiana,Jackson,283795.30275862064,Dollars/store,22049,1138
Louisiana,Jefferson,487469.0627426812,Dollars/store,22051,1147
Louisiana,Jefferson Davis,247724.90683804624,Dollars/store,22053,1155
Louisiana,Lafayette,290875.64859813073,Dollars/store,22055,1161
Louisiana,Lafourche,385409.32387243723,Dollars/store,22057,1280
Louisiana,La Salle,213610.02638297874,Dollars/store,22059,1289
Louisiana,Lincoln,578278.9131428571,Dollars/store,22061,1291
Louisiana,Livingston,295950.62487577647,Dollars/store,22063,1295
Louisiana,Madison,348416.2607407407,Dollars/store,22065,1297
Louisiana,Morehouse,485839.7919061584,Dollars/store,22067,1299
Louisiana,Natchitoches,457466.1056703295,Dollars/store,22069,1301
Louisiana,Orleans,389293.87270739226,Dollars/store,22071,1304
Louisiana,Ouachita,458178.0219087136,Dollars/store,22073,1306
Louisiana,Plaquemines,155343.9230418251,Dollars/store,22075,1427
Louisiana,Pointe Coupee,204420.51009287924,Dollars/store,22077,1431
Louisiana,Rapides,353198.0679178233,Dollars/store,22079,1434
Louisiana,Red River,163003.6844444444,Dollars/store,22081,1436
Louisiana,Richland,355196.32739495795,Dollars/store,22083,1439
Louisiana,Sabine,386936.87893805315,Dollars/store,22085,1441
Louisiana,St. Bernard,733619.8149077492,Dollars/store,22087,1463
Louisiana,St. Charles,291857.70592274674,Dollars/store,22089,1466
Louisiana,St. Helena,169297.24000000005,Dollars/store,22091,1467
Louisiana,St. James,307722.96964824124,Dollars/store,22093,1468
Louisiana,St. John the Baptist,460055.27116564417,Dollars/store,22095,1469
Louisiana,St. Landry,297386.12764505117,Dollars/store,22097,1471
Louisiana,St. Martin,221999.9446276596,Dollars/store,22099,1473
Louisiana,St. Mary,307887.55244720506,Dollars/store,22101,1474
Louisiana,St. Tammany,362710.0397342194,Dollars/store,22103,1475
Louisiana,Tangipahoa,431078.32984509494,Dollars/store,22105,1476
Louisiana,Tensas,142907.18424242423,Dollars/store,22107,1479
Louisiana,Terrebonne,362165.0307216493,Dollars/store,22109,1501
Louisiana,Union,268461.7707509882,Dollars/store,22111,1507
Louisiana,Vermilion,233936.19475504328,Dollars/store,22113,1510
Louisiana,Vernon,278984.08893506485,Dollars/store,22115,1513
Louisiana,Washington,347630.62706493505,Dollars/store,22117,1516
Louisiana,Webster,305905.9528792569,Dollars/store,22119,1518
Louisiana,West Baton Rouge,264179.34538922156,Dollars/store,22121,1520
Louisiana,West Carroll,352059.69519230776,Dollars/store,22123,1522
Louisiana,West Feliciana,251190.24648648652,Dollars/store,22125,1524
Louisiana,Winn,367379.38113207545,Dollars/store,22127,1529
Maine,Androscoggin,302947.74528985505,Dollars/store,23001,1532
Maine,Aroostook,213014.81247648914,Dollars/store,23003,1535
Maine,Cumberland,258686.8684305773,Dollars/store,23005,1608
Maine,Franklin,232047.32045197734,Dollars/store,23007,1619
Maine,Hancock,215583.4061231281,Dollars/store,23009,1748
Maine,Kennebec,317294.98930205277,Dollars/store,23011,1755
Maine,Knox,199814.84765217395,Dollars/store,23013,1774
Maine,Lincoln,188115.28054054055,Dollars/store,23015,1835
Maine,Oxford,257120.1398307134,Dollars/store,23017,1842
Maine,Penobscot,283208.40215848316,Dollars/store,23019,1846
Maine,Piscataquis,167228.4222343324,Dollars/store,23021,1851
Maine,Sagadahoc,181659.58148148152,Dollars/store,23023,1855
Maine,Somerset,269950.47745498194,Dollars/store,23025,1860
Maine,Waldo,201176.79,Dollars/store,23027,1865
Maine,Washington,255574.08242016807,Dollars/store,23029,1884
Maine,York,218016.9714159292,Dollars/store,23031,1901
Maryland,Allegany,371686.6567307693,Dollars/store,24001,1905
Maryland,Anne Arundel,381638.97878987895,Dollars/store,24003,1925
Maryland,Baltimore County,457935.35428779066,Dollars/store,24005,1939
Maryland,Calvert,338976.4864037123,Dollars/store,24009,1946
Maryland,Caroline,224904.64397727267,Dollars/store,24011,1949
Maryland,Carroll,245719.78242744063,Dollars/store,24013,1955
Maryland,Cecil,322783.6320304568,Dollars/store,24015,1963
Maryland,Charles,433061.36794007476,Dollars/store,24017,1294
Maryland,Dorchester,299030.1008571428,Dollars/store,24019,1346
Maryland,Frederick,262094.78812967576,Dollars/store,24021,1357
Maryland,Garrett,240731.6913314448,Dollars/store,24023,1361
Maryland,Harford,250327.51888537043,Dollars/store,24025,1372
Maryland,Howard,265287.1362564633,Dollars/store,24027,1379
Maryland,Kent,204577.5477777777,Dollars/store,24029,1394
Maryland,Montgomery,307374.0971164405,Dollars/store,24031,1398
Maryland,Prince George's,560785.2513606655,Dollars/store,24033,1403
Maryland,Queen Anne's,178357.18640000004,Dollars/store,24035,1413
Maryland,St. Mary's,420626.0733678757,Dollars/store,24037,1421
Maryland,Somerset,212895.8412371134,Dollars/store,24039,1430
Maryland,Talbot,241858.59407407412,Dollars/store,24041,1438
Maryland,Washington,363587.20797900273,Dollars/store,24043,1445
Maryland,Wicomico,446660.572834891,Dollars/store,24045,1446
Maryland,Worcester,241403.49091525422,Dollars/store,24047,1456
Maryland,Baltimore County,296430.6229382669,Dollars/store,24510,1939
Massachusetts,Barnstable,182236.05441624366,Dollars/store,25001,1478
Massachusetts,Berkshire,325726.7383546619,Dollars/store,25003,1480
Massachusetts,Bristol,349446.14050099114,Dollars/store,25005,1486
Massachusetts,Dukes,187173.72285714286,Dollars/store,25007,1491
Massachusetts,Essex,307440.0604050146,Dollars/store,25009,1519
Massachusetts,Franklin,212991.86854460087,Dollars/store,25011,1523
Massachusetts,Hampden,391558.2032746114,Dollars/store,25013,1526
Massachusetts,Hampshire,208899.1315248524,Dollars/store,25015,1527
Massachusetts,Middlesex,208709.56261880064,Dollars/store,25017,1533
Massachusetts,Nantucket,nan,Dollars/store,25019,1537
Massachusetts,Norfolk,274632.4791785323,Dollars/store,25021,1543
Massachusetts,Plymouth,267606.6448623088,Dollars/store,25023,1569
Massachusetts,Suffolk,365679.09487822844,Dollars/store,25025,1585
Massachusetts,Worcester,297162.4295822223,Dollars/store,25027,1599
Michigan,Alcona,88276.80567567567,Dollars/store,26001,1603
Michigan,Alger,118185.44379310346,Dollars/store,26003,1609
Michigan,Allegan,263367.8195488722,Dollars/store,26005,1611
Michigan,Alpena,354652.94228116714,Dollars/store,26007,1614
Michigan,Antrim,202329.8901960785,Dollars/store,26009,1617
Michigan,Arenac,113394.91815789475,Dollars/store,26011,1621
Michigan,Baraga,217033.94863636364,Dollars/store,26013,1624
Michigan,Barry,199816.16322580652,Dollars/store,26015,1627
Michigan,Bay,306181.15165741474,Dollars/store,26017,1631
Michigan,Benzie,158644.59288461535,Dollars/store,26019,1634
