State,County,CSA farms (% change) 2007 - 12 (PCH_CSA_07_12),Units,FIPS,FID
Idaho,Bingham,-78.57142857142857,% change,16011.0,362
Idaho,Blaine,nan,% change,16013.0,371
Idaho,Boise,nan,% change,16015.0,380
Idaho,Bonner,-55.55555555555556,% change,16017.0,387
Idaho,Bonneville,75.0,% change,16019.0,395
Idaho,Boundary,133.33333333333331,% change,16021.0,405
Idaho,Butte,nan,% change,16023.0,414
Idaho,Camas,100.0,% change,16025.0,429
Idaho,Canyon,60.0,% change,16027.0,441
Idaho,Caribou,-100.0,% change,16029.0,449
Idaho,Cassia,0.0,% change,16031.0,456
Idaho,Clark,nan,% change,16033.0,464
Idaho,Clearwater,-100.0,% change,16035.0,474
Idaho,Custer,nan,% change,16037.0,484
Idaho,Elmore,-100.0,% change,16039.0,490
Idaho,Franklin,nan,% change,16041.0,498
Idaho,Fremont,-50.0,% change,16043.0,502
Idaho,Gem,14.285714285714285,% change,16045.0,510
Idaho,Gooding,-33.33333333333333,% change,16047.0,519
Idaho,Idaho,-71.42857142857143,% change,16049.0,528
Idaho,Jefferson,-100.0,% change,16051.0,540
Idaho,Jerome,0.0,% change,16053.0,547
Idaho,Kootenai,800.0,% change,16055.0,552
Idaho,Latah,55.55555555555556,% change,16057.0,559
Idaho,Lemhi,-100.0,% change,16059.0,566
Idaho,Lewis,0.0,% change,16061.0,574
Idaho,Lincoln,200.0,% change,16063.0,578
Idaho,Madison,nan,% change,16065.0,581
Idaho,Minidoka,-50.0,% change,16067.0,585
Idaho,Nez Perce,-33.33333333333333,% change,16069.0,589
Idaho,Oneida,-50.0,% change,16071.0,593
Idaho,Owyhee,0.0,% change,16073.0,601
Idaho,Payette,nan,% change,16075.0,606
Idaho,Power,nan,% change,16077.0,613
Idaho,Shoshone,nan,% change,16079.0,621
Idaho,Teton,700.0,% change,16081.0,627
Idaho,Twin Falls,60.0,% change,16083.0,634
Idaho,Valley,-100.0,% change,16085.0,643
Idaho,Washington,-100.0,% change,16087.0,649
Illinois,Adams,0.0,% change,17001.0,650
Illinois,Alexander,nan,% change,17003.0,651
Illinois,Bond,50.0,% change,17005.0,652
Illinois,Boone,-50.0,% change,17007.0,653
Illinois,Brown,-100.0,% change,17009.0,654
Illinois,Bureau,-75.0,% change,17011.0,2
Illinois,Calhoun,-83.33333333333334,% change,17013.0,4
Illinois,Carroll,-100.0,% change,17015.0,6
Illinois,Cass,-100.0,% change,17017.0,10
Illinois,Champaign,14.285714285714285,% change,17019.0,12
Illinois,Christian,-66.66666666666666,% change,17021.0,14
Illinois,Clark,-100.0,% change,17023.0,19
Illinois,Clay,-100.0,% change,17025.0,22
Illinois,Clinton,-100.0,% change,17027.0,27
Illinois,Coles,-25.0,% change,17029.0,30
Illinois,Cook,-100.0,% change,17031.0,36
Illinois,Crawford,100.0,% change,17033.0,40
Illinois,Cumberland,nan,% change,17035.0,44
Illinois,DeKalb,100.0,% change,17037.0,49
Illinois,De Witt,nan,% change,17039.0,53
Illinois,Douglas,-100.0,% change,17041.0,55
Illinois,DuPage,nan,% change,17043.0,64
Illinois,Edgar,0.0,% change,17045.0,66
Illinois,Edwards,nan,% change,17047.0,71
Illinois,Effingham,-50.0,% change,17049.0,76
Illinois,Fayette,-75.0,% change,17051.0,79
Illinois,Ford,nan,% change,17053.0,81
Illinois,Franklin,33.33333333333333,% change,17055.0,85
Illinois,Fulton,-20.0,% change,17057.0,89
Illinois,Gallatin,-100.0,% change,17059.0,92
Illinois,Greene,-100.0,% change,17061.0,96
Illinois,Grundy,-100.0,% change,17063.0,99
Illinois,Hamilton,100.0,% change,17065.0,106
Illinois,Hancock,nan,% change,17067.0,111
Illinois,Hardin,-100.0,% change,17069.0,113
Illinois,Henderson,nan,% change,17071.0,117
Illinois,Henry,-100.0,% change,17073.0,121
Illinois,Iroquois,66.66666666666666,% change,17075.0,125
Illinois,Jackson,nan,% change,17077.0,129
Illinois,Jasper,-50.0,% change,17079.0,133
Illinois,Jefferson,-100.0,% change,17081.0,137
Illinois,Jersey,-100.0,% change,17083.0,142
Illinois,Jo Daviess,400.0,% change,17085.0,145
Illinois,Johnson,nan,% change,17087.0,152
Illinois,Kane,350.0,% change,17089.0,156
Illinois,Kankakee,-33.33333333333333,% change,17091.0,161
Illinois,Kendall,200.0,% change,17093.0,165
Illinois,Knox,200.0,% change,17095.0,166
Illinois,Lake,1500.0,% change,17097.0,170
Illinois,LaSalle,-37.5,% change,17099.0,175
Illinois,Lawrence,nan,% change,17101.0,177
Illinois,Lee,-88.88888888888889,% change,17103.0,180
Illinois,Livingston,14.285714285714285,% change,17105.0,182
Illinois,Logan,50.0,% change,17107.0,186
Illinois,McDonough,16.666666666666664,% change,17109.0,189
Illinois,McHenry,166.66666666666669,% change,17111.0,192
Illinois,McLean,-28.57142857142857,% change,17113.0,193
Illinois,Macon,nan,% change,17115.0,194
Illinois,Macoupin,-60.0,% change,17117.0,196
Illinois,Madison,400.0,% change,17119.0,199
Illinois,Marion,700.0,% change,17121.0,201
Illinois,Marshall,100.0,% change,17123.0,202
Illinois,Mason,-100.0,% change,17125.0,206
Illinois,Massac,nan,% change,17127.0,208
Illinois,Menard,-100.0,% change,17129.0,212
Illinois,Mercer,50.0,% change,17131.0,216
Illinois,Monroe,-100.0,% change,17133.0,219
Illinois,Montgomery,-70.0,% change,17135.0,223
Illinois,Morgan,-100.0,% change,17137.0,225
Illinois,Moultrie,100.0,% change,17139.0,227
Illinois,Ogle,nan,% change,17141.0,229
Illinois,Peoria,nan,% change,17143.0,233
Illinois,Perry,-100.0,% change,17145.0,235
Illinois,Piatt,nan,% change,17147.0,238
Illinois,Pike,50.0,% change,17149.0,241
Illinois,Pope,nan,% change,17151.0,245
Illinois,Pulaski,-100.0,% change,17153.0,248
Illinois,Putnam,-50.0,% change,17155.0,253
Illinois,Randolph,-100.0,% change,17157.0,255
Illinois,Richland,-33.33333333333333,% change,17159.0,259
Illinois,Rock Island,50.0,% change,17161.0,265
Illinois,St. Clair,-100.0,% change,17163.0,269
Illinois,Saline,nan,% change,17165.0,271
Illinois,Sangamon,400.0,% change,17167.0,274
Illinois,Schuyler,50.0,% change,17169.0,278
Illinois,Scott,0.0,% change,17171.0,280
Illinois,Shelby,-81.25,% change,17173.0,283
Illinois,Stark,-100.0,% change,17175.0,285
Illinois,Stephenson,100.0,% change,17177.0,290
Illinois,Tazewell,-50.0,% change,17179.0,291
Illinois,Union,-57.14285714285714,% change,17181.0,293
Illinois,Vermilion,nan,% change,17183.0,296
Illinois,Wabash,nan,% change,17185.0,299
Illinois,Warren,-100.0,% change,17187.0,301
Illinois,Washington,50.0,% change,17189.0,305
Illinois,Wayne,-100.0,% change,17191.0,310
Illinois,White,-40.0,% change,17193.0,312
Illinois,Whiteside,-100.0,% change,17195.0,314
Illinois,Will,-33.33333333333333,% change,17197.0,320
Illinois,Williamson,66.66666666666666,% change,17199.0,324
Illinois,Winnebago,125.0,% change,17201.0,325
Illinois,Woodford,0.0,% change,17203.0,328
Indiana,Adams,-88.88888888888889,% change,18001.0,330
Indiana,Allen,-22.22222222222222,% change,18003.0,335
Indiana,Bartholomew,16.666666666666664,% change,18005.0,342
Indiana,Benton,-100.0,% change,18007.0,179
Indiana,Blackford,-100.0,% change,18009.0,183
Indiana,Boone,nan,% change,18011.0,185
Indiana,Brown,-33.33333333333333,% change,18013.0,188
Indiana,Carroll,nan,% change,18015.0,195
Indiana,Cass,-100.0,% change,18017.0,211
Indiana,Clark,-100.0,% change,18019.0,215
Indiana,Clay,nan,% change,18021.0,221
Indiana,Clinton,50.0,% change,18023.0,226
Indiana,Crawford,-100.0,% change,18025.0,232
Indiana,Daviess,100.0,% change,18027.0,239
Indiana,Dearborn,0.0,% change,18029.0,242
Indiana,Decatur,-75.0,% change,18031.0,246
Indiana,DeKalb,0.0,% change,18033.0,249
Indiana,Delaware,-75.0,% change,18035.0,252
Indiana,Dubois,-100.0,% change,18037.0,254
Indiana,Elkhart,100.0,% change,18039.0,260
Indiana,Fayette,-100.0,% change,18041.0,263
Indiana,Floyd,100.0,% change,18043.0,267
Indiana,Fountain,-100.0,% change,18045.0,270
Indiana,Franklin,33.33333333333333,% change,18047.0,272
Indiana,Fulton,-50.0,% change,18049.0,276
Indiana,Gibson,-100.0,% change,18051.0,286
Indiana,Grant,-60.0,% change,18053.0,297
Indiana,Greene,0.0,% change,18055.0,309
Indiana,Hamilton,100.0,% change,18057.0,321
Indiana,Hancock,33.33333333333333,% change,18059.0,329
Indiana,Harrison,-40.0,% change,18061.0,334
Indiana,Hendricks,200.0,% change,18063.0,341
Indiana,Henry,-100.0,% change,18065.0,344
Indiana,Howard,100.0,% change,18067.0,348
Indiana,Huntington,-100.0,% change,18069.0,352
Indiana,Jackson,-100.0,% change,18071.0,355
Indiana,Jasper,150.0,% change,18073.0,356
Indiana,Jay,-100.0,% change,18075.0,358
Indiana,Jefferson,nan,% change,18077.0,363
Indiana,Jennings,33.33333333333333,% change,18079.0,367
Indiana,Johnson,nan,% change,18081.0,370
Indiana,Knox,-100.0,% change,18083.0,376
Indiana,Kosciusko,nan,% change,18085.0,384
Indiana,LaGrange,183.33333333333331,% change,18087.0,386
Indiana,Lake,nan,% change,18089.0,389
Indiana,LaPorte,-33.33333333333333,% change,18091.0,392
Indiana,Lawrence,-66.66666666666666,% change,18093.0,396
Indiana,Madison,-33.33333333333333,% change,18095.0,401
Indiana,Marion,-83.33333333333334,% change,18097.0,409
Indiana,Marshall,100.0,% change,18099.0,412
Indiana,Martin,nan,% change,18101.0,418
Indiana,Miami,-75.0,% change,18103.0,420
Indiana,Monroe,166.66666666666669,% change,18105.0,422
Indiana,Montgomery,-55.55555555555556,% change,18107.0,425
Indiana,Morgan,nan,% change,18109.0,430
Indiana,Newton,nan,% change,18111.0,433
Indiana,Noble,-70.0,% change,18113.0,436
Indiana,Ohio,0.0,% change,18115.0,440
Indiana,Orange,-100.0,% change,18117.0,444
Indiana,Owen,nan,% change,18119.0,448
Indiana,Parke,600.0,% change,18121.0,452
Indiana,Perry,0.0,% change,18123.0,459
Indiana,Pike,-77.77777777777779,% change,18125.0,465
Indiana,Porter,0.0,% change,18127.0,468
Indiana,Posey,-100.0,% change,18129.0,471
Indiana,Pulaski,-85.71428571428571,% change,18131.0,477
Indiana,Putnam,400.0,% change,18133.0,480
Indiana,Randolph,0.0,% change,18135.0,485
Indiana,Ripley,100.0,% change,18137.0,488
Indiana,Rush,-100.0,% change,18139.0,493
Indiana,St. Joseph,nan,% change,18141.0,496
Indiana,Scott,-25.0,% change,18143.0,504
Indiana,Shelby,nan,% change,18145.0,506
Indiana,Spencer,300.0,% change,18147.0,509
Indiana,Starke,0.0,% change,18149.0,512
Indiana,Steuben,-83.33333333333334,% change,18151.0,515
Indiana,Sullivan,-66.66666666666666,% change,18153.0,518
Indiana,Switzerland,100.0,% change,18155.0,526
Indiana,Tippecanoe,-33.33333333333333,% change,18157.0,530
Indiana,Tipton,nan,% change,18159.0,534
Indiana,Union,-100.0,% change,18161.0,538
Indiana,Vanderburgh,-80.0,% change,18163.0,543
Indiana,Vermillion,-100.0,% change,18165.0,548
Indiana,Vigo,nan,% change,18167.0,553
Indiana,Wabash,66.66666666666666,% change,18169.0,555
Indiana,Warren,-100.0,% change,18171.0,567
Indiana,Warrick,nan,% change,18173.0,575
Indiana,Washington,-20.0,% change,18175.0,584
Indiana,Wayne,-100.0,% change,18177.0,586
Indiana,Wells,100.0,% change,18179.0,590
Indiana,White,-100.0,% change,18181.0,594
Indiana,Whitley,50.0,% change,18183.0,597
Iowa,Adair,-20.0,% change,19001.0,598
Iowa,Adams,0.0,% change,19003.0,602
Iowa,Allamakee,-75.0,% change,19005.0,608
Iowa,Appanoose,-50.0,% change,19007.0,611
Iowa,Audubon,-100.0,% change,19009.0,615
Iowa,Benton,-66.66666666666666,% change,19011.0,619
Iowa,Black Hawk,-50.0,% change,19013.0,623
Iowa,Boone,200.0,% change,19015.0,625
Iowa,Bremer,-20.0,% change,19017.0,631
Iowa,Buchanan,-66.66666666666666,% change,19019.0,632
Iowa,Buena Vista,nan,% change,19021.0,633
Iowa,Butler,-25.0,% change,19023.0,361
Iowa,Calhoun,-50.0,% change,19025.0,365
Iowa,Carroll,-87.5,% change,19027.0,369
Iowa,Cass,25.0,% change,19029.0,374
Iowa,Cedar,-40.0,% change,19031.0,379
Iowa,Cerro Gordo,-100.0,% change,19033.0,383
Iowa,Cherokee,-100.0,% change,19035.0,388
Iowa,Chickasaw,-50.0,% change,19037.0,393
Iowa,Clarke,-100.0,% change,19039.0,397
Iowa,Clay,-66.66666666666666,% change,19041.0,398
Iowa,Clayton,50.0,% change,19043.0,402
Iowa,Clinton,-57.14285714285714,% change,19045.0,404
Iowa,Crawford,-33.33333333333333,% change,19047.0,408
Iowa,Dallas,0.0,% change,19049.0,413
Iowa,Davis,-81.81818181818183,% change,19051.0,416
Iowa,Decatur,-62.5,% change,19053.0,419
Iowa,Delaware,-87.5,% change,19055.0,421
Iowa,Des Moines,-100.0,% change,19057.0,424
Iowa,Dickinson,nan,% change,19059.0,427
Iowa,Dubuque,-92.85714285714286,% change,19061.0,434
Iowa,Emmet,0.0,% change,19063.0,437
Iowa,Fayette,-87.5,% change,19065.0,442
Iowa,Floyd,-60.0,% change,19067.0,447
Iowa,Franklin,-33.33333333333333,% change,19069.0,451
Iowa,Fremont,-50.0,% change,19071.0,455
Iowa,Greene,nan,% change,19073.0,458
Iowa,Grundy,-42.857142857142854,% change,19075.0,460
Iowa,Guthrie,-66.66666666666666,% change,19077.0,467
Iowa,Hamilton,-66.66666666666666,% change,19079.0,469
Iowa,Hancock,0.0,% change,19081.0,470
Iowa,Hardin,100.0,% change,19083.0,475
Iowa,Harrison,-33.33333333333333,% change,19085.0,478
Iowa,Henry,-11.11111111111111,% change,19087.0,479
Iowa,Howard,300.0,% change,19089.0,481
Iowa,Humboldt,-25.0,% change,19091.0,487
Iowa,Ida,nan,% change,19093.0,491
Iowa,Iowa,-33.33333333333333,% change,19095.0,495
Iowa,Jackson,-75.0,% change,19097.0,499
Iowa,Jasper,-72.72727272727273,% change,19099.0,505
Iowa,Jefferson,-90.9090909090909,% change,19101.0,507
Iowa,Johnson,-10.0,% change,19103.0,508
Iowa,Jones,100.0,% change,19105.0,516
Iowa,Keokuk,100.0,% change,19107.0,520
Iowa,Kossuth,0.0,% change,19109.0,523
Iowa,Lee,250.0,% change,19111.0,531
Iowa,Linn,-83.33333333333334,% change,19113.0,535
Iowa,Louisa,-60.0,% change,19115.0,539
Iowa,Lucas,-75.0,% change,19117.0,542
Iowa,Lyon,-100.0,% change,19119.0,546
Iowa,Madison,-20.0,% change,19121.0,550
Iowa,Mahaska,-57.14285714285714,% change,19123.0,554
Iowa,Marion,-25.0,% change,19125.0,561
Iowa,Marshall,-100.0,% change,19127.0,568
Iowa,Mills,-100.0,% change,19129.0,569
Iowa,Mitchell,66.66666666666666,% change,19131.0,572
Iowa,Monona,0.0,% change,19133.0,576
Iowa,Monroe,0.0,% change,19135.0,580
Iowa,Montgomery,-100.0,% change,19137.0,595
Iowa,Muscatine,-66.66666666666666,% change,19139.0,600
Iowa,O'Brien,-75.0,% change,19141.0,604
Iowa,Osceola,nan,% change,19143.0,607
Iowa,Page,-50.0,% change,19145.0,612
Iowa,Palo Alto,-80.0,% change,19147.0,618
Iowa,Plymouth,-25.0,% change,19149.0,622
Iowa,Pocahontas,100.0,% change,19151.0,624
Iowa,Polk,-33.33333333333333,% change,19153.0,629
Iowa,Pottawattamie,200.0,% change,19155.0,637
Iowa,Poweshiek,-82.35294117647058,% change,19157.0,640
Iowa,Ringgold,nan,% change,19159.0,642
Iowa,Sac,-100.0,% change,19161.0,647
Iowa,Scott,-33.33333333333333,% change,19163.0,657
Iowa,Shelby,nan,% change,19165.0,660
Iowa,Sioux,42.857142857142854,% change,19167.0,663
Iowa,Story,-27.27272727272727,% change,19169.0,668
Iowa,Tama,-16.666666666666664,% change,19171.0,671
Iowa,Taylor,0.0,% change,19173.0,674
Iowa,Union,-50.0,% change,19175.0,675
Iowa,Van Buren,nan,% change,19177.0,678
Iowa,Wapello,nan,% change,19179.0,681
Iowa,Warren,-28.57142857142857,% change,19181.0,685
Iowa,Washington,-47.05882352941176,% change,19183.0,687
Iowa,Wayne,-100.0,% change,19185.0,691
Iowa,Webster,-72.72727272727273,% change,19187.0,694
Iowa,Winnebago,nan,% change,19189.0,696
Iowa,Winneshiek,-66.66666666666666,% change,19191.0,698
Iowa,Woodbury,-83.33333333333334,% change,19193.0,702
Iowa,Worth,-100.0,% change,19195.0,703
Iowa,Wright,-100.0,% change,19197.0,705
Kansas,Allen,-100.0,% change,20001.0,709
Kansas,Anderson,nan,% change,20003.0,712
Kansas,Atchison,nan,% change,20005.0,715
Kansas,Barber,nan,% change,20007.0,717
Kansas,Barton,nan,% change,20009.0,719
Kansas,Bourbon,nan,% change,20011.0,722
Kansas,Brown,nan,% change,20013.0,723
Kansas,Butler,-100.0,% change,20015.0,726
Kansas,Chase,nan,% change,20017.0,729
Kansas,Chautauqua,nan,% change,20019.0,730
Kansas,Cherokee,nan,% change,20021.0,732
Kansas,Cheyenne,nan,% change,20023.0,736
Kansas,Clark,nan,% change,20025.0,738
Kansas,Clay,nan,% change,20027.0,739
Kansas,Cloud,nan,% change,20029.0,740
Kansas,Coffey,nan,% change,20031.0,745
Kansas,Comanche,nan,% change,20033.0,748
Kansas,Cowley,-100.0,% change,20035.0,752
Kansas,Crawford,nan,% change,20037.0,756
Kansas,Decatur,nan,% change,20039.0,759
Kansas,Dickinson,nan,% change,20041.0,762
Kansas,Doniphan,nan,% change,20043.0,765
Kansas,Douglas,20.0,% change,20045.0,767
Kansas,Edwards,nan,% change,20047.0,770
Kansas,Elk,nan,% change,20049.0,773
Kansas,Ellis,nan,% change,20051.0,774
Kansas,Ellsworth,nan,% change,20053.0,776
Kansas,Finney,nan,% change,20055.0,778
Kansas,Ford,nan,% change,20057.0,784
Kansas,Franklin,-25.0,% change,20059.0,786
Kansas,Geary,-100.0,% change,20061.0,788
Kansas,Gove,nan,% change,20063.0,790
Kansas,Graham,nan,% change,20065.0,791
Kansas,Grant,nan,% change,20067.0,794
Kansas,Gray,nan,% change,20069.0,798
Kansas,Greeley,nan,% change,20071.0,801
Kansas,Greenwood,nan,% change,20073.0,803
Kansas,Hamilton,nan,% change,20075.0,805
Kansas,Harper,nan,% change,20077.0,807
Kansas,Harvey,100.0,% change,20079.0,812
Kansas,Haskell,nan,% change,20081.0,815
Kansas,Hodgeman,nan,% change,20083.0,818
Kansas,Jackson,-71.42857142857143,% change,20085.0,819
Kansas,Jefferson,-46.666666666666664,% change,20087.0,821
Kansas,Jewell,-100.0,% change,20089.0,822
Kansas,Johnson,nan,% change,20091.0,824
Kansas,Kearny,nan,% change,20093.0,826
Kansas,Kingman,nan,% change,20095.0,827
Kansas,Kiowa,nan,% change,20097.0,829
Kansas,Labette,-100.0,% change,20099.0,831
Kansas,Lane,nan,% change,20101.0,833
Kansas,Leavenworth,-27.27272727272727,% change,20103.0,836
Kansas,Lincoln,100.0,% change,20105.0,838
Kansas,Linn,-100.0,% change,20107.0,840
Kansas,Logan,nan,% change,20109.0,842
Kansas,Lyon,300.0,% change,20111.0,844
Kansas,McPherson,200.0,% change,20113.0,846
Kansas,Marion,300.0,% change,20115.0,848
Kansas,Marshall,-100.0,% change,20117.0,850
Kansas,Meade,nan,% change,20119.0,851
Kansas,Miami,-100.0,% change,20121.0,853
Kansas,Mitchell,nan,% change,20123.0,854
Kansas,Montgomery,-14.285714285714285,% change,20125.0,856
Kansas,Morris,nan,% change,20127.0,858
Kansas,Morton,nan,% change,20129.0,859
Kansas,Nemaha,50.0,% change,20131.0,861
Kansas,Neosho,100.0,% change,20133.0,862
Kansas,Ness,nan,% change,20135.0,864
Kansas,Norton,nan,% change,20137.0,866
Kansas,Osage,-90.0,% change,20139.0,867
Kansas,Osborne,-100.0,% change,20141.0,869
Kansas,Ottawa,300.0,% change,20143.0,870
Kansas,Pawnee,0.0,% change,20145.0,872
Kansas,Phillips,nan,% change,20147.0,873
Kansas,Pottawatomie,400.0,% change,20149.0,876
Kansas,Pratt,nan,% change,20151.0,878
Kansas,Rawlins,0.0,% change,20153.0,880
Kansas,Reno,-83.33333333333334,% change,20155.0,882
Kansas,Republic,nan,% change,20157.0,884
Kansas,Rice,-100.0,% change,20159.0,886
Kansas,Riley,0.0,% change,20161.0,888
Kansas,Rooks,nan,% change,20163.0,889
Kansas,Rush,-100.0,% change,20165.0,891
Kansas,Russell,-100.0,% change,20167.0,893
Kansas,Saline,-25.0,% change,20169.0,895
Kansas,Scott,-100.0,% change,20171.0,897
Kansas,Sedgwick,-55.55555555555556,% change,20173.0,898
Kansas,Seward,nan,% change,20175.0,900
Kansas,Shawnee,-50.0,% change,20177.0,902
Kansas,Sheridan,nan,% change,20179.0,904
Kansas,Sherman,-100.0,% change,20181.0,907
Kansas,Smith,0.0,% change,20183.0,909
Kansas,Stafford,-100.0,% change,20185.0,911
Kansas,Stanton,nan,% change,20187.0,913
Kansas,Stevens,0.0,% change,20189.0,914
Kansas,Sumner,0.0,% change,20191.0,916
Kansas,Thomas,-100.0,% change,20193.0,917
Kansas,Trego,-100.0,% change,20195.0,919
Kansas,Wabaunsee,-100.0,% change,20197.0,920
Kansas,Wallace,nan,% change,20199.0,921
Kansas,Washington,-100.0,% change,20201.0,922
Kansas,Wichita,-100.0,% change,20203.0,923
Kansas,Wilson,nan,% change,20205.0,925
Kansas,Woodson,-100.0,% change,20207.0,926
Kansas,Wyandotte,200.0,% change,20209.0,927
Kentucky,Adair,nan,% change,21001.0,928
Kentucky,Allen,-64.70588235294117,% change,21003.0,929
Kentucky,Anderson,-20.0,% change,21005.0,930
Kentucky,Ballard,-100.0,% change,21007.0,932
Kentucky,Barren,-58.333333333333336,% change,21009.0,933
Kentucky,Bath,-57.14285714285714,% change,21011.0,934
Kentucky,Bell,-100.0,% change,21013.0,936
Kentucky,Boone,-16.666666666666664,% change,21015.0,1002
Kentucky,Bourbon,7.6923076923076925,% change,21017.0,1005
Kentucky,Boyd,nan,% change,21019.0,1008
Kentucky,Boyle,-20.0,% change,21021.0,1010
Kentucky,Bracken,100.0,% change,21023.0,1013
Kentucky,Breathitt,nan,% change,21025.0,1017
Kentucky,Breckinridge,-38.46153846153847,% change,21027.0,1020
Kentucky,Bullitt,300.0,% change,21029.0,1024
Kentucky,Butler,-100.0,% change,21031.0,1026
Kentucky,Caldwell,-100.0,% change,21033.0,1031
Kentucky,Calloway,-80.0,% change,21035.0,1033
Kentucky,Campbell,-66.66666666666666,% change,21037.0,1035
Kentucky,Carlisle,-100.0,% change,21039.0,1039
Kentucky,Carroll,0.0,% change,21041.0,1041
Kentucky,Carter,-30.0,% change,21043.0,1044
Kentucky,Casey,-50.0,% change,21045.0,1048
Kentucky,Christian,-55.55555555555556,% change,21047.0,1050
Kentucky,Clark,100.0,% change,21049.0,1053
Kentucky,Clay,-75.0,% change,21051.0,1056
Kentucky,Clinton,nan,% change,21053.0,1059
Kentucky,Crittenden,-60.0,% change,21055.0,1064
Kentucky,Cumberland,100.0,% change,21057.0,1067
Kentucky,Daviess,-66.66666666666666,% change,21059.0,1071
Kentucky,Edmonson,0.0,% change,21061.0,1073
Kentucky,Elliott,-100.0,% change,21063.0,1075
Kentucky,Estill,-75.0,% change,21065.0,1077
Kentucky,Fayette,0.0,% change,21067.0,1080
Kentucky,Fleming,-66.66666666666666,% change,21069.0,1083
Kentucky,Floyd,-100.0,% change,21071.0,1085
Kentucky,Franklin,250.0,% change,21073.0,1086
Kentucky,Fulton,nan,% change,21075.0,1088
Kentucky,Gallatin,nan,% change,21077.0,1090
Kentucky,Garrard,nan,% change,21079.0,1092
Kentucky,Grant,-20.0,% change,21081.0,1094
Kentucky,Graves,-71.42857142857143,% change,21083.0,1097
Kentucky,Grayson,14.285714285714285,% change,21085.0,1100
Kentucky,Green,200.0,% change,21087.0,1102
Kentucky,Greenup,-66.66666666666666,% change,21089.0,1105
Kentucky,Hancock,nan,% change,21091.0,1107
Kentucky,Hardin,-55.55555555555556,% change,21093.0,1110
Kentucky,Harlan,nan,% change,21095.0,1114
Kentucky,Harrison,-37.5,% change,21097.0,1119
Kentucky,Hart,-40.0,% change,21099.0,1121
Kentucky,Henderson,100.0,% change,21101.0,1126
Kentucky,Henry,-53.333333333333336,% change,21103.0,1129
Kentucky,Hickman,nan,% change,21105.0,1130
Kentucky,Hopkins,400.0,% change,21107.0,1136
Kentucky,Jackson,0.0,% change,21109.0,1140
Kentucky,Jefferson,100.0,% change,21111.0,1143
Kentucky,Jessamine,-33.33333333333333,% change,21113.0,1145
Kentucky,Johnson,-100.0,% change,21115.0,1148
Kentucky,Kenton,50.0,% change,21117.0,1151
Kentucky,Knott,nan,% change,21119.0,1154
Kentucky,Knox,-100.0,% change,21121.0,1159
Kentucky,Larue,300.0,% change,21123.0,1162
Kentucky,Laurel,0.0,% change,21125.0,1166
Kentucky,Lawrence,-100.0,% change,21127.0,1167
Kentucky,Lee,0.0,% change,21129.0,1171
Kentucky,Leslie,nan,% change,21131.0,1175
Kentucky,Letcher,-100.0,% change,21133.0,1178
Kentucky,Lewis,-100.0,% change,21135.0,1180
Kentucky,Lincoln,-47.05882352941176,% change,21137.0,1184
Kentucky,Livingston,-50.0,% change,21139.0,1187
Kentucky,Logan,-50.0,% change,21141.0,1190
Kentucky,Lyon,-100.0,% change,21143.0,1193
Kentucky,McCracken,-100.0,% change,21145.0,1196
Kentucky,McCreary,nan,% change,21147.0,1198
Kentucky,McLean,0.0,% change,21149.0,1201
Kentucky,Madison,-16.666666666666664,% change,21151.0,1204
Kentucky,Magoffin,nan,% change,21153.0,1206
Kentucky,Marion,-60.0,% change,21155.0,1210
Kentucky,Marshall,50.0,% change,21157.0,1213
Kentucky,Martin,-100.0,% change,21159.0,1215
Kentucky,Mason,-100.0,% change,21161.0,1217
Kentucky,Meade,-20.0,% change,21163.0,1220
Kentucky,Menifee,nan,% change,21165.0,1222
Kentucky,Mercer,-71.42857142857143,% change,21167.0,1225
Kentucky,Metcalfe,-83.33333333333334,% change,21169.0,1228
Kentucky,Monroe,-83.33333333333334,% change,21171.0,1230
Kentucky,Montgomery,-55.55555555555556,% change,21173.0,1233
Kentucky,Morgan,0.0,% change,21175.0,1235
Kentucky,Muhlenberg,-100.0,% change,21177.0,1238
Kentucky,Nelson,20.0,% change,21179.0,1243
Kentucky,Nicholas,-33.33333333333333,% change,21181.0,1246
Kentucky,Ohio,-88.88888888888889,% change,21183.0,1249
Kentucky,Oldham,183.33333333333331,% change,21185.0,1252
Kentucky,Owen,-42.857142857142854,% change,21187.0,1255
Kentucky,Owsley,-50.0,% change,21189.0,1257
Kentucky,Pendleton,0.0,% change,21191.0,1260
Kentucky,Perry,nan,% change,21193.0,1265
Kentucky,Pike,nan,% change,21195.0,1267
Kentucky,Powell,-100.0,% change,21197.0,1270
Kentucky,Pulaski,-20.0,% change,21199.0,1272
Kentucky,Robertson,-85.71428571428571,% change,21201.0,1273
Kentucky,Rockcastle,-40.0,% change,21203.0,1276
Kentucky,Rowan,50.0,% change,21205.0,1279
Kentucky,Russell,150.0,% change,21207.0,1282
Kentucky,Scott,150.0,% change,21209.0,1283
Kentucky,Shelby,-27.27272727272727,% change,21211.0,1285
Kentucky,Simpson,nan,% change,21213.0,1287
Kentucky,Spencer,200.0,% change,21215.0,1000
Kentucky,Taylor,50.0,% change,21217.0,1003
Kentucky,Todd,-50.0,% change,21219.0,1006
Kentucky,Trigg,-36.36363636363637,% change,21221.0,1009
Kentucky,Trimble,-76.92307692307693,% change,21223.0,1012
