State,County,Vegetable acres harvested per 1000 pop (% change) 2007 - 12 (PCH_VEG_ACRESPTH_07_12),Units,FIPS,FID
Georgia,Richmond,-2.658905127569964,% change,13245.0,24
Georgia,Rockdale,nan,% change,13247.0,28
Georgia,Schley,nan,% change,13249.0,31
Georgia,Screven,4.66835656949725,% change,13251.0,34
Georgia,Seminole,-1.1458099303527027,% change,13253.0,38
Georgia,Spalding,-1.6444374705790004,% change,13255.0,41
Georgia,Stephens,nan,% change,13257.0,45
Georgia,Stewart,nan,% change,13259.0,48
Georgia,Sumter,4.224328593996857,% change,13261.0,52
Georgia,Talbot,7.464056286326073,% change,13263.0,57
Georgia,Taliaferro,nan,% change,13265.0,60
Georgia,Tattnall,-7.35427781070935,% change,13267.0,63
Georgia,Taylor,5.9245102723363745,% change,13269.0,69
Georgia,Telfair,-2.508872842981274,% change,13271.0,75
Georgia,Terrell,nan,% change,13273.0,78
Georgia,Thomas,-0.6552815242027847,% change,13275.0,83
Georgia,Tift,-3.043913393707132,% change,13277.0,87
Georgia,Toombs,0.04784336817312052,% change,13279.0,91
Georgia,Towns,nan,% change,13281.0,95
Georgia,Treutlen,0.2961646675551699,% change,13283.0,102
Georgia,Troup,nan,% change,13285.0,105
Georgia,Turner,8.879063097514344,% change,13287.0,108
Georgia,Twiggs,12.188528443817589,% change,13289.0,116
Georgia,Union,-2.2358859698155342,% change,13291.0,120
Georgia,Upson,3.101736972704714,% change,13293.0,123
Georgia,Walker,-1.1468461730241706,% change,13295.0,126
Georgia,Walton,-5.160522065152023,% change,13297.0,127
Georgia,Ware,nan,% change,13299.0,132
Georgia,Warren,7.417385057471261,% change,13301.0,135
Georgia,Washington,1.4628297362110365,% change,13303.0,143
Georgia,Wayne,-3.080115957306629,% change,13305.0,147
Georgia,Webster,-2.1116678596993657,% change,13307.0,149
Georgia,Wheeler,-12.485768500948776,% change,13309.0,154
Georgia,White,-5.029210058420125,% change,13311.0,157
Georgia,Whitfield,nan,% change,13313.0,159
Georgia,Wilcox,-1.5505593088935707,% change,13315.0,163
Georgia,Wilkes,4.75811268166434,% change,13317.0,167
Georgia,Wilkinson,2.1156263091746883,% change,13319.0,169
Georgia,Worth,0.8479314200521986,% change,13321.0,173
Hawaii,Hawaii,-5.851785146731655,% change,15001.0,198
Hawaii,Honolulu,-5.260102527769213,% change,15003.0,234
Hawaii,Kalawao,nan,% change,15005.0,247
Hawaii,Kauai,-5.924056541844777,% change,15007.0,261
Hawaii,Maui,-6.622925998359727,% change,15009.0,323
Idaho,Ada,-8.205252359257656,% change,16001.0,336
Idaho,Adams,nan,% change,16003.0,338
Idaho,Bannock,-5.315543249952264,% change,16005.0,343
Idaho,Bear Lake,nan,% change,16007.0,349
Idaho,Benewah,nan,% change,16009.0,354
Idaho,Bingham,-3.7497528721745064,% change,16011.0,362
Idaho,Blaine,0.21777209676654108,% change,16013.0,371
Idaho,Boise,nan,% change,16015.0,380
Idaho,Bonner,0.7418764528413746,% change,16017.0,387
Idaho,Bonneville,-8.447279325115515,% change,16019.0,395
Idaho,Boundary,-0.7017543859649213,% change,16021.0,405
Idaho,Butte,nan,% change,16023.0,414
Idaho,Camas,nan,% change,16025.0,429
Idaho,Canyon,-7.334045176232701,% change,16027.0,441
Idaho,Caribou,1.3866351969317035,% change,16029.0,449
Idaho,Cassia,-7.389754819872047,% change,16031.0,456
Idaho,Clark,nan,% change,16033.0,464
Idaho,Clearwater,nan,% change,16035.0,474
Idaho,Custer,nan,% change,16037.0,484
Idaho,Elmore,1.2294457978075577,% change,16039.0,490
Idaho,Franklin,-4.28783035783895,% change,16041.0,498
Idaho,Fremont,0.10776691555692997,% change,16043.0,502
Idaho,Gem,1.0081008100810038,% change,16045.0,510
Idaho,Gooding,-1.8497868153492942,% change,16047.0,519
Idaho,Idaho,-3.870771106370015,% change,16049.0,528
Idaho,Jefferson,-11.923610850560912,% change,16051.0,540
Idaho,Jerome,-8.674420669448642,% change,16053.0,547
Idaho,Kootenai,-6.66305906164788,% change,16055.0,552
Idaho,Latah,-5.238481887948872,% change,16057.0,559
Idaho,Lemhi,nan,% change,16059.0,566
Idaho,Lewis,nan,% change,16061.0,574
Idaho,Lincoln,-6.050228310502287,% change,16063.0,578
Idaho,Madison,-5.146902842596519,% change,16065.0,581
Idaho,Minidoka,-4.647348277747406,% change,16067.0,585
Idaho,Nez Perce,-2.138199464186434,% change,16069.0,589
Idaho,Oneida,nan,% change,16071.0,593
Idaho,Owyhee,-1.2979040603349998,% change,16073.0,601
Idaho,Payette,-1.0408856348961175,% change,16075.0,606
Idaho,Power,-3.559539052496795,% change,16077.0,613
Idaho,Shoshone,nan,% change,16079.0,621
Idaho,Teton,-11.467935375161064,% change,16081.0,627
Idaho,Twin Falls,-6.074617550027394,% change,16083.0,634
Idaho,Valley,4.3949111555041585,% change,16085.0,643
Idaho,Washington,-0.17919362867099176,% change,16087.0,649
Illinois,Adams,-0.3290453218986392,% change,17001.0,650
Illinois,Alexander,10.892116182572611,% change,17003.0,651
Illinois,Bond,3.2617388324003316,% change,17005.0,652
Illinois,Boone,-0.6055202644971924,% change,17007.0,653
Illinois,Brown,nan,% change,17009.0,654
Illinois,Bureau,2.367501456027947,% change,17011.0,2
Illinois,Calhoun,2.686567164179093,% change,17013.0,4
Illinois,Carroll,nan,% change,17015.0,6
Illinois,Cass,2.155108128262494,% change,17017.0,10
Illinois,Champaign,-3.65493923951392,% change,17019.0,12
Illinois,Christian,1.4713549209291406,% change,17021.0,14
Illinois,Clark,2.3435582822085688,% change,17023.0,19
Illinois,Clay,nan,% change,17025.0,22
Illinois,Clinton,-2.354425057809547,% change,17027.0,27
Illinois,Coles,0.3037689855615916,% change,17029.0,30
Illinois,Cook,-1.4993244392463452,% change,17031.0,36
Illinois,Crawford,nan,% change,17033.0,40
Illinois,Cumberland,1.2337781027234482,% change,17035.0,44
Illinois,DeKalb,-0.49395267645619817,% change,17037.0,49
Illinois,De Witt,nan,% change,17039.0,53
Illinois,Douglas,1.2159434914227913,% change,17041.0,55
Illinois,DuPage,nan,% change,17043.0,64
Illinois,Edgar,4.21736497274678,% change,17045.0,66
Illinois,Edwards,nan,% change,17047.0,71
Illinois,Effingham,-0.49764274489260546,% change,17049.0,76
Illinois,Fayette,-1.0532025493829922,% change,17051.0,79
Illinois,Ford,nan,% change,17053.0,81
Illinois,Franklin,nan,% change,17055.0,85
Illinois,Fulton,1.7776685508314845,% change,17057.0,89
Illinois,Gallatin,nan,% change,17059.0,92
Illinois,Greene,nan,% change,17061.0,96
Illinois,Grundy,nan,% change,17063.0,99
Illinois,Hamilton,0.6337438718163582,% change,17065.0,106
Illinois,Hancock,nan,% change,17067.0,111
Illinois,Hardin,nan,% change,17069.0,113
Illinois,Henderson,7.289746135299962,% change,17071.0,117
Illinois,Henry,0.7698137290096029,% change,17073.0,121
Illinois,Iroquois,nan,% change,17075.0,125
Illinois,Jackson,0.9361326866329804,% change,17077.0,129
Illinois,Jasper,nan,% change,17079.0,133
Illinois,Jefferson,nan,% change,17081.0,137
Illinois,Jersey,nan,% change,17083.0,142
Illinois,Jo Daviess,1.0478643104519958,% change,17085.0,145
Illinois,Johnson,nan,% change,17087.0,152
Illinois,Kane,-4.999233481526902,% change,17089.0,156
Illinois,Kankakee,-1.3178390625553251,% change,17091.0,161
Illinois,Kendall,-14.737242311591746,% change,17093.0,165
Illinois,Knox,1.145424992829137,% change,17095.0,166
Illinois,Lake,-1.211557048242754,% change,17097.0,170
Illinois,LaSalle,0.5816009051053577,% change,17099.0,175
Illinois,Lawrence,1.66726640278279,% change,17101.0,177
Illinois,Lee,3.0700880015948577,% change,17103.0,180
Illinois,Livingston,1.4199678106017442,% change,17105.0,182
Illinois,Logan,nan,% change,17107.0,186
Illinois,McDonough,1.3692307692307768,% change,17109.0,189
Illinois,McHenry,-0.8104417931796655,% change,17111.0,192
Illinois,McLean,-4.273489417667518,% change,17113.0,193
Illinois,Macon,0.5885398218032327,% change,17115.0,194
Illinois,Macoupin,2.151335311572708,% change,17117.0,196
Illinois,Madison,-0.2648344598123025,% change,17119.0,199
Illinois,Marion,2.531287744455602,% change,17121.0,201
Illinois,Marshall,5.050505050505058,% change,17123.0,202
Illinois,Mason,5.1244509516837535,% change,17125.0,206
Illinois,Massac,2.1188118811881247,% change,17127.0,208
Illinois,Menard,0.18077497445571428,% change,17129.0,212
Illinois,Mercer,nan,% change,17131.0,216
Illinois,Monroe,-3.5733573357335615,% change,17133.0,219
Illinois,Montgomery,2.320318832747894,% change,17135.0,223
Illinois,Morgan,1.634707845466378,% change,17137.0,225
Illinois,Moultrie,-2.056898624282084,% change,17139.0,227
Illinois,Ogle,1.541082923135184,% change,17141.0,229
Illinois,Peoria,-1.6390989498436945,% change,17143.0,233
Illinois,Perry,3.352696336275912,% change,17145.0,235
Illinois,Piatt,0.8655650384359392,% change,17147.0,238
Illinois,Pike,3.1044445810536745,% change,17149.0,241
Illinois,Pope,nan,% change,17151.0,245
Illinois,Pulaski,nan,% change,17153.0,248
Illinois,Putnam,nan,% change,17155.0,253
Illinois,Randolph,1.8491572693100513,% change,17157.0,255
Illinois,Richland,nan,% change,17159.0,259
Illinois,Rock Island,0.13878263930731358,% change,17161.0,265
Illinois,St. Clair,-1.448325919860019,% change,17163.0,269
Illinois,Saline,1.6860907525331381,% change,17165.0,271
Illinois,Sangamon,-2.6448097302504645,% change,17167.0,274
Illinois,Schuyler,nan,% change,17169.0,278
Illinois,Scott,nan,% change,17171.0,280
Illinois,Shelby,nan,% change,17173.0,283
Illinois,Stark,3.434921703990554,% change,17175.0,285
Illinois,Stephenson,1.8215130275463838,% change,17177.0,290
Illinois,Tazewell,-2.200167491882525,% change,17179.0,291
Illinois,Union,2.490497532194923,% change,17181.0,293
Illinois,Vermilion,1.7994158705014525,% change,17183.0,296
Illinois,Wabash,nan,% change,17185.0,299
Illinois,Warren,0.5584071295617318,% change,17187.0,301
Illinois,Washington,1.9234718324320634,% change,17189.0,305
Illinois,Wayne,nan,% change,17191.0,310
Illinois,White,1.641821803943119,% change,17193.0,312
Illinois,Whiteside,1.789391710651553,% change,17195.0,314
Illinois,Will,-2.6849109499405737,% change,17197.0,320
Illinois,Williamson,-2.3586318437762097,% change,17199.0,324
Illinois,Winnebago,0.6918495330015506,% change,17201.0,325
Illinois,Woodford,-2.5441569110700297,% change,17203.0,328
Indiana,Adams,-1.356414650440035,% change,18001.0,330
Indiana,Allen,-3.138344893711955,% change,18003.0,335
Indiana,Bartholomew,-4.636105620597041,% change,18005.0,342
Indiana,Benton,-0.022709208584098063,% change,18007.0,179
Indiana,Blackford,nan,% change,18009.0,183
Indiana,Boone,-8.9465307642816,% change,18011.0,185
Indiana,Brown,1.461405606483328,% change,18013.0,188
Indiana,Carroll,-0.019878739687903574,% change,18015.0,195
Indiana,Cass,0.8682843631289208,% change,18017.0,211
Indiana,Clark,-5.5724344997676685,% change,18019.0,215
Indiana,Clay,0.581503708949936,% change,18021.0,221
Indiana,Clinton,0.7406508013598812,% change,18023.0,226
Indiana,Crawford,2.666917081416103,% change,18025.0,232
Indiana,Daviess,-4.503888024883346,% change,18027.0,239
Indiana,Dearborn,-0.8160147927804758,% change,18029.0,242
Indiana,Decatur,-2.1951032312533414,% change,18031.0,246
Indiana,DeKalb,-1.0093846772096562,% change,18033.0,249
Indiana,Delaware,-0.11502675437102886,% change,18035.0,252
Indiana,Dubois,-0.8789016105278054,% change,18037.0,254
Indiana,Elkhart,-1.4681597558588306,% change,18039.0,260
Indiana,Fayette,nan,% change,18041.0,263
Indiana,Floyd,-3.289761794174241,% change,18043.0,267
Indiana,Fountain,nan,% change,18045.0,270
Indiana,Franklin,1.2704490080055495,% change,18047.0,272
Indiana,Fulton,-0.3970367501089259,% change,18049.0,276
Indiana,Gibson,-0.8547517646007726,% change,18051.0,286
Indiana,Grant,1.1324897440342085,% change,18053.0,297
Indiana,Greene,0.024233612019872192,% change,18055.0,309
Indiana,Hamilton,-12.436456251876562,% change,18057.0,321
Indiana,Hancock,-5.02907922851604,% change,18059.0,329
Indiana,Harrison,-2.370226272140872,% change,18061.0,334
Indiana,Hendricks,-8.917966650520553,% change,18063.0,341
Indiana,Henry,-2.500913483009213,% change,18065.0,344
Indiana,Howard,nan,% change,18067.0,348
Indiana,Huntington,1.2272592112021186,% change,18069.0,352
Indiana,Jackson,-3.1116378509016545,% change,18071.0,355
Indiana,Jasper,-1.7444291773702274,% change,18073.0,356
Indiana,Jay,nan,% change,18075.0,358
Indiana,Jefferson,-1.1624331139676518,% change,18077.0,363
Indiana,Jennings,1.1103621980204985,% change,18079.0,367
Indiana,Johnson,-6.71825266926224,% change,18081.0,370
Indiana,Knox,0.733322819744534,% change,18083.0,376
Indiana,Kosciusko,-1.002448138126532,% change,18085.0,384
Indiana,LaGrange,-1.8262533893349038,% change,18087.0,386
Indiana,Lake,0.04278252688607484,% change,18089.0,389
Indiana,LaPorte,-0.3389586686206917,% change,18091.0,392
Indiana,Lawrence,0.5734642453731917,% change,18093.0,396
Indiana,Madison,0.7247100008444749,% change,18095.0,401
Indiana,Marion,-3.826620574956353,% change,18097.0,409
Indiana,Marshall,-0.25749063670411004,% change,18099.0,412
Indiana,Martin,nan,% change,18101.0,418
Indiana,Miami,2.961724978766544,% change,18103.0,420
Indiana,Monroe,-6.2339022388270955,% change,18105.0,422
Indiana,Montgomery,0.010479983232021713,% change,18107.0,425
Indiana,Morgan,-1.2154057374087546,% change,18109.0,430
Indiana,Newton,2.2187455553975357,% change,18111.0,433
Indiana,Noble,-0.031622886537086614,% change,18113.0,436
Indiana,Ohio,nan,% change,18115.0,440
Indiana,Orange,0.8937639650619491,% change,18117.0,444
Indiana,Owen,2.223470486354926,% change,18119.0,448
Indiana,Parke,2.058840732292223,% change,18121.0,452
Indiana,Perry,nan,% change,18123.0,459
Indiana,Pike,2.097190703497932,% change,18125.0,465
Indiana,Porter,-2.9740898259584228,% change,18127.0,468
Indiana,Posey,2.3770491803278575,% change,18129.0,471
Indiana,Pulaski,5.060093393554312,% change,18131.0,477
Indiana,Putnam,1.4396897495152319,% change,18133.0,480
Indiana,Randolph,nan,% change,18135.0,485
Indiana,Ripley,-0.7280618852602451,% change,18137.0,488
Indiana,Rush,nan,% change,18139.0,493
Indiana,St. Joseph,-0.17972115081568008,% change,18141.0,496
Indiana,Scott,1.5653271617925437,% change,18143.0,504
Indiana,Shelby,-0.6423114196209382,% change,18145.0,506
Indiana,Spencer,0.8100464937928468,% change,18147.0,509
Indiana,Starke,nan,% change,18149.0,512
Indiana,Steuben,-0.4683292354525321,% change,18151.0,515
Indiana,Sullivan,1.616780579778462,% change,18153.0,518
Indiana,Switzerland,-1.2118880446282452,% change,18155.0,526
Indiana,Tippecanoe,-6.837568515799261,% change,18157.0,530
Indiana,Tipton,3.363428280773152,% change,18159.0,534
Indiana,Union,nan,% change,18161.0,538
Indiana,Vanderburgh,-1.6947371913256057,% change,18163.0,543
Indiana,Vermillion,nan,% change,18165.0,548
Indiana,Vigo,-1.5737517726577819,% change,18167.0,553
Indiana,Wabash,2.8549406505318258,% change,18169.0,555
Indiana,Warren,nan,% change,18171.0,567
Indiana,Warrick,-4.508854020270848,% change,18173.0,575
Indiana,Washington,1.1028358636493854,% change,18175.0,584
Indiana,Wayne,1.578631364681415,% change,18177.0,586
Indiana,Wells,0.47283883775492697,% change,18179.0,590
Indiana,White,1.5044066407050731,% change,18181.0,594
Indiana,Whitley,-1.303812299095742,% change,18183.0,597
Iowa,Adair,5.114850427350428,% change,19001.0,598
Iowa,Adams,nan,% change,19003.0,602
Iowa,Allamakee,1.501097500531062,% change,19005.0,608
Iowa,Appanoose,3.2133574860203136,% change,19007.0,611
Iowa,Audubon,nan,% change,19009.0,615
Iowa,Benton,0.8355899419729238,% change,19011.0,619
Iowa,Black Hawk,-3.0197215601135796,% change,19013.0,623
Iowa,Boone,1.19669194710165,% change,19015.0,625
Iowa,Bremer,-0.907641359008955,% change,19017.0,631
Iowa,Buchanan,nan,% change,19019.0,632
Iowa,Buena Vista,nan,% change,19021.0,633
Iowa,Butler,nan,% change,19023.0,361
Iowa,Calhoun,0.31262605889471595,% change,19025.0,365
Iowa,Carroll,0.9383313180169233,% change,19027.0,369
Iowa,Cass,1.9384929310596162,% change,19029.0,374
Iowa,Cedar,-0.413110833288027,% change,19031.0,379
Iowa,Cerro Gordo,1.7088346982660005,% change,19033.0,383
Iowa,Cherokee,nan,% change,19035.0,388
Iowa,Chickasaw,2.100635075720561,% change,19037.0,393
Iowa,Clarke,nan,% change,19039.0,397
Iowa,Clay,nan,% change,19041.0,398
Iowa,Clayton,1.8576369519134377,% change,19043.0,402
Iowa,Clinton,1.2787618793489226,% change,19045.0,404
Iowa,Crawford,nan,% change,19047.0,408
Iowa,Dallas,-18.061076102762957,% change,19049.0,413
Iowa,Davis,-0.14961445505812215,% change,19051.0,416
Iowa,Decatur,nan,% change,19053.0,419
Iowa,Delaware,2.321743583907144,% change,19055.0,421
Iowa,Des Moines,-0.13164758190714443,% change,19057.0,424
Iowa,Dickinson,nan,% change,19059.0,427
Iowa,Dubuque,-3.25222888466508,% change,19061.0,434
Iowa,Emmet,nan,% change,19063.0,437
Iowa,Fayette,0.9176515806668553,% change,19065.0,442
Iowa,Floyd,2.427666708059101,% change,19067.0,447
Iowa,Franklin,2.242706452532545,% change,19069.0,451
Iowa,Fremont,6.985860282794351,% change,19071.0,455
Iowa,Greene,nan,% change,19073.0,458
Iowa,Grundy,nan,% change,19075.0,460
Iowa,Guthrie,nan,% change,19077.0,467
Iowa,Hamilton,4.306126443531026,% change,19079.0,469
Iowa,Hancock,nan,% change,19081.0,470
Iowa,Hardin,2.3179569768779618,% change,19083.0,475
Iowa,Harrison,4.510398016802091,% change,19085.0,478
Iowa,Henry,1.4753526391865848,% change,19087.0,479
Iowa,Howard,0.5845511482254746,% change,19089.0,481
Iowa,Humboldt,nan,% change,19091.0,487
Iowa,Ida,nan,% change,19093.0,491
Iowa,Iowa,nan,% change,19095.0,495
Iowa,Jackson,1.6402600040625583,% change,19097.0,499
Iowa,Jasper,1.6825344714379562,% change,19099.0,505
Iowa,Jefferson,-3.1957079542803704,% change,19101.0,507
Iowa,Johnson,-9.043038788224036,% change,19103.0,508
Iowa,Jones,0.9560322236241808,% change,19105.0,516
Iowa,Keokuk,2.788997884208515,% change,19107.0,520
Iowa,Kossuth,3.3791262451982456,% change,19109.0,523
Iowa,Lee,1.463113257884239,% change,19111.0,531
Iowa,Linn,-4.394313077969896,% change,19113.0,535
Iowa,Louisa,4.960282436010581,% change,19115.0,539
Iowa,Lucas,6.020792871015649,% change,19117.0,542
Iowa,Lyon,nan,% change,19119.0,546
Iowa,Madison,nan,% change,19121.0,550
Iowa,Mahaska,-0.10262817366471622,% change,19123.0,554
Iowa,Marion,-0.09906340057635185,% change,19125.0,561
Iowa,Marshall,-2.9616470359193974,% change,19127.0,568
Iowa,Mills,2.647177690960535,% change,19129.0,569
Iowa,Mitchell,0.6048199497534171,% change,19131.0,572
Iowa,Monona,nan,% change,19133.0,576
Iowa,Monroe,nan,% change,19135.0,580
Iowa,Montgomery,nan,% change,19137.0,595
Iowa,Muscatine,-1.3403263403263233,% change,19139.0,600
Iowa,O'Brien,1.7928989906119754,% change,19141.0,604
Iowa,Osceola,nan,% change,19143.0,607
Iowa,Page,3.2389178203988234,% change,19145.0,612
Iowa,Palo Alto,3.211552969069943,% change,19147.0,618
Iowa,Plymouth,0.04824314545309499,% change,19149.0,622
Iowa,Pocahontas,nan,% change,19151.0,624
Iowa,Polk,-6.99103067316116,% change,19153.0,629
Iowa,Pottawattamie,-1.784772382315901,% change,19155.0,637
Iowa,Poweshiek,1.9603665033028164,% change,19157.0,640
Iowa,Ringgold,nan,% change,19159.0,642
Iowa,Sac,3.5493068528168283,% change,19161.0,647
Iowa,Scott,-5.187874623895382,% change,19163.0,657
Iowa,Shelby,3.42658500248303,% change,19165.0,660
Iowa,Sioux,-3.4737792272078813,% change,19167.0,663
Iowa,Story,-5.799625549701731,% change,19169.0,668
Iowa,Tama,3.022698756701286,% change,19171.0,671
Iowa,Taylor,nan,% change,19173.0,674
Iowa,Union,nan,% change,19175.0,675
Iowa,Van Buren,3.1660853233163504,% change,19177.0,678
Iowa,Wapello,0.2884941735490354,% change,19179.0,681
Iowa,Warren,-4.489430998148012,% change,19181.0,685
Iowa,Washington,-1.51010538801953,% change,19183.0,687
Iowa,Wayne,0.23581197924855504,% change,19185.0,691
Iowa,Webster,2.9164991288031064,% change,19187.0,694
Iowa,Winnebago,nan,% change,19189.0,696
Iowa,Winneshiek,0.14253135689851973,% change,19191.0,698
Iowa,Woodbury,-1.850820904997699,% change,19193.0,702
Iowa,Worth,1.75461916788515,% change,19195.0,703
Iowa,Wright,nan,% change,19197.0,705
Kansas,Allen,nan,% change,20001.0,709
Kansas,Anderson,1.6434892541087067,% change,20003.0,712
Kansas,Atchison,0.4227952122908299,% change,20005.0,715
Kansas,Barber,nan,% change,20007.0,717
Kansas,Barton,nan,% change,20009.0,719
Kansas,Bourbon,1.2864551761298695,% change,20011.0,722
Kansas,Brown,nan,% change,20013.0,723
Kansas,Butler,-2.4118541033434537,% change,20015.0,726
Kansas,Chase,nan,% change,20017.0,729
Kansas,Chautauqua,nan,% change,20019.0,730
Kansas,Cherokee,3.258665409101649,% change,20021.0,732
Kansas,Cheyenne,nan,% change,20023.0,736
Kansas,Clark,nan,% change,20025.0,738
Kansas,Clay,0.19976498237367163,% change,20027.0,739
Kansas,Cloud,1.383714741883981,% change,20029.0,740
Kansas,Coffey,0.3406554681076072,% change,20031.0,745
Kansas,Comanche,nan,% change,20033.0,748
Kansas,Cowley,-0.31987646150452664,% change,20035.0,752
Kansas,Crawford,-1.1755744572806905,% change,20037.0,756
Kansas,Decatur,nan,% change,20039.0,759
Kansas,Dickinson,nan,% change,20041.0,762
Kansas,Doniphan,1.5380704207448752,% change,20043.0,765
Kansas,Douglas,-4.7353317734316365,% change,20045.0,767
Kansas,Edwards,nan,% change,20047.0,770
Kansas,Elk,nan,% change,20049.0,773
Kansas,Ellis,nan,% change,20051.0,774
Kansas,Ellsworth,nan,% change,20053.0,776
Kansas,Finney,-4.00269179004037,% change,20055.0,778
Kansas,Ford,nan,% change,20057.0,784
Kansas,Franklin,-0.5410837133802163,% change,20059.0,786
Kansas,Geary,-26.345885267068947,% change,20061.0,788
Kansas,Gove,nan,% change,20063.0,790
Kansas,Graham,nan,% change,20065.0,791
Kansas,Grant,-0.9577320904099126,% change,20067.0,794
Kansas,Gray,nan,% change,20069.0,798
Kansas,Greeley,nan,% change,20071.0,801
Kansas,Greenwood,nan,% change,20073.0,803
Kansas,Hamilton,nan,% change,20075.0,805
Kansas,Harper,nan,% change,20077.0,807
Kansas,Harvey,-2.863296955772531,% change,20079.0,812
Kansas,Haskell,nan,% change,20081.0,815
Kansas,Hodgeman,nan,% change,20083.0,818
Kansas,Jackson,-0.529100529100523,% change,20085.0,819
Kansas,Jefferson,0.751044586661022,% change,20087.0,821
Kansas,Jewell,nan,% change,20089.0,822
Kansas,Johnson,-6.443495963997427,% change,20091.0,824
Kansas,Kearny,nan,% change,20093.0,826
Kansas,Kingman,2.3246902541831687,% change,20095.0,827
Kansas,Kiowa,nan,% change,20097.0,829
Kansas,Labette,3.3900702531944065,% change,20099.0,831
Kansas,Lane,nan,% change,20101.0,833
Kansas,Leavenworth,-5.073647649064123,% change,20103.0,836
Kansas,Lincoln,nan,% change,20105.0,838
Kansas,Linn,nan,% change,20107.0,840
Kansas,Logan,nan,% change,20109.0,842
Kansas,Lyon,7.381789994633596,% change,20111.0,844
Kansas,McPherson,-0.3509011003986027,% change,20113.0,846
Kansas,Marion,nan,% change,20115.0,848
Kansas,Marshall,nan,% change,20117.0,850
Kansas,Meade,nan,% change,20119.0,851
Kansas,Miami,-2.017167381974244,% change,20121.0,853
Kansas,Mitchell,nan,% change,20123.0,854
Kansas,Montgomery,3.0026980765325266,% change,20125.0,856
Kansas,Morris,nan,% change,20127.0,858
Kansas,Morton,nan,% change,20129.0,859
Kansas,Nemaha,nan,% change,20131.0,861
Kansas,Neosho,0.71077091306726,% change,20133.0,862
Kansas,Ness,nan,% change,20135.0,864
Kansas,Norton,nan,% change,20137.0,866
Kansas,Osage,1.8177321627303136,% change,20139.0,867
Kansas,Osborne,nan,% change,20141.0,869
Kansas,Ottawa,0.6267524327890379,% change,20143.0,870
Kansas,Pawnee,0.44934048412813565,% change,20145.0,872
Kansas,Phillips,nan,% change,20147.0,873
Kansas,Pottawatomie,-8.673652158337813,% change,20149.0,876
Kansas,Pratt,nan,% change,20151.0,878
Kansas,Rawlins,nan,% change,20153.0,880
Kansas,Reno,-0.8547141611657733,% change,20155.0,882
Kansas,Republic,5.758513931888541,% change,20157.0,884
Kansas,Rice,nan,% change,20159.0,886
Kansas,Riley,-11.751753063765658,% change,20161.0,888
Kansas,Rooks,nan,% change,20163.0,889
Kansas,Rush,nan,% change,20165.0,891
Kansas,Russell,nan,% change,20167.0,893
Kansas,Saline,-2.02843024921226,% change,20169.0,895
Kansas,Scott,nan,% change,20171.0,897
Kansas,Sedgwick,-5.095137127182063,% change,20173.0,898
Kansas,Seward,nan,% change,20175.0,900
Kansas,Shawnee,-2.7087720866315395,% change,20177.0,902
Kansas,Sheridan,nan,% change,20179.0,904
Kansas,Sherman,nan,% change,20181.0,907
Kansas,Smith,nan,% change,20183.0,909
Kansas,Stafford,nan,% change,20185.0,911
Kansas,Stanton,nan,% change,20187.0,913
Kansas,Stevens,nan,% change,20189.0,914
Kansas,Sumner,nan,% change,20191.0,916
Kansas,Thomas,-3.335011326453547,% change,20193.0,917
Kansas,Trego,nan,% change,20195.0,919
Kansas,Wabaunsee,-0.05712653527562621,% change,20197.0,920
Kansas,Wallace,nan,% change,20199.0,921
Kansas,Washington,2.635713038924757,% change,20201.0,922
Kansas,Wichita,nan,% change,20203.0,923
Kansas,Wilson,7.222709338009624,% change,20205.0,925
Kansas,Woodson,nan,% change,20207.0,926
Kansas,Wyandotte,-3.263895856325886,% change,20209.0,927
Kentucky,Adair,-1.0434503424657635,% change,21001.0,928
Kentucky,Allen,-3.4584980237154084,% change,21003.0,929
Kentucky,Anderson,-3.042755563763969,% change,21005.0,930
Kentucky,Ballard,-1.349072512647566,% change,21007.0,932
Kentucky,Barren,-2.812309424403055,% change,21009.0,933
Kentucky,Bath,-2.7718911587691837,% change,21011.0,934
Kentucky,Bell,2.273211621794409,% change,21013.0,936
Kentucky,Boone,-8.830548926014318,% change,21015.0,1002
Kentucky,Bourbon,-0.4753327329130498,% change,21017.0,1005
Kentucky,Boyd,-0.18681720342769673,% change,21019.0,1008
Kentucky,Boyle,-2.9918216639635653,% change,21021.0,1010
Kentucky,Bracken,-0.059010976041559506,% change,21023.0,1013
Kentucky,Breathitt,5.059763877685711,% change,21025.0,1017
Kentucky,Breckinridge,-1.3047159006025528,% change,21027.0,1020
Kentucky,Bullitt,-5.727945631272564,% change,21029.0,1024
Kentucky,Butler,-0.25017590493315317,% change,21031.0,1026
Kentucky,Caldwell,-0.3481086098862842,% change,21033.0,1031
Kentucky,Calloway,nan,% change,21035.0,1033
Kentucky,Campbell,-3.1542696703151822,% change,21037.0,1035
Kentucky,Carlisle,nan,% change,21039.0,1039
Kentucky,Carroll,-2.5119617224880484,% change,21041.0,1041
Kentucky,Carter,1.8979963570127676,% change,21043.0,1044
Kentucky,Casey,-1.0327236531044086,% change,21045.0,1048
Kentucky,Christian,-3.3363295088034595,% change,21047.0,1050
Kentucky,Clark,-1.5326527758355517,% change,21049.0,1053
Kentucky,Clay,3.700951938704436,% change,21051.0,1056
