State,County,Expenditures per capita fast food 2007 (PC_FFRSALES07),Units,FIPS,FID
Georgia,Paulding,749.6665527793294,Dollars,13223,908
Georgia,Peach,749.6665527793294,Dollars,13225,910
Georgia,Pickens,749.6665527793294,Dollars,13227,912
Georgia,Pierce,749.6665527793294,Dollars,13229,915
Georgia,Pike,749.6665527793294,Dollars,13231,7
Georgia,Polk,749.6665527793294,Dollars,13233,8
Georgia,Pulaski,749.6665527793294,Dollars,13235,11
Georgia,Putnam,749.6665527793294,Dollars,13237,13
Georgia,Quitman,749.6665527793294,Dollars,13239,16
Georgia,Rabun,749.6665527793294,Dollars,13241,18
Georgia,Randolph,749.6665527793294,Dollars,13243,23
Georgia,Richmond,749.6665527793294,Dollars,13245,24
Georgia,Rockdale,749.6665527793294,Dollars,13247,28
Georgia,Schley,749.6665527793294,Dollars,13249,31
Georgia,Screven,749.6665527793294,Dollars,13251,34
Georgia,Seminole,749.6665527793294,Dollars,13253,38
Georgia,Spalding,749.6665527793294,Dollars,13255,41
Georgia,Stephens,749.6665527793294,Dollars,13257,45
Georgia,Stewart,749.6665527793294,Dollars,13259,48
Georgia,Sumter,749.6665527793294,Dollars,13261,52
Georgia,Talbot,749.6665527793294,Dollars,13263,57
Georgia,Taliaferro,749.6665527793294,Dollars,13265,60
Georgia,Tattnall,749.6665527793294,Dollars,13267,63
Georgia,Taylor,749.6665527793294,Dollars,13269,69
Georgia,Telfair,749.6665527793294,Dollars,13271,75
Georgia,Terrell,749.6665527793294,Dollars,13273,78
Georgia,Thomas,749.6665527793294,Dollars,13275,83
Georgia,Tift,749.6665527793294,Dollars,13277,87
Georgia,Toombs,749.6665527793294,Dollars,13279,91
Georgia,Towns,749.6665527793294,Dollars,13281,95
Georgia,Treutlen,749.6665527793294,Dollars,13283,102
Georgia,Troup,749.6665527793294,Dollars,13285,105
Georgia,Turner,749.6665527793294,Dollars,13287,108
Georgia,Twiggs,749.6665527793294,Dollars,13289,116
Georgia,Union,749.6665527793294,Dollars,13291,120
Georgia,Upson,749.6665527793294,Dollars,13293,123
Georgia,Walker,749.6665527793294,Dollars,13295,126
Georgia,Walton,749.6665527793294,Dollars,13297,127
Georgia,Ware,749.6665527793294,Dollars,13299,132
Georgia,Warren,749.6665527793294,Dollars,13301,135
Georgia,Washington,749.6665527793294,Dollars,13303,143
Georgia,Wayne,749.6665527793294,Dollars,13305,147
Georgia,Webster,749.6665527793294,Dollars,13307,149
Georgia,Wheeler,749.6665527793294,Dollars,13309,154
Georgia,White,749.6665527793294,Dollars,13311,157
Georgia,Whitfield,749.6665527793294,Dollars,13313,159
Georgia,Wilcox,749.6665527793294,Dollars,13315,163
Georgia,Wilkes,749.6665527793294,Dollars,13317,167
Georgia,Wilkinson,749.6665527793294,Dollars,13319,169
Georgia,Worth,749.6665527793294,Dollars,13321,173
Hawaii,Hawaii,1036.4801074998122,Dollars,15001,198
Hawaii,Honolulu,1036.4801074998122,Dollars,15003,234
Hawaii,Kalawao,1036.4801074998122,Dollars,15005,247
Hawaii,Kauai,1036.4801074998122,Dollars,15007,261
Hawaii,Maui,1036.4801074998122,Dollars,15009,323
Idaho,Ada,570.671423150609,Dollars,16001,336
Idaho,Adams,570.671423150609,Dollars,16003,338
Idaho,Bannock,570.671423150609,Dollars,16005,343
Idaho,Bear Lake,570.671423150609,Dollars,16007,349
Idaho,Benewah,570.671423150609,Dollars,16009,354
Idaho,Bingham,570.671423150609,Dollars,16011,362
Idaho,Blaine,570.671423150609,Dollars,16013,371
Idaho,Boise,570.671423150609,Dollars,16015,380
Idaho,Bonner,570.671423150609,Dollars,16017,387
Idaho,Bonneville,570.671423150609,Dollars,16019,395
Idaho,Boundary,570.671423150609,Dollars,16021,405
Idaho,Butte,570.671423150609,Dollars,16023,414
Idaho,Camas,570.671423150609,Dollars,16025,429
Idaho,Canyon,570.671423150609,Dollars,16027,441
Idaho,Caribou,570.671423150609,Dollars,16029,449
Idaho,Cassia,570.671423150609,Dollars,16031,456
Idaho,Clark,570.671423150609,Dollars,16033,464
Idaho,Clearwater,570.671423150609,Dollars,16035,474
Idaho,Custer,570.671423150609,Dollars,16037,484
Idaho,Elmore,570.671423150609,Dollars,16039,490
Idaho,Franklin,570.671423150609,Dollars,16041,498
Idaho,Fremont,570.671423150609,Dollars,16043,502
Idaho,Gem,570.671423150609,Dollars,16045,510
Idaho,Gooding,570.671423150609,Dollars,16047,519
Idaho,Idaho,570.671423150609,Dollars,16049,528
Idaho,Jefferson,570.671423150609,Dollars,16051,540
Idaho,Jerome,570.671423150609,Dollars,16053,547
Idaho,Kootenai,570.671423150609,Dollars,16055,552
Idaho,Latah,570.671423150609,Dollars,16057,559
Idaho,Lemhi,570.671423150609,Dollars,16059,566
Idaho,Lewis,570.671423150609,Dollars,16061,574
Idaho,Lincoln,570.671423150609,Dollars,16063,578
Idaho,Madison,570.671423150609,Dollars,16065,581
Idaho,Minidoka,570.671423150609,Dollars,16067,585
Idaho,Nez Perce,570.671423150609,Dollars,16069,589
Idaho,Oneida,570.671423150609,Dollars,16071,593
Idaho,Owyhee,570.671423150609,Dollars,16073,601
Idaho,Payette,570.671423150609,Dollars,16075,606
Idaho,Power,570.671423150609,Dollars,16077,613
Idaho,Shoshone,570.671423150609,Dollars,16079,621
Idaho,Teton,570.671423150609,Dollars,16081,627
Idaho,Twin Falls,570.671423150609,Dollars,16083,634
Idaho,Valley,570.671423150609,Dollars,16085,643
Idaho,Washington,570.671423150609,Dollars,16087,649
Illinois,Adams,629.814434686419,Dollars,17001,650
Illinois,Alexander,629.814434686419,Dollars,17003,651
Illinois,Bond,629.814434686419,Dollars,17005,652
Illinois,Boone,629.814434686419,Dollars,17007,653
Illinois,Brown,629.814434686419,Dollars,17009,654
Illinois,Bureau,629.814434686419,Dollars,17011,2
Illinois,Calhoun,629.814434686419,Dollars,17013,4
Illinois,Carroll,629.814434686419,Dollars,17015,6
Illinois,Cass,629.814434686419,Dollars,17017,10
Illinois,Champaign,629.814434686419,Dollars,17019,12
Illinois,Christian,629.814434686419,Dollars,17021,14
Illinois,Clark,629.814434686419,Dollars,17023,19
Illinois,Clay,629.814434686419,Dollars,17025,22
Illinois,Clinton,629.814434686419,Dollars,17027,27
Illinois,Coles,629.814434686419,Dollars,17029,30
Illinois,Cook,629.814434686419,Dollars,17031,36
Illinois,Crawford,629.814434686419,Dollars,17033,40
Illinois,Cumberland,629.814434686419,Dollars,17035,44
Illinois,DeKalb,629.814434686419,Dollars,17037,49
Illinois,De Witt,629.814434686419,Dollars,17039,53
Illinois,Douglas,629.814434686419,Dollars,17041,55
Illinois,DuPage,629.814434686419,Dollars,17043,64
Illinois,Edgar,629.814434686419,Dollars,17045,66
Illinois,Edwards,629.814434686419,Dollars,17047,71
Illinois,Effingham,629.814434686419,Dollars,17049,76
Illinois,Fayette,629.814434686419,Dollars,17051,79
Illinois,Ford,629.814434686419,Dollars,17053,81
Illinois,Franklin,629.814434686419,Dollars,17055,85
Illinois,Fulton,629.814434686419,Dollars,17057,89
Illinois,Gallatin,629.814434686419,Dollars,17059,92
Illinois,Greene,629.814434686419,Dollars,17061,96
Illinois,Grundy,629.814434686419,Dollars,17063,99
Illinois,Hamilton,629.814434686419,Dollars,17065,106
Illinois,Hancock,629.814434686419,Dollars,17067,111
Illinois,Hardin,629.814434686419,Dollars,17069,113
Illinois,Henderson,629.814434686419,Dollars,17071,117
Illinois,Henry,629.814434686419,Dollars,17073,121
Illinois,Iroquois,629.814434686419,Dollars,17075,125
Illinois,Jackson,629.814434686419,Dollars,17077,129
Illinois,Jasper,629.814434686419,Dollars,17079,133
Illinois,Jefferson,629.814434686419,Dollars,17081,137
Illinois,Jersey,629.814434686419,Dollars,17083,142
Illinois,Jo Daviess,629.814434686419,Dollars,17085,145
Illinois,Johnson,629.814434686419,Dollars,17087,152
Illinois,Kane,629.814434686419,Dollars,17089,156
Illinois,Kankakee,629.814434686419,Dollars,17091,161
Illinois,Kendall,629.814434686419,Dollars,17093,165
Illinois,Knox,629.814434686419,Dollars,17095,166
Illinois,Lake,629.814434686419,Dollars,17097,170
Illinois,LaSalle,629.814434686419,Dollars,17099,175
Illinois,Lawrence,629.814434686419,Dollars,17101,177
Illinois,Lee,629.814434686419,Dollars,17103,180
Illinois,Livingston,629.814434686419,Dollars,17105,182
Illinois,Logan,629.814434686419,Dollars,17107,186
Illinois,McDonough,629.814434686419,Dollars,17109,189
Illinois,McHenry,629.814434686419,Dollars,17111,192
Illinois,McLean,629.814434686419,Dollars,17113,193
Illinois,Macon,629.814434686419,Dollars,17115,194
Illinois,Macoupin,629.814434686419,Dollars,17117,196
Illinois,Madison,629.814434686419,Dollars,17119,199
Illinois,Marion,629.814434686419,Dollars,17121,201
Illinois,Marshall,629.814434686419,Dollars,17123,202
Illinois,Mason,629.814434686419,Dollars,17125,206
Illinois,Massac,629.814434686419,Dollars,17127,208
Illinois,Menard,629.814434686419,Dollars,17129,212
Illinois,Mercer,629.814434686419,Dollars,17131,216
Illinois,Monroe,629.814434686419,Dollars,17133,219
Illinois,Montgomery,629.814434686419,Dollars,17135,223
Illinois,Morgan,629.814434686419,Dollars,17137,225
Illinois,Moultrie,629.814434686419,Dollars,17139,227
Illinois,Ogle,629.814434686419,Dollars,17141,229
Illinois,Peoria,629.814434686419,Dollars,17143,233
Illinois,Perry,629.814434686419,Dollars,17145,235
Illinois,Piatt,629.814434686419,Dollars,17147,238
Illinois,Pike,629.814434686419,Dollars,17149,241
Illinois,Pope,629.814434686419,Dollars,17151,245
Illinois,Pulaski,629.814434686419,Dollars,17153,248
Illinois,Putnam,629.814434686419,Dollars,17155,253
Illinois,Randolph,629.814434686419,Dollars,17157,255
Illinois,Richland,629.814434686419,Dollars,17159,259
Illinois,Rock Island,629.814434686419,Dollars,17161,265
Illinois,St. Clair,629.814434686419,Dollars,17163,269
Illinois,Saline,629.814434686419,Dollars,17165,271
Illinois,Sangamon,629.814434686419,Dollars,17167,274
Illinois,Schuyler,629.814434686419,Dollars,17169,278
Illinois,Scott,629.814434686419,Dollars,17171,280
Illinois,Shelby,629.814434686419,Dollars,17173,283
Illinois,Stark,629.814434686419,Dollars,17175,285
Illinois,Stephenson,629.814434686419,Dollars,17177,290
Illinois,Tazewell,629.814434686419,Dollars,17179,291
Illinois,Union,629.814434686419,Dollars,17181,293
Illinois,Vermilion,629.814434686419,Dollars,17183,296
Illinois,Wabash,629.814434686419,Dollars,17185,299
Illinois,Warren,629.814434686419,Dollars,17187,301
Illinois,Washington,629.814434686419,Dollars,17189,305
Illinois,Wayne,629.814434686419,Dollars,17191,310
Illinois,White,629.814434686419,Dollars,17193,312
Illinois,Whiteside,629.814434686419,Dollars,17195,314
Illinois,Will,629.814434686419,Dollars,17197,320
Illinois,Williamson,629.814434686419,Dollars,17199,324
Illinois,Winnebago,629.814434686419,Dollars,17201,325
Illinois,Woodford,629.814434686419,Dollars,17203,328
Indiana,Adams,652.9673208633851,Dollars,18001,330
Indiana,Allen,652.9673208633851,Dollars,18003,335
Indiana,Bartholomew,652.9673208633851,Dollars,18005,342
Indiana,Benton,652.9673208633851,Dollars,18007,179
Indiana,Blackford,652.9673208633851,Dollars,18009,183
Indiana,Boone,652.9673208633851,Dollars,18011,185
Indiana,Brown,652.9673208633851,Dollars,18013,188
Indiana,Carroll,652.9673208633851,Dollars,18015,195
Indiana,Cass,652.9673208633851,Dollars,18017,211
Indiana,Clark,652.9673208633851,Dollars,18019,215
Indiana,Clay,652.9673208633851,Dollars,18021,221
Indiana,Clinton,652.9673208633851,Dollars,18023,226
Indiana,Crawford,652.9673208633851,Dollars,18025,232
Indiana,Daviess,652.9673208633851,Dollars,18027,239
Indiana,Dearborn,652.9673208633851,Dollars,18029,242
Indiana,Decatur,652.9673208633851,Dollars,18031,246
Indiana,DeKalb,652.9673208633851,Dollars,18033,249
Indiana,Delaware,652.9673208633851,Dollars,18035,252
Indiana,Dubois,652.9673208633851,Dollars,18037,254
Indiana,Elkhart,652.9673208633851,Dollars,18039,260
Indiana,Fayette,652.9673208633851,Dollars,18041,263
Indiana,Floyd,652.9673208633851,Dollars,18043,267
Indiana,Fountain,652.9673208633851,Dollars,18045,270
Indiana,Franklin,652.9673208633851,Dollars,18047,272
Indiana,Fulton,652.9673208633851,Dollars,18049,276
Indiana,Gibson,652.9673208633851,Dollars,18051,286
Indiana,Grant,652.9673208633851,Dollars,18053,297
Indiana,Greene,652.9673208633851,Dollars,18055,309
Indiana,Hamilton,652.9673208633851,Dollars,18057,321
Indiana,Hancock,652.9673208633851,Dollars,18059,329
Indiana,Harrison,652.9673208633851,Dollars,18061,334
Indiana,Hendricks,652.9673208633851,Dollars,18063,341
Indiana,Henry,652.9673208633851,Dollars,18065,344
Indiana,Howard,652.9673208633851,Dollars,18067,348
Indiana,Huntington,652.9673208633851,Dollars,18069,352
Indiana,Jackson,652.9673208633851,Dollars,18071,355
Indiana,Jasper,652.9673208633851,Dollars,18073,356
Indiana,Jay,652.9673208633851,Dollars,18075,358
Indiana,Jefferson,652.9673208633851,Dollars,18077,363
Indiana,Jennings,652.9673208633851,Dollars,18079,367
Indiana,Johnson,652.9673208633851,Dollars,18081,370
Indiana,Knox,652.9673208633851,Dollars,18083,376
Indiana,Kosciusko,652.9673208633851,Dollars,18085,384
Indiana,LaGrange,652.9673208633851,Dollars,18087,386
Indiana,Lake,652.9673208633851,Dollars,18089,389
Indiana,LaPorte,652.9673208633851,Dollars,18091,392
Indiana,Lawrence,652.9673208633851,Dollars,18093,396
Indiana,Madison,652.9673208633851,Dollars,18095,401
Indiana,Marion,652.9673208633851,Dollars,18097,409
Indiana,Marshall,652.9673208633851,Dollars,18099,412
Indiana,Martin,652.9673208633851,Dollars,18101,418
Indiana,Miami,652.9673208633851,Dollars,18103,420
Indiana,Monroe,652.9673208633851,Dollars,18105,422
Indiana,Montgomery,652.9673208633851,Dollars,18107,425
Indiana,Morgan,652.9673208633851,Dollars,18109,430
Indiana,Newton,652.9673208633851,Dollars,18111,433
Indiana,Noble,652.9673208633851,Dollars,18113,436
Indiana,Ohio,652.9673208633851,Dollars,18115,440
Indiana,Orange,652.9673208633851,Dollars,18117,444
Indiana,Owen,652.9673208633851,Dollars,18119,448
Indiana,Parke,652.9673208633851,Dollars,18121,452
Indiana,Perry,652.9673208633851,Dollars,18123,459
Indiana,Pike,652.9673208633851,Dollars,18125,465
Indiana,Porter,652.9673208633851,Dollars,18127,468
Indiana,Posey,652.9673208633851,Dollars,18129,471
Indiana,Pulaski,652.9673208633851,Dollars,18131,477
Indiana,Putnam,652.9673208633851,Dollars,18133,480
Indiana,Randolph,652.9673208633851,Dollars,18135,485
Indiana,Ripley,652.9673208633851,Dollars,18137,488
Indiana,Rush,652.9673208633851,Dollars,18139,493
Indiana,St. Joseph,652.9673208633851,Dollars,18141,496
Indiana,Scott,652.9673208633851,Dollars,18143,504
Indiana,Shelby,652.9673208633851,Dollars,18145,506
Indiana,Spencer,652.9673208633851,Dollars,18147,509
Indiana,Starke,652.9673208633851,Dollars,18149,512
Indiana,Steuben,652.9673208633851,Dollars,18151,515
Indiana,Sullivan,652.9673208633851,Dollars,18153,518
Indiana,Switzerland,652.9673208633851,Dollars,18155,526
Indiana,Tippecanoe,652.9673208633851,Dollars,18157,530
Indiana,Tipton,652.9673208633851,Dollars,18159,534
Indiana,Union,652.9673208633851,Dollars,18161,538
Indiana,Vanderburgh,652.9673208633851,Dollars,18163,543
Indiana,Vermillion,652.9673208633851,Dollars,18165,548
Indiana,Vigo,652.9673208633851,Dollars,18167,553
Indiana,Wabash,652.9673208633851,Dollars,18169,555
Indiana,Warren,652.9673208633851,Dollars,18171,567
Indiana,Warrick,652.9673208633851,Dollars,18173,575
Indiana,Washington,652.9673208633851,Dollars,18175,584
Indiana,Wayne,652.9673208633851,Dollars,18177,586
Indiana,Wells,652.9673208633851,Dollars,18179,590
Indiana,White,652.9673208633851,Dollars,18181,594
Indiana,Whitley,652.9673208633851,Dollars,18183,597
Iowa,Adair,489.04461706906,Dollars,19001,598
Iowa,Adams,489.04461706906,Dollars,19003,602
Iowa,Allamakee,489.04461706906,Dollars,19005,608
Iowa,Appanoose,489.04461706906,Dollars,19007,611
Iowa,Audubon,489.04461706906,Dollars,19009,615
Iowa,Benton,489.04461706906,Dollars,19011,619
Iowa,Black Hawk,489.04461706906,Dollars,19013,623
Iowa,Boone,489.04461706906,Dollars,19015,625
Iowa,Bremer,489.04461706906,Dollars,19017,631
Iowa,Buchanan,489.04461706906,Dollars,19019,632
Iowa,Buena Vista,489.04461706906,Dollars,19021,633
Iowa,Butler,489.04461706906,Dollars,19023,361
Iowa,Calhoun,489.04461706906,Dollars,19025,365
Iowa,Carroll,489.04461706906,Dollars,19027,369
Iowa,Cass,489.04461706906,Dollars,19029,374
Iowa,Cedar,489.04461706906,Dollars,19031,379
Iowa,Cerro Gordo,489.04461706906,Dollars,19033,383
Iowa,Cherokee,489.04461706906,Dollars,19035,388
Iowa,Chickasaw,489.04461706906,Dollars,19037,393
Iowa,Clarke,489.04461706906,Dollars,19039,397
Iowa,Clay,489.04461706906,Dollars,19041,398
Iowa,Clayton,489.04461706906,Dollars,19043,402
Iowa,Clinton,489.04461706906,Dollars,19045,404
Iowa,Crawford,489.04461706906,Dollars,19047,408
Iowa,Dallas,489.04461706906,Dollars,19049,413
Iowa,Davis,489.04461706906,Dollars,19051,416
Iowa,Decatur,489.04461706906,Dollars,19053,419
Iowa,Delaware,489.04461706906,Dollars,19055,421
Iowa,Des Moines,489.04461706906,Dollars,19057,424
Iowa,Dickinson,489.04461706906,Dollars,19059,427
Iowa,Dubuque,489.04461706906,Dollars,19061,434
Iowa,Emmet,489.04461706906,Dollars,19063,437
Iowa,Fayette,489.04461706906,Dollars,19065,442
Iowa,Floyd,489.04461706906,Dollars,19067,447
Iowa,Franklin,489.04461706906,Dollars,19069,451
Iowa,Fremont,489.04461706906,Dollars,19071,455
Iowa,Greene,489.04461706906,Dollars,19073,458
Iowa,Grundy,489.04461706906,Dollars,19075,460
Iowa,Guthrie,489.04461706906,Dollars,19077,467
Iowa,Hamilton,489.04461706906,Dollars,19079,469
Iowa,Hancock,489.04461706906,Dollars,19081,470
Iowa,Hardin,489.04461706906,Dollars,19083,475
Iowa,Harrison,489.04461706906,Dollars,19085,478
Iowa,Henry,489.04461706906,Dollars,19087,479
Iowa,Howard,489.04461706906,Dollars,19089,481
Iowa,Humboldt,489.04461706906,Dollars,19091,487
Iowa,Ida,489.04461706906,Dollars,19093,491
Iowa,Iowa,489.04461706906,Dollars,19095,495
Iowa,Jackson,489.04461706906,Dollars,19097,499
Iowa,Jasper,489.04461706906,Dollars,19099,505
Iowa,Jefferson,489.04461706906,Dollars,19101,507
Iowa,Johnson,489.04461706906,Dollars,19103,508
Iowa,Jones,489.04461706906,Dollars,19105,516
Iowa,Keokuk,489.04461706906,Dollars,19107,520
Iowa,Kossuth,489.04461706906,Dollars,19109,523
Iowa,Lee,489.04461706906,Dollars,19111,531
Iowa,Linn,489.04461706906,Dollars,19113,535
Iowa,Louisa,489.04461706906,Dollars,19115,539
Iowa,Lucas,489.04461706906,Dollars,19117,542
Iowa,Lyon,489.04461706906,Dollars,19119,546
Iowa,Madison,489.04461706906,Dollars,19121,550
Iowa,Mahaska,489.04461706906,Dollars,19123,554
Iowa,Marion,489.04461706906,Dollars,19125,561
Iowa,Marshall,489.04461706906,Dollars,19127,568
Iowa,Mills,489.04461706906,Dollars,19129,569
Iowa,Mitchell,489.04461706906,Dollars,19131,572
Iowa,Monona,489.04461706906,Dollars,19133,576
Iowa,Monroe,489.04461706906,Dollars,19135,580
Iowa,Montgomery,489.04461706906,Dollars,19137,595
Iowa,Muscatine,489.04461706906,Dollars,19139,600
Iowa,O'Brien,489.04461706906,Dollars,19141,604
Iowa,Osceola,489.04461706906,Dollars,19143,607
Iowa,Page,489.04461706906,Dollars,19145,612
Iowa,Palo Alto,489.04461706906,Dollars,19147,618
Iowa,Plymouth,489.04461706906,Dollars,19149,622
Iowa,Pocahontas,489.04461706906,Dollars,19151,624
Iowa,Polk,489.04461706906,Dollars,19153,629
Iowa,Pottawattamie,489.04461706906,Dollars,19155,637
Iowa,Poweshiek,489.04461706906,Dollars,19157,640
Iowa,Ringgold,489.04461706906,Dollars,19159,642
Iowa,Sac,489.04461706906,Dollars,19161,647
Iowa,Scott,489.04461706906,Dollars,19163,657
Iowa,Shelby,489.04461706906,Dollars,19165,660
Iowa,Sioux,489.04461706906,Dollars,19167,663
Iowa,Story,489.04461706906,Dollars,19169,668
Iowa,Tama,489.04461706906,Dollars,19171,671
Iowa,Taylor,489.04461706906,Dollars,19173,674
Iowa,Union,489.04461706906,Dollars,19175,675
Iowa,Van Buren,489.04461706906,Dollars,19177,678
Iowa,Wapello,489.04461706906,Dollars,19179,681
Iowa,Warren,489.04461706906,Dollars,19181,685
Iowa,Washington,489.04461706906,Dollars,19183,687
Iowa,Wayne,489.04461706906,Dollars,19185,691
Iowa,Webster,489.04461706906,Dollars,19187,694
Iowa,Winnebago,489.04461706906,Dollars,19189,696
Iowa,Winneshiek,489.04461706906,Dollars,19191,698
Iowa,Woodbury,489.04461706906,Dollars,19193,702
Iowa,Worth,489.04461706906,Dollars,19195,703
Iowa,Wright,489.04461706906,Dollars,19197,705
Kansas,Allen,610.8893780654645,Dollars,20001,709
Kansas,Anderson,610.8893780654645,Dollars,20003,712
Kansas,Atchison,610.8893780654645,Dollars,20005,715
Kansas,Barber,610.8893780654645,Dollars,20007,717
Kansas,Barton,610.8893780654645,Dollars,20009,719
Kansas,Bourbon,610.8893780654645,Dollars,20011,722
Kansas,Brown,610.8893780654645,Dollars,20013,723
Kansas,Butler,610.8893780654645,Dollars,20015,726
Kansas,Chase,610.8893780654645,Dollars,20017,729
Kansas,Chautauqua,610.8893780654645,Dollars,20019,730
Kansas,Cherokee,610.8893780654645,Dollars,20021,732
Kansas,Cheyenne,610.8893780654645,Dollars,20023,736
Kansas,Clark,610.8893780654645,Dollars,20025,738
Kansas,Clay,610.8893780654645,Dollars,20027,739
Kansas,Cloud,610.8893780654645,Dollars,20029,740
Kansas,Coffey,610.8893780654645,Dollars,20031,745
Kansas,Comanche,610.8893780654645,Dollars,20033,748
Kansas,Cowley,610.8893780654645,Dollars,20035,752
Kansas,Crawford,610.8893780654645,Dollars,20037,756
Kansas,Decatur,610.8893780654645,Dollars,20039,759
Kansas,Dickinson,610.8893780654645,Dollars,20041,762
Kansas,Doniphan,610.8893780654645,Dollars,20043,765
Kansas,Douglas,610.8893780654645,Dollars,20045,767
Kansas,Edwards,610.8893780654645,Dollars,20047,770
Kansas,Elk,610.8893780654645,Dollars,20049,773
Kansas,Ellis,610.8893780654645,Dollars,20051,774
Kansas,Ellsworth,610.8893780654645,Dollars,20053,776
Kansas,Finney,610.8893780654645,Dollars,20055,778
Kansas,Ford,610.8893780654645,Dollars,20057,784
Kansas,Franklin,610.8893780654645,Dollars,20059,786
Kansas,Geary,610.8893780654645,Dollars,20061,788
Kansas,Gove,610.8893780654645,Dollars,20063,790
Kansas,Graham,610.8893780654645,Dollars,20065,791
Kansas,Grant,610.8893780654645,Dollars,20067,794
Kansas,Gray,610.8893780654645,Dollars,20069,798
Kansas,Greeley,610.8893780654645,Dollars,20071,801
Kansas,Greenwood,610.8893780654645,Dollars,20073,803
Kansas,Hamilton,610.8893780654645,Dollars,20075,805
Kansas,Harper,610.8893780654645,Dollars,20077,807
Kansas,Harvey,610.8893780654645,Dollars,20079,812
Kansas,Haskell,610.8893780654645,Dollars,20081,815
Kansas,Hodgeman,610.8893780654645,Dollars,20083,818
Kansas,Jackson,610.8893780654645,Dollars,20085,819
Kansas,Jefferson,610.8893780654645,Dollars,20087,821
Kansas,Jewell,610.8893780654645,Dollars,20089,822
Kansas,Johnson,610.8893780654645,Dollars,20091,824
Kansas,Kearny,610.8893780654645,Dollars,20093,826
Kansas,Kingman,610.8893780654645,Dollars,20095,827
Kansas,Kiowa,610.8893780654645,Dollars,20097,829
Kansas,Labette,610.8893780654645,Dollars,20099,831
Kansas,Lane,610.8893780654645,Dollars,20101,833
Kansas,Leavenworth,610.8893780654645,Dollars,20103,836
Kansas,Lincoln,610.8893780654645,Dollars,20105,838
Kansas,Linn,610.8893780654645,Dollars,20107,840
Kansas,Logan,610.8893780654645,Dollars,20109,842
Kansas,Lyon,610.8893780654645,Dollars,20111,844
Kansas,McPherson,610.8893780654645,Dollars,20113,846
Kansas,Marion,610.8893780654645,Dollars,20115,848
Kansas,Marshall,610.8893780654645,Dollars,20117,850
Kansas,Meade,610.8893780654645,Dollars,20119,851
Kansas,Miami,610.8893780654645,Dollars,20121,853
Kansas,Mitchell,610.8893780654645,Dollars,20123,854
Kansas,Montgomery,610.8893780654645,Dollars,20125,856
Kansas,Morris,610.8893780654645,Dollars,20127,858
Kansas,Morton,610.8893780654645,Dollars,20129,859
Kansas,Nemaha,610.8893780654645,Dollars,20131,861
Kansas,Neosho,610.8893780654645,Dollars,20133,862
Kansas,Ness,610.8893780654645,Dollars,20135,864
Kansas,Norton,610.8893780654645,Dollars,20137,866
Kansas,Osage,610.8893780654645,Dollars,20139,867
Kansas,Osborne,610.8893780654645,Dollars,20141,869
Kansas,Ottawa,610.8893780654645,Dollars,20143,870
Kansas,Pawnee,610.8893780654645,Dollars,20145,872
Kansas,Phillips,610.8893780654645,Dollars,20147,873
Kansas,Pottawatomie,610.8893780654645,Dollars,20149,876
Kansas,Pratt,610.8893780654645,Dollars,20151,878
Kansas,Rawlins,610.8893780654645,Dollars,20153,880
Kansas,Reno,610.8893780654645,Dollars,20155,882
Kansas,Republic,610.8893780654645,Dollars,20157,884
Kansas,Rice,610.8893780654645,Dollars,20159,886
Kansas,Riley,610.8893780654645,Dollars,20161,888
Kansas,Rooks,610.8893780654645,Dollars,20163,889
Kansas,Rush,610.8893780654645,Dollars,20165,891
Kansas,Russell,610.8893780654645,Dollars,20167,893
Kansas,Saline,610.8893780654645,Dollars,20169,895
Kansas,Scott,610.8893780654645,Dollars,20171,897
Kansas,Sedgwick,610.8893780654645,Dollars,20173,898
Kansas,Seward,610.8893780654645,Dollars,20175,900
Kansas,Shawnee,610.8893780654645,Dollars,20177,902
Kansas,Sheridan,610.8893780654645,Dollars,20179,904
Kansas,Sherman,610.8893780654645,Dollars,20181,907
Kansas,Smith,610.8893780654645,Dollars,20183,909
Kansas,Stafford,610.8893780654645,Dollars,20185,911
Kansas,Stanton,610.8893780654645,Dollars,20187,913
Kansas,Stevens,610.8893780654645,Dollars,20189,914
Kansas,Sumner,610.8893780654645,Dollars,20191,916
Kansas,Thomas,610.8893780654645,Dollars,20193,917
Kansas,Trego,610.8893780654645,Dollars,20195,919
Kansas,Wabaunsee,610.8893780654645,Dollars,20197,920
Kansas,Wallace,610.8893780654645,Dollars,20199,921
Kansas,Washington,610.8893780654645,Dollars,20201,922
Kansas,Wichita,610.8893780654645,Dollars,20203,923
Kansas,Wilson,610.8893780654645,Dollars,20205,925
Kansas,Woodson,610.8893780654645,Dollars,20207,926
Kansas,Wyandotte,610.8893780654645,Dollars,20209,927
Kentucky,Adair,666.2345126601743,Dollars,21001,928
Kentucky,Allen,666.2345126601743,Dollars,21003,929
Kentucky,Anderson,666.2345126601743,Dollars,21005,930
Kentucky,Ballard,666.2345126601743,Dollars,21007,932
Kentucky,Barren,666.2345126601743,Dollars,21009,933
Kentucky,Bath,666.2345126601743,Dollars,21011,934
Kentucky,Bell,666.2345126601743,Dollars,21013,936
Kentucky,Boone,666.2345126601743,Dollars,21015,1002
Kentucky,Bourbon,666.2345126601743,Dollars,21017,1005
Kentucky,Boyd,666.2345126601743,Dollars,21019,1008
