State,County,Farmers' markets 2013 (FMRKT13),Units,FIPS,FID
Idaho,Lewis,1.0,Count,16061.0,574
Idaho,Lincoln,1.0,Count,16063.0,578
Idaho,Madison,1.0,Count,16065.0,581
Idaho,Minidoka,1.0,Count,16067.0,585
Idaho,Nez Perce,1.0,Count,16069.0,589
Idaho,Oneida,0.0,Count,16071.0,593
Idaho,Owyhee,1.0,Count,16073.0,601
Idaho,Payette,0.0,Count,16075.0,606
Idaho,Power,0.0,Count,16077.0,613
Idaho,Shoshone,0.0,Count,16079.0,621
Idaho,Teton,2.0,Count,16081.0,627
Idaho,Twin Falls,5.0,Count,16083.0,634
Idaho,Valley,2.0,Count,16085.0,643
Idaho,Washington,1.0,Count,16087.0,649
Illinois,Adams,3.0,Count,17001.0,650
Illinois,Alexander,0.0,Count,17003.0,651
Illinois,Bond,0.0,Count,17005.0,652
Illinois,Boone,3.0,Count,17007.0,653
Illinois,Brown,1.0,Count,17009.0,654
Illinois,Bureau,1.0,Count,17011.0,2
Illinois,Calhoun,0.0,Count,17013.0,4
Illinois,Carroll,2.0,Count,17015.0,6
Illinois,Cass,0.0,Count,17017.0,10
Illinois,Champaign,5.0,Count,17019.0,12
Illinois,Christian,2.0,Count,17021.0,14
Illinois,Clark,0.0,Count,17023.0,19
Illinois,Clay,1.0,Count,17025.0,22
Illinois,Clinton,1.0,Count,17027.0,27
Illinois,Coles,2.0,Count,17029.0,30
Illinois,Cook,131.0,Count,17031.0,36
Illinois,Crawford,1.0,Count,17033.0,40
Illinois,Cumberland,0.0,Count,17035.0,44
Illinois,DeKalb,3.0,Count,17037.0,49
Illinois,De Witt,1.0,Count,17039.0,53
Illinois,Douglas,1.0,Count,17041.0,55
Illinois,DuPage,15.0,Count,17043.0,64
Illinois,Edgar,1.0,Count,17045.0,66
Illinois,Edwards,1.0,Count,17047.0,71
Illinois,Effingham,0.0,Count,17049.0,76
Illinois,Fayette,0.0,Count,17051.0,79
Illinois,Ford,2.0,Count,17053.0,81
Illinois,Franklin,5.0,Count,17055.0,85
Illinois,Fulton,2.0,Count,17057.0,89
Illinois,Gallatin,0.0,Count,17059.0,92
Illinois,Greene,1.0,Count,17061.0,96
Illinois,Grundy,1.0,Count,17063.0,99
Illinois,Hamilton,0.0,Count,17065.0,106
Illinois,Hancock,1.0,Count,17067.0,111
Illinois,Hardin,0.0,Count,17069.0,113
Illinois,Henderson,0.0,Count,17071.0,117
Illinois,Henry,0.0,Count,17073.0,121
Illinois,Iroquois,1.0,Count,17075.0,125
Illinois,Jackson,5.0,Count,17077.0,129
Illinois,Jasper,0.0,Count,17079.0,133
Illinois,Jefferson,0.0,Count,17081.0,137
Illinois,Jersey,1.0,Count,17083.0,142
Illinois,Jo Daviess,7.0,Count,17085.0,145
Illinois,Johnson,0.0,Count,17087.0,152
Illinois,Kane,12.0,Count,17089.0,156
Illinois,Kankakee,4.0,Count,17091.0,161
Illinois,Kendall,0.0,Count,17093.0,165
Illinois,Knox,2.0,Count,17095.0,166
Illinois,Lake,15.0,Count,17097.0,170
Illinois,LaSalle,8.0,Count,17099.0,175
Illinois,Lawrence,1.0,Count,17101.0,177
Illinois,Lee,1.0,Count,17103.0,180
Illinois,Livingston,2.0,Count,17105.0,182
Illinois,Logan,2.0,Count,17107.0,186
Illinois,McDonough,1.0,Count,17109.0,189
Illinois,McHenry,9.0,Count,17111.0,192
Illinois,McLean,4.0,Count,17113.0,193
Illinois,Macon,2.0,Count,17115.0,194
Illinois,Macoupin,0.0,Count,17117.0,196
Illinois,Madison,3.0,Count,17119.0,199
Illinois,Marion,1.0,Count,17121.0,201
Illinois,Marshall,0.0,Count,17123.0,202
Illinois,Mason,0.0,Count,17125.0,206
Illinois,Massac,0.0,Count,17127.0,208
Illinois,Menard,2.0,Count,17129.0,212
Illinois,Mercer,0.0,Count,17131.0,216
Illinois,Monroe,2.0,Count,17133.0,219
Illinois,Montgomery,3.0,Count,17135.0,223
Illinois,Morgan,2.0,Count,17137.0,225
Illinois,Moultrie,0.0,Count,17139.0,227
Illinois,Ogle,4.0,Count,17141.0,229
Illinois,Peoria,3.0,Count,17143.0,233
Illinois,Perry,2.0,Count,17145.0,235
Illinois,Piatt,1.0,Count,17147.0,238
Illinois,Pike,0.0,Count,17149.0,241
Illinois,Pope,1.0,Count,17151.0,245
Illinois,Pulaski,0.0,Count,17153.0,248
Illinois,Putnam,0.0,Count,17155.0,253
Illinois,Randolph,1.0,Count,17157.0,255
Illinois,Richland,2.0,Count,17159.0,259
Illinois,Rock Island,2.0,Count,17161.0,265
Illinois,St. Clair,3.0,Count,17163.0,269
Illinois,Saline,0.0,Count,17165.0,271
Illinois,Sangamon,2.0,Count,17167.0,274
Illinois,Schuyler,1.0,Count,17169.0,278
Illinois,Scott,0.0,Count,17171.0,280
Illinois,Shelby,0.0,Count,17173.0,283
Illinois,Stark,0.0,Count,17175.0,285
Illinois,Stephenson,2.0,Count,17177.0,290
Illinois,Tazewell,4.0,Count,17179.0,291
Illinois,Union,2.0,Count,17181.0,293
Illinois,Vermilion,1.0,Count,17183.0,296
Illinois,Wabash,0.0,Count,17185.0,299
Illinois,Warren,1.0,Count,17187.0,301
Illinois,Washington,1.0,Count,17189.0,305
Illinois,Wayne,1.0,Count,17191.0,310
Illinois,White,0.0,Count,17193.0,312
Illinois,Whiteside,4.0,Count,17195.0,314
Illinois,Will,10.0,Count,17197.0,320
Illinois,Williamson,3.0,Count,17199.0,324
Illinois,Winnebago,8.0,Count,17201.0,325
Illinois,Woodford,2.0,Count,17203.0,328
Indiana,Adams,1.0,Count,18001.0,330
Indiana,Allen,13.0,Count,18003.0,335
Indiana,Bartholomew,3.0,Count,18005.0,342
Indiana,Benton,0.0,Count,18007.0,179
Indiana,Blackford,0.0,Count,18009.0,183
Indiana,Boone,1.0,Count,18011.0,185
Indiana,Brown,0.0,Count,18013.0,188
Indiana,Carroll,0.0,Count,18015.0,195
Indiana,Cass,1.0,Count,18017.0,211
Indiana,Clark,2.0,Count,18019.0,215
Indiana,Clay,0.0,Count,18021.0,221
Indiana,Clinton,1.0,Count,18023.0,226
Indiana,Crawford,2.0,Count,18025.0,232
Indiana,Daviess,0.0,Count,18027.0,239
Indiana,Dearborn,2.0,Count,18029.0,242
Indiana,Decatur,2.0,Count,18031.0,246
Indiana,DeKalb,1.0,Count,18033.0,249
Indiana,Delaware,1.0,Count,18035.0,252
Indiana,Dubois,1.0,Count,18037.0,254
Indiana,Elkhart,5.0,Count,18039.0,260
Indiana,Fayette,1.0,Count,18041.0,263
Indiana,Floyd,3.0,Count,18043.0,267
Indiana,Fountain,0.0,Count,18045.0,270
Indiana,Franklin,1.0,Count,18047.0,272
Indiana,Fulton,1.0,Count,18049.0,276
Indiana,Gibson,1.0,Count,18051.0,286
Indiana,Grant,4.0,Count,18053.0,297
Indiana,Greene,1.0,Count,18055.0,309
Indiana,Hamilton,7.0,Count,18057.0,321
Indiana,Hancock,3.0,Count,18059.0,329
Indiana,Harrison,1.0,Count,18061.0,334
Indiana,Hendricks,4.0,Count,18063.0,341
Indiana,Henry,2.0,Count,18065.0,344
Indiana,Howard,1.0,Count,18067.0,348
Indiana,Huntington,1.0,Count,18069.0,352
Indiana,Jackson,2.0,Count,18071.0,355
Indiana,Jasper,2.0,Count,18073.0,356
Indiana,Jay,2.0,Count,18075.0,358
Indiana,Jefferson,2.0,Count,18077.0,363
Indiana,Jennings,1.0,Count,18079.0,367
Indiana,Johnson,0.0,Count,18081.0,370
Indiana,Knox,2.0,Count,18083.0,376
Indiana,Kosciusko,3.0,Count,18085.0,384
Indiana,LaGrange,3.0,Count,18087.0,386
Indiana,Lake,6.0,Count,18089.0,389
Indiana,LaPorte,5.0,Count,18091.0,392
Indiana,Lawrence,2.0,Count,18093.0,396
Indiana,Madison,4.0,Count,18095.0,401
Indiana,Marion,13.0,Count,18097.0,409
Indiana,Marshall,2.0,Count,18099.0,412
Indiana,Martin,0.0,Count,18101.0,418
Indiana,Miami,0.0,Count,18103.0,420
Indiana,Monroe,4.0,Count,18105.0,422
Indiana,Montgomery,1.0,Count,18107.0,425
Indiana,Morgan,2.0,Count,18109.0,430
Indiana,Newton,0.0,Count,18111.0,433
Indiana,Noble,3.0,Count,18113.0,436
Indiana,Ohio,1.0,Count,18115.0,440
Indiana,Orange,3.0,Count,18117.0,444
Indiana,Owen,2.0,Count,18119.0,448
Indiana,Parke,2.0,Count,18121.0,452
Indiana,Perry,2.0,Count,18123.0,459
Indiana,Pike,1.0,Count,18125.0,465
Indiana,Porter,3.0,Count,18127.0,468
Indiana,Posey,2.0,Count,18129.0,471
Indiana,Pulaski,0.0,Count,18131.0,477
Indiana,Putnam,3.0,Count,18133.0,480
Indiana,Randolph,0.0,Count,18135.0,485
Indiana,Ripley,2.0,Count,18137.0,488
Indiana,Rush,1.0,Count,18139.0,493
Indiana,St. Joseph,4.0,Count,18141.0,496
Indiana,Scott,1.0,Count,18143.0,504
Indiana,Shelby,1.0,Count,18145.0,506
Indiana,Spencer,0.0,Count,18147.0,509
Indiana,Starke,1.0,Count,18149.0,512
Indiana,Steuben,2.0,Count,18151.0,515
Indiana,Sullivan,0.0,Count,18153.0,518
Indiana,Switzerland,0.0,Count,18155.0,526
Indiana,Tippecanoe,3.0,Count,18157.0,530
Indiana,Tipton,1.0,Count,18159.0,534
Indiana,Union,0.0,Count,18161.0,538
Indiana,Vanderburgh,2.0,Count,18163.0,543
Indiana,Vermillion,0.0,Count,18165.0,548
Indiana,Vigo,2.0,Count,18167.0,553
Indiana,Wabash,2.0,Count,18169.0,555
Indiana,Warren,0.0,Count,18171.0,567
Indiana,Warrick,1.0,Count,18173.0,575
Indiana,Washington,1.0,Count,18175.0,584
Indiana,Wayne,2.0,Count,18177.0,586
Indiana,Wells,1.0,Count,18179.0,590
Indiana,White,0.0,Count,18181.0,594
Indiana,Whitley,0.0,Count,18183.0,597
Iowa,Adair,2.0,Count,19001.0,598
Iowa,Adams,1.0,Count,19003.0,602
Iowa,Allamakee,2.0,Count,19005.0,608
Iowa,Appanoose,1.0,Count,19007.0,611
Iowa,Audubon,1.0,Count,19009.0,615
Iowa,Benton,5.0,Count,19011.0,619
Iowa,Black Hawk,7.0,Count,19013.0,623
Iowa,Boone,1.0,Count,19015.0,625
Iowa,Bremer,3.0,Count,19017.0,631
Iowa,Buchanan,2.0,Count,19019.0,632
Iowa,Buena Vista,1.0,Count,19021.0,633
Iowa,Butler,0.0,Count,19023.0,361
Iowa,Calhoun,2.0,Count,19025.0,365
Iowa,Carroll,2.0,Count,19027.0,369
Iowa,Cass,3.0,Count,19029.0,374
Iowa,Cedar,3.0,Count,19031.0,379
Iowa,Cerro Gordo,4.0,Count,19033.0,383
Iowa,Cherokee,0.0,Count,19035.0,388
Iowa,Chickasaw,1.0,Count,19037.0,393
Iowa,Clarke,1.0,Count,19039.0,397
Iowa,Clay,2.0,Count,19041.0,398
Iowa,Clayton,6.0,Count,19043.0,402
Iowa,Clinton,3.0,Count,19045.0,404
Iowa,Crawford,2.0,Count,19047.0,408
Iowa,Dallas,4.0,Count,19049.0,413
Iowa,Davis,2.0,Count,19051.0,416
Iowa,Decatur,1.0,Count,19053.0,419
Iowa,Delaware,2.0,Count,19055.0,421
Iowa,Des Moines,3.0,Count,19057.0,424
Iowa,Dickinson,1.0,Count,19059.0,427
Iowa,Dubuque,5.0,Count,19061.0,434
Iowa,Emmet,1.0,Count,19063.0,437
Iowa,Fayette,3.0,Count,19065.0,442
Iowa,Floyd,3.0,Count,19067.0,447
Iowa,Franklin,1.0,Count,19069.0,451
Iowa,Fremont,1.0,Count,19071.0,455
Iowa,Greene,1.0,Count,19073.0,458
Iowa,Grundy,1.0,Count,19075.0,460
Iowa,Guthrie,2.0,Count,19077.0,467
Iowa,Hamilton,1.0,Count,19079.0,469
Iowa,Hancock,3.0,Count,19081.0,470
Iowa,Hardin,4.0,Count,19083.0,475
Iowa,Harrison,1.0,Count,19085.0,478
Iowa,Henry,2.0,Count,19087.0,479
Iowa,Howard,5.0,Count,19089.0,481
Iowa,Humboldt,1.0,Count,19091.0,487
Iowa,Ida,1.0,Count,19093.0,491
Iowa,Iowa,2.0,Count,19095.0,495
Iowa,Jackson,3.0,Count,19097.0,499
Iowa,Jasper,3.0,Count,19099.0,505
Iowa,Jefferson,1.0,Count,19101.0,507
Iowa,Johnson,3.0,Count,19103.0,508
Iowa,Jones,2.0,Count,19105.0,516
Iowa,Keokuk,0.0,Count,19107.0,520
Iowa,Kossuth,3.0,Count,19109.0,523
Iowa,Lee,4.0,Count,19111.0,531
Iowa,Linn,10.0,Count,19113.0,535
Iowa,Louisa,1.0,Count,19115.0,539
Iowa,Lucas,1.0,Count,19117.0,542
Iowa,Lyon,2.0,Count,19119.0,546
Iowa,Madison,1.0,Count,19121.0,550
Iowa,Mahaska,2.0,Count,19123.0,554
Iowa,Marion,1.0,Count,19125.0,561
Iowa,Marshall,4.0,Count,19127.0,568
Iowa,Mills,1.0,Count,19129.0,569
Iowa,Mitchell,3.0,Count,19131.0,572
Iowa,Monona,0.0,Count,19133.0,576
Iowa,Monroe,1.0,Count,19135.0,580
Iowa,Montgomery,1.0,Count,19137.0,595
Iowa,Muscatine,3.0,Count,19139.0,600
Iowa,O'Brien,3.0,Count,19141.0,604
Iowa,Osceola,1.0,Count,19143.0,607
Iowa,Page,2.0,Count,19145.0,612
Iowa,Palo Alto,1.0,Count,19147.0,618
Iowa,Plymouth,3.0,Count,19149.0,622
Iowa,Pocahontas,3.0,Count,19151.0,624
Iowa,Polk,13.0,Count,19153.0,629
Iowa,Pottawattamie,3.0,Count,19155.0,637
Iowa,Poweshiek,1.0,Count,19157.0,640
Iowa,Ringgold,0.0,Count,19159.0,642
Iowa,Sac,0.0,Count,19161.0,647
Iowa,Scott,5.0,Count,19163.0,657
Iowa,Shelby,1.0,Count,19165.0,660
Iowa,Sioux,2.0,Count,19167.0,663
Iowa,Story,4.0,Count,19169.0,668
Iowa,Tama,3.0,Count,19171.0,671
Iowa,Taylor,0.0,Count,19173.0,674
Iowa,Union,1.0,Count,19175.0,675
Iowa,Van Buren,3.0,Count,19177.0,678
Iowa,Wapello,2.0,Count,19179.0,681
Iowa,Warren,4.0,Count,19181.0,685
Iowa,Washington,2.0,Count,19183.0,687
Iowa,Wayne,0.0,Count,19185.0,691
Iowa,Webster,2.0,Count,19187.0,694
Iowa,Winnebago,2.0,Count,19189.0,696
Iowa,Winneshiek,2.0,Count,19191.0,698
Iowa,Woodbury,3.0,Count,19193.0,702
Iowa,Worth,2.0,Count,19195.0,703
Iowa,Wright,3.0,Count,19197.0,705
Kansas,Allen,1.0,Count,20001.0,709
Kansas,Anderson,1.0,Count,20003.0,712
Kansas,Atchison,1.0,Count,20005.0,715
Kansas,Barber,1.0,Count,20007.0,717
Kansas,Barton,1.0,Count,20009.0,719
Kansas,Bourbon,1.0,Count,20011.0,722
Kansas,Brown,0.0,Count,20013.0,723
Kansas,Butler,2.0,Count,20015.0,726
Kansas,Chase,0.0,Count,20017.0,729
Kansas,Chautauqua,0.0,Count,20019.0,730
Kansas,Cherokee,0.0,Count,20021.0,732
Kansas,Cheyenne,1.0,Count,20023.0,736
Kansas,Clark,0.0,Count,20025.0,738
Kansas,Clay,0.0,Count,20027.0,739
Kansas,Cloud,2.0,Count,20029.0,740
Kansas,Coffey,3.0,Count,20031.0,745
Kansas,Comanche,0.0,Count,20033.0,748
Kansas,Cowley,2.0,Count,20035.0,752
Kansas,Crawford,1.0,Count,20037.0,756
Kansas,Decatur,1.0,Count,20039.0,759
Kansas,Dickinson,1.0,Count,20041.0,762
Kansas,Doniphan,0.0,Count,20043.0,765
Kansas,Douglas,3.0,Count,20045.0,767
Kansas,Edwards,0.0,Count,20047.0,770
Kansas,Elk,0.0,Count,20049.0,773
Kansas,Ellis,2.0,Count,20051.0,774
Kansas,Ellsworth,1.0,Count,20053.0,776
Kansas,Finney,1.0,Count,20055.0,778
Kansas,Ford,1.0,Count,20057.0,784
Kansas,Franklin,1.0,Count,20059.0,786
Kansas,Geary,2.0,Count,20061.0,788
Kansas,Gove,0.0,Count,20063.0,790
Kansas,Graham,0.0,Count,20065.0,791
Kansas,Grant,0.0,Count,20067.0,794
Kansas,Gray,0.0,Count,20069.0,798
Kansas,Greeley,0.0,Count,20071.0,801
Kansas,Greenwood,0.0,Count,20073.0,803
Kansas,Hamilton,0.0,Count,20075.0,805
Kansas,Harper,2.0,Count,20077.0,807
Kansas,Harvey,2.0,Count,20079.0,812
Kansas,Haskell,0.0,Count,20081.0,815
Kansas,Hodgeman,0.0,Count,20083.0,818
Kansas,Jackson,1.0,Count,20085.0,819
Kansas,Jefferson,1.0,Count,20087.0,821
Kansas,Jewell,0.0,Count,20089.0,822
Kansas,Johnson,7.0,Count,20091.0,824
Kansas,Kearny,0.0,Count,20093.0,826
Kansas,Kingman,0.0,Count,20095.0,827
Kansas,Kiowa,0.0,Count,20097.0,829
Kansas,Labette,1.0,Count,20099.0,831
Kansas,Lane,0.0,Count,20101.0,833
Kansas,Leavenworth,1.0,Count,20103.0,836
Kansas,Lincoln,0.0,Count,20105.0,838
Kansas,Linn,0.0,Count,20107.0,840
Kansas,Logan,0.0,Count,20109.0,842
Kansas,Lyon,1.0,Count,20111.0,844
Kansas,McPherson,1.0,Count,20113.0,846
Kansas,Marion,2.0,Count,20115.0,848
Kansas,Marshall,2.0,Count,20117.0,850
Kansas,Meade,0.0,Count,20119.0,851
Kansas,Miami,1.0,Count,20121.0,853
Kansas,Mitchell,0.0,Count,20123.0,854
Kansas,Montgomery,3.0,Count,20125.0,856
Kansas,Morris,0.0,Count,20127.0,858
Kansas,Morton,0.0,Count,20129.0,859
Kansas,Nemaha,2.0,Count,20131.0,861
Kansas,Neosho,1.0,Count,20133.0,862
Kansas,Ness,0.0,Count,20135.0,864
Kansas,Norton,1.0,Count,20137.0,866
Kansas,Osage,2.0,Count,20139.0,867
Kansas,Osborne,1.0,Count,20141.0,869
Kansas,Ottawa,0.0,Count,20143.0,870
Kansas,Pawnee,0.0,Count,20145.0,872
Kansas,Phillips,0.0,Count,20147.0,873
Kansas,Pottawatomie,1.0,Count,20149.0,876
Kansas,Pratt,0.0,Count,20151.0,878
Kansas,Rawlins,0.0,Count,20153.0,880
Kansas,Reno,1.0,Count,20155.0,882
Kansas,Republic,1.0,Count,20157.0,884
Kansas,Rice,1.0,Count,20159.0,886
Kansas,Riley,2.0,Count,20161.0,888
Kansas,Rooks,0.0,Count,20163.0,889
Kansas,Rush,1.0,Count,20165.0,891
Kansas,Russell,1.0,Count,20167.0,893
Kansas,Saline,1.0,Count,20169.0,895
Kansas,Scott,0.0,Count,20171.0,897
Kansas,Sedgwick,7.0,Count,20173.0,898
Kansas,Seward,1.0,Count,20175.0,900
Kansas,Shawnee,5.0,Count,20177.0,902
Kansas,Sheridan,0.0,Count,20179.0,904
Kansas,Sherman,1.0,Count,20181.0,907
Kansas,Smith,1.0,Count,20183.0,909
Kansas,Stafford,1.0,Count,20185.0,911
Kansas,Stanton,0.0,Count,20187.0,913
Kansas,Stevens,0.0,Count,20189.0,914
Kansas,Sumner,1.0,Count,20191.0,916
Kansas,Thomas,0.0,Count,20193.0,917
Kansas,Trego,0.0,Count,20195.0,919
Kansas,Wabaunsee,0.0,Count,20197.0,920
Kansas,Wallace,0.0,Count,20199.0,921
Kansas,Washington,2.0,Count,20201.0,922
Kansas,Wichita,1.0,Count,20203.0,923
Kansas,Wilson,0.0,Count,20205.0,925
Kansas,Woodson,0.0,Count,20207.0,926
Kansas,Wyandotte,4.0,Count,20209.0,927
Kentucky,Adair,1.0,Count,21001.0,928
Kentucky,Allen,0.0,Count,21003.0,929
Kentucky,Anderson,1.0,Count,21005.0,930
Kentucky,Ballard,1.0,Count,21007.0,932
Kentucky,Barren,4.0,Count,21009.0,933
Kentucky,Bath,1.0,Count,21011.0,934
Kentucky,Bell,0.0,Count,21013.0,936
Kentucky,Boone,1.0,Count,21015.0,1002
Kentucky,Bourbon,1.0,Count,21017.0,1005
Kentucky,Boyd,1.0,Count,21019.0,1008
Kentucky,Boyle,1.0,Count,21021.0,1010
Kentucky,Bracken,1.0,Count,21023.0,1013
Kentucky,Breathitt,1.0,Count,21025.0,1017
Kentucky,Breckinridge,1.0,Count,21027.0,1020
Kentucky,Bullitt,0.0,Count,21029.0,1024
Kentucky,Butler,0.0,Count,21031.0,1026
Kentucky,Caldwell,0.0,Count,21033.0,1031
Kentucky,Calloway,1.0,Count,21035.0,1033
Kentucky,Campbell,5.0,Count,21037.0,1035
Kentucky,Carlisle,1.0,Count,21039.0,1039
Kentucky,Carroll,1.0,Count,21041.0,1041
Kentucky,Carter,1.0,Count,21043.0,1044
Kentucky,Casey,0.0,Count,21045.0,1048
Kentucky,Christian,2.0,Count,21047.0,1050
Kentucky,Clark,0.0,Count,21049.0,1053
Kentucky,Clay,0.0,Count,21051.0,1056
Kentucky,Clinton,1.0,Count,21053.0,1059
Kentucky,Crittenden,1.0,Count,21055.0,1064
Kentucky,Cumberland,0.0,Count,21057.0,1067
Kentucky,Daviess,1.0,Count,21059.0,1071
Kentucky,Edmonson,1.0,Count,21061.0,1073
Kentucky,Elliott,1.0,Count,21063.0,1075
Kentucky,Estill,1.0,Count,21065.0,1077
Kentucky,Fayette,5.0,Count,21067.0,1080
Kentucky,Fleming,1.0,Count,21069.0,1083
Kentucky,Floyd,1.0,Count,21071.0,1085
Kentucky,Franklin,1.0,Count,21073.0,1086
Kentucky,Fulton,0.0,Count,21075.0,1088
Kentucky,Gallatin,1.0,Count,21077.0,1090
Kentucky,Garrard,2.0,Count,21079.0,1092
Kentucky,Grant,4.0,Count,21081.0,1094
Kentucky,Graves,2.0,Count,21083.0,1097
Kentucky,Grayson,1.0,Count,21085.0,1100
Kentucky,Green,0.0,Count,21087.0,1102
Kentucky,Greenup,1.0,Count,21089.0,1105
Kentucky,Hancock,0.0,Count,21091.0,1107
Kentucky,Hardin,4.0,Count,21093.0,1110
Kentucky,Harlan,0.0,Count,21095.0,1114
Kentucky,Harrison,1.0,Count,21097.0,1119
Kentucky,Hart,1.0,Count,21099.0,1121
Kentucky,Henderson,1.0,Count,21101.0,1126
Kentucky,Henry,1.0,Count,21103.0,1129
Kentucky,Hickman,0.0,Count,21105.0,1130
Kentucky,Hopkins,0.0,Count,21107.0,1136
Kentucky,Jackson,1.0,Count,21109.0,1140
Kentucky,Jefferson,15.0,Count,21111.0,1143
Kentucky,Jessamine,1.0,Count,21113.0,1145
Kentucky,Johnson,1.0,Count,21115.0,1148
Kentucky,Kenton,2.0,Count,21117.0,1151
Kentucky,Knott,0.0,Count,21119.0,1154
Kentucky,Knox,0.0,Count,21121.0,1159
Kentucky,Larue,0.0,Count,21123.0,1162
Kentucky,Laurel,1.0,Count,21125.0,1166
Kentucky,Lawrence,1.0,Count,21127.0,1167
Kentucky,Lee,0.0,Count,21129.0,1171
Kentucky,Leslie,0.0,Count,21131.0,1175
Kentucky,Letcher,0.0,Count,21133.0,1178
Kentucky,Lewis,1.0,Count,21135.0,1180
Kentucky,Lincoln,1.0,Count,21137.0,1184
Kentucky,Livingston,0.0,Count,21139.0,1187
Kentucky,Logan,1.0,Count,21141.0,1190
Kentucky,Lyon,0.0,Count,21143.0,1193
Kentucky,McCracken,0.0,Count,21145.0,1196
Kentucky,McCreary,0.0,Count,21147.0,1198
Kentucky,McLean,0.0,Count,21149.0,1201
Kentucky,Madison,1.0,Count,21151.0,1204
Kentucky,Magoffin,0.0,Count,21153.0,1206
Kentucky,Marion,2.0,Count,21155.0,1210
Kentucky,Marshall,0.0,Count,21157.0,1213
Kentucky,Martin,0.0,Count,21159.0,1215
Kentucky,Mason,0.0,Count,21161.0,1217
Kentucky,Meade,1.0,Count,21163.0,1220
Kentucky,Menifee,0.0,Count,21165.0,1222
Kentucky,Mercer,2.0,Count,21167.0,1225
Kentucky,Metcalfe,0.0,Count,21169.0,1228
Kentucky,Monroe,1.0,Count,21171.0,1230
Kentucky,Montgomery,1.0,Count,21173.0,1233
Kentucky,Morgan,0.0,Count,21175.0,1235
Kentucky,Muhlenberg,2.0,Count,21177.0,1238
Kentucky,Nelson,1.0,Count,21179.0,1243
Kentucky,Nicholas,0.0,Count,21181.0,1246
Kentucky,Ohio,1.0,Count,21183.0,1249
Kentucky,Oldham,1.0,Count,21185.0,1252
Kentucky,Owen,1.0,Count,21187.0,1255
Kentucky,Owsley,2.0,Count,21189.0,1257
Kentucky,Pendleton,1.0,Count,21191.0,1260
Kentucky,Perry,1.0,Count,21193.0,1265
Kentucky,Pike,1.0,Count,21195.0,1267
Kentucky,Powell,1.0,Count,21197.0,1270
Kentucky,Pulaski,2.0,Count,21199.0,1272
Kentucky,Robertson,1.0,Count,21201.0,1273
Kentucky,Rockcastle,3.0,Count,21203.0,1276
Kentucky,Rowan,1.0,Count,21205.0,1279
Kentucky,Russell,2.0,Count,21207.0,1282
Kentucky,Scott,1.0,Count,21209.0,1283
Kentucky,Shelby,2.0,Count,21211.0,1285
Kentucky,Simpson,1.0,Count,21213.0,1287
Kentucky,Spencer,2.0,Count,21215.0,1000
Kentucky,Taylor,1.0,Count,21217.0,1003
Kentucky,Todd,1.0,Count,21219.0,1006
Kentucky,Trigg,1.0,Count,21221.0,1009
Kentucky,Trimble,0.0,Count,21223.0,1012
Kentucky,Union,0.0,Count,21225.0,1016
Kentucky,Warren,3.0,Count,21227.0,1019
Kentucky,Washington,1.0,Count,21229.0,1023
Kentucky,Wayne,1.0,Count,21231.0,1027
Kentucky,Webster,0.0,Count,21233.0,1029
Kentucky,Whitley,0.0,Count,21235.0,1034
Kentucky,Wolfe,1.0,Count,21237.0,1037
Kentucky,Woodford,1.0,Count,21239.0,1042
Louisiana,Acadia,0.0,Count,22001.0,1046
Louisiana,Allen,1.0,Count,22003.0,1051
Louisiana,Ascension,0.0,Count,22005.0,1055
Louisiana,Assumption,0.0,Count,22007.0,1060
Louisiana,Avoyelles,3.0,Count,22009.0,1062
Louisiana,Beauregard,3.0,Count,22011.0,1066
Louisiana,Bienville,0.0,Count,22013.0,1069
Louisiana,Bossier,0.0,Count,22015.0,1076
Louisiana,Caddo,2.0,Count,22017.0,1079
Louisiana,Calcasieu,3.0,Count,22019.0,1081
Louisiana,Caldwell,0.0,Count,22021.0,1084
Louisiana,Cameron,0.0,Count,22023.0,1089
Louisiana,Catahoula,0.0,Count,22025.0,1093
Louisiana,Claiborne,0.0,Count,22027.0,1095
Louisiana,Concordia,0.0,Count,22029.0,1098
Louisiana,De Soto,1.0,Count,22031.0,1103
Louisiana,East Baton Rouge,5.0,Count,22033.0,1108
Louisiana,East Carroll,1.0,Count,22035.0,1111
Louisiana,East Feliciana,0.0,Count,22037.0,1115
Louisiana,Evangeline,1.0,Count,22039.0,1118
Louisiana,Franklin,0.0,Count,22041.0,1123
Louisiana,Grant,0.0,Count,22043.0,1127
Louisiana,Iberia,2.0,Count,22045.0,1133
Louisiana,Iberville,0.0,Count,22047.0,1134
Louisiana,Jackson,0.0,Count,22049.0,1138
Louisiana,Jefferson,3.0,Count,22051.0,1147
Louisiana,Jefferson Davis,3.0,Count,22053.0,1155
Louisiana,Lafayette,4.0,Count,22055.0,1161
Louisiana,Lafourche,2.0,Count,22057.0,1280
Louisiana,La Salle,0.0,Count,22059.0,1289
Louisiana,Lincoln,1.0,Count,22061.0,1291
Louisiana,Livingston,1.0,Count,22063.0,1295
Louisiana,Madison,0.0,Count,22065.0,1297
Louisiana,Morehouse,0.0,Count,22067.0,1299
Louisiana,Natchitoches,1.0,Count,22069.0,1301
Louisiana,Orleans,6.0,Count,22071.0,1304
Louisiana,Ouachita,1.0,Count,22073.0,1306
