State,County,Seniors low access to store 2010 (LACCESS_SENIORS10),Units,FIPS,FID
Georgia,Worth,344.780937341657,Count,13321,173
Hawaii,Hawaii,10263.8673938091,Count,15001,198
Hawaii,Honolulu,25629.8998111959,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,4019.69226643226,Count,15007,261
Hawaii,Maui,6658.79761610334,Count,15009,323
Idaho,Ada,7722.47440335424,Count,16001,336
Idaho,Adams,107.661727106474,Count,16003,338
Idaho,Bannock,3025.29313431153,Count,16005,343
Idaho,Bear Lake,323.91150533768,Count,16007,349
Idaho,Benewah,521.25273460896,Count,16009,354
Idaho,Bingham,1080.76073108719,Count,16011,362
Idaho,Blaine,507.149592117278,Count,16013,371
Idaho,Boise,1043.36260671025,Count,16015,380
Idaho,Bonner,1322.77443645819,Count,16017,387
Idaho,Bonneville,1978.52054412282,Count,16019,395
Idaho,Boundary,339.165723602223,Count,16021,405
Idaho,Butte,74.4831346035501,Count,16023,414
Idaho,Camas,177.999998765588,Count,16025,429
Idaho,Canyon,4008.11881169342,Count,16027,441
Idaho,Caribou,329.357101668773,Count,16029,449
Idaho,Cassia,678.938814188521,Count,16031,456
Idaho,Clark,129.000000266376,Count,16033,464
Idaho,Clearwater,415.794782253376,Count,16035,474
Idaho,Custer,178.748765807889,Count,16037,484
Idaho,Elmore,1016.35768858098,Count,16039,490
Idaho,Franklin,137.854050204616,Count,16041,498
Idaho,Fremont,359.389914247132,Count,16043,502
Idaho,Gem,1233.54196140804,Count,16045,510
Idaho,Gooding,431.917221790889,Count,16047,519
Idaho,Idaho,1167.82289137356,Count,16049,528
Idaho,Jefferson,261.980255554762,Count,16051,540
Idaho,Jerome,574.647262206101,Count,16053,547
Idaho,Kootenai,5102.52886464857,Count,16055,552
Idaho,Latah,996.534086115037,Count,16057,559
Idaho,Lemhi,725.38384905542,Count,16059,566
Idaho,Lewis,362.886512963645,Count,16061,574
Idaho,Lincoln,558.733857619299,Count,16063,578
Idaho,Madison,220.35201615802,Count,16065,581
Idaho,Minidoka,288.081174705958,Count,16067,585
Idaho,Nez Perce,1394.92947132055,Count,16069,589
Idaho,Oneida,77.5445553730718,Count,16071,593
Idaho,Owyhee,349.333285993479,Count,16073,601
Idaho,Payette,772.811055888577,Count,16075,606
Idaho,Power,140.169112706734,Count,16077,613
Idaho,Shoshone,145.39031929317,Count,16079,621
Idaho,Teton,61.1046284466236,Count,16081,627
Idaho,Twin Falls,705.9691896009,Count,16083,634
Idaho,Valley,282.451754709994,Count,16085,643
Idaho,Washington,538.60372183981,Count,16087,649
Illinois,Adams,1851.39090575926,Count,17001,650
Illinois,Alexander,626.492909032545,Count,17003,651
Illinois,Bond,334.701957119116,Count,17005,652
Illinois,Boone,869.614430552466,Count,17007,653
Illinois,Brown,36.28175687979,Count,17009,654
Illinois,Bureau,2436.7120328816,Count,17011,2
Illinois,Calhoun,171.521118946867,Count,17013,4
Illinois,Carroll,402.379440267452,Count,17015,6
Illinois,Cass,239.123432383379,Count,17017,10
Illinois,Champaign,3145.70274628255,Count,17019,12
Illinois,Christian,467.443595985664,Count,17021,14
Illinois,Clark,276.589367755244,Count,17023,19
Illinois,Clay,324.636644700292,Count,17025,22
Illinois,Clinton,340.54854447937,Count,17027,27
Illinois,Coles,1402.37163922741,Count,17029,30
Illinois,Cook,56171.1639101684,Count,17031,36
Illinois,Crawford,246.444060076674,Count,17033,40
Illinois,Cumberland,7.81376103928778,Count,17035,44
Illinois,DeKalb,1871.97446187614,Count,17037,49
Illinois,De Witt,96.1673200524674,Count,17039,53
Illinois,Douglas,384.322235924432,Count,17041,55
Illinois,DuPage,28933.7785529228,Count,17043,64
Illinois,Edgar,1396.81194816895,Count,17045,66
Illinois,Edwards,200.773781195181,Count,17047,71
Illinois,Effingham,961.753906261459,Count,17049,76
Illinois,Fayette,1196.25603835591,Count,17051,79
Illinois,Ford,461.524534992126,Count,17053,81
Illinois,Franklin,854.642529637276,Count,17055,85
Illinois,Fulton,833.910502728282,Count,17057,89
Illinois,Gallatin,981.012117076734,Count,17059,92
Illinois,Greene,42.9234006926417,Count,17061,96
Illinois,Grundy,977.401753338384,Count,17063,99
Illinois,Hamilton,286.775445576466,Count,17065,106
Illinois,Hancock,2008.73246110789,Count,17067,111
Illinois,Hardin,231.961229305445,Count,17069,113
Illinois,Henderson,13.7202090672963,Count,17071,117
Illinois,Henry,1457.50783826354,Count,17073,121
Illinois,Iroquois,746.061015962533,Count,17075,125
Illinois,Jackson,2032.27182969011,Count,17077,129
Illinois,Jasper,273.189925546043,Count,17079,133
Illinois,Jefferson,1367.08533462012,Count,17081,137
Illinois,Jersey,684.750224347371,Count,17083,142
Illinois,Jo Daviess,903.94415409722,Count,17085,145
Illinois,Johnson,179.917746983242,Count,17087,152
Illinois,Kane,10657.7511602683,Count,17089,156
Illinois,Kankakee,2144.47709348901,Count,17091,161
Illinois,Kendall,2400.38497080189,Count,17093,165
Illinois,Knox,1191.15760410432,Count,17095,166
Illinois,Lake,28453.5026317394,Count,17097,170
Illinois,LaSalle,4144.11309357693,Count,17099,175
Illinois,Lawrence,368.868287909354,Count,17101,177
Illinois,Lee,544.749373014168,Count,17103,180
Illinois,Livingston,601.708959119154,Count,17105,182
Illinois,Logan,1292.3387922623,Count,17107,186
Illinois,McDonough,977.293852992245,Count,17109,189
Illinois,McHenry,10391.1677691051,Count,17111,192
Illinois,McLean,3586.97834932238,Count,17113,193
Illinois,Macon,5589.0858341766,Count,17115,194
Illinois,Macoupin,682.212840803222,Count,17117,196
Illinois,Madison,12123.8639121701,Count,17119,199
Illinois,Marion,1721.23406401026,Count,17121,201
Illinois,Marshall,319.856032666691,Count,17123,202
Illinois,Mason,182.229699106295,Count,17125,206
Illinois,Massac,464.908180371752,Count,17127,208
Illinois,Menard,86.2525227248334,Count,17129,212
Illinois,Mercer,838.210239370441,Count,17131,216
Illinois,Monroe,813.74021624208,Count,17133,219
Illinois,Montgomery,1013.91232942388,Count,17135,223
Illinois,Morgan,1712.41938548511,Count,17137,225
Illinois,Moultrie,91.7939227089641,Count,17139,227
Illinois,Ogle,587.662000727224,Count,17141,229
Illinois,Peoria,8382.38936288531,Count,17143,233
Illinois,Perry,722.404823675064,Count,17145,235
Illinois,Piatt,77.2080466799096,Count,17147,238
Illinois,Pike,735.3178100984,Count,17149,241
Illinois,Pope,311.48506244276,Count,17151,245
Illinois,Pulaski,714.056223597743,Count,17153,248
Illinois,Putnam,0.00296986475586891,Count,17155,253
Illinois,Randolph,970.53875864586,Count,17157,255
Illinois,Richland,180.260990659616,Count,17159,259
Illinois,Rock Island,4418.74017733075,Count,17161,265
Illinois,St. Clair,13593.4873413088,Count,17163,269
Illinois,Saline,1563.5923269512,Count,17165,271
Illinois,Sangamon,8524.48114752792,Count,17167,274
Illinois,Schuyler,201.990412011928,Count,17169,278
Illinois,Scott,38.6404916362444,Count,17171,280
Illinois,Shelby,609.775250665891,Count,17173,283
Illinois,Stark,310.171540364306,Count,17175,285
Illinois,Stephenson,1257.48577451668,Count,17177,290
Illinois,Tazewell,8808.87355810296,Count,17179,291
Illinois,Union,259.195828006887,Count,17181,293
Illinois,Vermilion,2606.72270291553,Count,17183,296
Illinois,Wabash,193.63218619881,Count,17185,299
Illinois,Warren,19.2183678483125,Count,17187,301
Illinois,Washington,285.642764372812,Count,17189,305
Illinois,Wayne,624.392734331362,Count,17191,310
Illinois,White,771.907452182719,Count,17193,312
Illinois,Whiteside,2002.38594789379,Count,17195,314
Illinois,Will,20950.0319081067,Count,17197,320
Illinois,Williamson,1894.10546581406,Count,17199,324
Illinois,Winnebago,9336.97340799456,Count,17201,325
Illinois,Woodford,476.026359939628,Count,17203,328
Indiana,Adams,668.060654855886,Count,18001,330
Indiana,Allen,14165.8495451795,Count,18003,335
Indiana,Bartholomew,2382.49054144372,Count,18005,342
Indiana,Benton,21.00670836723,Count,18007,179
Indiana,Blackford,51.9082487351261,Count,18009,183
Indiana,Boone,552.524035070531,Count,18011,185
Indiana,Brown,61.6161629276737,Count,18013,188
Indiana,Carroll,179.880531951123,Count,18015,195
Indiana,Cass,283.042708985639,Count,18017,211
Indiana,Clark,3241.61429626588,Count,18019,215
Indiana,Clay,148.537949905418,Count,18021,221
Indiana,Clinton,240.296035515624,Count,18023,226
Indiana,Crawford,240.28433421972,Count,18025,232
Indiana,Daviess,239.129919942345,Count,18027,239
Indiana,Dearborn,1782.94740373858,Count,18029,242
Indiana,Decatur,582.281521606275,Count,18031,246
Indiana,DeKalb,1688.06222832067,Count,18033,249
Indiana,Delaware,4305.06485000523,Count,18035,252
Indiana,Dubois,309.759386034652,Count,18037,254
Indiana,Elkhart,4215.76412287244,Count,18039,260
Indiana,Fayette,983.132339611999,Count,18041,263
Indiana,Floyd,2313.35359521225,Count,18043,267
Indiana,Fountain,101.728954769415,Count,18045,270
Indiana,Franklin,229.95851751732,Count,18047,272
Indiana,Fulton,639.454274609905,Count,18049,276
Indiana,Gibson,518.182453686008,Count,18051,286
Indiana,Grant,2079.96594770634,Count,18053,297
Indiana,Greene,320.613550387328,Count,18055,309
Indiana,Hamilton,8461.19966165501,Count,18057,321
Indiana,Hancock,2733.87009166633,Count,18059,329
Indiana,Harrison,332.202433058876,Count,18061,334
Indiana,Hendricks,5598.22849511379,Count,18063,341
Indiana,Henry,536.04695245935,Count,18065,344
Indiana,Howard,4078.91609632112,Count,18067,348
Indiana,Huntington,1263.68792000841,Count,18069,352
Indiana,Jackson,888.607990214391,Count,18071,355
Indiana,Jasper,304.819416016384,Count,18073,356
Indiana,Jay,652.121655943507,Count,18075,358
Indiana,Jefferson,850.257011208103,Count,18077,363
Indiana,Jennings,618.092553807329,Count,18079,367
Indiana,Johnson,5498.86963394158,Count,18081,370
Indiana,Knox,926.955111329199,Count,18083,376
Indiana,Kosciusko,2262.7966359828,Count,18085,384
Indiana,LaGrange,105.236390459668,Count,18087,386
Indiana,Lake,16686.0302265853,Count,18089,389
Indiana,LaPorte,2987.0995841698,Count,18091,392
Indiana,Lawrence,808.755443367322,Count,18093,396
Indiana,Madison,5318.20863105394,Count,18095,401
Indiana,Marion,24303.0488346341,Count,18097,409
Indiana,Marshall,1123.03535325091,Count,18099,412
Indiana,Martin,32.5700227621528,Count,18101,418
Indiana,Miami,893.652342426316,Count,18103,420
Indiana,Monroe,2496.79819890429,Count,18105,422
Indiana,Montgomery,812.084353360757,Count,18107,425
Indiana,Morgan,1421.06424839072,Count,18109,430
Indiana,Newton,36.5084295516717,Count,18111,433
Indiana,Noble,289.666579398414,Count,18113,436
Indiana,Ohio,0.0,Count,18115,440
Indiana,Orange,179.997474932468,Count,18117,444
Indiana,Owen,17.2534578529912,Count,18119,448
Indiana,Parke,287.31757532125,Count,18121,452
Indiana,Perry,546.407897704326,Count,18123,459
Indiana,Pike,123.872047296688,Count,18125,465
Indiana,Porter,7288.78727556398,Count,18127,468
Indiana,Posey,1052.38076098588,Count,18129,471
Indiana,Pulaski,57.6643787313515,Count,18131,477
Indiana,Putnam,163.27345189685,Count,18133,480
Indiana,Randolph,867.13077341996,Count,18135,485
Indiana,Ripley,99.9088519511279,Count,18137,488
Indiana,Rush,107.049800626257,Count,18139,493
Indiana,St. Joseph,12755.6705385974,Count,18141,496
Indiana,Scott,199.929070562881,Count,18143,504
Indiana,Shelby,651.033460025276,Count,18145,506
Indiana,Spencer,0.0,Count,18147,509
Indiana,Starke,161.804589842213,Count,18149,512
Indiana,Steuben,1013.81815408113,Count,18151,515
Indiana,Sullivan,172.888980874221,Count,18153,518
Indiana,Switzerland,70.0600747567732,Count,18155,526
Indiana,Tippecanoe,2863.80536078356,Count,18157,530
Indiana,Tipton,1021.22008744178,Count,18159,534
Indiana,Union,0.0,Count,18161,538
Indiana,Vanderburgh,5119.03323529446,Count,18163,543
Indiana,Vermillion,477.490281217179,Count,18165,548
Indiana,Vigo,4543.93007077585,Count,18167,553
Indiana,Wabash,302.693838804539,Count,18169,555
Indiana,Warren,47.9160853623365,Count,18171,567
Indiana,Warrick,2117.91235214723,Count,18173,575
Indiana,Washington,374.943097737097,Count,18175,584
Indiana,Wayne,2045.3270175426,Count,18177,586
Indiana,Wells,631.050081429699,Count,18179,590
Indiana,White,494.354058534075,Count,18181,594
Indiana,Whitley,186.305640806444,Count,18183,597
Iowa,Adair,118.86239880677,Count,19001,598
Iowa,Adams,58.6986521285426,Count,19003,602
Iowa,Allamakee,586.082444298557,Count,19005,608
Iowa,Appanoose,416.94961440251,Count,19007,611
Iowa,Audubon,47.9414799737642,Count,19009,615
Iowa,Benton,627.513004135954,Count,19011,619
Iowa,Black Hawk,4028.73837403915,Count,19013,623
Iowa,Boone,631.27610626006,Count,19015,625
Iowa,Bremer,324.648064810779,Count,19017,631
Iowa,Buchanan,538.352096831847,Count,19019,632
Iowa,Buena Vista,485.589059298585,Count,19021,633
Iowa,Butler,1466.91476477352,Count,19023,361
Iowa,Calhoun,1182.96637053191,Count,19025,365
Iowa,Carroll,163.292608170376,Count,19027,369
Iowa,Cass,809.502497353896,Count,19029,374
Iowa,Cedar,366.578107658038,Count,19031,379
Iowa,Cerro Gordo,1259.1218735502,Count,19033,383
Iowa,Cherokee,168.532957760634,Count,19035,388
Iowa,Chickasaw,361.059170303956,Count,19037,393
Iowa,Clarke,126.723990772279,Count,19039,397
Iowa,Clay,347.952509451835,Count,19041,398
Iowa,Clayton,615.362904328201,Count,19043,402
Iowa,Clinton,1836.09240689105,Count,19045,404
Iowa,Crawford,774.619997533978,Count,19047,408
Iowa,Dallas,281.572270509299,Count,19049,413
Iowa,Davis,197.426227471155,Count,19051,416
Iowa,Decatur,191.461960805111,Count,19053,419
Iowa,Delaware,315.561564578598,Count,19055,421
Iowa,Des Moines,1957.37757364878,Count,19057,424
Iowa,Dickinson,892.785499624775,Count,19059,427
Iowa,Dubuque,3752.95246116732,Count,19061,434
Iowa,Emmet,621.457142272713,Count,19063,437
Iowa,Fayette,239.697072598968,Count,19065,442
Iowa,Floyd,545.32937397997,Count,19067,447
Iowa,Franklin,469.000093525633,Count,19069,451
Iowa,Fremont,690.559401379855,Count,19071,455
Iowa,Greene,684.766343048248,Count,19073,458
Iowa,Grundy,292.676985044304,Count,19075,460
Iowa,Guthrie,230.871089859294,Count,19077,467
Iowa,Hamilton,782.364253572609,Count,19079,469
Iowa,Hancock,352.742176447099,Count,19081,470
Iowa,Hardin,584.339785773921,Count,19083,475
Iowa,Harrison,540.260103311875,Count,19085,478
Iowa,Henry,982.345966658002,Count,19087,479
Iowa,Howard,757.058996161647,Count,19089,481
Iowa,Humboldt,340.077085654745,Count,19091,487
Iowa,Ida,10.7387662223919,Count,19093,491
Iowa,Iowa,337.690465280852,Count,19095,495
Iowa,Jackson,659.070442846032,Count,19097,499
Iowa,Jasper,1043.89509860401,Count,19099,505
Iowa,Jefferson,344.083092979636,Count,19101,507
Iowa,Johnson,2335.03824428728,Count,19103,508
Iowa,Jones,482.289073846531,Count,19105,516
Iowa,Keokuk,481.788931110827,Count,19107,520
Iowa,Kossuth,1646.67963287695,Count,19109,523
Iowa,Lee,782.455403171469,Count,19111,531
Iowa,Linn,6254.23490146082,Count,19113,535
Iowa,Louisa,14.4997348054635,Count,19115,539
Iowa,Lucas,419.452391431751,Count,19117,542
Iowa,Lyon,420.066641492138,Count,19119,546
Iowa,Madison,378.788773316119,Count,19121,550
Iowa,Mahaska,941.077803226351,Count,19123,554
Iowa,Marion,741.579636763117,Count,19125,561
Iowa,Marshall,1459.95319486129,Count,19127,568
Iowa,Mills,211.078070512698,Count,19129,569
Iowa,Mitchell,434.607723789436,Count,19131,572
Iowa,Monona,291.415663041655,Count,19133,576
Iowa,Monroe,373.963802249675,Count,19135,580
Iowa,Montgomery,447.892794613319,Count,19137,595
Iowa,Muscatine,1359.06281891679,Count,19139,600
Iowa,O'Brien,681.776162510827,Count,19141,604
Iowa,Osceola,209.905852291865,Count,19143,607
Iowa,Page,716.601815386723,Count,19145,612
Iowa,Palo Alto,761.923930233741,Count,19147,618
Iowa,Plymouth,134.264050235332,Count,19149,622
Iowa,Pocahontas,308.744588279258,Count,19151,624
Iowa,Polk,9044.00302400838,Count,19153,629
Iowa,Pottawattamie,4838.48398095509,Count,19155,637
Iowa,Poweshiek,676.500491159037,Count,19157,640
Iowa,Ringgold,176.069583963056,Count,19159,642
Iowa,Sac,357.859172065339,Count,19161,647
Iowa,Scott,2559.6836509188,Count,19163,657
Iowa,Shelby,678.872187211163,Count,19165,660
Iowa,Sioux,167.129089966882,Count,19167,663
Iowa,Story,1396.94659720997,Count,19169,668
Iowa,Tama,615.868229655403,Count,19171,671
Iowa,Taylor,98.6346857968488,Count,19173,674
Iowa,Union,524.908864431653,Count,19175,675
Iowa,Van Buren,1365.29101678793,Count,19177,678
Iowa,Wapello,1451.27941984527,Count,19179,681
Iowa,Warren,1394.7192736217,Count,19181,685
Iowa,Washington,288.457644417661,Count,19183,687
Iowa,Wayne,569.194298356738,Count,19185,691
Iowa,Webster,1308.31782697745,Count,19187,694
Iowa,Winnebago,487.239756694849,Count,19189,696
Iowa,Winneshiek,569.847354888893,Count,19191,698
Iowa,Woodbury,4625.03799149313,Count,19193,702
Iowa,Worth,97.2114581189944,Count,19195,703
Iowa,Wright,217.860005735257,Count,19197,705
Kansas,Allen,951.401534941721,Count,20001,709
Kansas,Anderson,331.295993709784,Count,20003,712
Kansas,Atchison,635.333278992597,Count,20005,715
Kansas,Barber,129.753073787029,Count,20007,717
Kansas,Barton,1006.93143227882,Count,20009,719
Kansas,Bourbon,646.631396794941,Count,20011,722
Kansas,Brown,136.791185697963,Count,20013,723
Kansas,Butler,2129.06218317514,Count,20015,726
Kansas,Chase,553.553303737071,Count,20017,729
Kansas,Chautauqua,260.231167219457,Count,20019,730
Kansas,Cherokee,662.192147472038,Count,20021,732
Kansas,Cheyenne,709.673098627041,Count,20023,736
Kansas,Clark,486.99999733367,Count,20025,738
Kansas,Clay,378.767591150363,Count,20027,739
Kansas,Cloud,709.238709909579,Count,20029,740
Kansas,Coffey,786.034525513159,Count,20031,745
Kansas,Comanche,78.4850662714972,Count,20033,748
Kansas,Cowley,966.925920212052,Count,20035,752
Kansas,Crawford,1486.66775849448,Count,20037,756
Kansas,Decatur,89.3038895841664,Count,20039,759
Kansas,Dickinson,553.128503452708,Count,20041,762
Kansas,Doniphan,775.984317584653,Count,20043,765
Kansas,Douglas,1275.1967197885,Count,20045,767
Kansas,Edwards,90.9293693061588,Count,20047,770
Kansas,Elk,697.145861157286,Count,20049,773
Kansas,Ellis,747.373482417008,Count,20051,774
Kansas,Ellsworth,462.564704402203,Count,20053,776
Kansas,Finney,414.862727136499,Count,20055,778
Kansas,Ford,1146.56787627913,Count,20057,784
Kansas,Franklin,1550.00913344641,Count,20059,786
Kansas,Geary,1014.42219093333,Count,20061,788
Kansas,Gove,635.000000309569,Count,20063,790
Kansas,Graham,166.053749110408,Count,20065,791
Kansas,Grant,52.7633644326419,Count,20067,794
Kansas,Gray,440.100038086262,Count,20069,798
Kansas,Greeley,260.999999798136,Count,20071,801
Kansas,Greenwood,655.714723560263,Count,20073,803
Kansas,Hamilton,365.999999732997,Count,20075,805
Kansas,Harper,276.445603197744,Count,20077,807
Kansas,Harvey,1436.53635189735,Count,20079,812
Kansas,Haskell,456.000001351344,Count,20081,815
Kansas,Hodgeman,392.606072026403,Count,20083,818
Kansas,Jackson,288.697770323948,Count,20085,819
Kansas,Jefferson,524.755468947845,Count,20087,821
Kansas,Jewell,239.88215491578,Count,20089,822
Kansas,Johnson,11298.0433040206,Count,20091,824
Kansas,Kearny,43.8693106855654,Count,20093,826
Kansas,Kingman,575.35308166543,Count,20095,827
Kansas,Kiowa,479.938096322692,Count,20097,829
Kansas,Labette,777.880263875268,Count,20099,831
Kansas,Lane,369.000000772027,Count,20101,833
Kansas,Leavenworth,1500.25912416808,Count,20103,836
Kansas,Lincoln,200.027145281988,Count,20105,838
Kansas,Linn,549.33293016556,Count,20107,840
Kansas,Logan,89.258826852074,Count,20109,842
Kansas,Lyon,529.50280346762,Count,20111,844
Kansas,McPherson,1491.58415287578,Count,20113,846
Kansas,Marion,622.436539637269,Count,20115,848
Kansas,Marshall,298.472182484296,Count,20117,850
Kansas,Meade,341.109617278768,Count,20119,851
Kansas,Miami,432.931613450113,Count,20121,853
Kansas,Mitchell,320.091003733626,Count,20123,854
Kansas,Montgomery,880.341665932722,Count,20125,856
Kansas,Morris,363.716915537247,Count,20127,858
Kansas,Morton,126.212822409031,Count,20129,859
Kansas,Nemaha,235.546311342347,Count,20131,861
Kansas,Neosho,767.263353001966,Count,20133,862
Kansas,Ness,181.891146454994,Count,20135,864
Kansas,Norton,246.154471571004,Count,20137,866
Kansas,Osage,303.01566947723,Count,20139,867
Kansas,Osborne,230.503934927595,Count,20141,869
Kansas,Ottawa,301.532506346831,Count,20143,870
Kansas,Pawnee,228.684211931602,Count,20145,872
Kansas,Phillips,384.384278731641,Count,20147,873
Kansas,Pottawatomie,728.094874515465,Count,20149,876
Kansas,Pratt,380.33169600012,Count,20151,878
Kansas,Rawlins,213.81136064923,Count,20153,880
Kansas,Reno,3576.58313831081,Count,20155,882
Kansas,Republic,302.962658695456,Count,20157,884
Kansas,Rice,351.619731357696,Count,20159,886
Kansas,Riley,2374.98662491564,Count,20161,888
Kansas,Rooks,142.663196091599,Count,20163,889
Kansas,Rush,795.999996360954,Count,20165,891
Kansas,Russell,431.900178971718,Count,20167,893
Kansas,Saline,1975.66318632115,Count,20169,895
Kansas,Scott,58.6948365761385,Count,20171,897
Kansas,Sedgwick,15399.2158769438,Count,20173,898
Kansas,Seward,753.503224858409,Count,20175,900
Kansas,Shawnee,5945.10995594883,Count,20177,902
Kansas,Sheridan,554.15291903508,Count,20179,904
Kansas,Sherman,848.81076174302,Count,20181,907
Kansas,Smith,393.104132313189,Count,20183,909
Kansas,Stafford,222.304673066795,Count,20185,911
Kansas,Stanton,45.5954769731015,Count,20187,913
Kansas,Stevens,137.354335205957,Count,20189,914
Kansas,Sumner,877.150463090598,Count,20191,916
Kansas,Thomas,547.98687250568,Count,20193,917
Kansas,Trego,112.674501329016,Count,20195,919
Kansas,Wabaunsee,784.908878347755,Count,20197,920
Kansas,Wallace,63.2115714205806,Count,20199,921
Kansas,Washington,574.062089784835,Count,20201,922
Kansas,Wichita,400.999999488167,Count,20203,923
Kansas,Wilson,214.808678091802,Count,20205,925
Kansas,Woodson,11.5968224918779,Count,20207,926
Kansas,Wyandotte,5906.28148750786,Count,20209,927
Kentucky,Adair,258.16726383588,Count,21001,928
Kentucky,Allen,48.3784173091094,Count,21003,929
Kentucky,Anderson,577.104542921571,Count,21005,930
Kentucky,Ballard,95.3629839141606,Count,21007,932
Kentucky,Barren,553.357115273158,Count,21009,933
Kentucky,Bath,3.85755232430529,Count,21011,934
Kentucky,Bell,1044.00178656655,Count,21013,936
Kentucky,Boone,3224.93475370006,Count,21015,1002
Kentucky,Bourbon,175.304606298916,Count,21017,1005
Kentucky,Boyd,2051.88905378502,Count,21019,1008
Kentucky,Boyle,940.126371162586,Count,21021,1010
Kentucky,Bracken,9.37037282119854,Count,21023,1013
Kentucky,Breathitt,129.74657632477,Count,21025,1017
Kentucky,Breckinridge,318.286123150415,Count,21027,1020
Kentucky,Bullitt,2066.22187643059,Count,21029,1024
Kentucky,Butler,213.341056866066,Count,21031,1026
Kentucky,Caldwell,292.447020388337,Count,21033,1031
Kentucky,Calloway,1034.26894666823,Count,21035,1033
Kentucky,Campbell,3743.90475732721,Count,21037,1035
Kentucky,Carlisle,40.0499966449242,Count,21039,1039
Kentucky,Carroll,605.416266164837,Count,21041,1041
Kentucky,Carter,262.497079616845,Count,21043,1044
Kentucky,Casey,144.81902307908,Count,21045,1048
Kentucky,Christian,865.452427152134,Count,21047,1050
Kentucky,Clark,451.201592337338,Count,21049,1053
Kentucky,Clay,215.431935370192,Count,21051,1056
Kentucky,Clinton,23.7723531636748,Count,21053,1059
Kentucky,Crittenden,0.0,Count,21055,1064
Kentucky,Cumberland,30.4185152941791,Count,21057,1067
Kentucky,Daviess,2303.39303324326,Count,21059,1071
Kentucky,Edmonson,55.7605029509637,Count,21061,1073
Kentucky,Elliott,1.98174735240173,Count,21063,1075
Kentucky,Estill,331.211578396928,Count,21065,1077
Kentucky,Fayette,3946.35283629841,Count,21067,1080
Kentucky,Fleming,110.929394662905,Count,21069,1083
Kentucky,Floyd,315.256416259201,Count,21071,1085
Kentucky,Franklin,1423.73558653321,Count,21073,1086
Kentucky,Fulton,0.68008427019231,Count,21075,1088
Kentucky,Gallatin,0.0,Count,21077,1090
Kentucky,Garrard,674.091606608654,Count,21079,1092
Kentucky,Grant,315.5396495802,Count,21081,1094
Kentucky,Graves,922.447786184881,Count,21083,1097
Kentucky,Grayson,970.275007912764,Count,21085,1100
Kentucky,Green,93.6808398786316,Count,21087,1102
Kentucky,Greenup,1675.55797163524,Count,21089,1105
Kentucky,Hancock,3.95669991066643,Count,21091,1107
Kentucky,Hardin,2287.14391927892,Count,21093,1110
Kentucky,Harlan,766.411944361719,Count,21095,1114
Kentucky,Harrison,179.193941926438,Count,21097,1119
Kentucky,Hart,326.872923334195,Count,21099,1121
Kentucky,Henderson,596.409679703025,Count,21101,1126
Kentucky,Henry,171.392210953939,Count,21103,1129
Kentucky,Hickman,35.585603588188,Count,21105,1130
Kentucky,Hopkins,1211.35761543188,Count,21107,1136
Kentucky,Jackson,3.87618739200465,Count,21109,1140
Kentucky,Jefferson,17038.6905193743,Count,21111,1143
Kentucky,Jessamine,598.943071067306,Count,21113,1145
Kentucky,Johnson,334.275575915476,Count,21115,1148
Kentucky,Kenton,5369.27066699152,Count,21117,1151
Kentucky,Knott,5.21471838225148,Count,21119,1154
Kentucky,Knox,219.013173753218,Count,21121,1159
Kentucky,Larue,36.9380210340532,Count,21123,1162
Kentucky,Laurel,940.146688280184,Count,21125,1166
Kentucky,Lawrence,257.464462395325,Count,21127,1167
Kentucky,Lee,0.000132101282360964,Count,21129,1171
Kentucky,Leslie,52.7073013183574,Count,21131,1175
Kentucky,Letcher,0.0,Count,21133,1178
Kentucky,Lewis,16.4769357432378,Count,21135,1180
Kentucky,Lincoln,273.450844819539,Count,21137,1184
Kentucky,Livingston,23.3392609738519,Count,21139,1187
Kentucky,Logan,108.461482726888,Count,21141,1190
Kentucky,Lyon,41.3282128525898,Count,21143,1193
Kentucky,McCracken,2367.74732397974,Count,21145,1196
Kentucky,McCreary,100.454714767709,Count,21147,1198
Kentucky,McLean,0.0618222281336784,Count,21149,1201
Kentucky,Madison,811.342361777955,Count,21151,1204
Kentucky,Magoffin,11.0317344023497,Count,21153,1206
Kentucky,Marion,94.5830893110415,Count,21155,1210
Kentucky,Marshall,245.550710376159,Count,21157,1213
Kentucky,Martin,2.18150484255875,Count,21159,1215
Kentucky,Mason,325.742568768192,Count,21161,1217
Kentucky,Meade,191.213358451095,Count,21163,1220
Kentucky,Menifee,0.0,Count,21165,1222
Kentucky,Mercer,639.561981020495,Count,21167,1225
Kentucky,Metcalfe,16.9726674881622,Count,21169,1228
Kentucky,Monroe,83.6973829936142,Count,21171,1230
Kentucky,Montgomery,885.221608237993,Count,21173,1233
Kentucky,Morgan,242.216137115178,Count,21175,1235
Kentucky,Muhlenberg,239.180926845132,Count,21177,1238
Kentucky,Nelson,935.500228139688,Count,21179,1243
Kentucky,Nicholas,2.31715801550308,Count,21181,1246
Kentucky,Ohio,354.361388728641,Count,21183,1249
Kentucky,Oldham,2048.51952458041,Count,21185,1252
Kentucky,Owen,79.9517419045442,Count,21187,1255
Kentucky,Owsley,12.0441752188689,Count,21189,1257
Kentucky,Pendleton,14.9151510574156,Count,21191,1260
