State,County,Grocery stores per 1000 pop 2011 (GROCPTH11),Units,FIPS,FID
Iowa,Clarke,0.321992058,"# per 1,000 pop",19039,397
Iowa,Clay,0.180777343,"# per 1,000 pop",19041,398
Iowa,Clayton,0.222000222,"# per 1,000 pop",19043,402
Iowa,Clinton,0.162979261,"# per 1,000 pop",19045,404
Iowa,Crawford,0.348351138,"# per 1,000 pop",19047,408
Iowa,Dallas,0.129301056,"# per 1,000 pop",19049,413
Iowa,Davis,0.228050171,"# per 1,000 pop",19051,416
Iowa,Decatur,0.242571255,"# per 1,000 pop",19053,419
Iowa,Delaware,0.170222424,"# per 1,000 pop",19055,421
Iowa,Des Moines,0.17475098,"# per 1,000 pop",19057,424
Iowa,Dickinson,0.237290147,"# per 1,000 pop",19059,427
Iowa,Dubuque,0.147993108,"# per 1,000 pop",19061,434
Iowa,Emmet,0.298121832,"# per 1,000 pop",19063,437
Iowa,Fayette,0.1431366,"# per 1,000 pop",19065,442
Iowa,Floyd,0.124208173,"# per 1,000 pop",19067,447
Iowa,Franklin,0.09353662,"# per 1,000 pop",19069,451
Iowa,Fremont,0.542446433,"# per 1,000 pop",19071,455
Iowa,Greene,0.107181136,"# per 1,000 pop",19073,458
Iowa,Grundy,0.400673131,"# per 1,000 pop",19075,460
Iowa,Guthrie,0.276319425,"# per 1,000 pop",19077,467
Iowa,Hamilton,0.258698745,"# per 1,000 pop",19079,469
Iowa,Hancock,0.265627767,"# per 1,000 pop",19081,470
Iowa,Hardin,0.345383376,"# per 1,000 pop",19083,475
Iowa,Harrison,0.270929287,"# per 1,000 pop",19085,478
Iowa,Henry,0.148272624,"# per 1,000 pop",19087,479
Iowa,Howard,0.314366551,"# per 1,000 pop",19089,481
Iowa,Humboldt,0.306779834,"# per 1,000 pop",19091,487
Iowa,Ida,0.283929585,"# per 1,000 pop",19093,491
Iowa,Iowa,0.245113058,"# per 1,000 pop",19095,495
Iowa,Jackson,0.152091255,"# per 1,000 pop",19097,499
Iowa,Jasper,0.136563516,"# per 1,000 pop",19099,505
Iowa,Jefferson,0.176325379,"# per 1,000 pop",19101,507
Iowa,Johnson,0.149617727,"# per 1,000 pop",19103,508
Iowa,Jones,0.192919842,"# per 1,000 pop",19105,516
Iowa,Keokuk,0.288544773,"# per 1,000 pop",19107,520
Iowa,Kossuth,0.454781705,"# per 1,000 pop",19109,523
Iowa,Lee,0.196883614,"# per 1,000 pop",19111,531
Iowa,Linn,0.126178248,"# per 1,000 pop",19113,535
Iowa,Louisa,0.263759451,"# per 1,000 pop",19115,539
Iowa,Lucas,0.112752283,"# per 1,000 pop",19117,542
Iowa,Lyon,0.427679412,"# per 1,000 pop",19119,546
Iowa,Madison,0.127113258,"# per 1,000 pop",19121,550
Iowa,Mahaska,0.133392619,"# per 1,000 pop",19123,554
Iowa,Marion,0.180386026,"# per 1,000 pop",19125,561
Iowa,Marshall,0.21976412,"# per 1,000 pop",19127,568
Iowa,Mills,0.199627362,"# per 1,000 pop",19129,569
Iowa,Mitchell,0.654083349,"# per 1,000 pop",19131,572
Iowa,Monona,0.216567407,"# per 1,000 pop",19133,576
Iowa,Monroe,0.248169748,"# per 1,000 pop",19135,580
Iowa,Montgomery,0.282220132,"# per 1,000 pop",19137,595
Iowa,Muscatine,0.233803278,"# per 1,000 pop",19139,600
Iowa,O'Brien,0.492333662,"# per 1,000 pop",19141,604
Iowa,Osceola,0.31680659,"# per 1,000 pop",19143,607
Iowa,Page,0.251841592,"# per 1,000 pop",19145,612
Iowa,Palo Alto,0.320889935,"# per 1,000 pop",19147,618
Iowa,Plymouth,0.201547888,"# per 1,000 pop",19149,622
Iowa,Pocahontas,0.555401277,"# per 1,000 pop",19151,624
Iowa,Polk,0.155202596,"# per 1,000 pop",19153,629
Iowa,Pottawattamie,0.13908057,"# per 1,000 pop",19155,637
Iowa,Poweshiek,0.264914697,"# per 1,000 pop",19157,640
Iowa,Ringgold,0.396118043,"# per 1,000 pop",19159,642
Iowa,Sac,0.489141068,"# per 1,000 pop",19161,647
Iowa,Scott,0.150131215,"# per 1,000 pop",19163,657
Iowa,Shelby,0.166861338,"# per 1,000 pop",19165,660
Iowa,Sioux,0.264830508,"# per 1,000 pop",19167,663
Iowa,Story,0.121149377,"# per 1,000 pop",19169,668
Iowa,Tama,0.340715503,"# per 1,000 pop",19171,671
Iowa,Taylor,0.317309218,"# per 1,000 pop",19173,674
Iowa,Union,0.159375249,"# per 1,000 pop",19175,675
Iowa,Van Buren,0.798509449,"# per 1,000 pop",19177,678
Iowa,Wapello,0.197388828,"# per 1,000 pop",19179,681
Iowa,Warren,0.128678048,"# per 1,000 pop",19181,685
Iowa,Washington,0.183326459,"# per 1,000 pop",19183,687
Iowa,Wayne,0.473634354,"# per 1,000 pop",19185,691
Iowa,Webster,0.159033079,"# per 1,000 pop",19187,694
Iowa,Winnebago,0.280819994,"# per 1,000 pop",19189,696
Iowa,Winneshiek,0.237608706,"# per 1,000 pop",19191,698
Iowa,Woodbury,0.194889985,"# per 1,000 pop",19193,702
Iowa,Worth,0.264340471,"# per 1,000 pop",19195,703
Iowa,Wright,0.460475825,"# per 1,000 pop",19197,705
Kansas,Allen,0.149936277,"# per 1,000 pop",20001,709
Kansas,Anderson,0.372254622,"# per 1,000 pop",20003,712
Kansas,Atchison,0.179061717,"# per 1,000 pop",20005,715
Kansas,Barber,1.218026797,"# per 1,000 pop",20007,717
Kansas,Barton,0.144388694,"# per 1,000 pop",20009,719
Kansas,Bourbon,0.133859849,"# per 1,000 pop",20011,722
Kansas,Brown,0.100280786,"# per 1,000 pop",20013,723
Kansas,Butler,0.121532525,"# per 1,000 pop",20015,726
Kansas,Chase,0.361271676,"# per 1,000 pop",20017,729
Kansas,Chautauqua,0.277085065,"# per 1,000 pop",20019,730
Kansas,Cherokee,0.234170101,"# per 1,000 pop",20021,732
Kansas,Cheyenne,1.485332343,"# per 1,000 pop",20023,736
Kansas,Clark,0.471698113,"# per 1,000 pop",20025,738
Kansas,Clay,0.117288295,"# per 1,000 pop",20027,739
Kansas,Cloud,0.212381863,"# per 1,000 pop",20029,740
Kansas,Coffey,0.2356823,"# per 1,000 pop",20031,745
Kansas,Comanche,1.063829787,"# per 1,000 pop",20033,748
Kansas,Cowley,0.110390506,"# per 1,000 pop",20035,752
Kansas,Crawford,0.153123724,"# per 1,000 pop",20037,756
Kansas,Decatur,0.3417635,"# per 1,000 pop",20039,759
Kansas,Dickinson,0.203262361,"# per 1,000 pop",20041,762
Kansas,Doniphan,0.502702023,"# per 1,000 pop",20043,765
Kansas,Douglas,0.142372821,"# per 1,000 pop",20045,767
Kansas,Edwards,0.330797221,"# per 1,000 pop",20047,770
Kansas,Elk,0.0,"# per 1,000 pop",20049,773
Kansas,Ellis,0.139120757,"# per 1,000 pop",20051,774
Kansas,Ellsworth,0.154846702,"# per 1,000 pop",20053,776
Kansas,Finney,0.107773138,"# per 1,000 pop",20055,778
Kansas,Ford,0.174251445,"# per 1,000 pop",20057,784
Kansas,Franklin,0.077381413,"# per 1,000 pop",20059,786
Kansas,Geary,0.085046067,"# per 1,000 pop",20061,788
Kansas,Gove,1.098901099,"# per 1,000 pop",20063,790
Kansas,Graham,0.757862827,"# per 1,000 pop",20065,791
Kansas,Grant,0.38003547,"# per 1,000 pop",20067,794
Kansas,Gray,0.328569082,"# per 1,000 pop",20069,798
Kansas,Greeley,0.796812749,"# per 1,000 pop",20071,801
Kansas,Greenwood,0.302617643,"# per 1,000 pop",20073,803
Kansas,Hamilton,0.378071834,"# per 1,000 pop",20075,805
Kansas,Harper,0.505220613,"# per 1,000 pop",20077,807
Kansas,Harvey,0.201729107,"# per 1,000 pop",20079,812
Kansas,Haskell,0.472478148,"# per 1,000 pop",20081,815
Kansas,Hodgeman,0.510986203,"# per 1,000 pop",20083,818
Kansas,Jackson,0.223480334,"# per 1,000 pop",20085,819
Kansas,Jefferson,0.158261237,"# per 1,000 pop",20087,821
Kansas,Jewell,0.646621403,"# per 1,000 pop",20089,822
Kansas,Johnson,0.121209928,"# per 1,000 pop",20091,824
Kansas,Kearny,0.25220681,"# per 1,000 pop",20093,826
Kansas,Kingman,0.126758778,"# per 1,000 pop",20095,827
Kansas,Kiowa,0.0,"# per 1,000 pop",20097,829
Kansas,Labette,0.233863424,"# per 1,000 pop",20099,831
Kansas,Lane,0.573394495,"# per 1,000 pop",20101,833
Kansas,Leavenworth,0.09084656,"# per 1,000 pop",20103,836
Kansas,Lincoln,0.309405941,"# per 1,000 pop",20105,838
Kansas,Linn,0.312109863,"# per 1,000 pop",20107,840
Kansas,Logan,0.362187613,"# per 1,000 pop",20109,842
Kansas,Lyon,0.178401522,"# per 1,000 pop",20111,844
Kansas,McPherson,0.206086419,"# per 1,000 pop",20113,846
Kansas,Marion,0.478354461,"# per 1,000 pop",20115,848
Kansas,Marshall,0.601202405,"# per 1,000 pop",20117,850
Kansas,Meade,0.442575791,"# per 1,000 pop",20119,851
Kansas,Miami,0.091645028,"# per 1,000 pop",20121,853
Kansas,Mitchell,0.318319274,"# per 1,000 pop",20123,854
Kansas,Montgomery,0.08626143,"# per 1,000 pop",20125,856
Kansas,Morris,0.340947835,"# per 1,000 pop",20127,858
Kansas,Morton,0.31466331,"# per 1,000 pop",20129,859
Kansas,Nemaha,0.79310003,"# per 1,000 pop",20131,861
Kansas,Neosho,0.364852539,"# per 1,000 pop",20133,862
Kansas,Ness,0.641642605,"# per 1,000 pop",20135,864
Kansas,Norton,0.353606789,"# per 1,000 pop",20137,866
Kansas,Osage,0.183598531,"# per 1,000 pop",20139,867
Kansas,Osborne,0.78369906,"# per 1,000 pop",20141,869
Kansas,Ottawa,0.164934851,"# per 1,000 pop",20143,870
Kansas,Pawnee,0.143307538,"# per 1,000 pop",20145,872
Kansas,Phillips,0.541418517,"# per 1,000 pop",20147,873
Kansas,Pottawatomie,0.272380607,"# per 1,000 pop",20149,876
Kansas,Pratt,0.414765657,"# per 1,000 pop",20151,878
Kansas,Rawlins,0.797766254,"# per 1,000 pop",20153,880
Kansas,Reno,0.170741172,"# per 1,000 pop",20155,882
Kansas,Republic,0.408914332,"# per 1,000 pop",20157,884
Kansas,Rice,0.39607882,"# per 1,000 pop",20159,886
Kansas,Riley,0.081799591,"# per 1,000 pop",20161,888
Kansas,Rooks,0.577145056,"# per 1,000 pop",20163,889
Kansas,Rush,0.0,"# per 1,000 pop",20165,891
Kansas,Russell,0.429245958,"# per 1,000 pop",20167,893
Kansas,Saline,0.107482579,"# per 1,000 pop",20169,895
Kansas,Scott,0.406256348,"# per 1,000 pop",20171,897
Kansas,Sedgwick,0.123772753,"# per 1,000 pop",20173,898
Kansas,Seward,0.129516902,"# per 1,000 pop",20175,900
Kansas,Shawnee,0.156514643,"# per 1,000 pop",20177,902
Kansas,Sheridan,0.799680128,"# per 1,000 pop",20179,904
Kansas,Sherman,0.0,"# per 1,000 pop",20181,907
Kansas,Smith,0.791347929,"# per 1,000 pop",20183,909
Kansas,Stafford,0.456412597,"# per 1,000 pop",20185,911
Kansas,Stanton,0.452079566,"# per 1,000 pop",20187,913
Kansas,Stevens,0.177399326,"# per 1,000 pop",20189,914
Kansas,Sumner,0.210216523,"# per 1,000 pop",20191,916
Kansas,Thomas,0.125960448,"# per 1,000 pop",20193,917
Kansas,Trego,0.338638673,"# per 1,000 pop",20195,919
Kansas,Wabaunsee,0.284454558,"# per 1,000 pop",20197,920
Kansas,Wallace,0.655737705,"# per 1,000 pop",20199,921
Kansas,Washington,0.859254167,"# per 1,000 pop",20201,922
Kansas,Wichita,0.443066017,"# per 1,000 pop",20203,923
Kansas,Wilson,0.216403376,"# per 1,000 pop",20205,925
Kansas,Woodson,0.0,"# per 1,000 pop",20207,926
Kansas,Wyandotte,0.145549354,"# per 1,000 pop",20209,927
Kentucky,Adair,0.210703751,"# per 1,000 pop",21001,928
Kentucky,Allen,0.198206234,"# per 1,000 pop",21003,929
Kentucky,Anderson,0.0464641,"# per 1,000 pop",21005,930
Kentucky,Ballard,0.241837969,"# per 1,000 pop",21007,932
Kentucky,Barren,0.236272564,"# per 1,000 pop",21009,933
Kentucky,Bath,0.341471743,"# per 1,000 pop",21011,934
Kentucky,Bell,0.209380235,"# per 1,000 pop",21013,936
Kentucky,Boone,0.106987079,"# per 1,000 pop",21015,1002
Kentucky,Bourbon,0.150127608,"# per 1,000 pop",21017,1005
Kentucky,Boyd,0.182123561,"# per 1,000 pop",21019,1008
Kentucky,Boyle,0.243393602,"# per 1,000 pop",21021,1010
Kentucky,Bracken,0.235155791,"# per 1,000 pop",21023,1013
Kentucky,Breathitt,0.362713094,"# per 1,000 pop",21025,1017
Kentucky,Breckinridge,0.197404136,"# per 1,000 pop",21027,1020
Kentucky,Bullitt,0.079777686,"# per 1,000 pop",21029,1024
Kentucky,Butler,0.236034618,"# per 1,000 pop",21031,1026
Kentucky,Caldwell,0.307219662,"# per 1,000 pop",21033,1031
Kentucky,Calloway,0.106227593,"# per 1,000 pop",21035,1033
Kentucky,Campbell,0.186683944,"# per 1,000 pop",21037,1035
Kentucky,Carlisle,0.198373339,"# per 1,000 pop",21039,1039
Kentucky,Carroll,0.273448182,"# per 1,000 pop",21041,1041
Kentucky,Carter,0.39820446,"# per 1,000 pop",21043,1044
Kentucky,Casey,0.565859793,"# per 1,000 pop",21045,1048
Kentucky,Christian,0.190561749,"# per 1,000 pop",21047,1050
Kentucky,Clark,0.112873187,"# per 1,000 pop",21049,1053
Kentucky,Clay,0.231524356,"# per 1,000 pop",21051,1056
Kentucky,Clinton,0.196908536,"# per 1,000 pop",21053,1059
Kentucky,Crittenden,0.216262976,"# per 1,000 pop",21055,1064
Kentucky,Cumberland,0.290866783,"# per 1,000 pop",21057,1067
Kentucky,Daviess,0.154344806,"# per 1,000 pop",21059,1071
Kentucky,Edmonson,0.245639892,"# per 1,000 pop",21061,1073
Kentucky,Elliott,0.12848516,"# per 1,000 pop",21063,1075
Kentucky,Estill,0.273074823,"# per 1,000 pop",21065,1077
Kentucky,Fayette,0.195773938,"# per 1,000 pop",21067,1080
Kentucky,Fleming,0.275957227,"# per 1,000 pop",21069,1083
Kentucky,Floyd,0.377339505,"# per 1,000 pop",21071,1085
Kentucky,Franklin,0.101432223,"# per 1,000 pop",21073,1086
Kentucky,Fulton,0.296515938,"# per 1,000 pop",21075,1088
Kentucky,Gallatin,0.116171004,"# per 1,000 pop",21077,1090
Kentucky,Garrard,0.0,"# per 1,000 pop",21079,1092
Kentucky,Grant,0.080781969,"# per 1,000 pop",21081,1094
Kentucky,Graves,0.106473595,"# per 1,000 pop",21083,1097
Kentucky,Grayson,0.194159677,"# per 1,000 pop",21085,1100
Kentucky,Green,0.178699071,"# per 1,000 pop",21087,1102
Kentucky,Greenup,0.162915094,"# per 1,000 pop",21089,1105
Kentucky,Hancock,0.0,"# per 1,000 pop",21091,1107
Kentucky,Hardin,0.130258004,"# per 1,000 pop",21093,1110
Kentucky,Harlan,0.343406593,"# per 1,000 pop",21095,1114
Kentucky,Harrison,0.267580006,"# per 1,000 pop",21097,1119
Kentucky,Hart,0.327994315,"# per 1,000 pop",21099,1121
Kentucky,Henderson,0.172685475,"# per 1,000 pop",21101,1126
Kentucky,Henry,0.195185426,"# per 1,000 pop",21103,1129
Kentucky,Hickman,0.418322527,"# per 1,000 pop",21105,1130
Kentucky,Hopkins,0.19212706,"# per 1,000 pop",21107,1136
Kentucky,Jackson,0.149387511,"# per 1,000 pop",21109,1140
Kentucky,Jefferson,0.195622085,"# per 1,000 pop",21111,1143
Kentucky,Jessamine,0.102259945,"# per 1,000 pop",21113,1145
Kentucky,Johnson,0.08540439,"# per 1,000 pop",21115,1148
Kentucky,Kenton,0.149618473,"# per 1,000 pop",21117,1151
Kentucky,Knott,0.245534344,"# per 1,000 pop",21119,1154
Kentucky,Knox,0.250964645,"# per 1,000 pop",21121,1159
Kentucky,Larue,0.281908521,"# per 1,000 pop",21123,1162
Kentucky,Laurel,0.235980245,"# per 1,000 pop",21125,1166
Kentucky,Lawrence,0.18818216,"# per 1,000 pop",21127,1167
Kentucky,Lee,0.129701686,"# per 1,000 pop",21129,1171
Kentucky,Leslie,0.266975171,"# per 1,000 pop",21131,1175
Kentucky,Letcher,0.205060903,"# per 1,000 pop",21133,1178
Kentucky,Lewis,0.362502719,"# per 1,000 pop",21135,1180
Kentucky,Lincoln,0.282976917,"# per 1,000 pop",21137,1184
Kentucky,Livingston,0.42091971,"# per 1,000 pop",21139,1187
Kentucky,Logan,0.1490924,"# per 1,000 pop",21141,1190
Kentucky,Lyon,0.118553646,"# per 1,000 pop",21143,1193
Kentucky,McCracken,0.13671786,"# per 1,000 pop",21145,1196
Kentucky,McCreary,0.21873462,"# per 1,000 pop",21147,1198
Kentucky,McLean,0.315723006,"# per 1,000 pop",21149,1201
Kentucky,Madison,0.094373009,"# per 1,000 pop",21151,1204
Kentucky,Magoffin,0.151251607,"# per 1,000 pop",21153,1206
Kentucky,Marion,0.150120096,"# per 1,000 pop",21155,1210
Kentucky,Marshall,0.287953927,"# per 1,000 pop",21157,1213
Kentucky,Martin,0.233517553,"# per 1,000 pop",21159,1215
Kentucky,Mason,0.284932756,"# per 1,000 pop",21161,1217
Kentucky,Meade,0.101177026,"# per 1,000 pop",21163,1220
Kentucky,Menifee,0.311817898,"# per 1,000 pop",21165,1222
Kentucky,Mercer,0.328962827,"# per 1,000 pop",21167,1225
Kentucky,Metcalfe,0.19896538,"# per 1,000 pop",21169,1228
Kentucky,Monroe,0.366535325,"# per 1,000 pop",21171,1230
Kentucky,Montgomery,0.186901914,"# per 1,000 pop",21173,1233
Kentucky,Morgan,0.218642956,"# per 1,000 pop",21175,1235
Kentucky,Muhlenberg,0.222031909,"# per 1,000 pop",21177,1238
Kentucky,Nelson,0.090785293,"# per 1,000 pop",21179,1243
Kentucky,Nicholas,0.423370025,"# per 1,000 pop",21181,1246
Kentucky,Ohio,0.083427189,"# per 1,000 pop",21183,1249
Kentucky,Oldham,0.0493941,"# per 1,000 pop",21185,1252
Kentucky,Owen,0.277366864,"# per 1,000 pop",21187,1255
Kentucky,Owsley,0.207986689,"# per 1,000 pop",21189,1257
Kentucky,Pendleton,0.136444263,"# per 1,000 pop",21191,1260
Kentucky,Perry,0.278619441,"# per 1,000 pop",21193,1265
Kentucky,Pike,0.292731026,"# per 1,000 pop",21195,1267
Kentucky,Powell,0.237717908,"# per 1,000 pop",21197,1270
Kentucky,Pulaski,0.283469031,"# per 1,000 pop",21199,1272
Kentucky,Robertson,0.436681223,"# per 1,000 pop",21201,1273
Kentucky,Rockcastle,0.116897539,"# per 1,000 pop",21203,1276
Kentucky,Rowan,0.25467974,"# per 1,000 pop",21205,1279
Kentucky,Russell,0.226193169,"# per 1,000 pop",21207,1282
Kentucky,Scott,0.104242677,"# per 1,000 pop",21209,1283
Kentucky,Shelby,0.163288157,"# per 1,000 pop",21211,1285
Kentucky,Simpson,0.173390359,"# per 1,000 pop",21213,1287
Kentucky,Spencer,0.230123116,"# per 1,000 pop",21215,1000
Kentucky,Taylor,0.280078422,"# per 1,000 pop",21217,1003
Kentucky,Todd,0.322320709,"# per 1,000 pop",21219,1006
Kentucky,Trigg,0.210955629,"# per 1,000 pop",21221,1009
Kentucky,Trimble,0.113417262,"# per 1,000 pop",21223,1012
Kentucky,Union,0.32761106,"# per 1,000 pop",21225,1016
Kentucky,Warren,0.155428335,"# per 1,000 pop",21227,1019
Kentucky,Washington,0.340657469,"# per 1,000 pop",21229,1023
Kentucky,Wayne,0.191488343,"# per 1,000 pop",21231,1027
Kentucky,Webster,0.295836107,"# per 1,000 pop",21233,1029
Kentucky,Whitley,0.362510806,"# per 1,000 pop",21235,1034
Kentucky,Wolfe,0.543256825,"# per 1,000 pop",21237,1037
Kentucky,Woodford,0.080253601,"# per 1,000 pop",21239,1042
Louisiana,Acadia,0.372011775,"# per 1,000 pop",22001,1046
Louisiana,Allen,0.155394118,"# per 1,000 pop",22003,1051
Louisiana,Ascension,0.200007273,"# per 1,000 pop",22005,1055
Louisiana,Assumption,0.215740421,"# per 1,000 pop",22007,1060
Louisiana,Avoyelles,0.311041991,"# per 1,000 pop",22009,1062
Louisiana,Beauregard,0.08312552,"# per 1,000 pop",22011,1066
Louisiana,Bienville,0.14024262,"# per 1,000 pop",22013,1069
Louisiana,Bossier,0.158302992,"# per 1,000 pop",22015,1076
Louisiana,Caddo,0.124515072,"# per 1,000 pop",22017,1079
Louisiana,Calcasieu,0.175426829,"# per 1,000 pop",22019,1081
Louisiana,Caldwell,0.691153239,"# per 1,000 pop",22021,1084
Louisiana,Cameron,0.450315221,"# per 1,000 pop",22023,1089
Louisiana,Catahoula,0.097238429,"# per 1,000 pop",22025,1093
Louisiana,Claiborne,0.177137459,"# per 1,000 pop",22027,1095
Louisiana,Concordia,0.143988481,"# per 1,000 pop",22029,1098
Louisiana,De Soto,0.112049003,"# per 1,000 pop",22031,1103
Louisiana,East Baton Rouge,0.278811673,"# per 1,000 pop",22033,1108
Louisiana,East Carroll,0.391798354,"# per 1,000 pop",22035,1111
Louisiana,East Feliciana,0.0497859,"# per 1,000 pop",22037,1115
Louisiana,Evangeline,0.443498315,"# per 1,000 pop",22039,1118
Louisiana,Franklin,0.240755008,"# per 1,000 pop",22041,1123
Louisiana,Grant,0.089405454,"# per 1,000 pop",22043,1127
Louisiana,Iberia,0.312908141,"# per 1,000 pop",22045,1133
Louisiana,Iberville,0.389770036,"# per 1,000 pop",22047,1134
Louisiana,Jackson,0.0611621,"# per 1,000 pop",22049,1138
Louisiana,Jefferson,0.218876862,"# per 1,000 pop",22051,1147
Louisiana,Jefferson Davis,0.284900285,"# per 1,000 pop",22053,1155
Louisiana,Lafayette,0.249582173,"# per 1,000 pop",22055,1161
Louisiana,Lafourche,0.16492975,"# per 1,000 pop",22057,1280
Louisiana,La Salle,0.200937709,"# per 1,000 pop",22059,1289
Louisiana,Lincoln,0.0425053,"# per 1,000 pop",22061,1291
Louisiana,Livingston,0.115242778,"# per 1,000 pop",22063,1295
Louisiana,Madison,0.167014614,"# per 1,000 pop",22065,1297
Louisiana,Morehouse,0.145581598,"# per 1,000 pop",22067,1299
Louisiana,Natchitoches,0.17779584,"# per 1,000 pop",22069,1301
Louisiana,Orleans,0.396494215,"# per 1,000 pop",22071,1304
Louisiana,Ouachita,0.129371127,"# per 1,000 pop",22073,1306
Louisiana,Plaquemines,0.127183314,"# per 1,000 pop",22075,1427
Louisiana,Pointe Coupee,0.438654209,"# per 1,000 pop",22077,1431
Louisiana,Rapides,0.121208448,"# per 1,000 pop",22079,1434
Louisiana,Red River,0.0,"# per 1,000 pop",22081,1436
Louisiana,Richland,0.095744172,"# per 1,000 pop",22083,1439
Louisiana,Sabine,0.286591607,"# per 1,000 pop",22085,1441
Louisiana,St. Bernard,0.303759018,"# per 1,000 pop",22087,1463
Louisiana,St. Charles,0.171834428,"# per 1,000 pop",22089,1466
Louisiana,St. Helena,0.273872558,"# per 1,000 pop",22091,1467
Louisiana,St. James,0.275431509,"# per 1,000 pop",22093,1468
Louisiana,St. John the Baptist,0.266358874,"# per 1,000 pop",22095,1469
Louisiana,St. Landry,0.347596788,"# per 1,000 pop",22097,1471
Louisiana,St. Martin,0.303156618,"# per 1,000 pop",22099,1473
Louisiana,St. Mary,0.258612727,"# per 1,000 pop",22101,1474
Louisiana,St. Tammany,0.173156517,"# per 1,000 pop",22103,1475
Louisiana,Tangipahoa,0.163093559,"# per 1,000 pop",22105,1476
Louisiana,Tensas,0.392772977,"# per 1,000 pop",22107,1479
Louisiana,Terrebonne,0.152339304,"# per 1,000 pop",22109,1501
Louisiana,Union,0.219741584,"# per 1,000 pop",22111,1507
Louisiana,Vermilion,0.240508504,"# per 1,000 pop",22113,1510
Louisiana,Vernon,0.057424,"# per 1,000 pop",22115,1513
Louisiana,Washington,0.233273248,"# per 1,000 pop",22117,1516
Louisiana,Webster,0.169766934,"# per 1,000 pop",22119,1518
Louisiana,West Baton Rouge,0.165995767,"# per 1,000 pop",22121,1520
Louisiana,West Carroll,0.347342827,"# per 1,000 pop",22123,1522
Louisiana,West Feliciana,0.193498452,"# per 1,000 pop",22125,1524
Louisiana,Winn,0.198045947,"# per 1,000 pop",22127,1529
Maine,Androscoggin,0.20485125,"# per 1,000 pop",23001,1532
Maine,Aroostook,0.392305213,"# per 1,000 pop",23003,1535
Maine,Cumberland,0.247700806,"# per 1,000 pop",23005,1608
Maine,Franklin,0.423025609,"# per 1,000 pop",23007,1619
Maine,Hancock,0.495203859,"# per 1,000 pop",23009,1748
Maine,Kennebec,0.221738595,"# per 1,000 pop",23011,1755
Maine,Knox,0.327753126,"# per 1,000 pop",23013,1774
Maine,Lincoln,0.37929626,"# per 1,000 pop",23015,1835
Maine,Oxford,0.1904597,"# per 1,000 pop",23017,1842
Maine,Penobscot,0.201674549,"# per 1,000 pop",23019,1846
Maine,Piscataquis,0.51843318,"# per 1,000 pop",23021,1851
Maine,Sagadahoc,0.227770976,"# per 1,000 pop",23023,1855
Maine,Somerset,0.231102552,"# per 1,000 pop",23025,1860
Maine,Waldo,0.257426762,"# per 1,000 pop",23027,1865
Maine,Washington,0.550206327,"# per 1,000 pop",23029,1884
Maine,York,0.227035372,"# per 1,000 pop",23031,1901
Maryland,Allegany,0.214520346,"# per 1,000 pop",24001,1905
Maryland,Anne Arundel,0.16698075,"# per 1,000 pop",24003,1925
Maryland,Baltimore County,0.170912847,"# per 1,000 pop",24005,1939
Maryland,Calvert,0.145540852,"# per 1,000 pop",24009,1946
Maryland,Caroline,0.182381908,"# per 1,000 pop",24011,1949
Maryland,Carroll,0.137708883,"# per 1,000 pop",24013,1955
Maryland,Cecil,0.147659595,"# per 1,000 pop",24015,1963
Maryland,Charles,0.134041969,"# per 1,000 pop",24017,1294
Maryland,Dorchester,0.183486239,"# per 1,000 pop",24019,1346
Maryland,Frederick,0.151661962,"# per 1,000 pop",24021,1357
Maryland,Garrett,0.232272622,"# per 1,000 pop",24023,1361
Maryland,Harford,0.145908483,"# per 1,000 pop",24025,1372
Maryland,Howard,0.139523171,"# per 1,000 pop",24027,1379
Maryland,Kent,0.24691358,"# per 1,000 pop",24029,1394
Maryland,Montgomery,0.202350487,"# per 1,000 pop",24031,1398
Maryland,Prince George's,0.18065422,"# per 1,000 pop",24033,1403
Maryland,Queen Anne's,0.186451212,"# per 1,000 pop",24035,1413
Maryland,St. Mary's,0.130129665,"# per 1,000 pop",24037,1421
Maryland,Somerset,0.190381906,"# per 1,000 pop",24039,1430
Maryland,Talbot,0.316213866,"# per 1,000 pop",24041,1438
Maryland,Washington,0.161339115,"# per 1,000 pop",24043,1445
Maryland,Wicomico,0.089901109,"# per 1,000 pop",24045,1446
Maryland,Worcester,0.310649452,"# per 1,000 pop",24047,1456
Maryland,Baltimore County,0.360802076,"# per 1,000 pop",24510,1939
Massachusetts,Barnstable,0.287916783,"# per 1,000 pop",25001,1478
Massachusetts,Berkshire,0.283550978,"# per 1,000 pop",25003,1480
Massachusetts,Bristol,0.183847621,"# per 1,000 pop",25005,1486
Massachusetts,Dukes,0.539083558,"# per 1,000 pop",25007,1491
Massachusetts,Essex,0.183635178,"# per 1,000 pop",25009,1519
Massachusetts,Franklin,0.307013871,"# per 1,000 pop",25011,1523
Massachusetts,Hampden,0.199544267,"# per 1,000 pop",25013,1526
Massachusetts,Hampshire,0.19988132,"# per 1,000 pop",25015,1527
Massachusetts,Middlesex,0.176487068,"# per 1,000 pop",25017,1533
Massachusetts,Nantucket,0.296325563,"# per 1,000 pop",25019,1537
Massachusetts,Norfolk,0.147531575,"# per 1,000 pop",25021,1543
Massachusetts,Plymouth,0.16258596,"# per 1,000 pop",25023,1569
