State,County,WIC redemptions per capita (% change) 2011-16 (PCH_PC_WIC_REDEMP_11_16),Units,FIPS,FID
Idaho,Bonneville,-6.819502353668213,% change,16019,395
Idaho,Boundary,nan,% change,16021,405
Idaho,Butte,nan,% change,16023,414
Idaho,Camas,nan,% change,16025,429
Idaho,Canyon,-10.84009075164795,% change,16027,441
Idaho,Caribou,nan,% change,16029,449
Idaho,Cassia,nan,% change,16031,456
Idaho,Clark,nan,% change,16033,464
Idaho,Clearwater,-12.469955444335938,% change,16035,474
Idaho,Custer,nan,% change,16037,484
Idaho,Elmore,-6.066612243652344,% change,16039,490
Idaho,Franklin,nan,% change,16041,498
Idaho,Fremont,nan,% change,16043,502
Idaho,Gem,nan,% change,16045,510
Idaho,Gooding,-34.121971130371094,% change,16047,519
Idaho,Idaho,-25.873146057128906,% change,16049,528
Idaho,Jefferson,nan,% change,16051,540
Idaho,Jerome,nan,% change,16053,547
Idaho,Kootenai,-23.95655632019043,% change,16055,552
Idaho,Latah,-8.466726303100586,% change,16057,559
Idaho,Lemhi,nan,% change,16059,566
Idaho,Lewis,nan,% change,16061,574
Idaho,Lincoln,nan,% change,16063,578
Idaho,Madison,-6.389450550079346,% change,16065,581
Idaho,Minidoka,nan,% change,16067,585
Idaho,Nez Perce,-6.070927143096924,% change,16069,589
Idaho,Oneida,nan,% change,16071,593
Idaho,Owyhee,nan,% change,16073,601
Idaho,Payette,-20.837318420410156,% change,16075,606
Idaho,Power,nan,% change,16077,613
Idaho,Shoshone,11.272616386413574,% change,16079,621
Idaho,Teton,nan,% change,16081,627
Idaho,Twin Falls,-15.772599220275879,% change,16083,634
Idaho,Valley,nan,% change,16085,643
Idaho,Washington,nan,% change,16087,649
Illinois,Adams,-22.02324104309082,% change,17001,650
Illinois,Alexander,nan,% change,17003,651
Illinois,Bond,nan,% change,17005,652
Illinois,Boone,60.16361999511719,% change,17007,653
Illinois,Brown,nan,% change,17009,654
Illinois,Bureau,-1.9577754735946655,% change,17011,2
Illinois,Calhoun,nan,% change,17013,4
Illinois,Carroll,nan,% change,17015,6
Illinois,Cass,nan,% change,17017,10
Illinois,Champaign,-21.236417770385742,% change,17019,12
Illinois,Christian,-21.535234451293945,% change,17021,14
Illinois,Clark,-25.511024475097656,% change,17023,19
Illinois,Clay,-11.148123741149902,% change,17025,22
Illinois,Clinton,-11.000429153442383,% change,17027,27
Illinois,Coles,-18.222309112548828,% change,17029,30
Illinois,Cook,-15.331460952758789,% change,17031,36
Illinois,Crawford,nan,% change,17033,40
Illinois,Cumberland,nan,% change,17035,44
Illinois,DeKalb,-23.888071060180664,% change,17037,49
Illinois,De Witt,-11.974092483520508,% change,17039,53
Illinois,Douglas,nan,% change,17041,55
Illinois,DuPage,-23.599252700805664,% change,17043,64
Illinois,Edgar,-15.017494201660156,% change,17045,66
Illinois,Edwards,nan,% change,17047,71
Illinois,Effingham,-19.920642852783203,% change,17049,76
Illinois,Fayette,nan,% change,17051,79
Illinois,Ford,nan,% change,17053,81
Illinois,Franklin,-11.14644718170166,% change,17055,85
Illinois,Fulton,-29.28980827331543,% change,17057,89
Illinois,Gallatin,nan,% change,17059,92
Illinois,Greene,-19.603769302368164,% change,17061,96
Illinois,Grundy,-26.583290100097656,% change,17063,99
Illinois,Hamilton,nan,% change,17065,106
Illinois,Hancock,-34.07693862915039,% change,17067,111
Illinois,Hardin,nan,% change,17069,113
Illinois,Henderson,nan,% change,17071,117
Illinois,Henry,-15.146666526794434,% change,17073,121
Illinois,Iroquois,-9.703699111938477,% change,17075,125
Illinois,Jackson,-11.014029502868652,% change,17077,129
Illinois,Jasper,nan,% change,17079,133
Illinois,Jefferson,-8.483447074890137,% change,17081,137
Illinois,Jersey,nan,% change,17083,142
Illinois,Jo Daviess,-14.26257610321045,% change,17085,145
Illinois,Johnson,nan,% change,17087,152
Illinois,Kane,-17.986675262451172,% change,17089,156
Illinois,Kankakee,-14.321842193603516,% change,17091,161
Illinois,Kendall,-17.643375396728516,% change,17093,165
Illinois,Knox,-20.293310165405273,% change,17095,166
Illinois,Lake,-23.73564910888672,% change,17097,170
Illinois,LaSalle,9.433417320251465,% change,17099,175
Illinois,Lawrence,nan,% change,17101,177
Illinois,Lee,-15.329621315002441,% change,17103,180
Illinois,Livingston,-32.192535400390625,% change,17105,182
Illinois,Logan,-25.028972625732422,% change,17107,186
Illinois,McDonough,-10.309654235839844,% change,17109,189
Illinois,McHenry,11.461342811584473,% change,17111,192
Illinois,McLean,-22.29715347290039,% change,17113,193
Illinois,Macon,-11.661748886108398,% change,17115,194
Illinois,Macoupin,-26.266183853149414,% change,17117,196
Illinois,Madison,-17.040048599243164,% change,17119,199
Illinois,Marion,-25.755138397216797,% change,17121,201
Illinois,Marshall,nan,% change,17123,202
Illinois,Mason,nan,% change,17125,206
Illinois,Massac,-12.945832252502441,% change,17127,208
Illinois,Menard,nan,% change,17129,212
Illinois,Mercer,nan,% change,17131,216
Illinois,Monroe,-36.28854751586914,% change,17133,219
Illinois,Montgomery,-18.24919891357422,% change,17135,223
Illinois,Morgan,-23.132160186767578,% change,17137,225
Illinois,Moultrie,-10.351398468017578,% change,17139,227
Illinois,Ogle,-22.758337020874023,% change,17141,229
Illinois,Peoria,1.6675848960876465,% change,17143,233
Illinois,Perry,-9.35564136505127,% change,17145,235
Illinois,Piatt,nan,% change,17147,238
Illinois,Pike,-20.059425354003906,% change,17149,241
Illinois,Pope,nan,% change,17151,245
Illinois,Pulaski,nan,% change,17153,248
Illinois,Putnam,nan,% change,17155,253
Illinois,Randolph,-12.34154987335205,% change,17157,255
Illinois,Richland,-17.02121925354004,% change,17159,259
Illinois,Rock Island,-5.857737064361572,% change,17161,265
Illinois,St. Clair,-18.395282745361328,% change,17163,269
Illinois,Saline,-0.10790714621543884,% change,17165,271
Illinois,Sangamon,-13.991680145263672,% change,17167,274
Illinois,Schuyler,nan,% change,17169,278
Illinois,Scott,nan,% change,17171,280
Illinois,Shelby,nan,% change,17173,283
Illinois,Stark,nan,% change,17175,285
Illinois,Stephenson,-8.497846603393555,% change,17177,290
Illinois,Tazewell,-22.715473175048828,% change,17179,291
Illinois,Union,-6.708465576171875,% change,17181,293
Illinois,Vermilion,-29.674314498901367,% change,17183,296
Illinois,Wabash,nan,% change,17185,299
Illinois,Warren,-3.2549054622650146,% change,17187,301
Illinois,Washington,-7.20219612121582,% change,17189,305
Illinois,Wayne,1.8785825967788696,% change,17191,310
Illinois,White,-16.448383331298828,% change,17193,312
Illinois,Whiteside,-34.425071716308594,% change,17195,314
Illinois,Will,-15.000656127929688,% change,17197,320
Illinois,Williamson,-13.878572463989258,% change,17199,324
Illinois,Winnebago,-15.590971946716309,% change,17201,325
Illinois,Woodford,-45.09963607788086,% change,17203,328
Indiana,Adams,-20.2384033203125,% change,18001,330
Indiana,Allen,10.499916076660156,% change,18003,335
Indiana,Bartholomew,-5.8962225914001465,% change,18005,342
Indiana,Benton,nan,% change,18007,179
Indiana,Blackford,nan,% change,18009,183
Indiana,Boone,-23.54997444152832,% change,18011,185
Indiana,Brown,nan,% change,18013,188
Indiana,Carroll,nan,% change,18015,195
Indiana,Cass,13.898385047912598,% change,18017,211
Indiana,Clark,-11.422901153564453,% change,18019,215
Indiana,Clay,nan,% change,18021,221
Indiana,Clinton,-18.263565063476562,% change,18023,226
Indiana,Crawford,nan,% change,18025,232
Indiana,Daviess,-11.97374153137207,% change,18027,239
Indiana,Dearborn,47.0054931640625,% change,18029,242
Indiana,Decatur,-13.5220365524292,% change,18031,246
Indiana,DeKalb,5.083584785461426,% change,18033,249
Indiana,Delaware,-3.948935031890869,% change,18035,252
Indiana,Dubois,-10.853628158569336,% change,18037,254
Indiana,Elkhart,-17.653249740600586,% change,18039,260
Indiana,Fayette,nan,% change,18041,263
Indiana,Floyd,-7.486206531524658,% change,18043,267
Indiana,Fountain,-27.829652786254883,% change,18045,270
Indiana,Franklin,-35.56138610839844,% change,18047,272
Indiana,Fulton,-10.440581321716309,% change,18049,276
Indiana,Gibson,-22.648025512695312,% change,18051,286
Indiana,Grant,-15.882219314575195,% change,18053,297
Indiana,Greene,-3.7587485313415527,% change,18055,309
Indiana,Hamilton,-18.768272399902344,% change,18057,321
Indiana,Hancock,-17.226362228393555,% change,18059,329
Indiana,Harrison,nan,% change,18061,334
Indiana,Hendricks,15.465728759765625,% change,18063,341
Indiana,Henry,-6.684794902801514,% change,18065,344
Indiana,Howard,-6.457890510559082,% change,18067,348
Indiana,Huntington,nan,% change,18069,352
Indiana,Jackson,-8.372268676757812,% change,18071,355
Indiana,Jasper,16.74921226501465,% change,18073,356
Indiana,Jay,nan,% change,18075,358
Indiana,Jefferson,2.234522819519043,% change,18077,363
Indiana,Jennings,nan,% change,18079,367
Indiana,Johnson,-1.338204264640808,% change,18081,370
Indiana,Knox,-14.054990768432617,% change,18083,376
Indiana,Kosciusko,-7.43109655380249,% change,18085,384
Indiana,LaGrange,nan,% change,18087,386
Indiana,Lake,-20.332937240600586,% change,18089,389
Indiana,LaPorte,1.0890939235687256,% change,18091,392
Indiana,Lawrence,-7.224532604217529,% change,18093,396
Indiana,Madison,-6.229381084442139,% change,18095,401
Indiana,Marion,-7.525751113891602,% change,18097,409
Indiana,Marshall,5.452462673187256,% change,18099,412
Indiana,Martin,-0.3390597999095917,% change,18101,418
Indiana,Miami,nan,% change,18103,420
Indiana,Monroe,-3.2007813453674316,% change,18105,422
Indiana,Montgomery,-3.0609829425811768,% change,18107,425
Indiana,Morgan,-11.442838668823242,% change,18109,430
Indiana,Newton,nan,% change,18111,433
Indiana,Noble,-7.1481804847717285,% change,18113,436
Indiana,Ohio,nan,% change,18115,440
Indiana,Orange,nan,% change,18117,444
Indiana,Owen,-14.227692604064941,% change,18119,448
Indiana,Parke,nan,% change,18121,452
Indiana,Perry,nan,% change,18123,459
Indiana,Pike,nan,% change,18125,465
Indiana,Porter,-17.595977783203125,% change,18127,468
Indiana,Posey,-22.821510314941406,% change,18129,471
Indiana,Pulaski,nan,% change,18131,477
Indiana,Putnam,nan,% change,18133,480
Indiana,Randolph,nan,% change,18135,485
Indiana,Ripley,-15.724732398986816,% change,18137,488
Indiana,Rush,nan,% change,18139,493
Indiana,St. Joseph,1.2474616765975952,% change,18141,496
Indiana,Scott,-9.549700736999512,% change,18143,504
Indiana,Shelby,nan,% change,18145,506
Indiana,Spencer,nan,% change,18147,509
Indiana,Starke,-18.578298568725586,% change,18149,512
Indiana,Steuben,1.7657142877578735,% change,18151,515
Indiana,Sullivan,nan,% change,18153,518
Indiana,Switzerland,nan,% change,18155,526
Indiana,Tippecanoe,1.9751465320587158,% change,18157,530
Indiana,Tipton,nan,% change,18159,534
Indiana,Union,nan,% change,18161,538
Indiana,Vanderburgh,-22.814661026000977,% change,18163,543
Indiana,Vermillion,nan,% change,18165,548
Indiana,Vigo,-1.295243501663208,% change,18167,553
Indiana,Wabash,-19.61787223815918,% change,18169,555
Indiana,Warren,nan,% change,18171,567
Indiana,Warrick,-26.51557159423828,% change,18173,575
Indiana,Washington,-3.8729023933410645,% change,18175,584
Indiana,Wayne,-15.423356056213379,% change,18177,586
Indiana,Wells,nan,% change,18179,590
Indiana,White,nan,% change,18181,594
Indiana,Whitley,nan,% change,18183,597
Iowa,Adair,nan,% change,19001,598
Iowa,Adams,nan,% change,19003,602
Iowa,Allamakee,-67.92829895019531,% change,19005,608
Iowa,Appanoose,nan,% change,19007,611
Iowa,Audubon,nan,% change,19009,615
Iowa,Benton,nan,% change,19011,619
Iowa,Black Hawk,-67.1440200805664,% change,19013,623
Iowa,Boone,-56.901588439941406,% change,19015,625
Iowa,Bremer,-55.0890998840332,% change,19017,631
Iowa,Buchanan,-68.20399475097656,% change,19019,632
Iowa,Buena Vista,-70.21106719970703,% change,19021,633
Iowa,Butler,-77.18620300292969,% change,19023,361
Iowa,Calhoun,nan,% change,19025,365
Iowa,Carroll,-71.47757720947266,% change,19027,369
Iowa,Cass,-77.56024169921875,% change,19029,374
Iowa,Cedar,-65.70401000976562,% change,19031,379
Iowa,Cerro Gordo,-68.17949676513672,% change,19033,383
Iowa,Cherokee,-75.44099426269531,% change,19035,388
Iowa,Chickasaw,nan,% change,19037,393
Iowa,Clarke,nan,% change,19039,397
Iowa,Clay,-74.00942993164062,% change,19041,398
Iowa,Clayton,-79.2702407836914,% change,19043,402
Iowa,Clinton,-69.30609130859375,% change,19045,404
Iowa,Crawford,nan,% change,19047,408
Iowa,Dallas,-73.26775360107422,% change,19049,413
Iowa,Davis,nan,% change,19051,416
Iowa,Decatur,nan,% change,19053,419
Iowa,Delaware,nan,% change,19055,421
Iowa,Des Moines,-64.00566101074219,% change,19057,424
Iowa,Dickinson,-68.94412994384766,% change,19059,427
Iowa,Dubuque,-63.48808288574219,% change,19061,434
Iowa,Emmet,nan,% change,19063,437
Iowa,Fayette,-69.5826187133789,% change,19065,442
Iowa,Floyd,nan,% change,19067,447
Iowa,Franklin,nan,% change,19069,451
Iowa,Fremont,nan,% change,19071,455
Iowa,Greene,nan,% change,19073,458
Iowa,Grundy,nan,% change,19075,460
Iowa,Guthrie,nan,% change,19077,467
Iowa,Hamilton,-72.41494750976562,% change,19079,469
Iowa,Hancock,nan,% change,19081,470
Iowa,Hardin,-68.30168914794922,% change,19083,475
Iowa,Harrison,-83.52571868896484,% change,19085,478
Iowa,Henry,nan,% change,19087,479
Iowa,Howard,nan,% change,19089,481
Iowa,Humboldt,nan,% change,19091,487
Iowa,Ida,nan,% change,19093,491
Iowa,Iowa,nan,% change,19095,495
Iowa,Jackson,-62.04269027709961,% change,19097,499
Iowa,Jasper,-52.143680572509766,% change,19099,505
Iowa,Jefferson,nan,% change,19101,507
Iowa,Johnson,-47.531410217285156,% change,19103,508
Iowa,Jones,-62.051883697509766,% change,19105,516
Iowa,Keokuk,nan,% change,19107,520
Iowa,Kossuth,-73.73075866699219,% change,19109,523
Iowa,Lee,-63.3078498840332,% change,19111,531
Iowa,Linn,-59.784671783447266,% change,19113,535
Iowa,Louisa,nan,% change,19115,539
Iowa,Lucas,nan,% change,19117,542
Iowa,Lyon,-58.897666931152344,% change,19119,546
Iowa,Madison,nan,% change,19121,550
Iowa,Mahaska,-61.869964599609375,% change,19123,554
Iowa,Marion,-35.6755485534668,% change,19125,561
Iowa,Marshall,-57.48823928833008,% change,19127,568
Iowa,Mills,-85.19680786132812,% change,19129,569
Iowa,Mitchell,-59.551483154296875,% change,19131,572
Iowa,Monona,nan,% change,19133,576
Iowa,Monroe,nan,% change,19135,580
Iowa,Montgomery,-76.12278747558594,% change,19137,595
Iowa,Muscatine,-66.3985595703125,% change,19139,600
Iowa,O'Brien,-70.23023223876953,% change,19141,604
Iowa,Osceola,nan,% change,19143,607
Iowa,Page,nan,% change,19145,612
Iowa,Palo Alto,-87.70769500732422,% change,19147,618
Iowa,Plymouth,-70.08917999267578,% change,19149,622
Iowa,Pocahontas,nan,% change,19151,624
Iowa,Polk,-52.26019287109375,% change,19153,629
Iowa,Pottawattamie,-74.15634155273438,% change,19155,637
Iowa,Poweshiek,-66.66381072998047,% change,19157,640
Iowa,Ringgold,nan,% change,19159,642
Iowa,Sac,-57.90757369995117,% change,19161,647
Iowa,Scott,-66.24829864501953,% change,19163,657
Iowa,Shelby,nan,% change,19165,660
Iowa,Sioux,-78.58407592773438,% change,19167,663
Iowa,Story,-65.1852035522461,% change,19169,668
Iowa,Tama,-59.08039855957031,% change,19171,671
Iowa,Taylor,nan,% change,19173,674
Iowa,Union,-72.81446075439453,% change,19175,675
Iowa,Van Buren,-75.68051147460938,% change,19177,678
Iowa,Wapello,-59.85307693481445,% change,19179,681
Iowa,Warren,-27.242700576782227,% change,19181,685
Iowa,Washington,-55.095985412597656,% change,19183,687
Iowa,Wayne,nan,% change,19185,691
Iowa,Webster,-65.85404968261719,% change,19187,694
Iowa,Winnebago,-61.761478424072266,% change,19189,696
Iowa,Winneshiek,-70.57628631591797,% change,19191,698
Iowa,Woodbury,-76.27751159667969,% change,19193,702
Iowa,Worth,nan,% change,19195,703
Iowa,Wright,-68.0877685546875,% change,19197,705
Kansas,Allen,nan,% change,20001,709
Kansas,Anderson,nan,% change,20003,712
Kansas,Atchison,nan,% change,20005,715
Kansas,Barber,nan,% change,20007,717
Kansas,Barton,-0.8390275835990906,% change,20009,719
Kansas,Bourbon,nan,% change,20011,722
Kansas,Brown,nan,% change,20013,723
Kansas,Butler,-20.294010162353516,% change,20015,726
Kansas,Chase,nan,% change,20017,729
Kansas,Chautauqua,nan,% change,20019,730
Kansas,Cherokee,-13.087712287902832,% change,20021,732
Kansas,Cheyenne,nan,% change,20023,736
Kansas,Clark,nan,% change,20025,738
Kansas,Clay,nan,% change,20027,739
Kansas,Cloud,nan,% change,20029,740
Kansas,Coffey,nan,% change,20031,745
Kansas,Comanche,nan,% change,20033,748
Kansas,Cowley,-18.33633041381836,% change,20035,752
Kansas,Crawford,-2.9703540802001953,% change,20037,756
Kansas,Decatur,nan,% change,20039,759
Kansas,Dickinson,nan,% change,20041,762
Kansas,Doniphan,nan,% change,20043,765
Kansas,Douglas,-5.794503688812256,% change,20045,767
Kansas,Edwards,nan,% change,20047,770
Kansas,Elk,nan,% change,20049,773
Kansas,Ellis,-12.429485321044922,% change,20051,774
Kansas,Ellsworth,nan,% change,20053,776
Kansas,Finney,nan,% change,20055,778
Kansas,Ford,nan,% change,20057,784
Kansas,Franklin,nan,% change,20059,786
Kansas,Geary,nan,% change,20061,788
Kansas,Gove,nan,% change,20063,790
Kansas,Graham,nan,% change,20065,791
Kansas,Grant,nan,% change,20067,794
Kansas,Gray,nan,% change,20069,798
Kansas,Greeley,nan,% change,20071,801
Kansas,Greenwood,nan,% change,20073,803
Kansas,Hamilton,nan,% change,20075,805
Kansas,Harper,nan,% change,20077,807
Kansas,Harvey,-27.412508010864258,% change,20079,812
Kansas,Haskell,nan,% change,20081,815
Kansas,Hodgeman,nan,% change,20083,818
Kansas,Jackson,nan,% change,20085,819
Kansas,Jefferson,-25.50282096862793,% change,20087,821
Kansas,Jewell,nan,% change,20089,822
Kansas,Johnson,-29.183134078979492,% change,20091,824
Kansas,Kearny,nan,% change,20093,826
Kansas,Kingman,nan,% change,20095,827
Kansas,Kiowa,nan,% change,20097,829
Kansas,Labette,-13.563386917114258,% change,20099,831
Kansas,Lane,nan,% change,20101,833
Kansas,Leavenworth,3.5358591079711914,% change,20103,836
Kansas,Lincoln,nan,% change,20105,838
Kansas,Linn,nan,% change,20107,840
Kansas,Logan,nan,% change,20109,842
Kansas,Lyon,-18.459409713745117,% change,20111,844
Kansas,McPherson,-12.389538764953613,% change,20113,846
Kansas,Marion,-47.48689651489258,% change,20115,848
Kansas,Marshall,nan,% change,20117,850
Kansas,Meade,nan,% change,20119,851
Kansas,Miami,-20.930198669433594,% change,20121,853
Kansas,Mitchell,nan,% change,20123,854
Kansas,Montgomery,-18.6446590423584,% change,20125,856
Kansas,Morris,nan,% change,20127,858
Kansas,Morton,nan,% change,20129,859
Kansas,Nemaha,nan,% change,20131,861
Kansas,Neosho,-20.117538452148438,% change,20133,862
Kansas,Ness,nan,% change,20135,864
Kansas,Norton,nan,% change,20137,866
Kansas,Osage,nan,% change,20139,867
Kansas,Osborne,nan,% change,20141,869
Kansas,Ottawa,nan,% change,20143,870
Kansas,Pawnee,nan,% change,20145,872
Kansas,Phillips,nan,% change,20147,873
Kansas,Pottawatomie,-18.569869995117188,% change,20149,876
Kansas,Pratt,nan,% change,20151,878
Kansas,Rawlins,nan,% change,20153,880
Kansas,Reno,-9.845240592956543,% change,20155,882
Kansas,Republic,nan,% change,20157,884
Kansas,Rice,nan,% change,20159,886
Kansas,Riley,nan,% change,20161,888
Kansas,Rooks,nan,% change,20163,889
Kansas,Rush,nan,% change,20165,891
Kansas,Russell,nan,% change,20167,893
Kansas,Saline,-21.630706787109375,% change,20169,895
Kansas,Scott,nan,% change,20171,897
Kansas,Sedgwick,-19.116817474365234,% change,20173,898
Kansas,Seward,nan,% change,20175,900
Kansas,Shawnee,-15.10963249206543,% change,20177,902
Kansas,Sheridan,nan,% change,20179,904
Kansas,Sherman,nan,% change,20181,907
Kansas,Smith,nan,% change,20183,909
Kansas,Stafford,nan,% change,20185,911
Kansas,Stanton,nan,% change,20187,913
Kansas,Stevens,nan,% change,20189,914
Kansas,Sumner,-27.882150650024414,% change,20191,916
Kansas,Thomas,nan,% change,20193,917
Kansas,Trego,nan,% change,20195,919
Kansas,Wabaunsee,nan,% change,20197,920
Kansas,Wallace,nan,% change,20199,921
Kansas,Washington,nan,% change,20201,922
Kansas,Wichita,nan,% change,20203,923
Kansas,Wilson,nan,% change,20205,925
Kansas,Woodson,nan,% change,20207,926
Kansas,Wyandotte,-25.665809631347656,% change,20209,927
Kentucky,Adair,-38.622047424316406,% change,21001,928
Kentucky,Allen,nan,% change,21003,929
Kentucky,Anderson,nan,% change,21005,930
Kentucky,Ballard,nan,% change,21007,932
Kentucky,Barren,-54.59353256225586,% change,21009,933
Kentucky,Bath,nan,% change,21011,934
Kentucky,Bell,-30.286006927490234,% change,21013,936
Kentucky,Boone,-12.171494483947754,% change,21015,1002
Kentucky,Bourbon,nan,% change,21017,1005
Kentucky,Boyd,3.614236831665039,% change,21019,1008
Kentucky,Boyle,11.606161117553711,% change,21021,1010
Kentucky,Bracken,nan,% change,21023,1013
Kentucky,Breathitt,-30.024911880493164,% change,21025,1017
Kentucky,Breckinridge,27.886276245117188,% change,21027,1020
Kentucky,Bullitt,15.551276206970215,% change,21029,1024
Kentucky,Butler,-38.15525817871094,% change,21031,1026
Kentucky,Caldwell,nan,% change,21033,1031
Kentucky,Calloway,nan,% change,21035,1033
Kentucky,Campbell,-16.782018661499023,% change,21037,1035
Kentucky,Carlisle,nan,% change,21039,1039
Kentucky,Carroll,nan,% change,21041,1041
Kentucky,Carter,-84.09082794189453,% change,21043,1044
Kentucky,Casey,nan,% change,21045,1048
Kentucky,Christian,-43.24079895019531,% change,21047,1050
Kentucky,Clark,-15.904942512512207,% change,21049,1053
Kentucky,Clay,-42.02923583984375,% change,21051,1056
Kentucky,Clinton,nan,% change,21053,1059
Kentucky,Crittenden,nan,% change,21055,1064
Kentucky,Cumberland,nan,% change,21057,1067
Kentucky,Daviess,-56.24726104736328,% change,21059,1071
Kentucky,Edmonson,nan,% change,21061,1073
Kentucky,Elliott,nan,% change,21063,1075
Kentucky,Estill,-51.701141357421875,% change,21065,1077
Kentucky,Fayette,-29.351181030273438,% change,21067,1080
Kentucky,Fleming,nan,% change,21069,1083
Kentucky,Floyd,-23.976259231567383,% change,21071,1085
Kentucky,Franklin,-4.1340484619140625,% change,21073,1086
Kentucky,Fulton,-38.82083511352539,% change,21075,1088
Kentucky,Gallatin,nan,% change,21077,1090
Kentucky,Garrard,nan,% change,21079,1092
Kentucky,Grant,-16.03994369506836,% change,21081,1094
Kentucky,Graves,-32.14101028442383,% change,21083,1097
Kentucky,Grayson,-10.024770736694336,% change,21085,1100
Kentucky,Green,nan,% change,21087,1102
Kentucky,Greenup,-34.610042572021484,% change,21089,1105
Kentucky,Hancock,nan,% change,21091,1107
Kentucky,Hardin,-26.09096908569336,% change,21093,1110
Kentucky,Harlan,-30.09345817565918,% change,21095,1114
Kentucky,Harrison,-24.46924591064453,% change,21097,1119
Kentucky,Hart,-55.803951263427734,% change,21099,1121
Kentucky,Henderson,-64.6200180053711,% change,21101,1126
Kentucky,Henry,nan,% change,21103,1129
Kentucky,Hickman,nan,% change,21105,1130
Kentucky,Hopkins,-41.72116470336914,% change,21107,1136
Kentucky,Jackson,29.48720359802246,% change,21109,1140
Kentucky,Jefferson,-0.9921612739562988,% change,21111,1143
Kentucky,Jessamine,14.536959648132324,% change,21113,1145
Kentucky,Johnson,5.139007568359375,% change,21115,1148
Kentucky,Kenton,-25.60344886779785,% change,21117,1151
Kentucky,Knott,-42.68408966064453,% change,21119,1154
Kentucky,Knox,-34.209293365478516,% change,21121,1159
Kentucky,Larue,nan,% change,21123,1162
Kentucky,Laurel,18.25164794921875,% change,21125,1166
Kentucky,Lawrence,-16.315576553344727,% change,21127,1167
Kentucky,Lee,nan,% change,21129,1171
Kentucky,Leslie,-40.43579864501953,% change,21131,1175
Kentucky,Letcher,-18.800851821899414,% change,21133,1178
Kentucky,Lewis,-30.992807388305664,% change,21135,1180
Kentucky,Lincoln,2.965339422225952,% change,21137,1184
Kentucky,Livingston,nan,% change,21139,1187
Kentucky,Logan,-49.892765045166016,% change,21141,1190
Kentucky,Lyon,nan,% change,21143,1193
Kentucky,McCracken,-33.296566009521484,% change,21145,1196
Kentucky,McCreary,-37.02362060546875,% change,21147,1198
Kentucky,McLean,nan,% change,21149,1201
Kentucky,Madison,10.484268188476562,% change,21151,1204
Kentucky,Magoffin,-20.288475036621094,% change,21153,1206
Kentucky,Marion,-8.386847496032715,% change,21155,1210
Kentucky,Marshall,-42.79869079589844,% change,21157,1213
Kentucky,Martin,-41.679420471191406,% change,21159,1215
Kentucky,Mason,nan,% change,21161,1217
Kentucky,Meade,nan,% change,21163,1220
Kentucky,Menifee,nan,% change,21165,1222
Kentucky,Mercer,nan,% change,21167,1225
Kentucky,Metcalfe,nan,% change,21169,1228
Kentucky,Monroe,-33.97901916503906,% change,21171,1230
Kentucky,Montgomery,4.629543304443359,% change,21173,1233
Kentucky,Morgan,nan,% change,21175,1235
Kentucky,Muhlenberg,-63.166988372802734,% change,21177,1238
Kentucky,Nelson,-16.5760498046875,% change,21179,1243
Kentucky,Nicholas,nan,% change,21181,1246
Kentucky,Ohio,nan,% change,21183,1249
Kentucky,Oldham,18.589731216430664,% change,21185,1252
Kentucky,Owen,nan,% change,21187,1255
Kentucky,Owsley,nan,% change,21189,1257
Kentucky,Pendleton,nan,% change,21191,1260
Kentucky,Perry,-20.4537296295166,% change,21193,1265
Kentucky,Pike,-14.68289852142334,% change,21195,1267
Kentucky,Powell,nan,% change,21197,1270
Kentucky,Pulaski,-36.60844421386719,% change,21199,1272
Kentucky,Robertson,nan,% change,21201,1273
Kentucky,Rockcastle,nan,% change,21203,1276
Kentucky,Rowan,-5.70359992980957,% change,21205,1279
Kentucky,Russell,nan,% change,21207,1282
Kentucky,Scott,-14.144335746765137,% change,21209,1283
Kentucky,Shelby,nan,% change,21211,1285
Kentucky,Simpson,nan,% change,21213,1287
Kentucky,Spencer,nan,% change,21215,1000
Kentucky,Taylor,-36.47379684448242,% change,21217,1003
Kentucky,Todd,nan,% change,21219,1006
Kentucky,Trigg,nan,% change,21221,1009
Kentucky,Trimble,nan,% change,21223,1012
Kentucky,Union,-53.13971710205078,% change,21225,1016
Kentucky,Warren,-51.329437255859375,% change,21227,1019
Kentucky,Washington,nan,% change,21229,1023
Kentucky,Wayne,nan,% change,21231,1027
Kentucky,Webster,-34.79511260986328,% change,21233,1029
Kentucky,Whitley,-15.735579490661621,% change,21235,1034
Kentucky,Wolfe,nan,% change,21237,1037
Kentucky,Woodford,nan,% change,21239,1042
Louisiana,Acadia,-10.587881088256836,% change,22001,1046
Louisiana,Allen,-6.119855880737305,% change,22003,1051
Louisiana,Ascension,-15.796289443969727,% change,22005,1055
Louisiana,Assumption,nan,% change,22007,1060
Louisiana,Avoyelles,-17.379161834716797,% change,22009,1062
Louisiana,Beauregard,nan,% change,22011,1066
Louisiana,Bienville,nan,% change,22013,1069
Louisiana,Bossier,4.4066643714904785,% change,22015,1076
Louisiana,Caddo,-13.921485900878906,% change,22017,1079
Louisiana,Calcasieu,-9.698294639587402,% change,22019,1081
Louisiana,Caldwell,nan,% change,22021,1084
Louisiana,Cameron,nan,% change,22023,1089
Louisiana,Catahoula,nan,% change,22025,1093
Louisiana,Claiborne,nan,% change,22027,1095
