State,County,Recreation & fitness facilities per 1000 pop 2016 (RECFACPTH16),Units,FIPS,FID
Georgia,Fayette,0.152811736,"# per 1,000 pop",13113,760
Georgia,Floyd,0.103498241,"# per 1,000 pop",13115,764
Georgia,Forsyth,0.118145837,"# per 1,000 pop",13117,768
Georgia,Franklin,0.044831,"# per 1,000 pop",13119,772
Georgia,Fulton,0.16304645,"# per 1,000 pop",13121,779
Georgia,Gilmer,0.066593414,"# per 1,000 pop",13123,781
Georgia,Glascock,0.0,"# per 1,000 pop",13125,783
Georgia,Glynn,0.082812796,"# per 1,000 pop",13127,793
Georgia,Gordon,0.0526436,"# per 1,000 pop",13129,796
Georgia,Grady,0.080343872,"# per 1,000 pop",13131,797
Georgia,Greene,0.0,"# per 1,000 pop",13133,800
Georgia,Gwinnett,0.105831655,"# per 1,000 pop",13135,804
Georgia,Habersham,0.0226362,"# per 1,000 pop",13137,806
Georgia,Hall,0.101917579,"# per 1,000 pop",13139,808
Georgia,Hancock,0.0,"# per 1,000 pop",13141,810
Georgia,Haralson,0.0346825,"# per 1,000 pop",13143,813
Georgia,Harris,0.0297469,"# per 1,000 pop",13145,814
Georgia,Hart,0.039142,"# per 1,000 pop",13147,816
Georgia,Heard,0.0,"# per 1,000 pop",13149,817
Georgia,Henry,0.0587292,"# per 1,000 pop",13151,820
Georgia,Houston,0.0592643,"# per 1,000 pop",13153,823
Georgia,Irwin,0.106849022,"# per 1,000 pop",13155,825
Georgia,Jackson,0.0307796,"# per 1,000 pop",13157,828
Georgia,Jasper,0.144707329,"# per 1,000 pop",13159,830
Georgia,Jeff Davis,0.0,"# per 1,000 pop",13161,832
Georgia,Jefferson,0.0,"# per 1,000 pop",13163,834
Georgia,Jenkins,0.0,"# per 1,000 pop",13165,835
Georgia,Johnson,0.0,"# per 1,000 pop",13167,837
Georgia,Jones,0.105067769,"# per 1,000 pop",13169,839
Georgia,Lamar,0.0,"# per 1,000 pop",13171,841
Georgia,Lanier,0.0,"# per 1,000 pop",13173,845
Georgia,Laurens,0.084760129,"# per 1,000 pop",13175,847
Georgia,Lee,0.0342114,"# per 1,000 pop",13177,849
Georgia,Liberty,0.0162893,"# per 1,000 pop",13179,855
Georgia,Lincoln,0.0,"# per 1,000 pop",13181,857
Georgia,Long,0.0,"# per 1,000 pop",13183,860
Georgia,Lowndes,0.087484472,"# per 1,000 pop",13185,863
Georgia,Lumpkin,0.063435676,"# per 1,000 pop",13187,865
Georgia,McDuffie,0.0,"# per 1,000 pop",13189,868
Georgia,McIntosh,0.0,"# per 1,000 pop",13191,871
Georgia,Macon,0.0,"# per 1,000 pop",13193,874
Georgia,Madison,0.0,"# per 1,000 pop",13195,875
Georgia,Marion,0.0,"# per 1,000 pop",13197,877
Georgia,Meriwether,0.0,"# per 1,000 pop",13199,879
Georgia,Miller,0.0,"# per 1,000 pop",13201,881
Georgia,Mitchell,0.0446209,"# per 1,000 pop",13205,883
Georgia,Monroe,0.0372038,"# per 1,000 pop",13207,885
Georgia,Montgomery,0.0,"# per 1,000 pop",13209,887
Georgia,Morgan,0.0551846,"# per 1,000 pop",13211,890
Georgia,Murray,0.0,"# per 1,000 pop",13213,892
Georgia,Muscogee,0.096787175,"# per 1,000 pop",13215,896
Georgia,Newton,0.065678364,"# per 1,000 pop",13217,899
Georgia,Oconee,0.162751587,"# per 1,000 pop",13219,901
Georgia,Oglethorpe,0.067980965,"# per 1,000 pop",13221,905
Georgia,Paulding,0.077232999,"# per 1,000 pop",13223,908
Georgia,Peach,0.074352206,"# per 1,000 pop",13225,910
Georgia,Pickens,0.097735788,"# per 1,000 pop",13227,912
Georgia,Pierce,0.104069102,"# per 1,000 pop",13229,915
Georgia,Pike,0.0,"# per 1,000 pop",13231,7
Georgia,Polk,0.071890726,"# per 1,000 pop",13233,8
Georgia,Pulaski,0.0,"# per 1,000 pop",13235,11
Georgia,Putnam,0.092816039,"# per 1,000 pop",13237,13
Georgia,Quitman,0.0,"# per 1,000 pop",13239,16
Georgia,Rabun,0.0605034,"# per 1,000 pop",13241,18
Georgia,Randolph,0.0,"# per 1,000 pop",13243,23
Georgia,Richmond,0.074254485,"# per 1,000 pop",13245,24
Georgia,Rockdale,0.08951049,"# per 1,000 pop",13247,28
Georgia,Schley,0.0,"# per 1,000 pop",13249,31
Georgia,Screven,0.0,"# per 1,000 pop",13251,34
Georgia,Seminole,0.0,"# per 1,000 pop",13253,38
Georgia,Spalding,0.123929174,"# per 1,000 pop",13255,41
Georgia,Stephens,0.077748406,"# per 1,000 pop",13257,45
Georgia,Stewart,0.0,"# per 1,000 pop",13259,48
Georgia,Sumter,0.065887004,"# per 1,000 pop",13261,52
Georgia,Talbot,0.0,"# per 1,000 pop",13263,57
Georgia,Taliaferro,0.0,"# per 1,000 pop",13265,60
Georgia,Tattnall,0.0,"# per 1,000 pop",13267,63
Georgia,Taylor,0.0,"# per 1,000 pop",13269,69
Georgia,Telfair,0.0,"# per 1,000 pop",13271,75
Georgia,Terrell,0.0,"# per 1,000 pop",13273,78
Georgia,Thomas,0.133067199,"# per 1,000 pop",13275,83
Georgia,Tift,0.098400984,"# per 1,000 pop",13277,87
Georgia,Toombs,0.073542931,"# per 1,000 pop",13279,91
Georgia,Towns,0.0,"# per 1,000 pop",13281,95
Georgia,Treutlen,0.0,"# per 1,000 pop",13283,102
Georgia,Troup,0.114652603,"# per 1,000 pop",13285,105
Georgia,Turner,0.0,"# per 1,000 pop",13287,108
Georgia,Twiggs,0.0,"# per 1,000 pop",13289,116
Georgia,Union,0.0,"# per 1,000 pop",13291,120
Georgia,Upson,0.0,"# per 1,000 pop",13293,123
Georgia,Walker,0.0292714,"# per 1,000 pop",13295,126
Georgia,Walton,0.0333663,"# per 1,000 pop",13297,127
Georgia,Ware,0.083855098,"# per 1,000 pop",13299,132
Georgia,Warren,0.0,"# per 1,000 pop",13301,135
Georgia,Washington,0.049157,"# per 1,000 pop",13303,143
Georgia,Wayne,0.066700017,"# per 1,000 pop",13305,147
Georgia,Webster,0.0,"# per 1,000 pop",13307,149
Georgia,Wheeler,0.0,"# per 1,000 pop",13309,154
Georgia,White,0.0,"# per 1,000 pop",13311,157
Georgia,Whitfield,0.0286538,"# per 1,000 pop",13313,159
Georgia,Wilcox,0.0,"# per 1,000 pop",13315,163
Georgia,Wilkes,0.101812258,"# per 1,000 pop",13317,167
Georgia,Wilkinson,0.0,"# per 1,000 pop",13319,169
Georgia,Worth,0.144794633,"# per 1,000 pop",13321,173
Hawaii,Hawaii,0.0553651,"# per 1,000 pop",15001,198
Hawaii,Honolulu,0.0533865,"# per 1,000 pop",15003,234
Hawaii,Kalawao,0.0,"# per 1,000 pop",15005,247
Hawaii,Kauai,0.069667962,"# per 1,000 pop",15007,261
Hawaii,Maui,0.108837614,"# per 1,000 pop",15009,323
Idaho,Ada,0.114795315,"# per 1,000 pop",16001,336
Idaho,Adams,0.0,"# per 1,000 pop",16003,338
Idaho,Bannock,0.09481032,"# per 1,000 pop",16005,343
Idaho,Bear Lake,0.168293504,"# per 1,000 pop",16007,349
Idaho,Benewah,0.0,"# per 1,000 pop",16009,354
Idaho,Bingham,0.044194,"# per 1,000 pop",16011,362
Idaho,Blaine,0.32197231,"# per 1,000 pop",16013,371
Idaho,Boise,0.0,"# per 1,000 pop",16015,380
Idaho,Bonner,0.141699927,"# per 1,000 pop",16017,387
Idaho,Bonneville,0.0357063,"# per 1,000 pop",16019,395
Idaho,Boundary,0.08583691,"# per 1,000 pop",16021,405
Idaho,Butte,0.0,"# per 1,000 pop",16023,414
Idaho,Camas,0.0,"# per 1,000 pop",16025,429
Idaho,Canyon,0.0473684,"# per 1,000 pop",16027,441
Idaho,Caribou,0.0,"# per 1,000 pop",16029,449
Idaho,Cassia,0.255732674,"# per 1,000 pop",16031,456
Idaho,Clark,0.0,"# per 1,000 pop",16033,464
Idaho,Clearwater,0.116890707,"# per 1,000 pop",16035,474
Idaho,Custer,0.0,"# per 1,000 pop",16037,484
Idaho,Elmore,0.076657723,"# per 1,000 pop",16039,490
Idaho,Franklin,0.0,"# per 1,000 pop",16041,498
Idaho,Fremont,0.155183116,"# per 1,000 pop",16043,502
Idaho,Gem,0.176688851,"# per 1,000 pop",16045,510
Idaho,Gooding,0.0,"# per 1,000 pop",16047,519
Idaho,Idaho,0.123243776,"# per 1,000 pop",16049,528
Idaho,Jefferson,0.0,"# per 1,000 pop",16051,540
Idaho,Jerome,0.0,"# per 1,000 pop",16053,547
Idaho,Kootenai,0.143655644,"# per 1,000 pop",16055,552
Idaho,Latah,0.077335533,"# per 1,000 pop",16057,559
Idaho,Lemhi,0.129332644,"# per 1,000 pop",16059,566
Idaho,Lewis,0.0,"# per 1,000 pop",16061,574
Idaho,Lincoln,0.0,"# per 1,000 pop",16063,578
Idaho,Madison,0.0515716,"# per 1,000 pop",16065,581
Idaho,Minidoka,0.0,"# per 1,000 pop",16067,585
Idaho,Nez Perce,0.124700718,"# per 1,000 pop",16069,589
Idaho,Oneida,0.0,"# per 1,000 pop",16071,593
Idaho,Owyhee,0.0,"# per 1,000 pop",16073,601
Idaho,Payette,0.0,"# per 1,000 pop",16075,606
Idaho,Power,0.0,"# per 1,000 pop",16077,613
Idaho,Shoshone,0.080560702,"# per 1,000 pop",16079,621
Idaho,Teton,0.180407721,"# per 1,000 pop",16081,627
Idaho,Twin Falls,0.143650642,"# per 1,000 pop",16083,634
Idaho,Valley,0.287990784,"# per 1,000 pop",16085,643
Idaho,Washington,0.09936407,"# per 1,000 pop",16087,649
Illinois,Adams,0.134987176,"# per 1,000 pop",17001,650
Illinois,Alexander,0.0,"# per 1,000 pop",17003,651
Illinois,Bond,0.0593789,"# per 1,000 pop",17005,652
Illinois,Boone,0.0560099,"# per 1,000 pop",17007,653
Illinois,Brown,0.148279953,"# per 1,000 pop",17009,654
Illinois,Bureau,0.089731702,"# per 1,000 pop",17011,2
Illinois,Calhoun,0.205803663,"# per 1,000 pop",17013,4
Illinois,Carroll,0.0,"# per 1,000 pop",17015,6
Illinois,Cass,0.0,"# per 1,000 pop",17017,10
Illinois,Champaign,0.10035027,"# per 1,000 pop",17019,12
Illinois,Christian,0.12022482,"# per 1,000 pop",17021,14
Illinois,Clark,0.0,"# per 1,000 pop",17023,19
Illinois,Clay,0.075125836,"# per 1,000 pop",17025,22
Illinois,Clinton,0.133102622,"# per 1,000 pop",17027,27
Illinois,Coles,0.0763184,"# per 1,000 pop",17029,30
Illinois,Cook,0.10265025,"# per 1,000 pop",17031,36
Illinois,Crawford,0.0,"# per 1,000 pop",17033,40
Illinois,Cumberland,0.0,"# per 1,000 pop",17035,44
Illinois,DeKalb,0.086168104,"# per 1,000 pop",17037,49
Illinois,De Witt,0.185655053,"# per 1,000 pop",17039,53
Illinois,Douglas,0.0505842,"# per 1,000 pop",17041,55
Illinois,DuPage,0.169682104,"# per 1,000 pop",17043,64
Illinois,Edgar,0.171703297,"# per 1,000 pop",17045,66
Illinois,Edwards,0.0,"# per 1,000 pop",17047,71
Illinois,Effingham,0.0585103,"# per 1,000 pop",17049,76
Illinois,Fayette,0.0458379,"# per 1,000 pop",17051,79
Illinois,Ford,0.074951282,"# per 1,000 pop",17053,81
Illinois,Franklin,0.076742044,"# per 1,000 pop",17055,85
Illinois,Fulton,0.112622125,"# per 1,000 pop",17057,89
Illinois,Gallatin,0.0,"# per 1,000 pop",17059,92
Illinois,Greene,0.0,"# per 1,000 pop",17061,96
Illinois,Grundy,0.139250831,"# per 1,000 pop",17063,99
Illinois,Hamilton,0.0,"# per 1,000 pop",17065,106
Illinois,Hancock,0.0,"# per 1,000 pop",17067,111
Illinois,Hardin,0.0,"# per 1,000 pop",17069,113
Illinois,Henderson,0.0,"# per 1,000 pop",17071,117
Illinois,Henry,0.0403845,"# per 1,000 pop",17073,121
Illinois,Iroquois,0.0354434,"# per 1,000 pop",17075,125
Illinois,Jackson,0.101639789,"# per 1,000 pop",17077,129
Illinois,Jasper,0.104242677,"# per 1,000 pop",17079,133
Illinois,Jefferson,0.13052104,"# per 1,000 pop",17081,137
Illinois,Jersey,0.0455685,"# per 1,000 pop",17083,142
Illinois,Jo Daviess,0.0457436,"# per 1,000 pop",17085,145
Illinois,Johnson,0.077154541,"# per 1,000 pop",17087,152
Illinois,Kane,0.090131874,"# per 1,000 pop",17089,156
Illinois,Kankakee,0.109038372,"# per 1,000 pop",17091,161
Illinois,Kendall,0.120411325,"# per 1,000 pop",17093,165
Illinois,Knox,0.058887,"# per 1,000 pop",17095,166
Illinois,Lake,0.16880989,"# per 1,000 pop",17097,170
Illinois,LaSalle,0.099541206,"# per 1,000 pop",17099,175
Illinois,Lawrence,0.0611883,"# per 1,000 pop",17101,177
Illinois,Lee,0.11628245,"# per 1,000 pop",17103,180
Illinois,Livingston,0.082248115,"# per 1,000 pop",17105,182
Illinois,Logan,0.068170973,"# per 1,000 pop",17107,186
Illinois,McDonough,0.063720649,"# per 1,000 pop",17109,189
Illinois,McHenry,0.113646695,"# per 1,000 pop",17111,192
Illinois,McLean,0.121606597,"# per 1,000 pop",17113,193
Illinois,Macon,0.093763772,"# per 1,000 pop",17115,194
Illinois,Macoupin,0.109521828,"# per 1,000 pop",17117,196
Illinois,Madison,0.139308278,"# per 1,000 pop",17119,199
Illinois,Marion,0.157620974,"# per 1,000 pop",17121,201
Illinois,Marshall,0.168095478,"# per 1,000 pop",17123,202
Illinois,Mason,0.0,"# per 1,000 pop",17125,206
Illinois,Massac,0.138226553,"# per 1,000 pop",17127,208
Illinois,Menard,0.161303331,"# per 1,000 pop",17129,212
Illinois,Mercer,0.063979527,"# per 1,000 pop",17131,216
Illinois,Monroe,0.177106087,"# per 1,000 pop",17133,219
Illinois,Montgomery,0.103167234,"# per 1,000 pop",17135,223
Illinois,Morgan,0.116979587,"# per 1,000 pop",17137,225
Illinois,Moultrie,0.136995685,"# per 1,000 pop",17139,227
Illinois,Ogle,0.078173859,"# per 1,000 pop",17141,229
Illinois,Peoria,0.064761247,"# per 1,000 pop",17143,233
Illinois,Perry,0.0467683,"# per 1,000 pop",17145,235
Illinois,Piatt,0.121021421,"# per 1,000 pop",17147,238
Illinois,Pike,0.062964362,"# per 1,000 pop",17149,241
Illinois,Pope,0.0,"# per 1,000 pop",17151,245
Illinois,Pulaski,0.0,"# per 1,000 pop",17153,248
Illinois,Putnam,0.349833829,"# per 1,000 pop",17155,253
Illinois,Randolph,0.092033009,"# per 1,000 pop",17157,255
Illinois,Richland,0.126119309,"# per 1,000 pop",17159,259
Illinois,Rock Island,0.082490101,"# per 1,000 pop",17161,265
Illinois,St. Clair,0.091213135,"# per 1,000 pop",17163,269
Illinois,Saline,0.041232,"# per 1,000 pop",17165,271
Illinois,Sangamon,0.1366459,"# per 1,000 pop",17167,274
Illinois,Schuyler,0.0,"# per 1,000 pop",17169,278
Illinois,Scott,0.0,"# per 1,000 pop",17171,280
Illinois,Shelby,0.0,"# per 1,000 pop",17173,283
Illinois,Stark,0.0,"# per 1,000 pop",17175,285
Illinois,Stephenson,0.153711023,"# per 1,000 pop",17177,290
Illinois,Tazewell,0.126896922,"# per 1,000 pop",17179,291
Illinois,Union,0.0,"# per 1,000 pop",17181,293
Illinois,Vermilion,0.101832994,"# per 1,000 pop",17183,296
Illinois,Wabash,0.173746851,"# per 1,000 pop",17185,299
Illinois,Warren,0.0577801,"# per 1,000 pop",17187,301
Illinois,Washington,0.0,"# per 1,000 pop",17189,305
Illinois,Wayne,0.0603391,"# per 1,000 pop",17191,310
Illinois,White,0.070982396,"# per 1,000 pop",17193,312
Illinois,Whiteside,0.0353726,"# per 1,000 pop",17195,314
Illinois,Will,0.104388522,"# per 1,000 pop",17197,320
Illinois,Williamson,0.10348906,"# per 1,000 pop",17199,324
Illinois,Winnebago,0.125835407,"# per 1,000 pop",17201,325
Illinois,Woodford,0.0256852,"# per 1,000 pop",17203,328
Indiana,Adams,0.085149864,"# per 1,000 pop",18001,330
Indiana,Allen,0.10811629,"# per 1,000 pop",18003,335
Indiana,Bartholomew,0.097712311,"# per 1,000 pop",18005,342
Indiana,Benton,0.11554015,"# per 1,000 pop",18007,179
Indiana,Blackford,0.082815735,"# per 1,000 pop",18009,183
Indiana,Boone,0.12453494,"# per 1,000 pop",18011,185
Indiana,Brown,0.06663113,"# per 1,000 pop",18013,188
Indiana,Carroll,0.0500826,"# per 1,000 pop",18015,195
Indiana,Cass,0.078920369,"# per 1,000 pop",18017,211
Indiana,Clark,0.094991364,"# per 1,000 pop",18019,215
Indiana,Clay,0.0,"# per 1,000 pop",18021,221
Indiana,Clinton,0.0,"# per 1,000 pop",18023,226
Indiana,Crawford,0.0,"# per 1,000 pop",18025,232
Indiana,Daviess,0.0606116,"# per 1,000 pop",18027,239
Indiana,Dearborn,0.080855451,"# per 1,000 pop",18029,242
Indiana,Decatur,0.075072257,"# per 1,000 pop",18031,246
Indiana,DeKalb,0.117315814,"# per 1,000 pop",18033,249
Indiana,Delaware,0.095252115,"# per 1,000 pop",18035,252
Indiana,Dubois,0.141322781,"# per 1,000 pop",18037,254
Indiana,Elkhart,0.093070646,"# per 1,000 pop",18039,260
Indiana,Fayette,0.085995614,"# per 1,000 pop",18041,263
Indiana,Floyd,0.0521356,"# per 1,000 pop",18043,267
Indiana,Fountain,0.0,"# per 1,000 pop",18045,270
Indiana,Franklin,0.132013201,"# per 1,000 pop",18047,272
Indiana,Fulton,0.0,"# per 1,000 pop",18049,276
Indiana,Gibson,0.059561,"# per 1,000 pop",18051,286
Indiana,Grant,0.0598784,"# per 1,000 pop",18053,297
Indiana,Greene,0.0310337,"# per 1,000 pop",18055,309
Indiana,Hamilton,0.218150087,"# per 1,000 pop",18057,321
Indiana,Hancock,0.0406609,"# per 1,000 pop",18059,329
Indiana,Harrison,0.0252022,"# per 1,000 pop",18061,334
Indiana,Hendricks,0.118501148,"# per 1,000 pop",18063,341
Indiana,Henry,0.082706145,"# per 1,000 pop",18065,344
Indiana,Howard,0.085014392,"# per 1,000 pop",18067,348
Indiana,Huntington,0.137483502,"# per 1,000 pop",18069,352
Indiana,Jackson,0.068285799,"# per 1,000 pop",18071,355
Indiana,Jasper,0.239599868,"# per 1,000 pop",18073,356
Indiana,Jay,0.0475285,"# per 1,000 pop",18075,358
Indiana,Jefferson,0.0620174,"# per 1,000 pop",18077,363
Indiana,Jennings,0.10860908,"# per 1,000 pop",18079,367
Indiana,Johnson,0.0461915,"# per 1,000 pop",18081,370
Indiana,Knox,0.106547334,"# per 1,000 pop",18083,376
Indiana,Kosciusko,0.11402942,"# per 1,000 pop",18085,384
Indiana,LaGrange,0.0,"# per 1,000 pop",18087,386
Indiana,Lake,0.067818624,"# per 1,000 pop",18089,389
Indiana,LaPorte,0.090737515,"# per 1,000 pop",18091,392
Indiana,Lawrence,0.087767416,"# per 1,000 pop",18093,396
Indiana,Madison,0.0541272,"# per 1,000 pop",18095,401
Indiana,Marion,0.094276265,"# per 1,000 pop",18097,409
Indiana,Marshall,0.0214353,"# per 1,000 pop",18099,412
Indiana,Martin,0.098019996,"# per 1,000 pop",18101,418
Indiana,Miami,0.0277262,"# per 1,000 pop",18103,420
Indiana,Monroe,0.089229333,"# per 1,000 pop",18105,422
Indiana,Montgomery,0.026094,"# per 1,000 pop",18107,425
Indiana,Morgan,0.071883491,"# per 1,000 pop",18109,430
Indiana,Newton,0.0,"# per 1,000 pop",18111,433
Indiana,Noble,0.0421567,"# per 1,000 pop",18113,436
Indiana,Ohio,0.169836957,"# per 1,000 pop",18115,440
Indiana,Orange,0.0,"# per 1,000 pop",18117,444
Indiana,Owen,0.095593156,"# per 1,000 pop",18119,448
Indiana,Parke,0.0589727,"# per 1,000 pop",18121,452
Indiana,Perry,0.0526039,"# per 1,000 pop",18123,459
Indiana,Pike,0.08046347,"# per 1,000 pop",18125,465
Indiana,Porter,0.077640679,"# per 1,000 pop",18127,468
Indiana,Posey,0.078027466,"# per 1,000 pop",18129,471
Indiana,Pulaski,0.0,"# per 1,000 pop",18131,477
Indiana,Putnam,0.0,"# per 1,000 pop",18133,480
Indiana,Randolph,0.119717467,"# per 1,000 pop",18135,485
Indiana,Ripley,0.140805407,"# per 1,000 pop",18137,488
Indiana,Rush,0.180364336,"# per 1,000 pop",18139,493
Indiana,St. Joseph,0.126106679,"# per 1,000 pop",18141,496
Indiana,Scott,0.0421816,"# per 1,000 pop",18143,504
Indiana,Shelby,0.067830334,"# per 1,000 pop",18145,506
Indiana,Spencer,0.0,"# per 1,000 pop",18147,509
Indiana,Starke,0.0,"# per 1,000 pop",18149,512
Indiana,Steuben,0.0290799,"# per 1,000 pop",18151,515
Indiana,Sullivan,0.0,"# per 1,000 pop",18153,518
Indiana,Switzerland,0.0,"# per 1,000 pop",18155,526
Indiana,Tippecanoe,0.116603242,"# per 1,000 pop",18157,530
Indiana,Tipton,0.065989178,"# per 1,000 pop",18159,534
Indiana,Union,0.0,"# per 1,000 pop",18161,538
Indiana,Vanderburgh,0.121028744,"# per 1,000 pop",18163,543
Indiana,Vermillion,0.064057395,"# per 1,000 pop",18165,548
Indiana,Vigo,0.102164969,"# per 1,000 pop",18167,553
Indiana,Wabash,0.095084149,"# per 1,000 pop",18169,555
Indiana,Warren,0.0,"# per 1,000 pop",18171,567
Indiana,Warrick,0.112814066,"# per 1,000 pop",18173,575
Indiana,Washington,0.0360386,"# per 1,000 pop",18175,584
Indiana,Wayne,0.090102266,"# per 1,000 pop",18177,586
Indiana,Wells,0.0359195,"# per 1,000 pop",18179,590
Indiana,White,0.0,"# per 1,000 pop",18181,594
Indiana,Whitley,0.05973,"# per 1,000 pop",18183,597
Iowa,Adair,0.142653352,"# per 1,000 pop",19001,598
Iowa,Adams,0.0,"# per 1,000 pop",19003,602
Iowa,Allamakee,0.144206504,"# per 1,000 pop",19005,608
Iowa,Appanoose,0.080019205,"# per 1,000 pop",19007,611
Iowa,Audubon,0.0,"# per 1,000 pop",19009,615
Iowa,Benton,0.039,"# per 1,000 pop",19011,619
Iowa,Black Hawk,0.127999518,"# per 1,000 pop",19013,623
Iowa,Boone,0.151406185,"# per 1,000 pop",19015,625
Iowa,Bremer,0.080697224,"# per 1,000 pop",19017,631
Iowa,Buchanan,0.0,"# per 1,000 pop",19019,632
Iowa,Buena Vista,0.197355437,"# per 1,000 pop",19021,633
Iowa,Butler,0.0,"# per 1,000 pop",19023,361
Iowa,Calhoun,0.10205123,"# per 1,000 pop",19025,365
Iowa,Carroll,0.147304331,"# per 1,000 pop",19027,369
Iowa,Cass,0.227617602,"# per 1,000 pop",19029,374
Iowa,Cedar,0.108654316,"# per 1,000 pop",19031,379
Iowa,Cerro Gordo,0.162548765,"# per 1,000 pop",19033,383
Iowa,Cherokee,0.0,"# per 1,000 pop",19035,388
Iowa,Chickasaw,0.082898118,"# per 1,000 pop",19037,393
Iowa,Clarke,0.107688994,"# per 1,000 pop",19039,397
Iowa,Clay,0.306278714,"# per 1,000 pop",19041,398
Iowa,Clayton,0.0,"# per 1,000 pop",19043,402
Iowa,Clinton,0.105851469,"# per 1,000 pop",19045,404
Iowa,Crawford,0.11739845,"# per 1,000 pop",19047,408
Iowa,Dallas,0.130664608,"# per 1,000 pop",19049,413
Iowa,Davis,0.112346927,"# per 1,000 pop",19051,416
Iowa,Decatur,0.0,"# per 1,000 pop",19053,419
Iowa,Delaware,0.0579072,"# per 1,000 pop",19055,421
Iowa,Des Moines,0.075709779,"# per 1,000 pop",19057,424
Iowa,Dickinson,0.233863424,"# per 1,000 pop",19059,427
Iowa,Dubuque,0.144771674,"# per 1,000 pop",19061,434
Iowa,Emmet,0.104624398,"# per 1,000 pop",19063,437
Iowa,Fayette,0.200140098,"# per 1,000 pop",19065,442
Iowa,Floyd,0.126302494,"# per 1,000 pop",19067,447
Iowa,Franklin,0.196078431,"# per 1,000 pop",19069,451
Iowa,Fremont,0.0,"# per 1,000 pop",19071,455
Iowa,Greene,0.0,"# per 1,000 pop",19073,458
Iowa,Grundy,0.081320647,"# per 1,000 pop",19075,460
Iowa,Guthrie,0.093896714,"# per 1,000 pop",19077,467
Iowa,Hamilton,0.0,"# per 1,000 pop",19079,469
Iowa,Hancock,0.091802075,"# per 1,000 pop",19081,470
Iowa,Hardin,0.0,"# per 1,000 pop",19083,475
Iowa,Harrison,0.0,"# per 1,000 pop",19085,478
Iowa,Henry,0.101005,"# per 1,000 pop",19087,479
Iowa,Howard,0.107851596,"# per 1,000 pop",19089,481
Iowa,Humboldt,0.0,"# per 1,000 pop",19091,487
Iowa,Ida,0.143740118,"# per 1,000 pop",19093,491
Iowa,Iowa,0.0,"# per 1,000 pop",19095,495
Iowa,Jackson,0.051573,"# per 1,000 pop",19097,499
Iowa,Jasper,0.0272769,"# per 1,000 pop",19099,505
Iowa,Jefferson,0.220118864,"# per 1,000 pop",19101,507
Iowa,Johnson,0.136394945,"# per 1,000 pop",19103,508
Iowa,Jones,0.0,"# per 1,000 pop",19105,516
Iowa,Keokuk,0.0,"# per 1,000 pop",19107,520
Iowa,Kossuth,0.066080751,"# per 1,000 pop",19109,523
Iowa,Lee,0.145112607,"# per 1,000 pop",19111,531
Iowa,Linn,0.121676431,"# per 1,000 pop",19113,535
Iowa,Louisa,0.0,"# per 1,000 pop",19115,539
Iowa,Lucas,0.116877045,"# per 1,000 pop",19117,542
Iowa,Lyon,0.0,"# per 1,000 pop",19119,546
Iowa,Madison,0.063315183,"# per 1,000 pop",19121,550
Iowa,Mahaska,0.135098622,"# per 1,000 pop",19123,554
Iowa,Marion,0.211167758,"# per 1,000 pop",19125,561
Iowa,Marshall,0.0,"# per 1,000 pop",19127,568
Iowa,Mills,0.132943366,"# per 1,000 pop",19129,569
Iowa,Mitchell,0.093835038,"# per 1,000 pop",19131,572
Iowa,Monona,0.113649278,"# per 1,000 pop",19133,576
Iowa,Monroe,0.0,"# per 1,000 pop",19135,580
Iowa,Montgomery,0.098677719,"# per 1,000 pop",19137,595
Iowa,Muscatine,0.06992355,"# per 1,000 pop",19139,600
Iowa,O'Brien,0.14366784,"# per 1,000 pop",19141,604
Iowa,Osceola,0.0,"# per 1,000 pop",19143,607
Iowa,Page,0.065210303,"# per 1,000 pop",19145,612
Iowa,Palo Alto,0.0,"# per 1,000 pop",19147,618
Iowa,Plymouth,0.079349335,"# per 1,000 pop",19149,622
Iowa,Pocahontas,0.0,"# per 1,000 pop",19151,624
Iowa,Polk,0.157971894,"# per 1,000 pop",19153,629
Iowa,Pottawattamie,0.0534714,"# per 1,000 pop",19155,637
Iowa,Poweshiek,0.109337415,"# per 1,000 pop",19157,640
Iowa,Ringgold,0.0,"# per 1,000 pop",19159,642
Iowa,Sac,0.101853738,"# per 1,000 pop",19161,647
Iowa,Scott,0.122061089,"# per 1,000 pop",19163,657
Iowa,Shelby,0.0,"# per 1,000 pop",19165,660
Iowa,Sioux,0.114642745,"# per 1,000 pop",19167,663
Iowa,Story,0.175590811,"# per 1,000 pop",19169,668
Iowa,Tama,0.0582106,"# per 1,000 pop",19171,671
Iowa,Taylor,0.160333494,"# per 1,000 pop",19173,674
Iowa,Union,0.1614205,"# per 1,000 pop",19175,675
Iowa,Van Buren,0.0,"# per 1,000 pop",19177,678
Iowa,Wapello,0.085058123,"# per 1,000 pop",19179,681
Iowa,Warren,0.162130393,"# per 1,000 pop",19181,685
Iowa,Washington,0.0452304,"# per 1,000 pop",19183,687
Iowa,Wayne,0.310703744,"# per 1,000 pop",19185,691
Iowa,Webster,0.217675229,"# per 1,000 pop",19187,694
Iowa,Winnebago,0.094330724,"# per 1,000 pop",19189,696
Iowa,Winneshiek,0.146993973,"# per 1,000 pop",19191,698
Iowa,Woodbury,0.097364347,"# per 1,000 pop",19193,702
Iowa,Worth,0.0,"# per 1,000 pop",19195,703
