State,County,Low income & low access to store 2015 (LACCESS_LOWI15),Units,FIPS,FID
Georgia,Whitfield,10996.901102956,Count,13313,159
Georgia,Wilcox,40.386528509167,Count,13315,163
Georgia,Wilkes,1214.73101171859,Count,13317,167
Georgia,Wilkinson,1037.07123026912,Count,13319,169
Georgia,Worth,897.340298452977,Count,13321,173
Hawaii,Hawaii,24640.22508192,Count,15001,198
Hawaii,Honolulu,49908.1834714488,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,7191.61437061628,Count,15007,261
Hawaii,Maui,12694.9272153325,Count,15009,323
Idaho,Ada,16924.114927367,Count,16001,336
Idaho,Adams,200.166300373854,Count,16003,338
Idaho,Bannock,7016.35128271157,Count,16005,343
Idaho,Bear Lake,434.145377758222,Count,16007,349
Idaho,Benewah,940.84044793702,Count,16009,354
Idaho,Bingham,3613.42561364228,Count,16011,362
Idaho,Blaine,1764.41797637725,Count,16013,371
Idaho,Boise,1799.93979926696,Count,16015,380
Idaho,Bonner,3044.60525298909,Count,16017,387
Idaho,Bonneville,7487.38419777856,Count,16019,395
Idaho,Boundary,814.814171429142,Count,16021,405
Idaho,Butte,307.711414317837,Count,16023,414
Idaho,Camas,613.141120396047,Count,16025,429
Idaho,Canyon,15214.9856100027,Count,16027,441
Idaho,Caribou,760.432954698225,Count,16029,449
Idaho,Cassia,2807.14781538382,Count,16031,456
Idaho,Clark,641.939249294419,Count,16033,464
Idaho,Clearwater,667.631369473315,Count,16035,474
Idaho,Custer,746.939265909725,Count,16037,484
Idaho,Elmore,3514.29411437442,Count,16039,490
Idaho,Franklin,438.915030947528,Count,16041,498
Idaho,Fremont,562.450900097469,Count,16043,502
Idaho,Gem,2074.66457532366,Count,16045,510
Idaho,Gooding,91.8896226452835,Count,16047,519
Idaho,Idaho,2250.09527758628,Count,16049,528
Idaho,Jefferson,1553.44468349135,Count,16051,540
Idaho,Jerome,2636.17687296315,Count,16053,547
Idaho,Kootenai,10781.4106715401,Count,16055,552
Idaho,Latah,994.616874546103,Count,16057,559
Idaho,Lemhi,1289.55920296895,Count,16059,566
Idaho,Lewis,664.944443989077,Count,16061,574
Idaho,Lincoln,2363.89849794468,Count,16063,578
Idaho,Madison,4081.20433797289,Count,16065,581
Idaho,Minidoka,1605.18229267759,Count,16067,585
Idaho,Nez Perce,1602.98120614288,Count,16069,589
Idaho,Oneida,208.730915800638,Count,16071,593
Idaho,Owyhee,1021.97708991556,Count,16073,601
Idaho,Payette,2232.82338552787,Count,16075,606
Idaho,Power,506.626074360631,Count,16077,613
Idaho,Shoshone,566.362859636131,Count,16079,621
Idaho,Teton,182.729022446318,Count,16081,627
Idaho,Twin Falls,2020.83018268687,Count,16083,634
Idaho,Valley,641.302604491999,Count,16085,643
Idaho,Washington,996.376398371125,Count,16087,649
Illinois,Adams,2127.84812465651,Count,17001,650
Illinois,Alexander,1030.38081095638,Count,17003,651
Illinois,Bond,482.174744534286,Count,17005,652
Illinois,Boone,2607.27493749842,Count,17007,653
Illinois,Brown,905.915031575702,Count,17009,654
Illinois,Bureau,3726.88400845471,Count,17011,2
Illinois,Calhoun,218.727928569415,Count,17013,4
Illinois,Carroll,968.072445663762,Count,17015,6
Illinois,Cass,396.033194142112,Count,17017,10
Illinois,Champaign,9045.00480003329,Count,17019,12
Illinois,Christian,1063.4712957061,Count,17021,14
Illinois,Clark,510.154294866892,Count,17023,19
Illinois,Clay,463.087977064095,Count,17025,22
Illinois,Clinton,1827.55469652433,Count,17027,27
Illinois,Coles,3494.23767787695,Count,17029,30
Illinois,Cook,88306.5885091481,Count,17031,36
Illinois,Crawford,865.361814625102,Count,17033,40
Illinois,Cumberland,nan,Count,17035,44
Illinois,DeKalb,13224.3719165422,Count,17037,49
Illinois,De Witt,167.313560866792,Count,17039,53
Illinois,Douglas,608.815834585286,Count,17041,55
Illinois,DuPage,36357.6303512065,Count,17043,64
Illinois,Edgar,2872.90319373039,Count,17045,66
Illinois,Edwards,532.771726779961,Count,17047,71
Illinois,Effingham,1635.12656672155,Count,17049,76
Illinois,Fayette,3109.95151388758,Count,17051,79
Illinois,Ford,918.344492924561,Count,17053,81
Illinois,Franklin,1720.27913405222,Count,17055,85
Illinois,Fulton,2411.62145444598,Count,17057,89
Illinois,Gallatin,1635.83010502303,Count,17059,92
Illinois,Greene,881.616094093181,Count,17061,96
Illinois,Grundy,2478.90048288809,Count,17063,99
Illinois,Hamilton,366.204406465103,Count,17065,106
Illinois,Hancock,2706.61633662619,Count,17067,111
Illinois,Hardin,206.296024840648,Count,17069,113
Illinois,Henderson,33.4221925333941,Count,17071,117
Illinois,Henry,2558.71745048151,Count,17073,121
Illinois,Iroquois,2240.5836996783,Count,17075,125
Illinois,Jackson,6755.33375313981,Count,17077,129
Illinois,Jasper,387.813971699618,Count,17079,133
Illinois,Jefferson,3333.94559681646,Count,17081,137
Illinois,Jersey,966.834024264962,Count,17083,142
Illinois,Jo Daviess,1399.81884013822,Count,17085,145
Illinois,Johnson,1810.08782441565,Count,17087,152
Illinois,Kane,19687.5734183072,Count,17089,156
Illinois,Kankakee,5215.46085911084,Count,17091,161
Illinois,Kendall,3483.62424592134,Count,17093,165
Illinois,Knox,3586.49356133122,Count,17095,166
Illinois,Lake,40860.5067312723,Count,17097,170
Illinois,LaSalle,6949.68514937216,Count,17099,175
Illinois,Lawrence,878.350168398206,Count,17101,177
Illinois,Lee,1209.46300098308,Count,17103,180
Illinois,Livingston,952.025756282439,Count,17105,182
Illinois,Logan,3125.9157753172,Count,17107,186
Illinois,McDonough,2195.35714431892,Count,17109,189
Illinois,McHenry,21858.3259639218,Count,17111,192
Illinois,McLean,16606.1664097372,Count,17113,193
Illinois,Macon,8167.64830919628,Count,17115,194
Illinois,Macoupin,2953.91634132782,Count,17117,196
Illinois,Madison,32491.7539589867,Count,17119,199
Illinois,Marion,4926.34355226316,Count,17121,201
Illinois,Marshall,770.290789779375,Count,17123,202
Illinois,Mason,1786.89966624178,Count,17125,206
Illinois,Massac,674.793615128746,Count,17127,208
Illinois,Menard,57.1399111895316,Count,17129,212
Illinois,Mercer,1160.46098612266,Count,17131,216
Illinois,Monroe,1702.56123436084,Count,17133,219
Illinois,Montgomery,2279.77424631703,Count,17135,223
Illinois,Morgan,4688.39942264172,Count,17137,225
Illinois,Moultrie,117.213459542433,Count,17139,227
Illinois,Ogle,2928.29447081522,Count,17141,229
Illinois,Peoria,12759.5532040548,Count,17143,233
Illinois,Perry,2168.0809644892,Count,17145,235
Illinois,Piatt,115.321904821709,Count,17147,238
Illinois,Pike,1450.39423587753,Count,17149,241
Illinois,Pope,341.487046780846,Count,17151,245
Illinois,Pulaski,591.031908302034,Count,17153,248
Illinois,Putnam,131.659124917624,Count,17155,253
Illinois,Randolph,1124.30304774995,Count,17157,255
Illinois,Richland,378.66551303015,Count,17159,259
Illinois,Rock Island,9350.84076327882,Count,17161,265
Illinois,St. Clair,32343.9774414907,Count,17163,269
Illinois,Saline,4920.20991881095,Count,17165,271
Illinois,Sangamon,10206.9967457877,Count,17167,274
Illinois,Schuyler,269.487750479344,Count,17169,278
Illinois,Scott,67.6450945889919,Count,17171,280
Illinois,Shelby,2034.41867637179,Count,17173,283
Illinois,Stark,562.187061921746,Count,17175,285
Illinois,Stephenson,1028.92553813991,Count,17177,290
Illinois,Tazewell,13776.8036780877,Count,17179,291
Illinois,Union,965.35824513477,Count,17181,293
Illinois,Vermilion,4669.34628984749,Count,17183,296
Illinois,Wabash,217.801454758341,Count,17185,299
Illinois,Warren,620.035387286771,Count,17187,301
Illinois,Washington,588.6540030822,Count,17189,305
Illinois,Wayne,1192.94349593631,Count,17191,310
Illinois,White,2074.99909352605,Count,17193,312
Illinois,Whiteside,4190.19918390817,Count,17195,314
Illinois,Will,38860.6665102513,Count,17197,320
Illinois,Williamson,2963.05282493465,Count,17199,324
Illinois,Winnebago,21679.885668399,Count,17201,325
Illinois,Woodford,692.695533178834,Count,17203,328
Indiana,Adams,1140.11321162834,Count,18001,330
Indiana,Allen,34971.2758162021,Count,18003,335
Indiana,Bartholomew,7051.72583130257,Count,18005,342
Indiana,Benton,72.9410468033061,Count,18007,179
Indiana,Blackford,99.4449124019593,Count,18009,183
Indiana,Boone,725.161386369778,Count,18011,185
Indiana,Brown,191.78597401386,Count,18013,188
Indiana,Carroll,291.67098976206,Count,18015,195
Indiana,Cass,487.420313471078,Count,18017,211
Indiana,Clark,7604.02037352435,Count,18019,215
Indiana,Clay,334.285983240143,Count,18021,221
Indiana,Clinton,209.234210145092,Count,18023,226
Indiana,Crawford,499.374505441257,Count,18025,232
Indiana,Daviess,1443.11151981985,Count,18027,239
Indiana,Dearborn,3413.19681473181,Count,18029,242
Indiana,Decatur,1363.6001154633,Count,18031,246
Indiana,DeKalb,3599.78513639612,Count,18033,249
Indiana,Delaware,9628.15664798317,Count,18035,252
Indiana,Dubois,725.599740602208,Count,18037,254
Indiana,Elkhart,14558.0984123341,Count,18039,260
Indiana,Fayette,2019.8720972315,Count,18041,263
Indiana,Floyd,5594.66350925106,Count,18043,267
Indiana,Fountain,1106.22990465184,Count,18045,270
Indiana,Franklin,1041.17936127134,Count,18047,272
Indiana,Fulton,1212.21133721515,Count,18049,276
Indiana,Gibson,428.32889785905,Count,18051,286
Indiana,Grant,5544.71360056026,Count,18053,297
Indiana,Greene,1973.54475525202,Count,18055,309
Indiana,Hamilton,10651.7845223575,Count,18057,321
Indiana,Hancock,5206.51528153895,Count,18059,329
Indiana,Harrison,642.609457245388,Count,18061,334
Indiana,Hendricks,5964.68330772758,Count,18063,341
Indiana,Henry,694.059741238889,Count,18065,344
Indiana,Howard,7006.82810920091,Count,18067,348
Indiana,Huntington,3165.32899580445,Count,18069,352
Indiana,Jackson,2477.10740903374,Count,18071,355
Indiana,Jasper,777.586067953707,Count,18073,356
Indiana,Jay,1831.70660480197,Count,18075,358
Indiana,Jefferson,2325.10205784038,Count,18077,363
Indiana,Jennings,3536.3686715314,Count,18079,367
Indiana,Johnson,11418.2606633253,Count,18081,370
Indiana,Knox,2770.7420043981,Count,18083,376
Indiana,Kosciusko,4309.55217618574,Count,18085,384
Indiana,LaGrange,27.9975001513958,Count,18087,386
Indiana,Lake,50647.6427451013,Count,18089,389
Indiana,LaPorte,13091.2088787413,Count,18091,392
Indiana,Lawrence,1979.69315881953,Count,18093,396
Indiana,Madison,12905.0192118509,Count,18095,401
Indiana,Marion,79364.8890460496,Count,18097,409
Indiana,Marshall,2389.03875812447,Count,18099,412
Indiana,Martin,125.058377723679,Count,18101,418
Indiana,Miami,3377.3718916322,Count,18103,420
Indiana,Monroe,6171.12238832466,Count,18105,422
Indiana,Montgomery,2516.10828065455,Count,18107,425
Indiana,Morgan,2802.67056487968,Count,18109,430
Indiana,Newton,655.987852363652,Count,18111,433
Indiana,Noble,1017.79068802936,Count,18113,436
Indiana,Ohio,nan,Count,18115,440
Indiana,Orange,1087.51840116791,Count,18117,444
Indiana,Owen,86.1102345385225,Count,18119,448
Indiana,Parke,1010.41027999936,Count,18121,452
Indiana,Perry,1829.95539084929,Count,18123,459
Indiana,Pike,310.501094602663,Count,18125,465
Indiana,Porter,12921.8872513731,Count,18127,468
Indiana,Posey,1502.4046971817,Count,18129,471
Indiana,Pulaski,142.316957340397,Count,18131,477
Indiana,Putnam,602.737599344936,Count,18133,480
Indiana,Randolph,1834.36483577937,Count,18135,485
Indiana,Ripley,144.243995753524,Count,18137,488
Indiana,Rush,178.06601768699,Count,18139,493
Indiana,St. Joseph,26353.9653149439,Count,18141,496
Indiana,Scott,314.425811112684,Count,18143,504
Indiana,Shelby,1757.17101405949,Count,18145,506
Indiana,Spencer,0.368442390754353,Count,18147,509
Indiana,Starke,742.247292892309,Count,18149,512
Indiana,Steuben,2578.39911504514,Count,18151,515
Indiana,Sullivan,374.449177048878,Count,18153,518
Indiana,Switzerland,220.821657706765,Count,18155,526
Indiana,Tippecanoe,11511.9446807129,Count,18157,530
Indiana,Tipton,473.959355044557,Count,18159,534
Indiana,Union,nan,Count,18161,538
Indiana,Vanderburgh,7215.03647124803,Count,18163,543
Indiana,Vermillion,803.861936504346,Count,18165,548
Indiana,Vigo,14934.8313844853,Count,18167,553
Indiana,Wabash,1543.80564532328,Count,18169,555
Indiana,Warren,144.48467909752,Count,18171,567
Indiana,Warrick,3096.81615459667,Count,18173,575
Indiana,Washington,1218.40861615066,Count,18175,584
Indiana,Wayne,4565.79059334294,Count,18177,586
Indiana,Wells,996.395884484928,Count,18179,590
Indiana,White,922.126628677127,Count,18181,594
Indiana,Whitley,634.269558259635,Count,18183,597
Iowa,Adair,98.9975557395125,Count,19001,598
Iowa,Adams,51.9661610964222,Count,19003,602
Iowa,Allamakee,309.858276973556,Count,19005,608
Iowa,Appanoose,656.071072241663,Count,19007,611
Iowa,Audubon,161.951632039436,Count,19009,615
Iowa,Benton,770.546204777296,Count,19011,619
Iowa,Black Hawk,14313.7392973821,Count,19013,623
Iowa,Boone,1178.10841874153,Count,19015,625
Iowa,Bremer,414.546982454832,Count,19017,631
Iowa,Buchanan,1026.37335398156,Count,19019,632
Iowa,Buena Vista,709.131035496519,Count,19021,633
Iowa,Butler,1969.83384198107,Count,19023,361
Iowa,Calhoun,75.7400893425364,Count,19025,365
Iowa,Carroll,251.243835629541,Count,19027,369
Iowa,Cass,1163.85615398124,Count,19029,374
Iowa,Cedar,919.319773768935,Count,19031,379
Iowa,Cerro Gordo,1897.87346645577,Count,19033,383
Iowa,Cherokee,220.722393971737,Count,19035,388
Iowa,Chickasaw,609.436532081618,Count,19037,393
Iowa,Clarke,210.79959546292,Count,19039,397
Iowa,Clay,472.662627767534,Count,19041,398
Iowa,Clayton,196.185943680802,Count,19043,402
Iowa,Clinton,3131.29492762825,Count,19045,404
Iowa,Crawford,1575.83778144012,Count,19047,408
Iowa,Dallas,804.05984171528,Count,19049,413
Iowa,Davis,536.89108054472,Count,19051,416
Iowa,Decatur,347.473628101502,Count,19053,419
Iowa,Delaware,561.547417863781,Count,19055,421
Iowa,Des Moines,3702.13848933618,Count,19057,424
Iowa,Dickinson,613.117699445726,Count,19059,427
Iowa,Dubuque,5100.16929824516,Count,19061,434
Iowa,Emmet,935.652780805458,Count,19063,437
Iowa,Fayette,338.399642270103,Count,19065,442
Iowa,Floyd,778.79466238712,Count,19067,447
Iowa,Franklin,554.744718298013,Count,19069,451
Iowa,Fremont,1654.52577824769,Count,19071,455
Iowa,Greene,390.616868623445,Count,19073,458
Iowa,Grundy,306.516023465012,Count,19075,460
Iowa,Guthrie,423.317559985813,Count,19077,467
Iowa,Hamilton,889.93768910436,Count,19079,469
Iowa,Hancock,512.551318450219,Count,19081,470
Iowa,Hardin,639.429128703744,Count,19083,475
Iowa,Harrison,781.317677758051,Count,19085,478
Iowa,Henry,2091.25383547447,Count,19087,479
Iowa,Howard,1160.8174992679,Count,19089,481
Iowa,Humboldt,505.598018551626,Count,19091,487
Iowa,Ida,25.1759421418571,Count,19093,491
Iowa,Iowa,537.153869851537,Count,19095,495
Iowa,Jackson,1383.6782984614,Count,19097,499
Iowa,Jasper,1445.77790260685,Count,19099,505
Iowa,Jefferson,668.918736375629,Count,19101,507
Iowa,Johnson,4369.70410190096,Count,19103,508
Iowa,Jones,1102.5308124687,Count,19105,516
Iowa,Keokuk,882.622168519318,Count,19107,520
Iowa,Kossuth,2314.77381392745,Count,19109,523
Iowa,Lee,2519.86240086991,Count,19111,531
Iowa,Linn,9731.38757837751,Count,19113,535
Iowa,Louisa,36.5584990619811,Count,19115,539
Iowa,Lucas,726.98731433929,Count,19117,542
Iowa,Lyon,372.176600096791,Count,19119,546
Iowa,Madison,511.589952466146,Count,19121,550
Iowa,Mahaska,1804.56236344773,Count,19123,554
Iowa,Marion,887.144504984931,Count,19125,561
Iowa,Marshall,2087.68065002662,Count,19127,568
Iowa,Mills,448.359250122108,Count,19129,569
Iowa,Mitchell,812.214084695493,Count,19131,572
Iowa,Monona,399.817926639705,Count,19133,576
Iowa,Monroe,675.005175753286,Count,19135,580
Iowa,Montgomery,849.179010800202,Count,19137,595
Iowa,Muscatine,2487.00757085235,Count,19139,600
Iowa,O'Brien,1246.33493038215,Count,19141,604
Iowa,Osceola,248.387510808104,Count,19143,607
Iowa,Page,2084.4208130279,Count,19145,612
Iowa,Palo Alto,748.210279127135,Count,19147,618
Iowa,Plymouth,159.297476248787,Count,19149,622
Iowa,Pocahontas,507.710903316671,Count,19151,624
Iowa,Polk,15593.4228809424,Count,19153,629
Iowa,Pottawattamie,10469.1016206094,Count,19155,637
Iowa,Poweshiek,973.593202345814,Count,19157,640
Iowa,Ringgold,175.413101496501,Count,19159,642
Iowa,Sac,1197.0953720946,Count,19161,647
Iowa,Scott,4665.91689799447,Count,19163,657
Iowa,Shelby,1078.56121494417,Count,19165,660
Iowa,Sioux,361.560186032133,Count,19167,663
Iowa,Story,8707.34164830088,Count,19169,668
Iowa,Tama,1081.05525312677,Count,19171,671
Iowa,Taylor,71.4278709010945,Count,19173,674
Iowa,Union,784.992697397256,Count,19175,675
Iowa,Van Buren,1644.20251223122,Count,19177,678
Iowa,Wapello,7769.1503460065,Count,19179,681
Iowa,Warren,1329.47705906538,Count,19181,685
Iowa,Washington,327.888036463195,Count,19183,687
Iowa,Wayne,1066.77913261771,Count,19185,691
Iowa,Webster,2969.28089200593,Count,19187,694
Iowa,Winnebago,592.528803149112,Count,19189,696
Iowa,Winneshiek,716.838921007191,Count,19191,698
Iowa,Woodbury,9815.09405175755,Count,19193,702
Iowa,Worth,195.308697078652,Count,19195,703
Iowa,Wright,297.131768924398,Count,19197,705
Kansas,Allen,2607.82826679487,Count,20001,709
Kansas,Anderson,625.401407733394,Count,20003,712
Kansas,Atchison,967.213537733478,Count,20005,715
Kansas,Barber,129.991462331522,Count,20007,717
Kansas,Barton,2537.9063354314,Count,20009,719
Kansas,Bourbon,1253.95522660887,Count,20011,722
Kansas,Brown,358.561020191454,Count,20013,723
Kansas,Butler,4457.29984671312,Count,20015,726
Kansas,Chase,970.665460906332,Count,20017,729
Kansas,Chautauqua,587.575604798324,Count,20019,730
Kansas,Cherokee,1082.23481573733,Count,20021,732
Kansas,Cheyenne,71.257627150988,Count,20023,736
Kansas,Clark,738.883255727357,Count,20025,738
Kansas,Clay,641.618673376767,Count,20027,739
Kansas,Cloud,1162.48478281701,Count,20029,740
Kansas,Coffey,911.157978320957,Count,20031,745
Kansas,Comanche,61.415349817787,Count,20033,748
Kansas,Cowley,4971.53903959548,Count,20035,752
Kansas,Crawford,5622.09924379056,Count,20037,756
Kansas,Decatur,312.839702826718,Count,20039,759
Kansas,Dickinson,603.603583918737,Count,20041,762
Kansas,Doniphan,1573.53056784035,Count,20043,765
Kansas,Douglas,4953.35003448162,Count,20045,767
Kansas,Edwards,165.844163060891,Count,20047,770
Kansas,Elk,1213.38055550003,Count,20049,773
Kansas,Ellis,1841.09104621683,Count,20051,774
Kansas,Ellsworth,654.845648483474,Count,20053,776
Kansas,Finney,3446.32945089894,Count,20055,778
Kansas,Ford,2623.41485688042,Count,20057,784
Kansas,Franklin,4590.01075695258,Count,20059,786
Kansas,Geary,4378.17645695788,Count,20061,788
Kansas,Gove,385.503852088407,Count,20063,790
Kansas,Graham,168.877910145471,Count,20065,791
Kansas,Grant,269.988804062664,Count,20067,794
Kansas,Gray,823.592682617762,Count,20069,798
Kansas,Greeley,431.621236223036,Count,20071,801
Kansas,Greenwood,1222.57747943465,Count,20073,803
Kansas,Hamilton,1112.41568362308,Count,20075,805
Kansas,Harper,515.704764130757,Count,20077,807
Kansas,Harvey,1593.43852764032,Count,20079,812
Kansas,Haskell,1600.98909871867,Count,20081,815
Kansas,Hodgeman,167.432492904425,Count,20083,818
Kansas,Jackson,613.280445342881,Count,20085,819
Kansas,Jefferson,32.8955765763304,Count,20087,821
Kansas,Jewell,298.15806468667,Count,20089,822
Kansas,Johnson,13178.5434186504,Count,20091,824
Kansas,Kearny,1263.29335650519,Count,20093,826
Kansas,Kingman,785.478723630633,Count,20095,827
Kansas,Kiowa,937.618766601138,Count,20097,829
Kansas,Labette,1460.1299705491,Count,20099,831
Kansas,Lane,76.8419846810716,Count,20101,833
Kansas,Leavenworth,7778.44946982153,Count,20103,836
Kansas,Lincoln,387.757930853519,Count,20105,838
Kansas,Linn,420.429357538529,Count,20107,840
Kansas,Logan,231.782931542589,Count,20109,842
Kansas,Lyon,2471.47126727273,Count,20111,844
Kansas,McPherson,1977.73583106794,Count,20113,846
Kansas,Marion,1109.01980625537,Count,20115,848
Kansas,Marshall,484.013393459441,Count,20117,850
Kansas,Meade,838.897544498623,Count,20119,851
Kansas,Miami,520.139726171898,Count,20121,853
Kansas,Mitchell,342.933640759021,Count,20123,854
Kansas,Montgomery,3446.04824214163,Count,20125,856
Kansas,Morris,421.756861497836,Count,20127,858
Kansas,Morton,240.271532499343,Count,20129,859
Kansas,Nemaha,517.371719149449,Count,20131,861
Kansas,Neosho,421.04510692232,Count,20133,862
Kansas,Ness,314.597487069635,Count,20135,864
Kansas,Norton,614.213717994208,Count,20137,866
Kansas,Osage,789.743031212421,Count,20139,867
Kansas,Osborne,361.673675408973,Count,20141,869
Kansas,Ottawa,437.449128636584,Count,20143,870
Kansas,Pawnee,393.962451633754,Count,20145,872
Kansas,Phillips,599.645175648705,Count,20147,873
Kansas,Pottawatomie,100.85183343665,Count,20149,876
Kansas,Pratt,577.22733127162,Count,20151,878
Kansas,Rawlins,232.010018730197,Count,20153,880
Kansas,Reno,4861.62177930025,Count,20155,882
Kansas,Republic,438.25064451038,Count,20157,884
Kansas,Rice,663.262853666641,Count,20159,886
Kansas,Riley,14112.8842962571,Count,20161,888
Kansas,Rooks,244.126635774714,Count,20163,889
Kansas,Rush,210.078933506942,Count,20165,891
Kansas,Russell,639.101826665384,Count,20167,893
Kansas,Saline,3281.99257696255,Count,20169,895
Kansas,Scott,196.007022346589,Count,20171,897
Kansas,Sedgwick,52735.5135018833,Count,20173,898
Kansas,Seward,428.564876418278,Count,20175,900
Kansas,Shawnee,16892.3420349801,Count,20177,902
Kansas,Sheridan,248.98317398661,Count,20179,904
Kansas,Sherman,1646.11277629246,Count,20181,907
Kansas,Smith,472.023397000579,Count,20183,909
Kansas,Stafford,426.171933239181,Count,20185,911
Kansas,Stanton,93.0593960014137,Count,20187,913
Kansas,Stevens,312.453266052719,Count,20189,914
Kansas,Sumner,2415.39710024904,Count,20191,916
Kansas,Thomas,883.488590184505,Count,20193,917
Kansas,Trego,74.6424689071278,Count,20195,919
Kansas,Wabaunsee,1022.3419539177,Count,20197,920
Kansas,Wallace,458.745279524621,Count,20199,921
Kansas,Washington,970.345320547606,Count,20201,922
Kansas,Wichita,830.905251893839,Count,20203,923
Kansas,Wilson,508.894173011631,Count,20205,925
Kansas,Woodson,288.452812695763,Count,20207,926
Kansas,Wyandotte,21636.0963614573,Count,20209,927
Kentucky,Adair,981.964315354548,Count,21001,928
Kentucky,Allen,98.5704252384421,Count,21003,929
Kentucky,Anderson,1280.0947149516,Count,21005,930
Kentucky,Ballard,137.533067928875,Count,21007,932
Kentucky,Barren,1557.43243595717,Count,21009,933
Kentucky,Bath,7.15675320476294,Count,21011,934
Kentucky,Bell,3401.8199985395,Count,21013,936
Kentucky,Boone,7339.18196768655,Count,21015,1002
Kentucky,Bourbon,1542.06504208769,Count,21017,1005
Kentucky,Boyd,4690.26328153438,Count,21019,1008
Kentucky,Boyle,3545.89097593098,Count,21021,1010
Kentucky,Bracken,18.8239906324889,Count,21023,1013
Kentucky,Breathitt,1239.29474501028,Count,21025,1017
Kentucky,Breckinridge,806.525583943535,Count,21027,1020
Kentucky,Bullitt,6737.82825030382,Count,21029,1024
Kentucky,Butler,544.236017059837,Count,21031,1026
Kentucky,Caldwell,557.418585627047,Count,21033,1031
Kentucky,Calloway,1776.12959729744,Count,21035,1033
Kentucky,Campbell,6933.96778832933,Count,21037,1035
Kentucky,Carlisle,35.0078981807987,Count,21039,1039
Kentucky,Carroll,1907.31335357717,Count,21041,1041
Kentucky,Carter,705.070038670827,Count,21043,1044
Kentucky,Casey,407.873736301982,Count,21045,1048
Kentucky,Christian,8521.61198515991,Count,21047,1050
Kentucky,Clark,841.007403115684,Count,21049,1053
Kentucky,Clay,1001.50329480649,Count,21051,1056
Kentucky,Clinton,4.68143186718225,Count,21053,1059
Kentucky,Crittenden,145.553612305518,Count,21055,1064
Kentucky,Cumberland,67.2835433330474,Count,21057,1067
Kentucky,Daviess,4594.24157034169,Count,21059,1071
Kentucky,Edmonson,143.939110127788,Count,21061,1073
Kentucky,Elliott,2.02434512972832,Count,21063,1075
Kentucky,Estill,789.25432830592,Count,21065,1077
Kentucky,Fayette,20001.0908480108,Count,21067,1080
Kentucky,Fleming,407.866532511687,Count,21069,1083
Kentucky,Floyd,1045.74408079236,Count,21071,1085
Kentucky,Franklin,2750.11075829837,Count,21073,1086
Kentucky,Fulton,3.56720981515537,Count,21075,1088
Kentucky,Gallatin,nan,Count,21077,1090
Kentucky,Garrard,41.3006205274723,Count,21079,1092
Kentucky,Grant,1922.23935616406,Count,21081,1094
Kentucky,Graves,1354.52263090779,Count,21083,1097
Kentucky,Grayson,3021.46452856248,Count,21085,1100
Kentucky,Green,657.586879468928,Count,21087,1102
Kentucky,Greenup,3148.22385381582,Count,21089,1105
Kentucky,Hancock,121.033401735163,Count,21091,1107
Kentucky,Hardin,10447.3472538816,Count,21093,1110
Kentucky,Harlan,3384.96709514476,Count,21095,1114
Kentucky,Harrison,332.899766798459,Count,21097,1119
Kentucky,Hart,706.167263758972,Count,21099,1121
Kentucky,Henderson,1667.33053584735,Count,21101,1126
Kentucky,Henry,81.5446446255373,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,4161.76908785303,Count,21107,1136
Kentucky,Jackson,13.0610395300833,Count,21109,1140
Kentucky,Jefferson,32352.1930984399,Count,21111,1143
Kentucky,Jessamine,2266.90593214606,Count,21113,1145
Kentucky,Johnson,1830.32823884639,Count,21115,1148
Kentucky,Kenton,10228.5416858113,Count,21117,1151
Kentucky,Knott,66.1122150323388,Count,21119,1154
Kentucky,Knox,1819.16833552834,Count,21121,1159
Kentucky,Larue,73.4340168182243,Count,21123,1162
Kentucky,Laurel,2619.16785924118,Count,21125,1166
Kentucky,Lawrence,1428.34663667669,Count,21127,1167
Kentucky,Lee,1.10516032698797,Count,21129,1171
Kentucky,Leslie,191.895671755637,Count,21131,1175
Kentucky,Letcher,nan,Count,21133,1178
Kentucky,Lewis,119.328198599658,Count,21135,1180
Kentucky,Lincoln,2828.73535799809,Count,21137,1184
Kentucky,Livingston,617.100774971883,Count,21139,1187
Kentucky,Logan,1866.97651127795,Count,21141,1190
Kentucky,Lyon,85.6721961513467,Count,21143,1193
Kentucky,McCracken,5793.27575326515,Count,21145,1196
Kentucky,McCreary,273.152137020185,Count,21147,1198
Kentucky,McLean,20.387533848676,Count,21149,1201
Kentucky,Madison,8979.94782946187,Count,21151,1204
Kentucky,Magoffin,120.081589741196,Count,21153,1206
Kentucky,Marion,161.689523690196,Count,21155,1210
Kentucky,Marshall,426.458483561877,Count,21157,1213
Kentucky,Martin,3.11317849159241,Count,21159,1215
Kentucky,Mason,1266.49476249944,Count,21161,1217
Kentucky,Meade,2223.85255705005,Count,21163,1220
Kentucky,Menifee,46.9407748300582,Count,21165,1222
Kentucky,Mercer,2010.54483376028,Count,21167,1225
Kentucky,Metcalfe,53.9305885691338,Count,21169,1228
Kentucky,Monroe,153.83132038266,Count,21171,1230
Kentucky,Montgomery,1340.44735739303,Count,21173,1233
Kentucky,Morgan,1186.17078943492,Count,21175,1235
Kentucky,Muhlenberg,710.512085748982,Count,21177,1238
