State,County,Full-service restaurants per 1000 pop 2016 (FSRPTH16),Units,FIPS,FID
Louisiana,Pointe Coupee,0.451345008,Count,22077,1431
Louisiana,Rapides,0.416360705,Count,22079,1434
Louisiana,Red River,0.231642344,Count,22081,1436
Louisiana,Richland,0.391159789,Count,22083,1439
Louisiana,Sabine,0.290540821,Count,22085,1441
Louisiana,St. Bernard,0.545684725,Count,22087,1463
Louisiana,St. Charles,0.435078692,Count,22089,1466
Louisiana,St. Helena,0.095794616,Count,22091,1467
Louisiana,St. James,0.326614408,Count,22093,1468
Louisiana,St. John the Baptist,0.413983441,Count,22095,1469
Louisiana,St. Landry,0.286728074,Count,22097,1471
Louisiana,St. Martin,0.464606293,Count,22099,1473
Louisiana,St. Mary,0.651665581,Count,22101,1474
Louisiana,St. Tammany,0.89408637,Count,22103,1475
Louisiana,Tangipahoa,0.650727667,Count,22105,1476
Louisiana,Tensas,0.427624546,Count,22107,1479
Louisiana,Terrebonne,0.724874694,Count,22109,1501
Louisiana,Union,0.265381043,Count,22111,1507
Louisiana,Vermilion,0.38197097,Count,22113,1510
Louisiana,Vernon,0.38743922,Count,22115,1513
Louisiana,Washington,0.323108737,Count,22117,1516
Louisiana,Webster,0.40206056,Count,22119,1518
Louisiana,West Baton Rouge,0.501214481,Count,22121,1520
Louisiana,West Carroll,0.0,Count,22123,1522
Louisiana,West Feliciana,0.587275693,Count,22125,1524
Louisiana,Winn,0.344044588,Count,22127,1529
Maine,Androscoggin,0.671209762,Count,23001,1532
Maine,Aroostook,0.939573668,Count,23003,1535
Maine,Cumberland,1.354394046,Count,23005,1608
Maine,Franklin,1.39669449,Count,23007,1619
Maine,Hancock,1.985367109,Count,23009,1748
Maine,Kennebec,0.675853884,Count,23011,1755
Maine,Knox,1.714790064,Count,23013,1774
Maine,Lincoln,1.765069279,Count,23015,1835
Maine,Oxford,0.928261174,Count,23017,1842
Maine,Penobscot,0.778800779,Count,23019,1846
Maine,Piscataquis,1.185114956,Count,23021,1851
Maine,Sagadahoc,0.939287849,Count,23023,1855
Maine,Somerset,0.611886387,Count,23025,1860
Maine,Waldo,0.811667724,Count,23027,1865
Maine,Washington,0.918710004,Count,23029,1884
Maine,York,1.260984161,Count,23031,1901
Maryland,Allegany,0.720281464,Count,24001,1905
Maryland,Anne Arundel,0.683756477,Count,24003,1925
Maryland,Baltimore County,0.523194348,Count,24005,1939
Maryland,Calvert,0.570807583,Count,24009,1946
Maryland,Caroline,0.334478669,Count,24011,1949
Maryland,Carroll,0.604283834,Count,24013,1955
Maryland,Cecil,0.516061187,Count,24015,1963
Maryland,Charles,0.425585975,Count,24017,1294
Maryland,Dorchester,0.650819723,Count,24019,1346
Maryland,Frederick,0.673710369,Count,24021,1357
Maryland,Garrett,0.954198473,Count,24023,1361
Maryland,Harford,0.487144574,Count,24025,1372
Maryland,Howard,0.580503903,Count,24027,1379
Maryland,Kent,1.373766154,Count,24029,1394
Maryland,Montgomery,0.607631933,Count,24031,1398
Maryland,Prince George's,0.339130378,Count,24033,1403
Maryland,Queen Anne's,0.610028875,Count,24035,1413
Maryland,St. Mary's,0.545446417,Count,24037,1421
Maryland,Somerset,0.270971238,Count,24039,1430
Maryland,Talbot,1.451456833,Count,24041,1438
Maryland,Washington,0.680862426,Count,24043,1445
Maryland,Wicomico,0.594628844,Count,24045,1446
Maryland,Worcester,3.416546958,Count,24047,1456
Maryland,Baltimore City,0.607820954,Count,24510,1460
Massachusetts,Barnstable,2.033358321,Count,25001,1478
Massachusetts,Berkshire,1.718456857,Count,25003,1480
Massachusetts,Bristol,0.79704538,Count,25005,1486
Massachusetts,Dukes,3.465804067,Count,25007,1491
Massachusetts,Essex,0.827533553,Count,25009,1519
Massachusetts,Franklin,0.962927299,Count,25011,1523
Massachusetts,Hampden,0.720677693,Count,25013,1526
Massachusetts,Hampshire,1.03304507,Count,25015,1527
Massachusetts,Middlesex,0.864948812,Count,25017,1533
Massachusetts,Nantucket,4.599152313,Count,25019,1537
Massachusetts,Norfolk,0.88545359,Count,25021,1543
Massachusetts,Plymouth,0.812785745,Count,25023,1569
Massachusetts,Suffolk,1.205816739,Count,25025,1585
Massachusetts,Worcester,0.716478144,Count,25027,1599
Michigan,Alcona,0.963112781,Count,26001,1603
Michigan,Alger,1.535929786,Count,26003,1609
Michigan,Allegan,0.695924492,Count,26005,1611
Michigan,Alpena,0.942178176,Count,26007,1614
Michigan,Antrim,0.997138646,Count,26009,1617
Michigan,Arenac,0.727176572,Count,26011,1621
Michigan,Baraga,0.820056232,Count,26013,1624
Michigan,Barry,0.519158628,Count,26015,1627
Michigan,Bay,0.660407155,Count,26017,1631
Michigan,Benzie,1.084227345,Count,26019,1634
Michigan,Berrien,0.947086412,Count,26021,1635
Michigan,Branch,0.621303818,Count,26023,1640
Michigan,Calhoun,0.581317355,Count,26025,1641
Michigan,Cass,0.488195434,Count,26027,1644
Michigan,Charlevoix,1.531276319,Count,26029,1648
Michigan,Cheboygan,1.495827429,Count,26031,1649
Michigan,Chippewa,1.061120543,Count,26033,1660
Michigan,Clare,0.723541406,Count,26035,1665
Michigan,Clinton,0.425641687,Count,26037,1669
Michigan,Crawford,0.727855011,Count,26039,1672
Michigan,Delta,0.77294686,Count,26041,1675
Michigan,Dickinson,0.823045267,Count,26043,1677
Michigan,Eaton,0.60635571,Count,26045,1678
Michigan,Emmet,1.731680642,Count,26047,1686
Michigan,Genesee,0.560440717,Count,26049,1688
Michigan,Gladwin,0.83518931,Count,26051,1691
Michigan,Gogebic,1.759072252,Count,26053,1693
Michigan,Grand Traverse,0.979176186,Count,26055,1697
Michigan,Gratiot,0.415322975,Count,26057,1700
Michigan,Hillsdale,0.58994472,Count,26059,1701
Michigan,Houghton,1.01964891,Count,26061,1705
Michigan,Huron,1.240024165,Count,26063,1708
Michigan,Ingham,0.76059361,Count,26065,1710
Michigan,Ionia,0.498582157,Count,26067,1713
Michigan,Iosco,1.266273594,Count,26069,1715
Michigan,Iron,1.162582722,Count,26071,1716
Michigan,Isabella,0.6185596,Count,26073,1717
Michigan,Jackson,0.581487217,Count,26075,1719
Michigan,Kalamazoo,0.769949743,Count,26077,1720
Michigan,Kalkaska,0.693641618,Count,26079,1722
Michigan,Kent,0.692166387,Count,26081,1726
Michigan,Keweenaw,3.27255727,Count,26083,1743
Michigan,Lake,0.927409156,Count,26085,1749
Michigan,Lapeer,0.499200145,Count,26087,1752
Michigan,Leelanau,1.721490718,Count,26089,1765
Michigan,Lenawee,0.669982743,Count,26091,1768
Michigan,Livingston,0.599921426,Count,26093,1770
Michigan,Luce,1.261630658,Count,26095,1773
Michigan,Mackinac,3.085842529,Count,26097,1779
Michigan,Macomb,0.717000402,Count,26099,1785
Michigan,Manistee,1.063916851,Count,26101,1787
Michigan,Marquette,0.782413746,Count,26103,1793
Michigan,Mason,0.90133814,Count,26105,1797
Michigan,Mecosta,0.694894839,Count,26107,1800
Michigan,Menominee,0.947418285,Count,26109,1802
Michigan,Midland,0.551340597,Count,26111,1806
Michigan,Missaukee,0.532197978,Count,26113,1810
Michigan,Monroe,0.542811765,Count,26115,1812
Michigan,Montcalm,0.508234995,Count,26117,1815
Michigan,Montmorency,1.955246578,Count,26119,1816
Michigan,Muskegon,0.53147855,Count,26121,1818
Michigan,Newaygo,0.606846907,Count,26123,1820
Michigan,Oakland,0.878980094,Count,26125,1824
Michigan,Oceana,0.684905445,Count,26127,1825
Michigan,Ogemaw,1.148215482,Count,26129,1827
Michigan,Ontonagon,1.686056314,Count,26131,1829
Michigan,Osceola,0.77683311,Count,26133,1830
Michigan,Oscoda,0.605180344,Count,26135,1832
Michigan,Otsego,1.107238056,Count,26137,1834
Michigan,Ottawa,0.480154779,Count,26139,1837
Michigan,Presque Isle,1.100196464,Count,26141,1840
Michigan,Roscommon,1.258019877,Count,26143,1843
Michigan,Saginaw,0.582468731,Count,26145,1845
Michigan,St. Clair,0.677086272,Count,26147,1854
Michigan,St. Joseph,0.591793793,Count,26149,1857
Michigan,Sanilac,0.700618477,Count,26151,1858
Michigan,Schoolcraft,1.376720901,Count,26153,1861
Michigan,Shiawassee,0.525233072,Count,26155,1863
Michigan,Tuscola,0.432046586,Count,26157,1866
Michigan,Van Buren,0.678182471,Count,26159,1867
Michigan,Washtenaw,0.792319165,Count,26161,1869
Michigan,Wayne,0.631903258,Count,26163,1871
Michigan,Wexford,0.785735872,Count,26165,1873
Minnesota,Aitkin,1.204361055,Count,27001,1875
Minnesota,Anoka,0.449444677,Count,27003,1877
Minnesota,Becker,0.829580469,Count,27005,1878
Minnesota,Beltrami,0.760687662,Count,27007,1880
Minnesota,Benton,0.506739637,Count,27009,1881
Minnesota,Big Stone,1.396648045,Count,27011,1882
Minnesota,Blue Earth,0.815168166,Count,27013,1886
Minnesota,Brown,0.831288101,Count,27015,1892
Minnesota,Carlton,0.731487734,Count,27017,1893
Minnesota,Carver,0.488402922,Count,27019,1894
Minnesota,Cass,1.379310345,Count,27021,1895
Minnesota,Chippewa,0.581588568,Count,27023,1896
Minnesota,Chisago,0.512820513,Count,27025,1897
Minnesota,Clay,0.334086353,Count,27027,1898
Minnesota,Clearwater,1.128540797,Count,27029,1899
Minnesota,Cook,2.447749953,Count,27031,1900
Minnesota,Cottonwood,0.614250614,Count,27033,1902
Minnesota,Crow Wing,1.160402064,Count,27035,1903
Minnesota,Dakota,0.603707049,Count,27037,1904
Minnesota,Dodge,0.486689054,Count,27039,1906
Minnesota,Douglas,0.995346085,Count,27041,1907
Minnesota,Faribault,1.010465536,Count,27043,1908
Minnesota,Fillmore,1.434102969,Count,27045,1909
Minnesota,Freeborn,0.559155347,Count,27047,1910
Minnesota,Goodhue,0.71366782,Count,27049,1911
Minnesota,Grant,0.337211263,Count,27051,1912
Minnesota,Hennepin,0.78090454,Count,27053,1913
Minnesota,Houston,0.961589829,Count,27055,1914
Minnesota,Hubbard,1.013562431,Count,27057,1915
Minnesota,Isanti,0.515942627,Count,27059,1916
Minnesota,Itasca,0.664466544,Count,27061,1917
Minnesota,Jackson,1.207000604,Count,27063,1918
Minnesota,Kanabec,0.818536708,Count,27065,1919
Minnesota,Kandiyohi,0.680399794,Count,27067,1920
Minnesota,Kittson,1.621120889,Count,27069,1921
Minnesota,Koochiching,1.188777936,Count,27071,1922
Minnesota,Lac qui Parle,0.741509714,Count,27073,1923
Minnesota,Lake,1.996957018,Count,27075,1926
Minnesota,Lake of the Woods,1.58061117,Count,27077,1927
Minnesota,Le Sueur,0.829905463,Count,27079,1929
Minnesota,Lincoln,1.226348984,Count,27081,1931
Minnesota,Lyon,0.696028769,Count,27083,1932
Minnesota,McLeod,0.559471859,Count,27085,1934
Minnesota,Mahnomen,0.728066982,Count,27087,1936
Minnesota,Marshall,1.387258564,Count,27089,1937
Minnesota,Martin,0.653594771,Count,27091,1940
Minnesota,Meeker,0.476211091,Count,27093,1941
Minnesota,Mille Lacs,1.015069884,Count,27095,1943
Minnesota,Morrison,0.85054678,Count,27097,1944
Minnesota,Mower,0.559383661,Count,27099,1945
Minnesota,Murray,1.56626506,Count,27101,1947
Minnesota,Nicollet,0.415973378,Count,27103,1948
Minnesota,Nobles,0.681322674,Count,27105,1950
Minnesota,Norman,0.305903946,Count,27107,1951
Minnesota,Olmsted,0.659342094,Count,27109,1953
Minnesota,Otter Tail,0.845104431,Count,27111,1954
Minnesota,Pennington,1.052557715,Count,27113,1956
Minnesota,Pine,0.796481629,Count,27115,1957
Minnesota,Pipestone,0.761448929,Count,27117,1958
Minnesota,Polk,0.790263948,Count,27119,1959
Minnesota,Pope,0.638627862,Count,27121,1961
Minnesota,Ramsey,0.665055305,Count,27123,1964
Minnesota,Red Lake,1.001001001,Count,27125,1966
Minnesota,Redwood,0.787608296,Count,27127,1969
Minnesota,Renville,0.823045267,Count,27129,1971
Minnesota,Rice,0.564127584,Count,27131,1973
Minnesota,Rock,0.637416339,Count,27133,1974
Minnesota,Roseau,0.899800758,Count,27135,1976
Minnesota,St. Louis,0.844923957,Count,27137,1978
Minnesota,Scott,0.460129115,Count,27139,1979
Minnesota,Sherburne,0.429018834,Count,27141,1980
Minnesota,Sibley,0.473228772,Count,27143,1982
Minnesota,Stearns,0.753651698,Count,27145,1984
Minnesota,Steele,0.735634689,Count,27147,1985
Minnesota,Stevens,1.128552375,Count,27149,1987
Minnesota,Swift,0.952986023,Count,27151,1988
Minnesota,Todd,0.532699557,Count,27153,1989
Minnesota,Traverse,0.30102348,Count,27155,1990
Minnesota,Wabasha,1.165664195,Count,27157,1991
Minnesota,Wadena,0.663423264,Count,27159,1992
Minnesota,Waseca,0.690461016,Count,27161,1993
Minnesota,Washington,0.679906394,Count,27163,1994
Minnesota,Watonwan,1.191458161,Count,27165,1996
Minnesota,Wilkin,0.630417652,Count,27167,1997
Minnesota,Winona,0.6486869,Count,27169,1998
Minnesota,Wright,0.574074494,Count,27171,1999
Minnesota,Yellow Medicine,0.505458957,Count,27173,1531
Mississippi,Adams,0.572519084,Count,28001,1534
Mississippi,Alcorn,0.939849624,Count,28003,1538
Mississippi,Amite,0.080450523,Count,28005,1539
Mississippi,Attala,0.592480879,Count,28007,1541
Mississippi,Benton,0.0,Count,28009,1544
Mississippi,Bolivar,0.796715082,Count,28011,1547
Mississippi,Calhoun,0.343335851,Count,28013,1548
Mississippi,Carroll,0.097933601,Count,28015,1549
Mississippi,Chickasaw,0.406173842,Count,28017,1550
Mississippi,Choctaw,0.360750361,Count,28019,1552
Mississippi,Claiborne,0.109541023,Count,28021,1555
Mississippi,Clarke,0.503271263,Count,28023,1557
Mississippi,Clay,0.655241935,Count,28025,1559
Mississippi,Coahoma,0.67170445,Count,28027,1562
Mississippi,Copiah,0.349589233,Count,28029,1564
Mississippi,Covington,0.469043152,Count,28031,1567
Mississippi,DeSoto,0.660799225,Count,28033,1571
Mississippi,Forrest,0.832925685,Count,28035,1572
Mississippi,Franklin,0.129466598,Count,28037,1575
Mississippi,George,0.590343664,Count,28039,1577
Mississippi,Greene,0.222518914,Count,28041,1579
Mississippi,Grenada,0.754041189,Count,28043,1581
Mississippi,Hancock,0.857504234,Count,28045,1583
Mississippi,Harrison,0.903083809,Count,28047,1587
Mississippi,Hinds,0.438346194,Count,28049,1591
Mississippi,Holmes,0.111358575,Count,28051,1593
Mississippi,Humphreys,0.0,Count,28053,1596
Mississippi,Issaquena,0.0,Count,28055,1598
Mississippi,Itawamba,0.512754775,Count,28057,1601
Mississippi,Jackson,0.607559166,Count,28059,1605
Mississippi,Jasper,0.241094569,Count,28061,1607
Mississippi,Jefferson,0.0,Count,28063,1610
Mississippi,Jefferson Davis,0.087229588,Count,28065,1612
Mississippi,Jones,0.337337381,Count,28067,1615
Mississippi,Kemper,0.301386377,Count,28069,1616
Mississippi,Lafayette,1.140634642,Count,28071,1620
Mississippi,Lamar,0.702270129,Count,28073,1623
Mississippi,Lauderdale,0.543844202,Count,28075,1628
Mississippi,Lawrence,0.234320081,Count,28077,1632
Mississippi,Leake,0.263887056,Count,28079,1636
Mississippi,Lee,0.931428032,Count,28081,1638
Mississippi,Leflore,0.773707404,Count,28083,1643
Mississippi,Lincoln,0.581327753,Count,28085,1645
Mississippi,Lowndes,0.79044736,Count,28087,1647
Mississippi,Madison,0.673886883,Count,28089,1651
Mississippi,Marion,0.597300203,Count,28091,1653
Mississippi,Marshall,0.167691448,Count,28093,1655
Mississippi,Monroe,0.612676841,Count,28095,1656
Mississippi,Montgomery,0.584852325,Count,28097,1658
Mississippi,Neshoba,0.373653996,Count,28099,1661
Mississippi,Newton,0.233808744,Count,28101,1663
Mississippi,Noxubee,0.091625435,Count,28103,1666
Mississippi,Oktibbeha,0.806793199,Count,28105,1668
Mississippi,Panola,0.526932084,Count,28107,1671
Mississippi,Pearl River,0.508425334,Count,28109,1676
Mississippi,Perry,0.248426631,Count,28111,1679
Mississippi,Pike,0.555443345,Count,28113,1680
Mississippi,Pontotoc,0.636193021,Count,28115,1682
Mississippi,Prentiss,0.511931952,Count,28117,1684
Mississippi,Quitman,0.135062129,Count,28119,1685
Mississippi,Rankin,0.46996836,Count,28121,1690
Mississippi,Scott,0.563817041,Count,28123,1692
Mississippi,Sharkey,0.220555801,Count,28125,1695
Mississippi,Simpson,0.33358043,Count,28127,1698
Mississippi,Smith,0.250453948,Count,28129,1709
Mississippi,Stone,0.334243218,Count,28131,1712
Mississippi,Sunflower,0.378945773,Count,28133,1721
Mississippi,Tallahatchie,0.208579573,Count,28135,1725
Mississippi,Tate,0.212419458,Count,28137,1727
Mississippi,Tippah,0.4536176,Count,28139,1730
Mississippi,Tishomingo,0.873586845,Count,28141,1732
Mississippi,Tunica,0.689247735,Count,28143,1735
Mississippi,Union,0.564872021,Count,28145,1737
Mississippi,Walthall,0.617707618,Count,28147,1740
Mississippi,Warren,0.765289854,Count,28149,1746
Mississippi,Washington,0.529762031,Count,28151,1750
Mississippi,Wayne,0.586797066,Count,28153,1753
Mississippi,Webster,0.409123453,Count,28155,1756
Mississippi,Wilkinson,0.111012433,Count,28157,1757
Mississippi,Winston,0.490196078,Count,28159,1758
Mississippi,Yalobusha,0.480422772,Count,28161,1759
Mississippi,Yazoo,0.441079174,Count,28163,1760
Missouri,Adair,0.634341672,Count,29001,1761
Missouri,Andrew,0.288367265,Count,29003,1762
Missouri,Atchison,0.753295669,Count,29005,1763
Missouri,Audrain,0.695652174,Count,29007,1766
Missouri,Barry,0.764028411,Count,29009,1767
Missouri,Barton,0.590268994,Count,29011,1771
Missouri,Bates,0.671919858,Count,29013,1776
Missouri,Benton,1.162729243,Count,29015,1778
Missouri,Bollinger,0.573582432,Count,29017,1781
Missouri,Boone,0.826937781,Count,29019,1783
Missouri,Buchanan,0.637912125,Count,29021,1789
Missouri,Butler,0.701114772,Count,29023,1792
Missouri,Caldwell,0.551267916,Count,29025,1795
Missouri,Callaway,0.554606562,Count,29027,1799
Missouri,Camden,1.866293408,Count,29029,1803
Missouri,Cape Girardeau,0.892971042,Count,29031,1808
Missouri,Carroll,0.90354642,Count,29033,1822
Missouri,Carter,0.483325278,Count,29035,1001
Missouri,Cass,0.61295972,Count,29037,1004
Missouri,Cedar,0.79216477,Count,29039,1007
Missouri,Chariton,0.796918581,Count,29041,1011
Missouri,Christian,0.558466712,Count,29043,1014
Missouri,Clark,0.594265339,Count,29045,1015
Missouri,Clay,0.644993759,Count,29047,1018
Missouri,Clinton,0.779347297,Count,29049,1021
Missouri,Cole,0.71637903,Count,29051,1022
Missouri,Cooper,0.848272352,Count,29053,1025
Missouri,Crawford,0.990425883,Count,29055,1028
Missouri,Dade,0.525900605,Count,29057,1030
Missouri,Dallas,0.427350427,Count,29059,1032
Missouri,Daviess,0.364387222,Count,29061,1036
Missouri,DeKalb,0.319872051,Count,29063,1038
Missouri,Dent,0.583468395,Count,29065,1040
Missouri,Douglas,0.449370881,Count,29067,1043
Missouri,Dunklin,0.785443121,Count,29069,1045
Missouri,Franklin,0.681238687,Count,29071,1047
Missouri,Gasconade,1.355932203,Count,29073,1049
Missouri,Gentry,1.054693386,Count,29075,1052
Missouri,Greene,0.889256325,Count,29077,1054
Missouri,Grundy,0.496031746,Count,29079,1057
Missouri,Harrison,0.582072177,Count,29081,1058
Missouri,Henry,0.925197761,Count,29083,1061
Missouri,Hickory,0.960102411,Count,29085,1063
Missouri,Holt,0.893056486,Count,29087,1065
Missouri,Howard,0.795070563,Count,29089,1068
Missouri,Howell,0.72247135,Count,29091,1070
Missouri,Iron,0.788410368,Count,29093,1072
Missouri,Jackson,0.805061209,Count,29095,1074
Missouri,Jasper,0.796325169,Count,29097,1078
Missouri,Jefferson,0.452077542,Count,29099,1082
Missouri,Johnson,0.577808429,Count,29101,1087
Missouri,Knox,0.760456274,Count,29103,1091
Missouri,Laclede,0.762130578,Count,29105,1096
Missouri,Lafayette,0.768237969,Count,29107,1099
Missouri,Lawrence,0.627877773,Count,29109,1101
Missouri,Lewis,0.595060994,Count,29111,1104
Missouri,Lincoln,0.398651832,Count,29113,1106
Missouri,Linn,0.494233937,Count,29115,1109
Missouri,Livingston,0.72664817,Count,29117,1112
Missouri,McDonald,0.439232222,Count,29119,1113
Missouri,Macon,0.92451958,Count,29121,1116
Missouri,Madison,0.654075709,Count,29123,1117
Missouri,Maries,0.901510029,Count,29125,1120
Missouri,Marion,0.906966198,Count,29127,1122
Missouri,Mercer,0.820120284,Count,29129,1125
Missouri,Miller,1.000240058,Count,29131,1128
Missouri,Mississippi,0.363980491,Count,29133,1131
Missouri,Moniteau,0.499781346,Count,29135,1135
Missouri,Monroe,1.273590367,Count,29137,1139
Missouri,Montgomery,0.609915483,Count,29139,1142
Missouri,Morgan,1.592119011,Count,29141,1146
Missouri,New Madrid,0.838457239,Count,29143,1149
Missouri,Newton,0.480942648,Count,29145,1152
Missouri,Nodaway,0.577983283,Count,29147,1156
Missouri,Oregon,0.651829779,Count,29149,1158
Missouri,Osage,0.735510444,Count,29151,1164
Missouri,Ozark,0.326548384,Count,29153,1168
Missouri,Pemiscot,0.818617706,Count,29155,1170
Missouri,Perry,0.572886829,Count,29157,1172
Missouri,Pettis,0.543992431,Count,29159,1174
Missouri,Phelps,0.80306951,Count,29161,1176
Missouri,Pike,0.864677907,Count,29163,1179
Missouri,Platte,0.790650056,Count,29165,1181
Missouri,Polk,0.636699351,Count,29167,1183
Missouri,Pulaski,0.703274981,Count,29169,1185
Missouri,Putnam,0.620989443,Count,29171,1188
Missouri,Ralls,0.488854126,Count,29173,1191
Missouri,Randolph,0.800961153,Count,29175,1194
Missouri,Ray,0.308085031,Count,29177,1197
Missouri,Reynolds,0.470957614,Count,29179,1200
Missouri,Ripley,0.217691024,Count,29181,1203
Missouri,St. Charles,0.724164843,Count,29183,1205
Missouri,St. Clair,0.645647261,Count,29185,1208
Missouri,Ste. Genevieve,0.727069351,Count,29186,1209
Missouri,St. Francois,0.602473152,Count,29187,1212
Missouri,St. Louis County,0.747333243,Count,29189,1216
Missouri,Saline,0.568877998,Count,29195,1218
Missouri,Schuyler,0.445335115,Count,29197,1221
Missouri,Scotland,0.814995925,Count,29199,1224
Missouri,Scott,0.697260026,Count,29201,1227
Missouri,Shannon,0.606501698,Count,29203,1229
Missouri,Shelby,0.826309701,Count,29205,1232
Missouri,Stoddard,0.644439168,Count,29207,1236
Missouri,Stone,0.824506881,Count,29209,1237
Missouri,Sullivan,0.157654107,Count,29211,1240
Missouri,Taney,1.607335294,Count,29213,1242
Missouri,Texas,0.850997989,Count,29215,1245
Missouri,Vernon,0.729784957,Count,29217,1248
Missouri,Warren,0.621026172,Count,29219,1251
Missouri,Washington,0.28189433,Count,29221,1253
Missouri,Wayne,0.681456803,Count,29223,1256
Missouri,Webster,0.288979377,Count,29225,1258
Missouri,Worth,0.493096647,Count,29227,1261
Missouri,Wright,0.273597811,Count,29229,1263
Missouri,St. Louis City,1.127276908,Count,29510,1266
Montana,Beaverhead,1.694197374,Count,30001,1269
Montana,Big Horn,0.523521053,Count,30003,1274
Montana,Blaine,0.450653447,Count,30005,1124
Montana,Broadwater,1.036627505,Count,30007,1132
Montana,Carbon,1.809868546,Count,30009,1137
Montana,Carter,1.699235344,Count,30011,1141
Montana,Cascade,0.809935205,Count,30013,1144
Montana,Chouteau,0.862961685,Count,30015,1150
Montana,Custer,1.099737755,Count,30017,1153
Montana,Daniels,0.576701269,Count,30019,1157
Montana,Dawson,1.081899816,Count,30021,1160
Montana,Deer Lodge,1.102657404,Count,30023,1163
Montana,Fallon,1.617599482,Count,30025,1165
Montana,Fergus,1.592920354,Count,30027,1169
Montana,Flathead,1.248810048,Count,30029,1173
Montana,Gallatin,1.354831271,Count,30031,1177
Montana,Garfield,0.764525994,Count,30033,1182
Montana,Glacier,0.658424171,Count,30035,1186
Montana,Golden Valley,1.226993865,Count,30037,1189
Montana,Granite,1.822600243,Count,30039,1192
Montana,Hill,0.912075885,Count,30041,1195
Montana,Jefferson,0.934579439,Count,30043,1199
Montana,Judith Basin,2.052334531,Count,30045,1202
Montana,Lake,0.63949379,Count,30047,1207
Montana,Lewis and Clark,0.82345191,Count,30049,1211
Montana,Liberty,0.823723229,Count,30051,1214
Montana,Lincoln,1.560062402,Count,30053,1219
Montana,McCone,1.150086256,Count,30055,1223
Montana,Madison,2.133266407,Count,30057,1226
Montana,Meagher,2.714440825,Count,30059,1231
Montana,Mineral,1.454545455,Count,30061,1234
Montana,Missoula,0.888727825,Count,30063,1239
Montana,Musselshell,0.647109577,Count,30065,1241
Montana,Park,2.360541682,Count,30067,1244
Montana,Petroleum,2.008032129,Count,30069,1247
Montana,Phillips,1.457725948,Count,30071,1250
Montana,Pondera,1.161247512,Count,30073,1254
Montana,Powder River,1.712328767,Count,30075,1259
Montana,Powell,1.314252336,Count,30077,1262
Montana,Prairie,1.715265866,Count,30079,1264
Montana,Ravalli,0.907441016,Count,30081,1268
Montana,Richland,1.31486676,Count,30083,1271
Montana,Roosevelt,0.44567252,Count,30085,1275
Montana,Rosebud,0.863464652,Count,30087,1277
Montana,Sanders,1.395429967,Count,30089,1278
Montana,Sheridan,1.668520578,Count,30091,1281
Montana,Silver Bow,1.131517103,Count,30093,1284
Montana,Stillwater,0.533788833,Count,30095,1286
Montana,Sweet Grass,1.929437707,Count,30097,1288
Montana,Teton,1.330671989,Count,30099,1290
Montana,Toole,1.411005846,Count,30101,1292
Montana,Treasure,1.459854015,Count,30103,1293
Montana,Valley,1.061430277,Count,30105,1296
Montana,Wheatland,0.947418285,Count,30107,1298
Montana,Wibaux,2.865329513,Count,30109,1300
Montana,Yellowstone,0.79924896,Count,30111,1302
Nebraska,Adams,0.631771804,Count,31001,1303
Nebraska,Antelope,0.786658276,Count,31003,1305
Nebraska,Arthur,2.127659574,Count,31005,1307
Nebraska,Banner,1.38121547,Count,31007,1308
Nebraska,Blaine,2.132196162,Count,31009,1309
Nebraska,Boone,1.119820829,Count,31011,1310
Nebraska,Box Butte,1.072194425,Count,31013,1315
Nebraska,Boyd,1.515151515,Count,31015,1317
Nebraska,Brown,1.340482574,Count,31017,1319
Nebraska,Buffalo,0.911263213,Count,31019,1321
Nebraska,Burt,1.22193371,Count,31021,1323
Nebraska,Butler,0.624609619,Count,31023,1325
Nebraska,Cass,0.468859889,Count,31025,1326
Nebraska,Cedar,0.698080279,Count,31027,1329
Nebraska,Chase,0.505816894,Count,31029,1330
Nebraska,Cherry,1.029336078,Count,31031,1333
Nebraska,Cheyenne,1.092787602,Count,31033,1334
Nebraska,Clay,0.487884209,Count,31035,1336
Nebraska,Colfax,0.469087156,Count,31037,1338
Nebraska,Cuming,1.333185202,Count,31039,1340
Nebraska,Custer,1.384146904,Count,31041,1342
Nebraska,Dakota,0.58820646,Count,31043,1344
Nebraska,Dawes,1.458707361,Count,31045,1347
Nebraska,Dawson,0.923477312,Count,31047,1349
Nebraska,Deuel,1.605995717,Count,31049,1351
Nebraska,Dixon,0.348189415,Count,31051,1353
Nebraska,Dodge,0.765717724,Count,31053,1354
Nebraska,Douglas,0.795115616,Count,31055,1358
Nebraska,Dundy,1.101928375,Count,31057,1360
Nebraska,Fillmore,1.418439716,Count,31059,1363
Nebraska,Franklin,0.996015936,Count,31061,1369
Nebraska,Frontier,1.132075472,Count,31063,1371
Nebraska,Furnas,0.838398659,Count,31065,1374
Nebraska,Gage,0.832986256,Count,31067,1378
Nebraska,Garden,1.046572475,Count,31069,1381
Nebraska,Garfield,1.9990005,Count,31071,1391
Nebraska,Gosper,0.0,Count,31073,1393
Nebraska,Grant,1.506024096,Count,31075,1395
Nebraska,Greeley,1.663201663,Count,31077,1397
Nebraska,Hall,0.796359499,Count,31079,1402
Nebraska,Hamilton,0.54525627,Count,31081,1405
Nebraska,Harlan,2.021952629,Count,31083,1409
