State,County,Farmers' markets that report selling other food products (%) 2018 (PCT_FMRKT_OTHERFOOD18),Units,FIPS,FID
Georgia,Worth,100.0,Percent,13321.0,173
Hawaii,Hawaii,51.6129035949707,Percent,15001.0,198
Hawaii,Honolulu,20.930233001708984,Percent,15003.0,234
Hawaii,Kalawao,0.0,Percent,15005.0,247
Hawaii,Kauai,7.142857074737549,Percent,15007.0,261
Hawaii,Maui,10.0,Percent,15009.0,323
Idaho,Ada,85.71428680419922,Percent,16001.0,336
Idaho,Adams,0.0,Percent,16003.0,338
Idaho,Bannock,0.0,Percent,16005.0,343
Idaho,Bear Lake,0.0,Percent,16007.0,349
Idaho,Benewah,0.0,Percent,16009.0,354
Idaho,Bingham,0.0,Percent,16011.0,362
Idaho,Blaine,100.0,Percent,16013.0,371
Idaho,Boise,100.0,Percent,16015.0,380
Idaho,Bonner,75.0,Percent,16017.0,387
Idaho,Bonneville,100.0,Percent,16019.0,395
Idaho,Boundary,100.0,Percent,16021.0,405
Idaho,Butte,0.0,Percent,16023.0,414
Idaho,Camas,0.0,Percent,16025.0,429
Idaho,Canyon,75.0,Percent,16027.0,441
Idaho,Caribou,100.0,Percent,16029.0,449
Idaho,Cassia,0.0,Percent,16031.0,456
Idaho,Clark,0.0,Percent,16033.0,464
Idaho,Clearwater,100.0,Percent,16035.0,474
Idaho,Custer,100.0,Percent,16037.0,484
Idaho,Elmore,100.0,Percent,16039.0,490
Idaho,Franklin,0.0,Percent,16041.0,498
Idaho,Fremont,0.0,Percent,16043.0,502
Idaho,Gem,100.0,Percent,16045.0,510
Idaho,Gooding,0.0,Percent,16047.0,519
Idaho,Idaho,100.0,Percent,16049.0,528
Idaho,Jefferson,0.0,Percent,16051.0,540
Idaho,Jerome,0.0,Percent,16053.0,547
Idaho,Kootenai,0.0,Percent,16055.0,552
Idaho,Latah,33.33333206176758,Percent,16057.0,559
Idaho,Lemhi,100.0,Percent,16059.0,566
Idaho,Lewis,0.0,Percent,16061.0,574
Idaho,Lincoln,100.0,Percent,16063.0,578
Idaho,Madison,100.0,Percent,16065.0,581
Idaho,Minidoka,0.0,Percent,16067.0,585
Idaho,Nez Perce,100.0,Percent,16069.0,589
Idaho,Oneida,0.0,Percent,16071.0,593
Idaho,Owyhee,100.0,Percent,16073.0,601
Idaho,Payette,0.0,Percent,16075.0,606
Idaho,Power,0.0,Percent,16077.0,613
Idaho,Shoshone,100.0,Percent,16079.0,621
Idaho,Teton,50.0,Percent,16081.0,627
Idaho,Twin Falls,25.0,Percent,16083.0,634
Idaho,Valley,100.0,Percent,16085.0,643
Idaho,Washington,100.0,Percent,16087.0,649
Illinois,Adams,100.0,Percent,17001.0,650
Illinois,Alexander,0.0,Percent,17003.0,651
Illinois,Bond,0.0,Percent,17005.0,652
Illinois,Boone,50.0,Percent,17007.0,653
Illinois,Brown,0.0,Percent,17009.0,654
Illinois,Bureau,100.0,Percent,17011.0,2
Illinois,Calhoun,0.0,Percent,17013.0,4
Illinois,Carroll,100.0,Percent,17015.0,6
Illinois,Cass,0.0,Percent,17017.0,10
Illinois,Champaign,33.33333206176758,Percent,17019.0,12
Illinois,Christian,50.0,Percent,17021.0,14
Illinois,Clark,0.0,Percent,17023.0,19
Illinois,Clay,0.0,Percent,17025.0,22
Illinois,Clinton,100.0,Percent,17027.0,27
Illinois,Coles,50.0,Percent,17029.0,30
Illinois,Cook,58.40707778930664,Percent,17031.0,36
Illinois,Crawford,100.0,Percent,17033.0,40
Illinois,Cumberland,0.0,Percent,17035.0,44
Illinois,DeKalb,50.0,Percent,17037.0,49
Illinois,De Witt,100.0,Percent,17039.0,53
Illinois,Douglas,0.0,Percent,17041.0,55
Illinois,DuPage,82.35294342041016,Percent,17043.0,64
Illinois,Edgar,0.0,Percent,17045.0,66
Illinois,Edwards,0.0,Percent,17047.0,71
Illinois,Effingham,0.0,Percent,17049.0,76
Illinois,Fayette,0.0,Percent,17051.0,79
Illinois,Ford,0.0,Percent,17053.0,81
Illinois,Franklin,0.0,Percent,17055.0,85
Illinois,Fulton,50.0,Percent,17057.0,89
Illinois,Gallatin,0.0,Percent,17059.0,92
Illinois,Greene,50.0,Percent,17061.0,96
Illinois,Grundy,100.0,Percent,17063.0,99
Illinois,Hamilton,0.0,Percent,17065.0,106
Illinois,Hancock,100.0,Percent,17067.0,111
Illinois,Hardin,0.0,Percent,17069.0,113
Illinois,Henderson,0.0,Percent,17071.0,117
Illinois,Henry,0.0,Percent,17073.0,121
Illinois,Iroquois,100.0,Percent,17075.0,125
Illinois,Jackson,80.0,Percent,17077.0,129
Illinois,Jasper,0.0,Percent,17079.0,133
Illinois,Jefferson,0.0,Percent,17081.0,137
Illinois,Jersey,100.0,Percent,17083.0,142
Illinois,Jo Daviess,57.14285659790039,Percent,17085.0,145
Illinois,Johnson,100.0,Percent,17087.0,152
Illinois,Kane,81.81818389892578,Percent,17089.0,156
Illinois,Kankakee,83.33333587646484,Percent,17091.0,161
Illinois,Kendall,100.0,Percent,17093.0,165
Illinois,Knox,0.0,Percent,17095.0,166
Illinois,Lake,66.66666412353516,Percent,17097.0,170
Illinois,LaSalle,12.5,Percent,17099.0,175
Illinois,Lawrence,0.0,Percent,17101.0,177
Illinois,Lee,0.0,Percent,17103.0,180
Illinois,Livingston,0.0,Percent,17105.0,182
Illinois,Logan,100.0,Percent,17107.0,186
Illinois,McDonough,100.0,Percent,17109.0,189
Illinois,McHenry,62.5,Percent,17111.0,192
Illinois,McLean,75.0,Percent,17113.0,193
Illinois,Macon,50.0,Percent,17115.0,194
Illinois,Macoupin,0.0,Percent,17117.0,196
Illinois,Madison,100.0,Percent,17119.0,199
Illinois,Marion,0.0,Percent,17121.0,201
Illinois,Marshall,0.0,Percent,17123.0,202
Illinois,Mason,0.0,Percent,17125.0,206
Illinois,Massac,0.0,Percent,17127.0,208
Illinois,Menard,0.0,Percent,17129.0,212
Illinois,Mercer,100.0,Percent,17131.0,216
Illinois,Monroe,0.0,Percent,17133.0,219
Illinois,Montgomery,50.0,Percent,17135.0,223
Illinois,Morgan,100.0,Percent,17137.0,225
Illinois,Moultrie,0.0,Percent,17139.0,227
Illinois,Ogle,42.85714340209961,Percent,17141.0,229
Illinois,Peoria,100.0,Percent,17143.0,233
Illinois,Perry,0.0,Percent,17145.0,235
Illinois,Piatt,100.0,Percent,17147.0,238
Illinois,Pike,100.0,Percent,17149.0,241
Illinois,Pope,0.0,Percent,17151.0,245
Illinois,Pulaski,0.0,Percent,17153.0,248
Illinois,Putnam,0.0,Percent,17155.0,253
Illinois,Randolph,0.0,Percent,17157.0,255
Illinois,Richland,0.0,Percent,17159.0,259
Illinois,Rock Island,66.66666412353516,Percent,17161.0,265
Illinois,St. Clair,33.33333206176758,Percent,17163.0,269
Illinois,Saline,0.0,Percent,17165.0,271
Illinois,Sangamon,100.0,Percent,17167.0,274
Illinois,Schuyler,0.0,Percent,17169.0,278
Illinois,Scott,0.0,Percent,17171.0,280
Illinois,Shelby,100.0,Percent,17173.0,283
Illinois,Stark,0.0,Percent,17175.0,285
Illinois,Stephenson,75.0,Percent,17177.0,290
Illinois,Tazewell,0.0,Percent,17179.0,291
Illinois,Union,0.0,Percent,17181.0,293
Illinois,Vermilion,100.0,Percent,17183.0,296
Illinois,Wabash,0.0,Percent,17185.0,299
Illinois,Warren,0.0,Percent,17187.0,301
Illinois,Washington,50.0,Percent,17189.0,305
Illinois,Wayne,0.0,Percent,17191.0,310
Illinois,White,0.0,Percent,17193.0,312
Illinois,Whiteside,75.0,Percent,17195.0,314
Illinois,Will,87.5,Percent,17197.0,320
Illinois,Williamson,50.0,Percent,17199.0,324
Illinois,Winnebago,33.33333206176758,Percent,17201.0,325
Illinois,Woodford,0.0,Percent,17203.0,328
Indiana,Adams,100.0,Percent,18001.0,330
Indiana,Allen,100.0,Percent,18003.0,335
Indiana,Bartholomew,100.0,Percent,18005.0,342
Indiana,Benton,0.0,Percent,18007.0,179
Indiana,Blackford,0.0,Percent,18009.0,183
Indiana,Boone,66.66666412353516,Percent,18011.0,185
Indiana,Brown,100.0,Percent,18013.0,188
Indiana,Carroll,0.0,Percent,18015.0,195
Indiana,Cass,100.0,Percent,18017.0,211
Indiana,Clark,50.0,Percent,18019.0,215
Indiana,Clay,0.0,Percent,18021.0,221
Indiana,Clinton,100.0,Percent,18023.0,226
Indiana,Crawford,100.0,Percent,18025.0,232
Indiana,Daviess,0.0,Percent,18027.0,239
Indiana,Dearborn,50.0,Percent,18029.0,242
Indiana,Decatur,100.0,Percent,18031.0,246
Indiana,DeKalb,0.0,Percent,18033.0,249
Indiana,Delaware,66.66666412353516,Percent,18035.0,252
Indiana,Dubois,100.0,Percent,18037.0,254
Indiana,Elkhart,60.0,Percent,18039.0,260
Indiana,Fayette,100.0,Percent,18041.0,263
Indiana,Floyd,66.66666412353516,Percent,18043.0,267
Indiana,Fountain,0.0,Percent,18045.0,270
Indiana,Franklin,100.0,Percent,18047.0,272
Indiana,Fulton,100.0,Percent,18049.0,276
Indiana,Gibson,0.0,Percent,18051.0,286
Indiana,Grant,100.0,Percent,18053.0,297
Indiana,Greene,100.0,Percent,18055.0,309
Indiana,Hamilton,57.14285659790039,Percent,18057.0,321
Indiana,Hancock,66.66666412353516,Percent,18059.0,329
Indiana,Harrison,100.0,Percent,18061.0,334
Indiana,Hendricks,100.0,Percent,18063.0,341
Indiana,Henry,0.0,Percent,18065.0,344
Indiana,Howard,100.0,Percent,18067.0,348
Indiana,Huntington,66.66666412353516,Percent,18069.0,352
Indiana,Jackson,50.0,Percent,18071.0,355
Indiana,Jasper,0.0,Percent,18073.0,356
Indiana,Jay,0.0,Percent,18075.0,358
Indiana,Jefferson,100.0,Percent,18077.0,363
Indiana,Jennings,0.0,Percent,18079.0,367
Indiana,Johnson,100.0,Percent,18081.0,370
Indiana,Knox,50.0,Percent,18083.0,376
Indiana,Kosciusko,66.66666412353516,Percent,18085.0,384
Indiana,LaGrange,33.33333206176758,Percent,18087.0,386
Indiana,Lake,85.71428680419922,Percent,18089.0,389
Indiana,LaPorte,60.0,Percent,18091.0,392
Indiana,Lawrence,100.0,Percent,18093.0,396
Indiana,Madison,40.0,Percent,18095.0,401
Indiana,Marion,80.0,Percent,18097.0,409
Indiana,Marshall,75.0,Percent,18099.0,412
Indiana,Martin,0.0,Percent,18101.0,418
Indiana,Miami,100.0,Percent,18103.0,420
Indiana,Monroe,100.0,Percent,18105.0,422
Indiana,Montgomery,100.0,Percent,18107.0,425
Indiana,Morgan,100.0,Percent,18109.0,430
Indiana,Newton,0.0,Percent,18111.0,433
Indiana,Noble,66.66666412353516,Percent,18113.0,436
Indiana,Ohio,0.0,Percent,18115.0,440
Indiana,Orange,100.0,Percent,18117.0,444
Indiana,Owen,100.0,Percent,18119.0,448
Indiana,Parke,0.0,Percent,18121.0,452
Indiana,Perry,50.0,Percent,18123.0,459
Indiana,Pike,100.0,Percent,18125.0,465
Indiana,Porter,100.0,Percent,18127.0,468
Indiana,Posey,100.0,Percent,18129.0,471
Indiana,Pulaski,0.0,Percent,18131.0,477
Indiana,Putnam,66.66666412353516,Percent,18133.0,480
Indiana,Randolph,100.0,Percent,18135.0,485
Indiana,Ripley,50.0,Percent,18137.0,488
Indiana,Rush,100.0,Percent,18139.0,493
Indiana,St. Joseph,100.0,Percent,18141.0,496
Indiana,Scott,100.0,Percent,18143.0,504
Indiana,Shelby,100.0,Percent,18145.0,506
Indiana,Spencer,0.0,Percent,18147.0,509
Indiana,Starke,100.0,Percent,18149.0,512
Indiana,Steuben,100.0,Percent,18151.0,515
Indiana,Sullivan,0.0,Percent,18153.0,518
Indiana,Switzerland,100.0,Percent,18155.0,526
Indiana,Tippecanoe,100.0,Percent,18157.0,530
Indiana,Tipton,0.0,Percent,18159.0,534
Indiana,Union,0.0,Percent,18161.0,538
Indiana,Vanderburgh,100.0,Percent,18163.0,543
Indiana,Vermillion,0.0,Percent,18165.0,548
Indiana,Vigo,100.0,Percent,18167.0,553
Indiana,Wabash,100.0,Percent,18169.0,555
Indiana,Warren,0.0,Percent,18171.0,567
Indiana,Warrick,100.0,Percent,18173.0,575
Indiana,Washington,100.0,Percent,18175.0,584
Indiana,Wayne,50.0,Percent,18177.0,586
Indiana,Wells,100.0,Percent,18179.0,590
Indiana,White,100.0,Percent,18181.0,594
Indiana,Whitley,0.0,Percent,18183.0,597
Iowa,Adair,0.0,Percent,19001.0,598
Iowa,Adams,100.0,Percent,19003.0,602
Iowa,Allamakee,50.0,Percent,19005.0,608
Iowa,Appanoose,0.0,Percent,19007.0,611
Iowa,Audubon,0.0,Percent,19009.0,615
Iowa,Benton,80.0,Percent,19011.0,619
Iowa,Black Hawk,66.66666412353516,Percent,19013.0,623
Iowa,Boone,100.0,Percent,19015.0,625
Iowa,Bremer,0.0,Percent,19017.0,631
Iowa,Buchanan,100.0,Percent,19019.0,632
Iowa,Buena Vista,0.0,Percent,19021.0,633
Iowa,Butler,0.0,Percent,19023.0,361
Iowa,Calhoun,66.66666412353516,Percent,19025.0,365
Iowa,Carroll,0.0,Percent,19027.0,369
Iowa,Cass,75.0,Percent,19029.0,374
Iowa,Cedar,0.0,Percent,19031.0,379
Iowa,Cerro Gordo,33.33333206176758,Percent,19033.0,383
Iowa,Cherokee,0.0,Percent,19035.0,388
Iowa,Chickasaw,0.0,Percent,19037.0,393
Iowa,Clarke,0.0,Percent,19039.0,397
Iowa,Clay,50.0,Percent,19041.0,398
Iowa,Clayton,16.66666603088379,Percent,19043.0,402
Iowa,Clinton,0.0,Percent,19045.0,404
Iowa,Crawford,50.0,Percent,19047.0,408
Iowa,Dallas,25.0,Percent,19049.0,413
Iowa,Davis,100.0,Percent,19051.0,416
Iowa,Decatur,100.0,Percent,19053.0,419
Iowa,Delaware,0.0,Percent,19055.0,421
Iowa,Des Moines,0.0,Percent,19057.0,424
Iowa,Dickinson,100.0,Percent,19059.0,427
Iowa,Dubuque,100.0,Percent,19061.0,434
Iowa,Emmet,100.0,Percent,19063.0,437
Iowa,Fayette,0.0,Percent,19065.0,442
Iowa,Floyd,50.0,Percent,19067.0,447
Iowa,Franklin,100.0,Percent,19069.0,451
Iowa,Fremont,0.0,Percent,19071.0,455
Iowa,Greene,100.0,Percent,19073.0,458
Iowa,Grundy,0.0,Percent,19075.0,460
Iowa,Guthrie,50.0,Percent,19077.0,467
Iowa,Hamilton,100.0,Percent,19079.0,469
Iowa,Hancock,25.0,Percent,19081.0,470
Iowa,Hardin,50.0,Percent,19083.0,475
Iowa,Harrison,100.0,Percent,19085.0,478
Iowa,Henry,100.0,Percent,19087.0,479
Iowa,Howard,0.0,Percent,19089.0,481
Iowa,Humboldt,100.0,Percent,19091.0,487
Iowa,Ida,100.0,Percent,19093.0,491
Iowa,Iowa,100.0,Percent,19095.0,495
Iowa,Jackson,33.33333206176758,Percent,19097.0,499
Iowa,Jasper,66.66666412353516,Percent,19099.0,505
Iowa,Jefferson,100.0,Percent,19101.0,507
Iowa,Johnson,75.0,Percent,19103.0,508
Iowa,Jones,33.33333206176758,Percent,19105.0,516
Iowa,Keokuk,0.0,Percent,19107.0,520
Iowa,Kossuth,0.0,Percent,19109.0,523
Iowa,Lee,75.0,Percent,19111.0,531
Iowa,Linn,80.0,Percent,19113.0,535
Iowa,Louisa,100.0,Percent,19115.0,539
Iowa,Lucas,100.0,Percent,19117.0,542
Iowa,Lyon,0.0,Percent,19119.0,546
Iowa,Madison,100.0,Percent,19121.0,550
Iowa,Mahaska,0.0,Percent,19123.0,554
Iowa,Marion,100.0,Percent,19125.0,561
Iowa,Marshall,50.0,Percent,19127.0,568
Iowa,Mills,0.0,Percent,19129.0,569
Iowa,Mitchell,33.33333206176758,Percent,19131.0,572
Iowa,Monona,0.0,Percent,19133.0,576
Iowa,Monroe,0.0,Percent,19135.0,580
Iowa,Montgomery,100.0,Percent,19137.0,595
Iowa,Muscatine,100.0,Percent,19139.0,600
Iowa,O'Brien,0.0,Percent,19141.0,604
Iowa,Osceola,0.0,Percent,19143.0,607
Iowa,Page,0.0,Percent,19145.0,612
Iowa,Palo Alto,0.0,Percent,19147.0,618
Iowa,Plymouth,0.0,Percent,19149.0,622
Iowa,Pocahontas,66.66666412353516,Percent,19151.0,624
Iowa,Polk,53.33333206176758,Percent,19153.0,629
Iowa,Pottawattamie,0.0,Percent,19155.0,637
Iowa,Poweshiek,0.0,Percent,19157.0,640
Iowa,Ringgold,0.0,Percent,19159.0,642
Iowa,Sac,0.0,Percent,19161.0,647
Iowa,Scott,80.0,Percent,19163.0,657
Iowa,Shelby,100.0,Percent,19165.0,660
Iowa,Sioux,100.0,Percent,19167.0,663
Iowa,Story,40.0,Percent,19169.0,668
Iowa,Tama,0.0,Percent,19171.0,671
Iowa,Taylor,0.0,Percent,19173.0,674
Iowa,Union,0.0,Percent,19175.0,675
Iowa,Van Buren,33.33333206176758,Percent,19177.0,678
Iowa,Wapello,33.33333206176758,Percent,19179.0,681
Iowa,Warren,66.66666412353516,Percent,19181.0,685
Iowa,Washington,50.0,Percent,19183.0,687
Iowa,Wayne,0.0,Percent,19185.0,691
Iowa,Webster,50.0,Percent,19187.0,694
Iowa,Winnebago,0.0,Percent,19189.0,696
Iowa,Winneshiek,50.0,Percent,19191.0,698
Iowa,Woodbury,33.33333206176758,Percent,19193.0,702
Iowa,Worth,0.0,Percent,19195.0,703
Iowa,Wright,50.0,Percent,19197.0,705
Kansas,Allen,100.0,Percent,20001.0,709
Kansas,Anderson,0.0,Percent,20003.0,712
Kansas,Atchison,100.0,Percent,20005.0,715
Kansas,Barber,100.0,Percent,20007.0,717
Kansas,Barton,100.0,Percent,20009.0,719
Kansas,Bourbon,100.0,Percent,20011.0,722
Kansas,Brown,100.0,Percent,20013.0,723
Kansas,Butler,0.0,Percent,20015.0,726
Kansas,Chase,0.0,Percent,20017.0,729
Kansas,Chautauqua,0.0,Percent,20019.0,730
Kansas,Cherokee,0.0,Percent,20021.0,732
Kansas,Cheyenne,0.0,Percent,20023.0,736
Kansas,Clark,0.0,Percent,20025.0,738
Kansas,Clay,0.0,Percent,20027.0,739
Kansas,Cloud,0.0,Percent,20029.0,740
Kansas,Coffey,33.33333206176758,Percent,20031.0,745
Kansas,Comanche,0.0,Percent,20033.0,748
Kansas,Cowley,50.0,Percent,20035.0,752
Kansas,Crawford,100.0,Percent,20037.0,756
Kansas,Decatur,100.0,Percent,20039.0,759
Kansas,Dickinson,0.0,Percent,20041.0,762
Kansas,Doniphan,0.0,Percent,20043.0,765
Kansas,Douglas,100.0,Percent,20045.0,767
Kansas,Edwards,100.0,Percent,20047.0,770
Kansas,Elk,0.0,Percent,20049.0,773
Kansas,Ellis,0.0,Percent,20051.0,774
Kansas,Ellsworth,0.0,Percent,20053.0,776
Kansas,Finney,100.0,Percent,20055.0,778
Kansas,Ford,0.0,Percent,20057.0,784
Kansas,Franklin,0.0,Percent,20059.0,786
Kansas,Geary,33.33333206176758,Percent,20061.0,788
Kansas,Gove,0.0,Percent,20063.0,790
Kansas,Graham,0.0,Percent,20065.0,791
Kansas,Grant,0.0,Percent,20067.0,794
Kansas,Gray,0.0,Percent,20069.0,798
Kansas,Greeley,0.0,Percent,20071.0,801
Kansas,Greenwood,100.0,Percent,20073.0,803
Kansas,Hamilton,100.0,Percent,20075.0,805
Kansas,Harper,100.0,Percent,20077.0,807
Kansas,Harvey,0.0,Percent,20079.0,812
Kansas,Haskell,0.0,Percent,20081.0,815
Kansas,Hodgeman,0.0,Percent,20083.0,818
Kansas,Jackson,0.0,Percent,20085.0,819
Kansas,Jefferson,100.0,Percent,20087.0,821
Kansas,Jewell,0.0,Percent,20089.0,822
Kansas,Johnson,88.88888549804688,Percent,20091.0,824
Kansas,Kearny,0.0,Percent,20093.0,826
Kansas,Kingman,0.0,Percent,20095.0,827
Kansas,Kiowa,0.0,Percent,20097.0,829
Kansas,Labette,100.0,Percent,20099.0,831
Kansas,Lane,0.0,Percent,20101.0,833
Kansas,Leavenworth,100.0,Percent,20103.0,836
Kansas,Lincoln,0.0,Percent,20105.0,838
Kansas,Linn,0.0,Percent,20107.0,840
Kansas,Logan,0.0,Percent,20109.0,842
Kansas,Lyon,100.0,Percent,20111.0,844
Kansas,McPherson,66.66666412353516,Percent,20113.0,846
Kansas,Marion,100.0,Percent,20115.0,848
Kansas,Marshall,50.0,Percent,20117.0,850
Kansas,Meade,0.0,Percent,20119.0,851
Kansas,Miami,100.0,Percent,20121.0,853
Kansas,Mitchell,0.0,Percent,20123.0,854
Kansas,Montgomery,33.33333206176758,Percent,20125.0,856
Kansas,Morris,0.0,Percent,20127.0,858
Kansas,Morton,0.0,Percent,20129.0,859
Kansas,Nemaha,0.0,Percent,20131.0,861
Kansas,Neosho,100.0,Percent,20133.0,862
Kansas,Ness,0.0,Percent,20135.0,864
Kansas,Norton,0.0,Percent,20137.0,866
Kansas,Osage,50.0,Percent,20139.0,867
Kansas,Osborne,0.0,Percent,20141.0,869
Kansas,Ottawa,0.0,Percent,20143.0,870
Kansas,Pawnee,0.0,Percent,20145.0,872
Kansas,Phillips,0.0,Percent,20147.0,873
Kansas,Pottawatomie,0.0,Percent,20149.0,876
Kansas,Pratt,0.0,Percent,20151.0,878
Kansas,Rawlins,0.0,Percent,20153.0,880
Kansas,Reno,100.0,Percent,20155.0,882
Kansas,Republic,50.0,Percent,20157.0,884
Kansas,Rice,0.0,Percent,20159.0,886
Kansas,Riley,0.0,Percent,20161.0,888
Kansas,Rooks,0.0,Percent,20163.0,889
Kansas,Rush,0.0,Percent,20165.0,891
Kansas,Russell,0.0,Percent,20167.0,893
Kansas,Saline,50.0,Percent,20169.0,895
Kansas,Scott,0.0,Percent,20171.0,897
Kansas,Sedgwick,100.0,Percent,20173.0,898
Kansas,Seward,100.0,Percent,20175.0,900
Kansas,Shawnee,83.33333587646484,Percent,20177.0,902
Kansas,Sheridan,100.0,Percent,20179.0,904
Kansas,Sherman,100.0,Percent,20181.0,907
Kansas,Smith,100.0,Percent,20183.0,909
Kansas,Stafford,0.0,Percent,20185.0,911
Kansas,Stanton,0.0,Percent,20187.0,913
Kansas,Stevens,0.0,Percent,20189.0,914
Kansas,Sumner,0.0,Percent,20191.0,916
Kansas,Thomas,100.0,Percent,20193.0,917
Kansas,Trego,0.0,Percent,20195.0,919
Kansas,Wabaunsee,0.0,Percent,20197.0,920
Kansas,Wallace,0.0,Percent,20199.0,921
Kansas,Washington,0.0,Percent,20201.0,922
Kansas,Wichita,100.0,Percent,20203.0,923
Kansas,Wilson,0.0,Percent,20205.0,925
Kansas,Woodson,0.0,Percent,20207.0,926
Kansas,Wyandotte,80.0,Percent,20209.0,927
Kentucky,Adair,50.0,Percent,21001.0,928
Kentucky,Allen,0.0,Percent,21003.0,929
Kentucky,Anderson,100.0,Percent,21005.0,930
Kentucky,Ballard,100.0,Percent,21007.0,932
Kentucky,Barren,100.0,Percent,21009.0,933
Kentucky,Bath,100.0,Percent,21011.0,934
Kentucky,Bell,0.0,Percent,21013.0,936
Kentucky,Boone,100.0,Percent,21015.0,1002
Kentucky,Bourbon,0.0,Percent,21017.0,1005
Kentucky,Boyd,0.0,Percent,21019.0,1008
Kentucky,Boyle,100.0,Percent,21021.0,1010
Kentucky,Bracken,0.0,Percent,21023.0,1013
Kentucky,Breathitt,100.0,Percent,21025.0,1017
Kentucky,Breckinridge,0.0,Percent,21027.0,1020
Kentucky,Bullitt,0.0,Percent,21029.0,1024
Kentucky,Butler,0.0,Percent,21031.0,1026
Kentucky,Caldwell,0.0,Percent,21033.0,1031
Kentucky,Calloway,100.0,Percent,21035.0,1033
Kentucky,Campbell,100.0,Percent,21037.0,1035
Kentucky,Carlisle,0.0,Percent,21039.0,1039
Kentucky,Carroll,0.0,Percent,21041.0,1041
Kentucky,Carter,0.0,Percent,21043.0,1044
Kentucky,Casey,0.0,Percent,21045.0,1048
Kentucky,Christian,50.0,Percent,21047.0,1050
Kentucky,Clark,100.0,Percent,21049.0,1053
Kentucky,Clay,0.0,Percent,21051.0,1056
Kentucky,Clinton,0.0,Percent,21053.0,1059
Kentucky,Crittenden,100.0,Percent,21055.0,1064
Kentucky,Cumberland,0.0,Percent,21057.0,1067
Kentucky,Daviess,100.0,Percent,21059.0,1071
Kentucky,Edmonson,0.0,Percent,21061.0,1073
Kentucky,Elliott,0.0,Percent,21063.0,1075
Kentucky,Estill,0.0,Percent,21065.0,1077
Kentucky,Fayette,100.0,Percent,21067.0,1080
Kentucky,Fleming,0.0,Percent,21069.0,1083
Kentucky,Floyd,100.0,Percent,21071.0,1085
Kentucky,Franklin,100.0,Percent,21073.0,1086
Kentucky,Fulton,0.0,Percent,21075.0,1088
Kentucky,Gallatin,0.0,Percent,21077.0,1090
Kentucky,Garrard,0.0,Percent,21079.0,1092
Kentucky,Grant,100.0,Percent,21081.0,1094
Kentucky,Graves,100.0,Percent,21083.0,1097
Kentucky,Grayson,0.0,Percent,21085.0,1100
Kentucky,Green,0.0,Percent,21087.0,1102
Kentucky,Greenup,0.0,Percent,21089.0,1105
Kentucky,Hancock,0.0,Percent,21091.0,1107
Kentucky,Hardin,100.0,Percent,21093.0,1110
Kentucky,Harlan,100.0,Percent,21095.0,1114
Kentucky,Harrison,100.0,Percent,21097.0,1119
Kentucky,Hart,100.0,Percent,21099.0,1121
Kentucky,Henderson,0.0,Percent,21101.0,1126
Kentucky,Henry,100.0,Percent,21103.0,1129
Kentucky,Hickman,0.0,Percent,21105.0,1130
Kentucky,Hopkins,0.0,Percent,21107.0,1136
Kentucky,Jackson,0.0,Percent,21109.0,1140
Kentucky,Jefferson,64.70587921142578,Percent,21111.0,1143
Kentucky,Jessamine,0.0,Percent,21113.0,1145
Kentucky,Johnson,0.0,Percent,21115.0,1148
Kentucky,Kenton,50.0,Percent,21117.0,1151
Kentucky,Knott,0.0,Percent,21119.0,1154
Kentucky,Knox,0.0,Percent,21121.0,1159
Kentucky,Larue,0.0,Percent,21123.0,1162
Kentucky,Laurel,100.0,Percent,21125.0,1166
Kentucky,Lawrence,0.0,Percent,21127.0,1167
Kentucky,Lee,0.0,Percent,21129.0,1171
Kentucky,Leslie,0.0,Percent,21131.0,1175
Kentucky,Letcher,100.0,Percent,21133.0,1178
Kentucky,Lewis,100.0,Percent,21135.0,1180
Kentucky,Lincoln,0.0,Percent,21137.0,1184
Kentucky,Livingston,0.0,Percent,21139.0,1187
Kentucky,Logan,100.0,Percent,21141.0,1190
Kentucky,Lyon,0.0,Percent,21143.0,1193
Kentucky,McCracken,100.0,Percent,21145.0,1196
Kentucky,McCreary,0.0,Percent,21147.0,1198
Kentucky,McLean,0.0,Percent,21149.0,1201
Kentucky,Madison,100.0,Percent,21151.0,1204
Kentucky,Magoffin,0.0,Percent,21153.0,1206
Kentucky,Marion,100.0,Percent,21155.0,1210
Kentucky,Marshall,0.0,Percent,21157.0,1213
Kentucky,Martin,0.0,Percent,21159.0,1215
Kentucky,Mason,0.0,Percent,21161.0,1217
Kentucky,Meade,100.0,Percent,21163.0,1220
Kentucky,Menifee,0.0,Percent,21165.0,1222
Kentucky,Mercer,100.0,Percent,21167.0,1225
Kentucky,Metcalfe,100.0,Percent,21169.0,1228
Kentucky,Monroe,100.0,Percent,21171.0,1230
Kentucky,Montgomery,100.0,Percent,21173.0,1233
Kentucky,Morgan,0.0,Percent,21175.0,1235
Kentucky,Muhlenberg,0.0,Percent,21177.0,1238
Kentucky,Nelson,100.0,Percent,21179.0,1243
Kentucky,Nicholas,0.0,Percent,21181.0,1246
Kentucky,Ohio,100.0,Percent,21183.0,1249
Kentucky,Oldham,100.0,Percent,21185.0,1252
Kentucky,Owen,100.0,Percent,21187.0,1255
Kentucky,Owsley,0.0,Percent,21189.0,1257
