State,County,Grocery stores per 1000 pop (% change) 2011-16 (PCH_GROCPTH_11_16),Units,FIPS,FID
Idaho,Clark,0.0,% change,16033,464
Idaho,Clearwater,25.745178258,% change,16035,474
Idaho,Custer,5.256753468,% change,16037,484
Idaho,Elmore,0.402453047,% change,16039,490
Idaho,Franklin,-4.03086836,% change,16041,498
Idaho,Fremont,1.714773433,% change,16043,502
Idaho,Gem,-1.766888509,% change,16045,510
Idaho,Gooding,26.995826156,% change,16047,519
Idaho,Idaho,1.275573084,% change,16049,528
Idaho,Jefferson,-5.39432517,% change,16051,540
Idaho,Jerome,93.816915337,% change,16053,547
Idaho,Kootenai,2.213893097,% change,16055,552
Idaho,Latah,-2.541761188,% change,16057,559
Idaho,Lemhi,29.057811692,% change,16059,566
Idaho,Lewis,31.980223784,% change,16061,574
Idaho,Lincoln,-2.582115056,% change,16063,578
Idaho,Madison,-51.175833527,% change,16065,581
Idaho,Minidoka,-50.906087548,% change,16067,585
Idaho,Nez Perce,-1.685953711,% change,16069,589
Idaho,Oneida,-2.152279565,% change,16071,593
Idaho,Owyhee,0.105605914,% change,16073,601
Idaho,Payette,63.954333915,% change,16075,606
Idaho,Power,1.514162642,% change,16077,613
Idaho,Shoshone,2.022073632,% change,16079,621
Idaho,Teton,83.366408082,% change,16081,627
Idaho,Twin Falls,-6.578002298,% change,16083,634
Idaho,Valley,-22.922466481,% change,16085,643
Idaho,Washington,0.705484897,% change,16087,649
Illinois,Adams,-7.607402297,% change,17001,650
Illinois,Alexander,23.108920043,% change,17003,651
Illinois,Bond,-73.696633217,% change,17005,652
Illinois,Boone,-32.626364462,% change,17007,653
Illinois,Brown,1.986951364,% change,17009,654
Illinois,Bureau,72.56403354,% change,17011,2
Illinois,Calhoun,3.889689236,% change,17013,4
Illinois,Carroll,4.168092533,% change,17015,6
Illinois,Cass,7.412664616,% change,17017,10
Illinois,Champaign,11.612234971,% change,17019,12
Illinois,Christian,19.204626938,% change,17021,14
Illinois,Clark,53.331650681,% change,17023,19
Illinois,Clay,-48.463676658,% change,17025,22
Illinois,Clinton,-26.389893881,% change,17027,27
Illinois,Coles,84.093718996,% change,17029,30
Illinois,Cook,-2.470398034,% change,17031,36
Illinois,Crawford,3.280743914,% change,17033,40
Illinois,Cumberland,1.707675358,% change,17035,44
Illinois,DeKalb,-8.365805943,% change,17037,49
Illinois,De Witt,36.55135425,% change,17039,53
Illinois,Douglas,0.505842481,% change,17041,55
Illinois,DuPage,-4.81085215,% change,17043,64
Illinois,Edgar,5.231227106,% change,17045,66
Illinois,Edwards,-32.090654444,% change,17047,71
Illinois,Effingham,-22.0492917,% change,17049,76
Illinois,Fayette,-61.54599835,% change,17051,79
Illinois,Ford,-30.660070954,% change,17053,81
Illinois,Franklin,-14.692690747,% change,17055,85
Illinois,Fulton,-13.407663936,% change,17057,89
Illinois,Gallatin,0.0,% change,17059,92
Illinois,Greene,5.602561171,% change,17061,96
Illinois,Grundy,19.567924566,% change,17063,99
Illinois,Hamilton,-48.633979754,% change,17065,106
Illinois,Hancock,-16.588177178,% change,17067,111
Illinois,Hardin,4.659673091,% change,17069,113
Illinois,Henderson,4.960721559,% change,17071,117
Illinois,Henry,-26.161053227,% change,17073,121
Illinois,Iroquois,-16.367760686,% change,17075,125
Illinois,Jackson,20.780408777,% change,17077,129
Illinois,Jasper,1.62618576,% change,17079,133
Illinois,Jefferson,61.812676203,% change,17081,137
Illinois,Jersey,38.783321941,% change,17083,142
Illinois,Jo Daviess,3.508531174,% change,17085,145
Illinois,Johnson,-0.81783813,% change,17087,152
Illinois,Kane,-12.032559407,% change,17089,156
Illinois,Kankakee,3.111228226,% change,17091,161
Illinois,Kendall,-39.727595179,% change,17093,165
Illinois,Knox,3.397781922,% change,17095,166
Illinois,Lake,0.373307835,% change,17097,170
Illinois,LaSalle,-16.307966413,% change,17099,175
Illinois,Lawrence,-100.0,% change,17101,177
Illinois,Lee,-26.090044146,% change,17103,180
Illinois,Livingston,-11.3570939,% change,17105,182
Illinois,Logan,3.115413457,% change,17107,186
Illinois,McDonough,38.074149595,% change,17109,189
Illinois,McHenry,0.13475251,% change,17111,192
Illinois,McLean,-7.700052503,% change,17113,193
Illinois,Macon,45.248145821,% change,17115,194
Illinois,Macoupin,30.69513504,% change,17117,196
Illinois,Madison,5.525283879,% change,17119,199
Illinois,Marion,-41.247907769,% change,17121,201
Illinois,Marshall,39.844231524,% change,17123,202
Illinois,Mason,-29.63179143,% change,17125,206
Illinois,Massac,-29.610431497,% change,17127,208
Illinois,Menard,53.593031696,% change,17129,212
Illinois,Mercer,-30.411601621,% change,17131,216
Illinois,Monroe,-1.948166952,% change,17133,219
Illinois,Montgomery,2.672031363,% change,17135,223
Illinois,Morgan,-48.112241914,% change,17137,225
Illinois,Moultrie,-49.147201863,% change,17139,227
Illinois,Ogle,18.522737425,% change,17141,229
Illinois,Peoria,16.069881609,% change,17143,233
Illinois,Perry,-37.53624544,% change,17145,235
Illinois,Piatt,0.925813869,% change,17147,238
Illinois,Pike,2.921546405,% change,17149,241
Illinois,Pope,4.633294529,% change,17151,245
Illinois,Pulaski,-35.909334285,% change,17153,248
Illinois,Putnam,4.512856393,% change,17155,253
Illinois,Randolph,-20.275212784,% change,17157,255
Illinois,Richland,36.107958128,% change,17159,259
Illinois,Rock Island,14.535473135,% change,17161,265
Illinois,St. Clair,2.605655214,% change,17163,269
Illinois,Saline,-11.992036331,% change,17165,271
Illinois,Sangamon,7.642589473,% change,17167,274
Illinois,Schuyler,5.798950801,% change,17169,278
Illinois,Scott,-48.288822948,% change,17171,280
Illinois,Shelby,2.554425369,% change,17173,283
Illinois,Stark,-64.620414094,% change,17175,285
Illinois,Stephenson,-9.087615283,% change,17177,290
Illinois,Tazewell,15.87587135,% change,17179,291
Illinois,Union,3.365468887,% change,17181,293
Illinois,Vermilion,59.405843647,% change,17183,296
Illinois,Wabash,2.415081227,% change,17185,299
Illinois,Warren,-11.680657702,% change,17187,301
Illinois,Washington,2.561576355,% change,17189,305
Illinois,Wayne,0.500814578,% change,17191,310
Illinois,White,3.542021579,% change,17193,312
Illinois,Whiteside,-9.821191702,% change,17195,314
Illinois,Will,-3.442370544,% change,17197,320
Illinois,Williamson,-7.948551153,% change,17199,324
Illinois,Winnebago,16.700126822,% change,17201,325
Illinois,Woodford,-37.642873655,% change,17203,328
Indiana,Adams,-34.960641841,% change,18001,330
Indiana,Allen,35.767517542,% change,18003,335
Indiana,Bartholomew,-28.933531201,% change,18005,342
Indiana,Benton,2.345465049,% change,18007,179
Indiana,Blackford,-37.127950311,% change,18009,183
Indiana,Boone,-21.156151248,% change,18011,185
Indiana,Brown,-66.520078181,% change,18013,188
Indiana,Carroll,0.3856363,% change,18015,195
Indiana,Cass,2.396548549,% change,18017,211
Indiana,Clark,-25.09892535,% change,18019,215
Indiana,Clay,2.400488494,% change,18021,221
Indiana,Clinton,2.432826107,% change,18023,226
Indiana,Crawford,-49.806256497,% change,18025,232
Indiana,Daviess,-3.194229778,% change,18027,239
Indiana,Dearborn,17.871749779,% change,18029,242
Indiana,Decatur,-16.734142326,% change,18031,246
Indiana,DeKalb,-37.749296105,% change,18033,249
Indiana,Delaware,-5.244433009,% change,18035,252
Indiana,Dubois,-0.720746184,% change,18037,254
Indiana,Elkhart,-7.806416574,% change,18039,260
Indiana,Fayette,-22.120221869,% change,18041,263
Indiana,Floyd,-30.198804233,% change,18043,267
Indiana,Fountain,-21.900224555,% change,18045,270
Indiana,Franklin,-44.720072007,% change,18047,272
Indiana,Fulton,-31.370114714,% change,18049,276
Indiana,Gibson,-14.443976465,% change,18051,286
Indiana,Grant,4.246878836,% change,18053,297
Indiana,Greene,-10.341215902,% change,18055,309
Indiana,Hamilton,0.415155807,% change,18057,321
Indiana,Hancock,19.171941286,% change,18059,329
Indiana,Harrison,-1.270193301,% change,18061,334
Indiana,Hendricks,23.516448791,% change,18063,341
Indiana,Henry,-10.960373418,% change,18065,344
Indiana,Howard,34.039357615,% change,18067,348
Indiana,Huntington,2.180488341,% change,18069,352
Indiana,Jackson,-2.264812328,% change,18071,355
Indiana,Jasper,12.601081194,% change,18073,356
Indiana,Jay,52.081749049,% change,18075,358
Indiana,Jefferson,-14.195346035,% change,18077,363
Indiana,Jennings,1.915140106,% change,18079,367
Indiana,Johnson,2.869812528,% change,18081,370
Indiana,Knox,-38.528048586,% change,18083,376
Indiana,Kosciusko,-9.510930743,% change,18085,384
Indiana,LaGrange,-20.231432976,% change,18087,386
Indiana,Lake,0.416703433,% change,18089,389
Indiana,LaPorte,0.999020035,% change,18091,392
Indiana,Lawrence,-10.02864631,% change,18093,396
Indiana,Madison,-13.187484466,% change,18095,401
Indiana,Marion,3.371324721,% change,18097,409
Indiana,Marshall,-19.526708394,% change,18099,412
Indiana,Martin,1.274259949,% change,18101,418
Indiana,Miami,27.017079325,% change,18103,420
Indiana,Monroe,1.224356501,% change,18105,422
Indiana,Montgomery,16.703198253,% change,18107,425
Indiana,Morgan,-40.280345616,% change,18109,430
Indiana,Newton,-33.148266781,% change,18111,433
Indiana,Noble,32.959543583,% change,18113,436
Indiana,Ohio,2.938179348,% change,18115,440
Indiana,Orange,-18.139725887,% change,18117,444
Indiana,Owen,2.767421853,% change,18119,448
Indiana,Parke,-49.610780209,% change,18121,452
Indiana,Perry,-48.9216202,% change,18123,459
Indiana,Pike,35.779422809,% change,18125,465
Indiana,Porter,-7.731896782,% change,18127,468
Indiana,Posey,-39.86423221,% change,18129,471
Indiana,Pulaski,-47.533898977,% change,18131,477
Indiana,Putnam,52.556017711,% change,18133,480
Indiana,Randolph,38.451920135,% change,18135,485
Indiana,Ripley,-26.694145055,% change,18137,488
Indiana,Rush,3.907893946,% change,18139,493
Indiana,St. Joseph,-3.447613537,% change,18141,496
Indiana,Scott,-42.39676045,% change,18143,504
Indiana,Shelby,-37.402493895,% change,18145,506
Indiana,Spencer,-18.145708291,% change,18147,509
Indiana,Starke,-32.83170958,% change,18149,512
Indiana,Steuben,-13.235358265,% change,18151,515
Indiana,Sullivan,-38.599604572,% change,18153,518
Indiana,Switzerland,49.478726402,% change,18155,526
Indiana,Tippecanoe,-6.95432333,% change,18157,530
Indiana,Tipton,108.67097796,% change,18159,534
Indiana,Union,4.561941964,% change,18161,538
Indiana,Vanderburgh,13.44259976,% change,18163,543
Indiana,Vermillion,2.927422971,% change,18165,548
Indiana,Vigo,-5.352624848,% change,18167,553
Indiana,Wabash,20.430942495,% change,18169,555
Indiana,Warren,3.547834598,% change,18171,567
Indiana,Warrick,-29.463371324,% change,18173,575
Indiana,Washington,-15.294195377,% change,18175,584
Indiana,Wayne,-17.549218363,% change,18177,586
Indiana,Wells,-33.606321839,% change,18179,590
Indiana,White,206.061989129,% change,18181,594
Indiana,Whitley,-20.310596106,% change,18183,597
Iowa,Adair,-28.245363766,% change,19001,598
Iowa,Adams,7.48116254,% change,19003,602
Iowa,Allamakee,43.422020333,% change,19005,608
Iowa,Appanoose,-14.339441466,% change,19007,611
Iowa,Audubon,6.530612245,% change,19009,615
Iowa,Benton,-23.718848719,% change,19011,619
Iowa,Black Hawk,7.987785971,% change,19013,623
Iowa,Boone,-0.503425565,% change,19015,625
Iowa,Bremer,47.530664945,% change,19017,631
Iowa,Buchanan,32.553643308,% change,19019,632
Iowa,Buena Vista,25.086343004,% change,19021,633
Iowa,Butler,35.893420485,% change,19023,361
Iowa,Calhoun,-22.987039494,% change,19025,365
Iowa,Carroll,-12.236079741,% change,19027,369
Iowa,Cass,-21.676783005,% change,19029,374
Iowa,Cedar,-25.020372684,% change,19031,379
Iowa,Cerro Gordo,12.288686606,% change,19033,383
Iowa,Cherokee,5.471764293,% change,19035,388
Iowa,Chickasaw,54.190499876,% change,19037,393
Iowa,Clarke,0.333835882,% change,19039,397
Iowa,Clay,-32.230729964,% change,19041,398
Iowa,Clayton,27.627925426,% change,19043,402
Iowa,Clinton,3.916504361,% change,19045,404
Iowa,Crawford,-15.747045472,% change,19047,408
Iowa,Dallas,19.428111368,% change,19049,413
Iowa,Davis,-1.471744748,% change,19051,416
Iowa,Decatur,2.486016159,% change,19053,419
Iowa,Delaware,-65.981431081,% change,19055,421
Iowa,Des Moines,-13.351239297,% change,19057,424
Iowa,Dickinson,-50.722053321,% change,19059,427
Iowa,Dubuque,4.810629786,% change,19061,434
Iowa,Emmet,5.28353212,% change,19063,437
Iowa,Fayette,109.736815771,% change,19065,442
Iowa,Floyd,1.686138301,% change,19067,447
Iowa,Franklin,214.441176471,% change,19069,451
Iowa,Fremont,-20.538793103,% change,19071,455
Iowa,Greene,3.563103563,% change,19073,458
Iowa,Grundy,1.480035781,% change,19075,460
Iowa,Guthrie,35.924882629,% change,19077,467
Iowa,Hamilton,2.397350993,% change,19079,469
Iowa,Hancock,-30.879157869,% change,19081,470
Iowa,Hardin,1.041121387,% change,19083,475
Iowa,Harrison,31.146958499,% change,19085,478
Iowa,Henry,-31.878861337,% change,19087,479
Iowa,Howard,-31.384814495,% change,19089,481
Iowa,Humboldt,2.602035463,% change,19091,487
Iowa,Ida,1.250539025,% change,19093,491
Iowa,Iowa,0.834157192,% change,19095,495
Iowa,Jackson,-32.181536875,% change,19097,499
Iowa,Jasper,19.842884809,% change,19099,505
Iowa,Jefferson,-37.581627412,% change,19101,507
Iowa,Johnson,-8.837710474,% change,19103,508
Iowa,Jones,1.717032967,% change,19105,516
Iowa,Keokuk,36.215649668,% change,19107,520
Iowa,Kossuth,1.711491443,% change,19109,523
Iowa,Lee,3.186672858,% change,19111,531
Iowa,Linn,3.575300853,% change,19113,535
Iowa,Louisa,35.549994041,% change,19115,539
Iowa,Lucas,3.658251519,% change,19117,542
Iowa,Lyon,-0.822870716,% change,19119,546
Iowa,Madison,-0.379891098,% change,19121,550
Iowa,Mahaska,1.278933622,% change,19123,554
Iowa,Marion,33.787846793,% change,19125,561
Iowa,Marshall,1.974601594,% change,19127,568
Iowa,Mills,-0.106354693,% change,19129,569
Iowa,Mitchell,-28.269815949,% change,19131,572
Iowa,Monona,4.955108535,% change,19133,576
Iowa,Monroe,2.623201324,% change,19135,580
Iowa,Montgomery,4.894414841,% change,19137,595
Iowa,Muscatine,-30.216996084,% change,19139,600
Iowa,O'Brien,2.133467423,% change,19141,604
Iowa,Osceola,3.763971072,% change,19143,607
Iowa,Page,3.573524617,% change,19145,612
Iowa,Palo Alto,-31.069822311,% change,19147,618
Iowa,Plymouth,-1.575084309,% change,19149,622
Iowa,Pocahontas,-47.415303738,% change,19151,624
Iowa,Polk,7.212807717,% change,19153,629
Iowa,Pottawattamie,-15.418096683,% change,19155,637
Iowa,Poweshiek,23.818062541,% change,19157,640
Iowa,Ringgold,1.202645821,% change,19159,642
Iowa,Sac,-37.53106539,% change,19161,647
Iowa,Scott,-3.210787875,% change,19163,657
Iowa,Shelby,54.035298149,% change,19165,660
Iowa,Sioux,-13.421799318,% change,19167,663
Iowa,Story,2.308784423,% change,19169,668
Iowa,Tama,-14.575935735,% change,19171,671
Iowa,Taylor,1.058201058,% change,19173,674
Iowa,Union,1.283292978,% change,19175,675
Iowa,Van Buren,-13.691706869,% change,19177,678
Iowa,Wapello,0.547207258,% change,19179,681
Iowa,Warren,-21.251916854,% change,19181,685
Iowa,Washington,-1.311683025,% change,19183,687
Iowa,Wayne,-34.400082854,% change,19185,691
Iowa,Webster,2.655637788,% change,19187,694
Iowa,Winnebago,0.773511933,% change,19189,696
Iowa,Winneshiek,3.106472635,% change,19191,698
Iowa,Woodbury,-10.074483726,% change,19193,702
Iowa,Worth,1.217391304,% change,19195,703
Iowa,Wright,-15.275176862,% change,19197,705
Kansas,Allen,5.471653357,% change,20001,709
Kansas,Anderson,37.513864005,% change,20003,712
Kansas,Atchison,36.436002362,% change,20005,715
Kansas,Barber,-47.39427595,% change,20007,717
Kansas,Barton,2.943034447,% change,20009,719
Kansas,Bourbon,52.750136314,% change,20011,722
Kansas,Brown,210.26757934,% change,20013,723
Kansas,Butler,-38.270840835,% change,20015,726
Kansas,Chase,-100.0,% change,20017,729
Kansas,Chautauqua,6.617429838,% change,20019,730
Kansas,Cherokee,-15.521266073,% change,20021,732
Kansas,Cheyenne,-24.382253838,% change,20023,736
Kansas,Clark,2.663438257,% change,20025,738
Kansas,Clay,111.065725956,% change,20027,739
Kansas,Cloud,3.483516484,% change,20029,740
Kansas,Coffey,1.653090561,% change,20031,745
Kansas,Comanche,1.566720692,% change,20033,748
Kansas,Cowley,1.72370231,% change,20035,752
Kansas,Crawford,-16.256326084,% change,20037,756
Kansas,Decatur,3.137116673,% change,20039,759
Kansas,Dickinson,3.677361572,% change,20041,762
Kansas,Doniphan,-48.52503558,% change,20043,765
Kansas,Douglas,11.683156613,% change,20045,767
Kansas,Edwards,4.24137931,% change,20047,770
Kansas,Elk,0.0,% change,20049,773
Kansas,Ellis,-0.246331055,% change,20051,774
Kansas,Ellsworth,104.658532721,% change,20053,776
Kansas,Finney,25.395291637,% change,20055,778
Kansas,Ford,-0.197095736,% change,20057,784
Kansas,Franklin,102.340783654,% change,20059,786
Kansas,Geary,0.19029766,% change,20061,788
Kansas,Gove,-30.798479087,% change,20063,790
Kansas,Graham,-48.617601246,% change,20065,791
Kansas,Grant,-65.760138799,% change,20067,794
Kansas,Gray,1.789297659,% change,20069,798
Kansas,Greeley,-1.953125,% change,20071,801
Kansas,Greenwood,7.778864971,% change,20073,803
Kansas,Hamilton,0.608596424,% change,20075,805
Kansas,Harper,39.389671362,% change,20077,807
Kansas,Harvey,-14.468116573,% change,20079,812
Kansas,Haskell,57.243684993,% change,20081,815
Kansas,Hodgeman,6.764866339,% change,20083,818
Kansas,Jackson,1.24443774,% change,20085,819
Kansas,Jefferson,0.530335172,% change,20087,821
Kansas,Jewell,7.09833795,% change,20089,822
Kansas,Johnson,17.110253193,% change,20091,824
Kansas,Kearny,1.666666667,% change,20093,826
Kansas,Kingman,112.8135959,% change,20095,827
Kansas,Kiowa,0.0,% change,20097,829
Kansas,Labette,-15.868175111,% change,20099,831
Kansas,Lane,9.0,% change,20101,833
Kansas,Leavenworth,-3.822005867,% change,20103,836
Kansas,Lincoln,5.037374066,% change,20105,838
Kansas,Linn,-0.145439435,% change,20107,840
Kansas,Logan,-1.813655761,% change,20109,842
Kansas,Lyon,67.824351297,% change,20111,844
Kansas,McPherson,19.591343333,% change,20113,846
Kansas,Marion,4.333721511,% change,20115,848
Kansas,Marshall,-32.1157705,% change,20117,850
Kansas,Meade,-46.847800518,% change,20119,851
Kansas,Miami,32.411087179,% change,20121,853
Kansas,Mitchell,1.568056903,% change,20123,854
Kansas,Montgomery,5.814342654,% change,20125,856
Kansas,Morris,-47.210223182,% change,20127,858
Kansas,Morton,240.5,% change,20129,859
Kansas,Nemaha,-37.580445545,% change,20131,861
Kansas,Neosho,-31.726657533,% change,20133,862
Kansas,Ness,58.169824087,% change,20135,864
Kansas,Norton,2.724300763,% change,20137,866
Kansas,Osage,-65.503409547,% change,20139,867
Kansas,Osborne,5.629139073,% change,20141,869
Kansas,Ottawa,2.432843386,% change,20143,870
Kansas,Pawnee,3.500444972,% change,20145,872
Kansas,Phillips,2.744298164,% change,20147,873
Kansas,Pottawatomie,8.927789316,% change,20149,876
Kansas,Pratt,-49.623903051,% change,20151,878
Kansas,Rawlins,0.239904038,% change,20153,880
Kansas,Reno,-7.093620212,% change,20155,882
Kansas,Republic,5.160180606,% change,20157,884
Kansas,Rice,-22.782648588,% change,20159,886
Kansas,Riley,31.190642271,% change,20161,888
Kansas,Rooks,1.5234375,% change,20163,889
Kansas,Rush,0.0,% change,20165,891
Kansas,Russell,-33.342870768,% change,20167,893
Kansas,Saline,1.367350645,% change,20169,895
Kansas,Scott,-50.87806825,% change,20171,897
Kansas,Sedgwick,16.625449577,% change,20173,898
Kansas,Seward,69.647565477,% change,20175,900
Kansas,Shawnee,0.417054908,% change,20177,902
Kansas,Sheridan,0.765511684,% change,20179,904
Kansas,Sherman,0.0,% change,20181,907
Kansas,Smith,3.072321914,% change,20183,909
Kansas,Stafford,4.333333333,% change,20185,911
Kansas,Stanton,-100.0,% change,20187,913
Kansas,Stevens,99.363395225,% change,20189,914
Kansas,Sumner,-17.993362927,% change,20191,916
Kansas,Thomas,103.277429266,% change,20193,917
Kansas,Trego,3.143555711,% change,20195,919
Kansas,Wabaunsee,53.069666183,% change,20197,920
Kansas,Wallace,1.328903654,% change,20199,921
Kansas,Washington,4.507902299,% change,20201,922
Kansas,Wichita,5.912717034,% change,20203,923
Kansas,Wilson,6.315426205,% change,20205,925
Kansas,Woodson,0.0,% change,20207,926
Kansas,Wyandotte,8.645990839,% change,20209,927
Kentucky,Adair,-2.038288869,% change,21001,928
Kentucky,Allen,21.695450818,% change,21003,929
Kentucky,Anderson,94.382225434,% change,21005,930
Kentucky,Ballard,53.965495842,% change,21007,932
Kentucky,Barren,-3.345589075,% change,21009,933
Kentucky,Bath,-4.539157363,% change,21011,934
Kentucky,Bell,5.383936452,% change,21013,936
Kentucky,Boone,8.5555586,% change,21015,1002
Kentucky,Bourbon,32.841402004,% change,21017,1005
Kentucky,Boyd,-20.251795907,% change,21019,1008
Kentucky,Boyle,-45.013765678,% change,21021,1010
Kentucky,Bracken,-49.071856287,% change,21023,1013
Kentucky,Breathitt,-16.384866176,% change,21025,1017
Kentucky,Breckinridge,52.322842538,% change,21027,1020
Kentucky,Bullitt,-20.874942662,% change,21029,1024
Kentucky,Butler,0.070860562,% change,21031,1026
Kentucky,Caldwell,-22.61668912,% change,21033,1031
Kentucky,Calloway,-27.160708759,% change,21035,1033
Kentucky,Campbell,-1.055044875,% change,21037,1035
Kentucky,Carlisle,4.67192691,% change,21039,1039
Kentucky,Carroll,3.509765072,% change,21041,1041
Kentucky,Carter,-44.697803848,% change,21043,1044
Kentucky,Casey,-43.936862438,% change,21045,1048
Kentucky,Christian,-12.216192534,% change,21047,1050
Kentucky,Clark,48.115021316,% change,21049,1053
Kentucky,Clay,-16.468597399,% change,21051,1056
Kentucky,Clinton,-0.616438356,% change,21053,1059
Kentucky,Crittenden,51.391465677,% change,21055,1064
Kentucky,Cumberland,2.078384798,% change,21057,1067
Kentucky,Daviess,3.825968511,% change,21059,1071
Kentucky,Edmonson,-32.532316871,% change,21061,1073
Kentucky,Elliott,3.676568536,% change,21063,1075
Kentucky,Estill,-23.415824329,% change,21065,1077
Kentucky,Fayette,4.063159993,% change,21067,1080
Kentucky,Fleming,-25.056873018,% change,21069,1083
Kentucky,Floyd,-13.977656956,% change,21071,1085
Kentucky,Franklin,17.738102347,% change,21073,1086
Kentucky,Fulton,9.142394822,% change,21075,1088
Kentucky,Gallatin,97.250229148,% change,21077,1090
Kentucky,Garrard,0,% change,21079,1092
Kentucky,Grant,-0.602216155,% change,21081,1094
Kentucky,Graves,26.413265855,% change,21083,1097
Kentucky,Grayson,-1.484315226,% change,21085,1100
Kentucky,Green,-49.1318971,% change,21087,1102
Kentucky,Greenup,2.888671602,% change,21089,1105
Kentucky,Hancock,0.0,% change,21091,1107
Kentucky,Hardin,0.548211763,% change,21093,1110
Kentucky,Harlan,-13.769618004,% change,21095,1114
Kentucky,Harrison,-39.683666882,% change,21097,1119
Kentucky,Hart,-17.719184613,% change,21099,1121
Kentucky,Henderson,-12.342952599,% change,21101,1126
Kentucky,Henry,-3.046741942,% change,21103,1129
Kentucky,Hickman,3.664353859,% change,21105,1130
Kentucky,Hopkins,-31.676438844,% change,21107,1136
Kentucky,Jackson,0.112166305,% change,21109,1140
Kentucky,Jefferson,3.259212123,% change,21111,1143
Kentucky,Jessamine,-6.430006698,% change,21113,1145
Kentucky,Johnson,155.990380411,% change,21115,1148
Kentucky,Kenton,17.758835776,% change,21117,1151
Kentucky,Knott,-21.223404255,% change,21119,1154
Kentucky,Knox,14.486096922,% change,21121,1159
Kentucky,Larue,-49.44416732,% change,21123,1162
Kentucky,Laurel,-43.488676684,% change,21125,1166
Kentucky,Lawrence,0.605831125,% change,21127,1167
Kentucky,Lee,250.560775993,% change,21129,1171
Kentucky,Leslie,7.644410384,% change,21131,1175
Kentucky,Letcher,-14.253813354,% change,21133,1178
Kentucky,Lewis,2.359925788,% change,21135,1180
Kentucky,Lincoln,-27.424276208,% change,21137,1184
Kentucky,Livingston,3.125339121,% change,21139,1187
Kentucky,Logan,50.967850846,% change,21141,1190
Kentucky,Lyon,4.354818755,% change,21143,1193
Kentucky,McCracken,23.133155806,% change,21145,1196
Kentucky,McCreary,-21.872685844,% change,21147,1198
Kentucky,McLean,1.712695354,% change,21149,1201
Kentucky,Madison,-5.324055977,% change,21151,1204
Kentucky,Magoffin,-47.834148651,% change,21153,1206
Kentucky,Marion,-30.404499469,% change,21155,1210
Kentucky,Marshall,-22.266989274,% change,21157,1213
Kentucky,Martin,43.377695935,% change,21159,1215
Kentucky,Mason,-18.181606248,% change,21161,1217
Kentucky,Meade,5.843506818,% change,21163,1220
Kentucky,Menifee,-50.248215948,% change,21165,1222
Kentucky,Mercer,-57.371236252,% change,21167,1225
Kentucky,Metcalfe,0.41958042,% change,21169,1228
Kentucky,Monroe,28.946497779,% change,21171,1230
Kentucky,Montgomery,-22.628972199,% change,21173,1233
Kentucky,Morgan,3.672081602,% change,21175,1235
Kentucky,Muhlenberg,30.487748795,% change,21177,1238
Kentucky,Nelson,45.214448937,% change,21179,1243
Kentucky,Nicholas,-66.558119779,% change,21181,1246
Kentucky,Ohio,48.617540089,% change,21183,1249
Kentucky,Oldham,-7.040528958,% change,21185,1252
Kentucky,Owen,-32.376754509,% change,21187,1255
Kentucky,Owsley,-100.0,% change,21189,1257
Kentucky,Pendleton,0.562568606,% change,21191,1260
Kentucky,Perry,-7.513804528,% change,21193,1265
Kentucky,Pike,18.687375753,% change,21195,1267
Kentucky,Powell,2.643350956,% change,21197,1270
Kentucky,Pulaski,-28.358813871,% change,21199,1272
Kentucky,Robertson,7.259953162,% change,21201,1273
Kentucky,Rockcastle,52.116057139,% change,21203,1276
Kentucky,Rowan,-67.818211622,% change,21205,1279
Kentucky,Russell,24.395047833,% change,21207,1282
Kentucky,Scott,-28.163846039,% change,21209,1283
Kentucky,Shelby,-34.279030122,% change,21211,1285
Kentucky,Simpson,-35.865072746,% change,21213,1287
Kentucky,Spencer,-76.174680629,% change,21215,1000
Kentucky,Taylor,-43.85456506,% change,21217,1003
Kentucky,Todd,0.388286685,% change,21219,1006
Kentucky,Trigg,-0.642772305,% change,21221,1009
Kentucky,Trimble,2.202387852,% change,21223,1012
Kentucky,Union,-17.458085452,% change,21225,1016
Kentucky,Warren,-3.243734549,% change,21227,1019
Kentucky,Washington,-3.198680956,% change,21229,1023
Kentucky,Wayne,-49.67233653,% change,21231,1027
Kentucky,Webster,-23.02451799,% change,21233,1029
Kentucky,Whitley,-31.233287666,% change,21235,1034
Kentucky,Wolfe,-74.487179487,% change,21237,1037
Kentucky,Woodford,43.273542601,% change,21239,1042
Louisiana,Acadia,-18.672528385,% change,22001,1046
Louisiana,Allen,0.214124426,% change,22003,1051
Louisiana,Ascension,-9.459370473,% change,22005,1055
Louisiana,Assumption,-18.519885739,% change,22007,1060
Louisiana,Avoyelles,-37.329434698,% change,22009,1062
Louisiana,Beauregard,-2.454186713,% change,22011,1066
Louisiana,Bienville,3.29566855,% change,22013,1069
Louisiana,Bossier,-14.940753414,% change,22015,1076
Louisiana,Caddo,-0.071908427,% change,22017,1079
Louisiana,Calcasieu,-11.922398749,% change,22019,1081
Louisiana,Caldwell,-56.90029363,% change,22021,1084
Louisiana,Cameron,-3.252977055,% change,22023,1089
Louisiana,Catahoula,3.773965691,% change,22025,1093
Louisiana,Claiborne,4.776045533,% change,22027,1095
Louisiana,Concordia,38.941682505,% change,22029,1098
