State,County,Households no car & low access to store 2015 (LACCESS_HHNV15),Units,FIPS,FID
Hawaii,Maui,972.04683186607,Count,15009,323
Idaho,Ada,1013.30775602977,Count,16001,336
Idaho,Adams,43.2707421442508,Count,16003,338
Idaho,Bannock,458.576233516879,Count,16005,343
Idaho,Bear Lake,10.3330385770183,Count,16007,349
Idaho,Benewah,124.026996649986,Count,16009,354
Idaho,Bingham,357.042707027977,Count,16011,362
Idaho,Blaine,105.675197379027,Count,16013,371
Idaho,Boise,79.4749751280551,Count,16015,380
Idaho,Bonner,408.148303463341,Count,16017,387
Idaho,Bonneville,556.949938298978,Count,16019,395
Idaho,Boundary,119.197638225358,Count,16021,405
Idaho,Butte,9.09289478200611,Count,16023,414
Idaho,Camas,5.23655911276578,Count,16025,429
Idaho,Canyon,971.565009697287,Count,16027,441
Idaho,Caribou,73.310486351973,Count,16029,449
Idaho,Cassia,193.510764181202,Count,16031,456
Idaho,Clark,7.34042557543594,Count,16033,464
Idaho,Clearwater,61.5958185599517,Count,16035,474
Idaho,Custer,49.3268297849012,Count,16037,484
Idaho,Elmore,73.6080236021472,Count,16039,490
Idaho,Franklin,87.30742607255,Count,16041,498
Idaho,Fremont,25.089214135931,Count,16043,502
Idaho,Gem,77.321394340574,Count,16045,510
Idaho,Gooding,45.2048443962659,Count,16047,519
Idaho,Idaho,150.864058678112,Count,16049,528
Idaho,Jefferson,180.004688230321,Count,16051,540
Idaho,Jerome,169.007659850107,Count,16053,547
Idaho,Kootenai,598.933884733756,Count,16055,552
Idaho,Latah,200.504138220815,Count,16057,559
Idaho,Lemhi,114.505841828714,Count,16059,566
Idaho,Lewis,47.9972153572903,Count,16061,574
Idaho,Lincoln,16.7102468825878,Count,16063,578
Idaho,Madison,109.095182981236,Count,16065,581
Idaho,Minidoka,159.383344601137,Count,16067,585
Idaho,Nez Perce,176.916046413835,Count,16069,589
Idaho,Oneida,67.6829059643211,Count,16071,593
Idaho,Owyhee,97.757985538963,Count,16073,601
Idaho,Payette,142.7311713913,Count,16075,606
Idaho,Power,34.6101250330352,Count,16077,613
Idaho,Shoshone,155.054406047977,Count,16079,621
Idaho,Teton,48.2103788987294,Count,16081,627
Idaho,Twin Falls,275.627735869384,Count,16083,634
Idaho,Valley,27.1120971820218,Count,16085,643
Idaho,Washington,74.217739628234,Count,16087,649
Illinois,Adams,316.784251517973,Count,17001,650
Illinois,Alexander,170.703024113342,Count,17003,651
Illinois,Bond,282.083932846951,Count,17005,652
Illinois,Boone,208.071089503511,Count,17007,653
Illinois,Brown,34.676720911318,Count,17009,654
Illinois,Bureau,605.251459231226,Count,17011,2
Illinois,Calhoun,44.3252005504876,Count,17013,4
Illinois,Carroll,141.262779428734,Count,17015,6
Illinois,Cass,106.887341078259,Count,17017,10
Illinois,Champaign,903.843085458334,Count,17019,12
Illinois,Christian,230.348560761235,Count,17021,14
Illinois,Clark,113.483636702702,Count,17023,19
Illinois,Clay,126.39184907929,Count,17025,22
Illinois,Clinton,208.117694128743,Count,17027,27
Illinois,Coles,491.590762536294,Count,17029,30
Illinois,Cook,8738.26447885022,Count,17031,36
Illinois,Crawford,170.021590033351,Count,17033,40
Illinois,Cumberland,107.460959830975,Count,17035,44
Illinois,DeKalb,1192.40204424076,Count,17037,49
Illinois,De Witt,52.7208502212286,Count,17039,53
Illinois,Douglas,440.372387685056,Count,17041,55
Illinois,DuPage,2644.77464218162,Count,17043,64
Illinois,Edgar,293.199570849164,Count,17045,66
Illinois,Edwards,72.7769838070909,Count,17047,71
Illinois,Effingham,193.088688568627,Count,17049,76
Illinois,Fayette,339.295989694552,Count,17051,79
Illinois,Ford,93.6853746225457,Count,17053,81
Illinois,Franklin,565.516129764158,Count,17055,85
Illinois,Fulton,348.8555093084,Count,17057,89
Illinois,Gallatin,122.552091164574,Count,17059,92
Illinois,Greene,146.597928290939,Count,17061,96
Illinois,Grundy,438.368544101879,Count,17063,99
Illinois,Hamilton,55.1380704672251,Count,17065,106
Illinois,Hancock,278.419619476189,Count,17067,111
Illinois,Hardin,164.664814290707,Count,17069,113
Illinois,Henderson,53.2854419696169,Count,17071,117
Illinois,Henry,356.194911816823,Count,17073,121
Illinois,Iroquois,362.246084765347,Count,17075,125
Illinois,Jackson,1166.12972538667,Count,17077,129
Illinois,Jasper,79.1881253528663,Count,17079,133
Illinois,Jefferson,568.880822140626,Count,17081,137
Illinois,Jersey,188.342815609464,Count,17083,142
Illinois,Jo Daviess,349.618356743011,Count,17085,145
Illinois,Johnson,204.107860348902,Count,17087,152
Illinois,Kane,1618.09673397431,Count,17089,156
Illinois,Kankakee,1018.76366284426,Count,17091,161
Illinois,Kendall,365.628193547276,Count,17093,165
Illinois,Knox,428.213354471859,Count,17095,166
Illinois,Lake,3315.70818988764,Count,17097,170
Illinois,LaSalle,866.034661558271,Count,17099,175
Illinois,Lawrence,104.24204009523,Count,17101,177
Illinois,Lee,367.090839711874,Count,17103,180
Illinois,Livingston,319.916501595003,Count,17105,182
Illinois,Logan,257.565936744331,Count,17107,186
Illinois,McDonough,221.131247152567,Count,17109,189
Illinois,McHenry,1578.46087505828,Count,17111,192
Illinois,McLean,1507.21834394464,Count,17113,193
Illinois,Macon,874.649061118631,Count,17115,194
Illinois,Macoupin,556.539671649597,Count,17117,196
Illinois,Madison,3282.26941428608,Count,17119,199
Illinois,Marion,564.431082681774,Count,17121,201
Illinois,Marshall,97.3205768244279,Count,17123,202
Illinois,Mason,224.050237919056,Count,17125,206
Illinois,Massac,158.328837576982,Count,17127,208
Illinois,Menard,139.841944053957,Count,17129,212
Illinois,Mercer,226.01622667722,Count,17131,216
Illinois,Monroe,293.681721104889,Count,17133,219
Illinois,Montgomery,402.530421052994,Count,17135,223
Illinois,Morgan,405.95601332489,Count,17137,225
Illinois,Moultrie,402.4983052844,Count,17139,227
Illinois,Ogle,518.557565432911,Count,17141,229
Illinois,Peoria,1604.00569495035,Count,17143,233
Illinois,Perry,225.937128852014,Count,17145,235
Illinois,Piatt,109.845554416007,Count,17147,238
Illinois,Pike,155.030323125082,Count,17149,241
Illinois,Pope,62.5485799105675,Count,17151,245
Illinois,Pulaski,224.569915302253,Count,17153,248
Illinois,Putnam,42.1040374485428,Count,17155,253
Illinois,Randolph,327.74577567589,Count,17157,255
Illinois,Richland,55.3867878634798,Count,17159,259
Illinois,Rock Island,1283.40187523307,Count,17161,265
Illinois,St. Clair,3421.11975766916,Count,17163,269
Illinois,Saline,624.791450075192,Count,17165,271
Illinois,Sangamon,938.981948400979,Count,17167,274
Illinois,Schuyler,32.8526603011828,Count,17169,278
Illinois,Scott,60.4227439124968,Count,17171,280
Illinois,Shelby,340.50604212965,Count,17173,283
Illinois,Stark,112.385647227215,Count,17175,285
Illinois,Stephenson,380.277294476187,Count,17177,290
Illinois,Tazewell,1463.08169979578,Count,17179,291
Illinois,Union,249.230901736732,Count,17181,293
Illinois,Vermilion,818.547169228196,Count,17183,296
Illinois,Wabash,47.1978421100606,Count,17185,299
Illinois,Warren,67.5148682641214,Count,17187,301
Illinois,Washington,100.617273600371,Count,17189,305
Illinois,Wayne,186.632626499805,Count,17191,310
Illinois,White,269.762387715279,Count,17193,312
Illinois,Whiteside,619.709947192803,Count,17195,314
Illinois,Will,2816.79123496646,Count,17197,320
Illinois,Williamson,550.02582644115,Count,17199,324
Illinois,Winnebago,1585.06677129272,Count,17201,325
Illinois,Woodford,235.528477297678,Count,17203,328
Indiana,Adams,1051.70153564314,Count,18001,330
Indiana,Allen,3712.70022989133,Count,18003,335
Indiana,Bartholomew,529.727374786534,Count,18005,342
Indiana,Benton,73.2345285650546,Count,18007,179
Indiana,Blackford,147.135384085227,Count,18009,183
Indiana,Boone,210.209302893476,Count,18011,185
Indiana,Brown,130.308181584344,Count,18013,188
Indiana,Carroll,175.718683495938,Count,18015,195
Indiana,Cass,212.205330158948,Count,18017,211
Indiana,Clark,890.766543480112,Count,18019,215
Indiana,Clay,205.877298667763,Count,18021,221
Indiana,Clinton,185.080713197448,Count,18023,226
Indiana,Crawford,192.104592336587,Count,18025,232
Indiana,Daviess,858.692572033729,Count,18027,239
Indiana,Dearborn,702.812273193209,Count,18029,242
Indiana,Decatur,200.048937417419,Count,18031,246
Indiana,DeKalb,499.601204922937,Count,18033,249
Indiana,Delaware,975.138447829988,Count,18035,252
Indiana,Dubois,160.53834651873,Count,18037,254
Indiana,Elkhart,2108.29301707393,Count,18039,260
Indiana,Fayette,315.000227583821,Count,18041,263
Indiana,Floyd,588.929253383356,Count,18043,267
Indiana,Fountain,174.879661845675,Count,18045,270
Indiana,Franklin,185.964898195215,Count,18047,272
Indiana,Fulton,245.857666239669,Count,18049,276
Indiana,Gibson,199.324300822974,Count,18051,286
Indiana,Grant,914.461722479649,Count,18053,297
Indiana,Greene,281.589485036879,Count,18055,309
Indiana,Hamilton,1154.68820955559,Count,18057,321
Indiana,Hancock,503.845848754585,Count,18059,329
Indiana,Harrison,529.548883271985,Count,18061,334
Indiana,Hendricks,544.603575461576,Count,18063,341
Indiana,Henry,237.110462569751,Count,18065,344
Indiana,Howard,708.775648108165,Count,18067,348
Indiana,Huntington,292.379930960851,Count,18069,352
Indiana,Jackson,300.221921630301,Count,18071,355
Indiana,Jasper,220.562603062203,Count,18073,356
Indiana,Jay,398.964377859287,Count,18075,358
Indiana,Jefferson,377.561971614164,Count,18077,363
Indiana,Jennings,410.960766283865,Count,18079,367
Indiana,Johnson,938.884872818476,Count,18081,370
Indiana,Knox,449.875967871113,Count,18083,376
Indiana,Kosciusko,911.587649181601,Count,18085,384
Indiana,LaGrange,2485.97451060388,Count,18087,386
Indiana,Lake,4482.17963506912,Count,18089,389
Indiana,LaPorte,1408.58881092781,Count,18091,392
Indiana,Lawrence,521.948374111113,Count,18093,396
Indiana,Madison,1229.20286715433,Count,18095,401
Indiana,Marion,6597.87720666588,Count,18097,409
Indiana,Marshall,737.425123096981,Count,18099,412
Indiana,Martin,133.435036201159,Count,18101,418
Indiana,Miami,345.873330651272,Count,18103,420
Indiana,Monroe,698.195273031406,Count,18105,422
Indiana,Montgomery,379.067022202213,Count,18107,425
Indiana,Morgan,391.223130971116,Count,18109,430
Indiana,Newton,181.989842957314,Count,18111,433
Indiana,Noble,496.63390958263,Count,18113,436
Indiana,Ohio,60.7011149028323,Count,18115,440
Indiana,Orange,349.733653648767,Count,18117,444
Indiana,Owen,242.435653599815,Count,18119,448
Indiana,Parke,232.229300420284,Count,18121,452
Indiana,Perry,142.125818127502,Count,18123,459
Indiana,Pike,210.938495209999,Count,18125,465
Indiana,Porter,1054.08375685757,Count,18127,468
Indiana,Posey,213.247607218368,Count,18129,471
Indiana,Pulaski,145.569961662102,Count,18131,477
Indiana,Putnam,235.046893205629,Count,18133,480
Indiana,Randolph,439.486250048561,Count,18135,485
Indiana,Ripley,278.944977153906,Count,18137,488
Indiana,Rush,214.898990705671,Count,18139,493
Indiana,St. Joseph,1729.23512086985,Count,18141,496
Indiana,Scott,146.616519664885,Count,18143,504
Indiana,Shelby,313.447810214691,Count,18145,506
Indiana,Spencer,174.690660391593,Count,18147,509
Indiana,Starke,284.284883172504,Count,18149,512
Indiana,Steuben,361.554824267955,Count,18151,515
Indiana,Sullivan,203.826229176447,Count,18153,518
Indiana,Switzerland,126.083316921532,Count,18155,526
Indiana,Tippecanoe,796.413248418423,Count,18157,530
Indiana,Tipton,137.456639760154,Count,18159,534
Indiana,Union,43.993726583356,Count,18161,538
Indiana,Vanderburgh,435.55942232475,Count,18163,543
Indiana,Vermillion,172.533042316382,Count,18165,548
Indiana,Vigo,1175.41923537928,Count,18167,553
Indiana,Wabash,335.446313148037,Count,18169,555
Indiana,Warren,96.8818727720757,Count,18171,567
Indiana,Warrick,324.199079612281,Count,18173,575
Indiana,Washington,343.102394230173,Count,18175,584
Indiana,Wayne,637.637326671729,Count,18177,586
Indiana,Wells,159.423900951727,Count,18179,590
Indiana,White,237.658130228062,Count,18181,594
Indiana,Whitley,196.602683195123,Count,18183,597
Iowa,Adair,74.7212053358245,Count,19001,598
Iowa,Adams,5.14107779308328,Count,19003,602
Iowa,Allamakee,83.3203862521012,Count,19005,608
Iowa,Appanoose,164.380397043528,Count,19007,611
Iowa,Audubon,50.8867948730535,Count,19009,615
Iowa,Benton,223.70774924621,Count,19011,619
Iowa,Black Hawk,1278.98768374089,Count,19013,623
Iowa,Boone,141.84505376881,Count,19015,625
Iowa,Bremer,125.769108940434,Count,19017,631
Iowa,Buchanan,389.567644030452,Count,19019,632
Iowa,Buena Vista,159.627188274438,Count,19021,633
Iowa,Butler,174.533785120681,Count,19023,361
Iowa,Calhoun,40.1805211392909,Count,19025,365
Iowa,Carroll,99.3620559643321,Count,19027,369
Iowa,Cass,102.738857680893,Count,19029,374
Iowa,Cedar,169.638231166082,Count,19031,379
Iowa,Cerro Gordo,167.120394868896,Count,19033,383
Iowa,Cherokee,82.0443516503677,Count,19035,388
Iowa,Chickasaw,144.212028764375,Count,19037,393
Iowa,Clarke,33.0581833051927,Count,19039,397
Iowa,Clay,88.1295624307202,Count,19041,398
Iowa,Clayton,235.039796846277,Count,19043,402
Iowa,Clinton,247.557040229187,Count,19045,404
Iowa,Crawford,183.944039115352,Count,19047,408
Iowa,Dallas,296.803234369356,Count,19049,413
Iowa,Davis,263.289136322013,Count,19051,416
Iowa,Decatur,137.211159621184,Count,19053,419
Iowa,Delaware,198.266824437689,Count,19055,421
Iowa,Des Moines,352.916126200141,Count,19057,424
Iowa,Dickinson,101.327234627987,Count,19059,427
Iowa,Dubuque,462.754147919109,Count,19061,434
Iowa,Emmet,49.8036973397135,Count,19063,437
Iowa,Fayette,133.277009732243,Count,19065,442
Iowa,Floyd,175.642021173179,Count,19067,447
Iowa,Franklin,88.4425934479594,Count,19069,451
Iowa,Fremont,130.995434153885,Count,19071,455
Iowa,Greene,89.5684881925673,Count,19073,458
Iowa,Grundy,104.202290138884,Count,19075,460
Iowa,Guthrie,58.1844744940775,Count,19077,467
Iowa,Hamilton,124.667428427476,Count,19079,469
Iowa,Hancock,58.6252864439575,Count,19081,470
Iowa,Hardin,137.458374027317,Count,19083,475
Iowa,Harrison,90.8133363053337,Count,19085,478
Iowa,Henry,232.462142704492,Count,19087,479
Iowa,Howard,152.323898009928,Count,19089,481
Iowa,Humboldt,51.4715450966925,Count,19091,487
Iowa,Ida,32.8521737823778,Count,19093,491
Iowa,Iowa,138.888153743877,Count,19095,495
Iowa,Jackson,182.453991381674,Count,19097,499
Iowa,Jasper,225.324555411493,Count,19099,505
Iowa,Jefferson,131.96872037425,Count,19101,507
Iowa,Johnson,890.081581209996,Count,19103,508
Iowa,Jones,138.308299987978,Count,19105,516
Iowa,Keokuk,112.126108573837,Count,19107,520
Iowa,Kossuth,157.540217708623,Count,19109,523
Iowa,Lee,442.470996944383,Count,19111,531
Iowa,Linn,1320.6287915637,Count,19113,535
Iowa,Louisa,147.722864553127,Count,19115,539
Iowa,Lucas,158.219847599256,Count,19117,542
Iowa,Lyon,96.0543358502622,Count,19119,546
Iowa,Madison,87.5607497075769,Count,19121,550
Iowa,Mahaska,211.862201838253,Count,19123,554
Iowa,Marion,170.958836802146,Count,19125,561
Iowa,Marshall,190.578223574742,Count,19127,568
Iowa,Mills,77.2967552991189,Count,19129,569
Iowa,Mitchell,131.710168520609,Count,19131,572
Iowa,Monona,74.720074359656,Count,19133,576
Iowa,Monroe,100.190358394317,Count,19135,580
Iowa,Montgomery,69.9397832346807,Count,19137,595
Iowa,Muscatine,169.530938577562,Count,19139,600
Iowa,O'Brien,98.3069687796296,Count,19141,604
Iowa,Osceola,71.5925353010028,Count,19143,607
Iowa,Page,78.9456265153698,Count,19145,612
Iowa,Palo Alto,58.0475357161579,Count,19147,618
Iowa,Plymouth,95.7656716261277,Count,19149,622
Iowa,Pocahontas,59.0839396983443,Count,19151,624
Iowa,Polk,1505.5320811986,Count,19153,629
Iowa,Pottawattamie,878.601376097165,Count,19155,637
Iowa,Poweshiek,117.942106804471,Count,19157,640
Iowa,Ringgold,83.7923482566315,Count,19159,642
Iowa,Sac,143.508849172462,Count,19161,647
Iowa,Scott,601.863820943197,Count,19163,657
Iowa,Shelby,109.609647594611,Count,19165,660
Iowa,Sioux,149.0524882921,Count,19167,663
Iowa,Story,481.02278041983,Count,19169,668
Iowa,Tama,136.7084870523,Count,19171,671
Iowa,Taylor,29.8481391537869,Count,19173,674
Iowa,Union,83.8874746253518,Count,19175,675
Iowa,Van Buren,157.341772927686,Count,19177,678
Iowa,Wapello,655.253444867571,Count,19179,681
Iowa,Warren,188.616884828545,Count,19181,685
Iowa,Washington,85.1750624821515,Count,19183,687
Iowa,Wayne,113.326247638178,Count,19185,691
Iowa,Webster,290.648995684432,Count,19187,694
Iowa,Winnebago,47.1835947473406,Count,19189,696
Iowa,Winneshiek,90.4285743885796,Count,19191,698
Iowa,Woodbury,662.871237227626,Count,19193,702
Iowa,Worth,83.8851007748764,Count,19195,703
Iowa,Wright,42.3987052867723,Count,19197,705
Kansas,Allen,160.405616959324,Count,20001,709
Kansas,Anderson,131.607961247957,Count,20003,712
Kansas,Atchison,131.315146535434,Count,20005,715
Kansas,Barber,23.8157822971313,Count,20007,717
Kansas,Barton,160.339521245865,Count,20009,719
Kansas,Bourbon,123.595187142778,Count,20011,722
Kansas,Brown,93.7626845663929,Count,20013,723
Kansas,Butler,583.812387266686,Count,20015,726
Kansas,Chase,34.3165895686261,Count,20017,729
Kansas,Chautauqua,54.5725826888577,Count,20019,730
Kansas,Cherokee,272.765186140402,Count,20021,732
Kansas,Cheyenne,1.03615631288743,Count,20023,736
Kansas,Clark,20.2723335170211,Count,20025,738
Kansas,Clay,55.2720690748544,Count,20027,739
Kansas,Cloud,72.5463415788423,Count,20029,740
Kansas,Coffey,81.8129825486058,Count,20031,745
Kansas,Comanche,4.84639234743055,Count,20033,748
Kansas,Cowley,317.020320646826,Count,20035,752
Kansas,Crawford,470.211104096811,Count,20037,756
Kansas,Decatur,23.6938405237504,Count,20039,759
Kansas,Dickinson,96.6154377283298,Count,20041,762
Kansas,Doniphan,180.552431699474,Count,20043,765
Kansas,Douglas,446.422131897641,Count,20045,767
Kansas,Edwards,38.0585498569621,Count,20047,770
Kansas,Elk,36.6902778942781,Count,20049,773
Kansas,Ellis,177.081975080194,Count,20051,774
Kansas,Ellsworth,66.712253195614,Count,20053,776
Kansas,Finney,102.569464978028,Count,20055,778
Kansas,Ford,176.717226363298,Count,20057,784
Kansas,Franklin,318.362098786403,Count,20059,786
Kansas,Geary,285.32701938561,Count,20061,788
Kansas,Gove,13.8819957072402,Count,20063,790
Kansas,Graham,7.78458020039971,Count,20065,791
Kansas,Grant,1.53738514799625,Count,20067,794
Kansas,Gray,23.1614781157703,Count,20069,798
Kansas,Greeley,15.3387753184494,Count,20071,801
Kansas,Greenwood,64.9276289030124,Count,20073,803
Kansas,Hamilton,36.3839512820853,Count,20075,805
Kansas,Harper,64.1991405506858,Count,20077,807
Kansas,Harvey,148.219273331789,Count,20079,812
Kansas,Haskell,26.7061354584385,Count,20081,815
Kansas,Hodgeman,5.28480074208156,Count,20083,818
Kansas,Jackson,115.45271222451,Count,20085,819
Kansas,Jefferson,120.033516945664,Count,20087,821
Kansas,Jewell,35.3617157215923,Count,20089,822
Kansas,Johnson,1285.45082394799,Count,20091,824
Kansas,Kearny,34.8471419755515,Count,20093,826
Kansas,Kingman,67.3634686089034,Count,20095,827
Kansas,Kiowa,96.4553187484015,Count,20097,829
Kansas,Labette,228.05237274603,Count,20099,831
Kansas,Lane,6.44834032511215,Count,20101,833
Kansas,Leavenworth,617.604840107433,Count,20103,836
Kansas,Lincoln,18.1976589532583,Count,20105,838
Kansas,Linn,96.7333764138012,Count,20107,840
Kansas,Logan,7.35390917575346,Count,20109,842
Kansas,Lyon,175.575405004325,Count,20111,844
Kansas,McPherson,145.79624851738,Count,20113,846
Kansas,Marion,149.559592587257,Count,20115,848
Kansas,Marshall,63.2499139398381,Count,20117,850
Kansas,Meade,18.9909776871506,Count,20119,851
Kansas,Miami,134.734261222443,Count,20121,853
Kansas,Mitchell,47.2431173411737,Count,20123,854
Kansas,Montgomery,396.58713045807,Count,20125,856
Kansas,Morris,46.6318815703664,Count,20127,858
Kansas,Morton,16.0328258554964,Count,20129,859
Kansas,Nemaha,59.7678876425743,Count,20131,861
Kansas,Neosho,85.9967573757661,Count,20133,862
Kansas,Ness,20.6705330468692,Count,20135,864
Kansas,Norton,25.9272011574059,Count,20137,866
Kansas,Osage,152.076068930504,Count,20139,867
Kansas,Osborne,21.9794374299746,Count,20141,869
Kansas,Ottawa,38.2779851885283,Count,20143,870
Kansas,Pawnee,47.9070594914228,Count,20145,872
Kansas,Phillips,49.4727398324698,Count,20147,873
Kansas,Pottawatomie,93.6799920691861,Count,20149,876
Kansas,Pratt,33.1045603229313,Count,20151,878
Kansas,Rawlins,13.0582171973208,Count,20153,880
Kansas,Reno,529.629500164686,Count,20155,882
Kansas,Republic,54.0804356152794,Count,20157,884
Kansas,Rice,51.438543648535,Count,20159,886
Kansas,Riley,573.134444066895,Count,20161,888
Kansas,Rooks,12.9306450298452,Count,20163,889
Kansas,Rush,47.3911648920422,Count,20165,891
Kansas,Russell,77.4353293732161,Count,20167,893
Kansas,Saline,269.244534938336,Count,20169,895
Kansas,Scott,3.78100810197429,Count,20171,897
Kansas,Sedgwick,3614.48763247443,Count,20173,898
Kansas,Seward,18.2603475810244,Count,20175,900
Kansas,Shawnee,1474.93907192925,Count,20177,902
Kansas,Sheridan,10.0956695971607,Count,20179,904
Kansas,Sherman,159.817919867727,Count,20181,907
Kansas,Smith,24.7909700588041,Count,20183,909
Kansas,Stafford,50.7355527138786,Count,20185,911
Kansas,Stanton,0.171020084992051,Count,20187,913
Kansas,Stevens,1.06749677484356,Count,20189,914
Kansas,Sumner,230.496984792891,Count,20191,916
Kansas,Thomas,84.5610923946105,Count,20193,917
Kansas,Trego,13.4677556233215,Count,20195,919
Kansas,Wabaunsee,50.1328248661835,Count,20197,920
Kansas,Wallace,29.2650221759885,Count,20199,921
Kansas,Washington,40.3359586098762,Count,20201,922
Kansas,Wichita,32.1417533501399,Count,20203,923
Kansas,Wilson,130.229270666479,Count,20205,925
Kansas,Woodson,54.69060561655,Count,20207,926
Kansas,Wyandotte,1731.74754773012,Count,20209,927
Kentucky,Adair,341.102285415341,Count,21001,928
Kentucky,Allen,369.757218357699,Count,21003,929
Kentucky,Anderson,117.367756458626,Count,21005,930
Kentucky,Ballard,107.262810447473,Count,21007,932
Kentucky,Barren,449.639489275829,Count,21009,933
Kentucky,Bath,273.441265451312,Count,21011,934
Kentucky,Bell,1414.23913701046,Count,21013,936
Kentucky,Boone,383.097139140804,Count,21015,1002
Kentucky,Bourbon,317.797392230164,Count,21017,1005
Kentucky,Boyd,384.959830529929,Count,21019,1008
Kentucky,Boyle,453.551090779057,Count,21021,1010
Kentucky,Bracken,209.215714599262,Count,21023,1013
Kentucky,Breathitt,668.464324954833,Count,21025,1017
Kentucky,Breckinridge,417.515015331846,Count,21027,1020
Kentucky,Bullitt,534.744146977051,Count,21029,1024
Kentucky,Butler,256.234309672249,Count,21031,1026
Kentucky,Caldwell,179.640248577754,Count,21033,1031
Kentucky,Calloway,439.197584611468,Count,21035,1033
Kentucky,Campbell,957.006885359761,Count,21037,1035
Kentucky,Carlisle,92.5356452995549,Count,21039,1039
Kentucky,Carroll,305.247596743272,Count,21041,1041
Kentucky,Carter,461.249590837089,Count,21043,1044
Kentucky,Casey,367.446530485718,Count,21045,1048
Kentucky,Christian,765.791816335952,Count,21047,1050
Kentucky,Clark,227.436785738756,Count,21049,1053
Kentucky,Clay,774.908381798768,Count,21051,1056
Kentucky,Clinton,156.489892449573,Count,21053,1059
Kentucky,Crittenden,227.360318488691,Count,21055,1064
Kentucky,Cumberland,148.51172489904,Count,21057,1067
Kentucky,Daviess,373.909586867601,Count,21059,1071
Kentucky,Edmonson,234.812809150597,Count,21061,1073
Kentucky,Elliott,266.260411325128,Count,21063,1075
Kentucky,Estill,350.801144252686,Count,21065,1077
Kentucky,Fayette,2481.90487412714,Count,21067,1080
Kentucky,Fleming,382.864137261129,Count,21069,1083
Kentucky,Floyd,1418.16844173614,Count,21071,1085
Kentucky,Franklin,262.184294176954,Count,21073,1086
Kentucky,Fulton,76.7364419948814,Count,21075,1088
Kentucky,Gallatin,73.7883138848938,Count,21077,1090
Kentucky,Garrard,192.894566429856,Count,21079,1092
Kentucky,Grant,245.096250082621,Count,21081,1094
Kentucky,Graves,540.071837026639,Count,21083,1097
Kentucky,Grayson,411.644206377484,Count,21085,1100
Kentucky,Green,275.809803852661,Count,21087,1102
Kentucky,Greenup,459.050883430995,Count,21089,1105
Kentucky,Hancock,95.2478150988243,Count,21091,1107
Kentucky,Hardin,903.043103541158,Count,21093,1110
Kentucky,Harlan,1082.53247996676,Count,21095,1114
Kentucky,Harrison,88.7546703048805,Count,21097,1119
Kentucky,Hart,550.651115853598,Count,21099,1121
Kentucky,Henderson,333.429653227495,Count,21101,1126
Kentucky,Henry,180.770066160558,Count,21103,1129
Kentucky,Hickman,98.7824156108517,Count,21105,1130
Kentucky,Hopkins,649.060221036098,Count,21107,1136
Kentucky,Jackson,315.217475462122,Count,21109,1140
Kentucky,Jefferson,2758.47906904876,Count,21111,1143
Kentucky,Jessamine,345.07863594872,Count,21113,1145
Kentucky,Johnson,775.685961665337,Count,21115,1148
Kentucky,Kenton,804.069613627495,Count,21117,1151
Kentucky,Knott,587.189420970321,Count,21119,1154
Kentucky,Knox,928.185865388012,Count,21121,1159
Kentucky,Larue,146.29538134289,Count,21123,1162
Kentucky,Laurel,1165.98571776942,Count,21125,1166
Kentucky,Lawrence,416.454146944577,Count,21127,1167
Kentucky,Lee,249.950034848603,Count,21129,1171
Kentucky,Leslie,358.290591504711,Count,21131,1175
Kentucky,Letcher,1050.24308854399,Count,21133,1178
Kentucky,Lewis,375.628805369155,Count,21135,1180
Kentucky,Lincoln,546.037167781978,Count,21137,1184
Kentucky,Livingston,217.772596784103,Count,21139,1187
Kentucky,Logan,497.674274762852,Count,21141,1190
Kentucky,Lyon,46.1985399389312,Count,21143,1193
Kentucky,McCracken,706.34592934185,Count,21145,1196
Kentucky,McCreary,661.060666010095,Count,21147,1198
Kentucky,McLean,142.429379522496,Count,21149,1201
Kentucky,Madison,1098.02578381753,Count,21151,1204
Kentucky,Magoffin,497.526803242341,Count,21153,1206
Kentucky,Marion,268.281238546502,Count,21155,1210
Kentucky,Marshall,331.949964361402,Count,21157,1213
Kentucky,Martin,362.379466221969,Count,21159,1215
Kentucky,Mason,232.212136741913,Count,21161,1217
Kentucky,Meade,364.646258446451,Count,21163,1220
Kentucky,Menifee,163.927868704659,Count,21165,1222
Kentucky,Mercer,319.470350296644,Count,21167,1225
Kentucky,Metcalfe,262.038589216635,Count,21169,1228
Kentucky,Monroe,311.705697462871,Count,21171,1230
Kentucky,Montgomery,408.867292336641,Count,21173,1233
Kentucky,Morgan,330.560430821182,Count,21175,1235
Kentucky,Muhlenberg,470.146994135243,Count,21177,1238
Kentucky,Nelson,475.652436617128,Count,21179,1243
Kentucky,Nicholas,57.8597817274253,Count,21181,1246
Kentucky,Ohio,388.855995088219,Count,21183,1249
Kentucky,Oldham,439.50220364904,Count,21185,1252
Kentucky,Owen,110.944926519626,Count,21187,1255
Kentucky,Owsley,355.183840581934,Count,21189,1257
Kentucky,Pendleton,166.012978028612,Count,21191,1260
Kentucky,Perry,861.462625589449,Count,21193,1265
Kentucky,Pike,1940.96099710606,Count,21195,1267
Kentucky,Powell,396.136199130093,Count,21197,1270
Kentucky,Pulaski,1023.23016810345,Count,21199,1272
Kentucky,Robertson,66.1785020161441,Count,21201,1273
