State,County,Hispanic ethnicity low access to store 2015 (LACCESS_HISP15),Units,FIPS,FID
Georgia,Wheeler,6.92805594363017,Count,13309,154
Georgia,White,0,Count,13311,157
Georgia,Whitfield,8059.79220372521,Count,13313,159
Georgia,Wilcox,0.871081385703292,Count,13315,163
Georgia,Wilkes,83.1957108555216,Count,13317,167
Georgia,Wilkinson,57.9766058614623,Count,13319,169
Georgia,Worth,7.73955040900182,Count,13321,173
Hawaii,Hawaii,8384.29920672184,Count,15001,198
Hawaii,Honolulu,22552.2008051837,Count,15003,234
Hawaii,Kalawao,0.0,Count,15005,247
Hawaii,Kauai,2635.39912415114,Count,15007,261
Hawaii,Maui,4591.71807213407,Count,15009,323
Idaho,Ada,3542.95243704915,Count,16001,336
Idaho,Adams,6.47846323969296,Count,16003,338
Idaho,Bannock,1327.04244731973,Count,16005,343
Idaho,Bear Lake,35.5928489370312,Count,16007,349
Idaho,Benewah,36.1548514192509,Count,16009,354
Idaho,Bingham,1556.31040994903,Count,16011,362
Idaho,Blaine,1928.76665915857,Count,16013,371
Idaho,Boise,181.366723280849,Count,16015,380
Idaho,Bonner,169.555576653836,Count,16017,387
Idaho,Bonneville,3126.26383727984,Count,16019,395
Idaho,Boundary,44.3098594536717,Count,16021,405
Idaho,Butte,51.2406327808902,Count,16023,414
Idaho,Camas,75.0000004902908,Count,16025,429
Idaho,Canyon,7911.63426634998,Count,16027,441
Idaho,Caribou,161.43257716118,Count,16029,449
Idaho,Cassia,1238.968176485,Count,16031,456
Idaho,Clark,398.00000199052,Count,16033,464
Idaho,Clearwater,59.7336724938993,Count,16035,474
Idaho,Custer,61.2745906461663,Count,16037,484
Idaho,Elmore,1044.42966993519,Count,16039,490
Idaho,Franklin,31.6600330097868,Count,16041,498
Idaho,Fremont,302.147005008105,Count,16043,502
Idaho,Gem,298.36999176174,Count,16045,510
Idaho,Gooding,53.3789573928973,Count,16047,519
Idaho,Idaho,135.597905452615,Count,16049,528
Idaho,Jefferson,705.430184080315,Count,16051,540
Idaho,Jerome,1457.57630220737,Count,16053,547
Idaho,Kootenai,1251.63400804579,Count,16055,552
Idaho,Latah,110.349184607081,Count,16057,559
Idaho,Lemhi,81.3166749037131,Count,16059,566
Idaho,Lewis,34.5094345693363,Count,16061,574
Idaho,Lincoln,1445.79567514568,Count,16063,578
Idaho,Madison,432.021380301972,Count,16065,581
Idaho,Minidoka,1401.43541177885,Count,16067,585
Idaho,Nez Perce,149.069855905151,Count,16069,589
Idaho,Oneida,25.0861528004631,Count,16071,593
Idaho,Owyhee,442.735633947501,Count,16073,601
Idaho,Payette,970.341541379959,Count,16075,606
Idaho,Power,165.985484891075,Count,16077,613
Idaho,Shoshone,31.1651759492077,Count,16079,621
Idaho,Teton,159.699983907821,Count,16081,627
Idaho,Twin Falls,843.385220928592,Count,16083,634
Idaho,Valley,43.5579063832595,Count,16085,643
Idaho,Washington,112.087072054439,Count,16087,649
Illinois,Adams,76.176353207431,Count,17001,650
Illinois,Alexander,44.6006540414255,Count,17003,651
Illinois,Bond,43.7350330742192,Count,17005,652
Illinois,Boone,1694.81410391964,Count,17007,653
Illinois,Brown,261.808137610555,Count,17009,654
Illinois,Bureau,311.900853594704,Count,17011,2
Illinois,Calhoun,7.0000001514702,Count,17013,4
Illinois,Carroll,66.8770893909552,Count,17015,6
Illinois,Cass,23.1317198672368,Count,17017,10
Illinois,Champaign,1798.91654569579,Count,17019,12
Illinois,Christian,118.735038624145,Count,17021,14
Illinois,Clark,10.749533519207,Count,17023,19
Illinois,Clay,12.6503600306169,Count,17025,22
Illinois,Clinton,368.341201572504,Count,17027,27
Illinois,Coles,157.715978801232,Count,17029,30
Illinois,Cook,41891.7549612973,Count,17031,36
Illinois,Crawford,152.094775564554,Count,17033,40
Illinois,Cumberland,0,Count,17035,44
Illinois,DeKalb,2959.0907095963,Count,17037,49
Illinois,De Witt,12.8028639756376,Count,17039,53
Illinois,Douglas,52.5701651349955,Count,17041,55
Illinois,DuPage,25632.4723238026,Count,17043,64
Illinois,Edgar,43.4877003052425,Count,17045,66
Illinois,Edwards,13.0593987197499,Count,17047,71
Illinois,Effingham,79.8381850235291,Count,17049,76
Illinois,Fayette,72.4380974476353,Count,17051,79
Illinois,Ford,45.8472845004871,Count,17053,81
Illinois,Franklin,49.9753553230621,Count,17055,85
Illinois,Fulton,51.4257798016479,Count,17057,89
Illinois,Gallatin,59.0000001644949,Count,17059,92
Illinois,Greene,6.77722880616784,Count,17061,96
Illinois,Grundy,677.155276989266,Count,17063,99
Illinois,Hamilton,11.3418691387778,Count,17065,106
Illinois,Hancock,39.6204759739921,Count,17067,111
Illinois,Hardin,2.02091201720759,Count,17069,113
Illinois,Henderson,0.0,Count,17071,117
Illinois,Henry,345.571581250206,Count,17073,121
Illinois,Iroquois,579.862930949423,Count,17075,125
Illinois,Jackson,505.442964286102,Count,17077,129
Illinois,Jasper,11.7004007985815,Count,17079,133
Illinois,Jefferson,196.624887172406,Count,17081,137
Illinois,Jersey,34.3839215476964,Count,17083,142
Illinois,Jo Daviess,132.962936909127,Count,17085,145
Illinois,Johnson,168.426967362608,Count,17087,152
Illinois,Kane,17244.1549498633,Count,17089,156
Illinois,Kankakee,1318.77856893503,Count,17091,161
Illinois,Kendall,2372.88855461104,Count,17093,165
Illinois,Knox,552.040497966938,Count,17095,166
Illinois,Lake,25693.8839395261,Count,17097,170
Illinois,LaSalle,1795.8639388157,Count,17099,175
Illinois,Lawrence,18.077177151863,Count,17101,177
Illinois,Lee,182.037350069408,Count,17103,180
Illinois,Livingston,71.3736695006155,Count,17105,182
Illinois,Logan,476.464969916185,Count,17107,186
Illinois,McDonough,110.534779408772,Count,17109,189
Illinois,McHenry,13706.1561096368,Count,17111,192
Illinois,McLean,2650.82400007621,Count,17113,193
Illinois,Macon,442.442527273302,Count,17115,194
Illinois,Macoupin,75.3189339926612,Count,17117,196
Illinois,Madison,3013.10537414077,Count,17119,199
Illinois,Marion,166.089208671498,Count,17121,201
Illinois,Marshall,29.2243116758764,Count,17123,202
Illinois,Mason,40.3466062068674,Count,17125,206
Illinois,Massac,34.1188895172352,Count,17127,208
Illinois,Menard,4.50933325616643,Count,17129,212
Illinois,Mercer,47.776774680402,Count,17131,216
Illinois,Monroe,133.378476866099,Count,17133,219
Illinois,Montgomery,109.007774256286,Count,17135,223
Illinois,Morgan,189.020872637683,Count,17137,225
Illinois,Moultrie,0.680304266978055,Count,17139,227
Illinois,Ogle,1511.53867857059,Count,17141,229
Illinois,Peoria,1347.27579544869,Count,17143,233
Illinois,Perry,78.1686766228595,Count,17145,235
Illinois,Piatt,3.37982079433277,Count,17147,238
Illinois,Pike,23.6455928600858,Count,17149,241
Illinois,Pope,6.73298193331357,Count,17151,245
Illinois,Pulaski,21.3735050236041,Count,17153,248
Illinois,Putnam,13.9678494428517,Count,17155,253
Illinois,Randolph,158.496799194952,Count,17157,255
Illinois,Richland,3.93209770135581,Count,17159,259
Illinois,Rock Island,3439.51356163511,Count,17161,265
Illinois,St. Clair,3516.67821168183,Count,17163,269
Illinois,Saline,149.43381499256,Count,17165,271
Illinois,Sangamon,678.101346379744,Count,17167,274
Illinois,Schuyler,5.16814842342865,Count,17169,278
Illinois,Scott,10.0000001108274,Count,17171,280
Illinois,Shelby,48.4602841457745,Count,17173,283
Illinois,Stark,26.243230149847,Count,17175,285
Illinois,Stephenson,60.1888601121427,Count,17177,290
Illinois,Tazewell,1194.37966999816,Count,17179,291
Illinois,Union,59.5488826395012,Count,17181,293
Illinois,Vermilion,481.258473617975,Count,17183,296
Illinois,Wabash,16.8029475722578,Count,17185,299
Illinois,Warren,120.053111857629,Count,17187,301
Illinois,Washington,23.4215442297282,Count,17189,305
Illinois,Wayne,24.4354455832581,Count,17191,310
Illinois,White,82.6163672900657,Count,17193,312
Illinois,Whiteside,1050.5734976254,Count,17195,314
Illinois,Will,27551.803227447,Count,17197,320
Illinois,Williamson,181.563219916885,Count,17199,324
Illinois,Winnebago,5997.35829210871,Count,17201,325
Illinois,Woodford,55.684328837262,Count,17203,328
Indiana,Adams,154.11120636249,Count,18001,330
Indiana,Allen,5430.81615650538,Count,18003,335
Indiana,Bartholomew,1715.60300373731,Count,18005,342
Indiana,Benton,12.1913107252622,Count,18007,179
Indiana,Blackford,2.73091659322381,Count,18009,183
Indiana,Boone,168.074664772361,Count,18011,185
Indiana,Brown,12.6169373095623,Count,18013,188
Indiana,Carroll,73.5742762773298,Count,18015,195
Indiana,Cass,124.123714285961,Count,18017,211
Indiana,Clark,1150.03720277837,Count,18019,215
Indiana,Clay,8.75141913757398,Count,18021,221
Indiana,Clinton,75.1020924784243,Count,18023,226
Indiana,Crawford,12.0312277137302,Count,18025,232
Indiana,Daviess,502.574039747182,Count,18027,239
Indiana,Dearborn,166.423614586412,Count,18029,242
Indiana,Decatur,32.8482568987238,Count,18031,246
Indiana,DeKalb,254.521274996716,Count,18033,249
Indiana,Delaware,471.403497155958,Count,18035,252
Indiana,Dubois,36.1705535079517,Count,18037,254
Indiana,Elkhart,5327.20688323607,Count,18039,260
Indiana,Fayette,32.4954214565223,Count,18041,263
Indiana,Floyd,530.11528245523,Count,18043,267
Indiana,Fountain,69.0842515355907,Count,18045,270
Indiana,Franklin,33.7376684308911,Count,18047,272
Indiana,Fulton,76.5563055634084,Count,18049,276
Indiana,Gibson,26.9303128496358,Count,18051,286
Indiana,Grant,369.265044026613,Count,18053,297
Indiana,Greene,35.8784663704919,Count,18055,309
Indiana,Hamilton,2606.41024526221,Count,18057,321
Indiana,Hancock,347.254977550063,Count,18059,329
Indiana,Harrison,44.6138408460974,Count,18061,334
Indiana,Hendricks,917.531728239909,Count,18063,341
Indiana,Henry,21.865394574008,Count,18065,344
Indiana,Howard,543.006534425065,Count,18067,348
Indiana,Huntington,157.964119698918,Count,18069,352
Indiana,Jackson,381.014761088004,Count,18071,355
Indiana,Jasper,275.073838873417,Count,18073,356
Indiana,Jay,103.284228974092,Count,18075,358
Indiana,Jefferson,212.940030167285,Count,18077,363
Indiana,Jennings,230.38866273145,Count,18079,367
Indiana,Johnson,873.064045322701,Count,18081,370
Indiana,Knox,141.706732662671,Count,18083,376
Indiana,Kosciusko,1587.88224769095,Count,18085,384
Indiana,LaGrange,4.32872420549393,Count,18087,386
Indiana,Lake,16133.1063196957,Count,18089,389
Indiana,LaPorte,1667.85659676553,Count,18091,392
Indiana,Lawrence,52.5847703375844,Count,18093,396
Indiana,Madison,1124.01290915048,Count,18095,401
Indiana,Marion,18022.2407152472,Count,18097,409
Indiana,Marshall,505.462581319671,Count,18099,412
Indiana,Martin,0.0896487887948751,Count,18101,418
Indiana,Miami,207.556860608262,Count,18103,420
Indiana,Monroe,531.137945073781,Count,18105,422
Indiana,Montgomery,218.373789404257,Count,18107,425
Indiana,Morgan,116.832254070145,Count,18109,430
Indiana,Newton,94.628109265116,Count,18111,433
Indiana,Noble,244.024617899544,Count,18113,436
Indiana,Ohio,0,Count,18115,440
Indiana,Orange,32.9726386682596,Count,18117,444
Indiana,Owen,0.0195985085684924,Count,18119,448
Indiana,Parke,27.6255396075849,Count,18121,452
Indiana,Perry,66.3307979366623,Count,18123,459
Indiana,Pike,3.72136687814782,Count,18125,465
Indiana,Porter,4674.10411455205,Count,18127,468
Indiana,Posey,41.8503675979377,Count,18129,471
Indiana,Pulaski,8.73944593651686,Count,18131,477
Indiana,Putnam,22.0490022741433,Count,18133,480
Indiana,Randolph,164.04369404375,Count,18135,485
Indiana,Ripley,5.86960963904858,Count,18137,488
Indiana,Rush,2.94786840723827,Count,18139,493
Indiana,St. Joseph,4648.23765384556,Count,18141,496
Indiana,Scott,16.2667379947379,Count,18143,504
Indiana,Shelby,330.478982485831,Count,18145,506
Indiana,Spencer,0.0,Count,18147,509
Indiana,Starke,30.6196311742533,Count,18149,512
Indiana,Steuben,363.143399935216,Count,18151,515
Indiana,Sullivan,13.8663785448298,Count,18153,518
Indiana,Switzerland,8.99999987985939,Count,18155,526
Indiana,Tippecanoe,2208.4960067314,Count,18157,530
Indiana,Tipton,35.9932986432395,Count,18159,534
Indiana,Union,0,Count,18161,538
Indiana,Vanderburgh,502.450694337589,Count,18163,543
Indiana,Vermillion,13.493405982852,Count,18165,548
Indiana,Vigo,1200.23230434585,Count,18167,553
Indiana,Wabash,108.271349117786,Count,18169,555
Indiana,Warren,6.11243762238882,Count,18171,567
Indiana,Warrick,316.45925575691,Count,18173,575
Indiana,Washington,32.4969190456704,Count,18175,584
Indiana,Wayne,224.652974285942,Count,18177,586
Indiana,Wells,86.2174522527639,Count,18179,590
Indiana,White,271.752272715632,Count,18181,594
Indiana,Whitley,34.2828143110964,Count,18183,597
Iowa,Adair,1.00000002980232,Count,19001,598
Iowa,Adams,4.61016906132454,Count,19003,602
Iowa,Allamakee,16.7745202171727,Count,19005,608
Iowa,Appanoose,16.6822573883492,Count,19007,611
Iowa,Audubon,7.85431566275656,Count,19009,615
Iowa,Benton,27.1839397315343,Count,19011,619
Iowa,Black Hawk,1477.98047345368,Count,19013,623
Iowa,Boone,90.3295564448854,Count,19015,625
Iowa,Bremer,9.13023934475132,Count,19017,631
Iowa,Buchanan,66.5569242419979,Count,19019,632
Iowa,Buena Vista,166.143377109023,Count,19021,633
Iowa,Butler,61.8668595976342,Count,19023,361
Iowa,Calhoun,1.00000004051253,Count,19025,365
Iowa,Carroll,3.38935955055058,Count,19027,369
Iowa,Cass,38.8146343215194,Count,19029,374
Iowa,Cedar,55.6187118099333,Count,19031,379
Iowa,Cerro Gordo,192.354050381284,Count,19033,383
Iowa,Cherokee,16.592195118079,Count,19035,388
Iowa,Chickasaw,17.5817521286954,Count,19037,393
Iowa,Clarke,22.1527150982874,Count,19039,397
Iowa,Clay,15.87256407924,Count,19041,398
Iowa,Clayton,7.76187160657719,Count,19043,402
Iowa,Clinton,279.433871371581,Count,19045,404
Iowa,Crawford,579.132644896323,Count,19047,408
Iowa,Dallas,417.292379906226,Count,19049,413
Iowa,Davis,2.9434311685618,Count,19051,416
Iowa,Decatur,8.00000029802322,Count,19053,419
Iowa,Delaware,11.8792657125741,Count,19055,421
Iowa,Des Moines,206.552508043541,Count,19057,424
Iowa,Dickinson,36.3787555582821,Count,19059,427
Iowa,Dubuque,277.521589123317,Count,19061,434
Iowa,Emmet,67.380164733717,Count,19063,437
Iowa,Fayette,10.1180684801802,Count,19065,442
Iowa,Floyd,42.2270767578539,Count,19067,447
Iowa,Franklin,39.9378050877785,Count,19069,451
Iowa,Fremont,150.380117044002,Count,19071,455
Iowa,Greene,10.8019101917744,Count,19073,458
Iowa,Grundy,9.0,Count,19075,460
Iowa,Guthrie,41.6929426640272,Count,19077,467
Iowa,Hamilton,74.9119345459449,Count,19079,469
Iowa,Hancock,69.9810305694991,Count,19081,470
Iowa,Hardin,66.1446012124652,Count,19083,475
Iowa,Harrison,28.856942899758,Count,19085,478
Iowa,Henry,258.457500115681,Count,19087,479
Iowa,Howard,35.798229478838,Count,19089,481
Iowa,Humboldt,38.2879117658304,Count,19091,487
Iowa,Ida,0.0,Count,19093,491
Iowa,Iowa,37.1804321586723,Count,19095,495
Iowa,Jackson,43.54074635297,Count,19097,499
Iowa,Jasper,59.1142711547291,Count,19099,505
Iowa,Jefferson,22.2142893742857,Count,19101,507
Iowa,Johnson,1255.11996063132,Count,19103,508
Iowa,Jones,31.8079822944601,Count,19105,516
Iowa,Keokuk,30.896786206973,Count,19107,520
Iowa,Kossuth,130.99216246407,Count,19109,523
Iowa,Lee,135.33964270384,Count,19111,531
Iowa,Linn,1105.69146530734,Count,19113,535
Iowa,Louisa,3.32276022806764,Count,19115,539
Iowa,Lucas,28.5974126099609,Count,19117,542
Iowa,Lyon,31.7864979652222,Count,19119,546
Iowa,Madison,16.7410692351114,Count,19121,550
Iowa,Mahaska,43.6384917714407,Count,19123,554
Iowa,Marion,55.4798269292096,Count,19125,561
Iowa,Marshall,620.916106881745,Count,19127,568
Iowa,Mills,31.5864227883199,Count,19129,569
Iowa,Mitchell,22.5136658266892,Count,19131,572
Iowa,Monona,21.054718946795,Count,19133,576
Iowa,Monroe,35.1449329160096,Count,19135,580
Iowa,Montgomery,43.8039980770554,Count,19137,595
Iowa,Muscatine,1733.10591400486,Count,19139,600
Iowa,O'Brien,110.368403552176,Count,19141,604
Iowa,Osceola,24.9999999706342,Count,19143,607
Iowa,Page,166.146160029981,Count,19145,612
Iowa,Palo Alto,37.8230684645914,Count,19147,618
Iowa,Plymouth,24.5764389433898,Count,19149,622
Iowa,Pocahontas,71.0456110115483,Count,19151,624
Iowa,Polk,3962.81455521004,Count,19153,629
Iowa,Pottawattamie,2116.71341467397,Count,19155,637
Iowa,Poweshiek,100.849002218718,Count,19157,640
Iowa,Ringgold,0.712482833769172,Count,19159,642
Iowa,Sac,109.052235911367,Count,19161,647
Iowa,Scott,754.861089943751,Count,19163,657
Iowa,Shelby,57.6989737184231,Count,19165,660
Iowa,Sioux,74.3953110445291,Count,19167,663
Iowa,Story,611.914720062445,Count,19169,668
Iowa,Tama,395.850644338992,Count,19171,671
Iowa,Taylor,3.34121920308098,Count,19173,674
Iowa,Union,24.9904664151763,Count,19175,675
Iowa,Van Buren,34.9999998949573,Count,19177,678
Iowa,Wapello,2042.9490074707,Count,19179,681
Iowa,Warren,151.537147403074,Count,19181,685
Iowa,Washington,37.2835349093075,Count,19183,687
Iowa,Wayne,37.9669156636932,Count,19185,691
Iowa,Webster,316.060041700825,Count,19187,694
Iowa,Winnebago,117.000000175496,Count,19189,696
Iowa,Winneshiek,44.6836544144899,Count,19191,698
Iowa,Woodbury,2355.39723429323,Count,19193,702
Iowa,Worth,9.33145540580153,Count,19195,703
Iowa,Wright,97.8189753605722,Count,19197,705
Kansas,Allen,146.175404685782,Count,20001,709
Kansas,Anderson,35.1849907301366,Count,20003,712
Kansas,Atchison,62.1583904288418,Count,20005,715
Kansas,Barber,8.10378714959399,Count,20007,717
Kansas,Barton,1073.0389140734,Count,20009,719
Kansas,Bourbon,49.4782959094446,Count,20011,722
Kansas,Brown,19.8817446157336,Count,20013,723
Kansas,Butler,654.506435206269,Count,20015,726
Kansas,Chase,92.7894875967297,Count,20017,729
Kansas,Chautauqua,15.7801657771565,Count,20019,730
Kansas,Cherokee,83.1427541561425,Count,20021,732
Kansas,Cheyenne,9.65943203833012,Count,20023,736
Kansas,Clark,162.999999439891,Count,20025,738
Kansas,Clay,46.9999999376014,Count,20027,739
Kansas,Cloud,59.2078814153792,Count,20029,740
Kansas,Coffey,58.8227424708211,Count,20031,745
Kansas,Comanche,9.13649653923312,Count,20033,748
Kansas,Cowley,782.457832170315,Count,20035,752
Kansas,Crawford,678.314983805396,Count,20037,756
Kansas,Decatur,9.66522246019122,Count,20039,759
Kansas,Dickinson,70.956281779906,Count,20041,762
Kansas,Doniphan,99.3233020661046,Count,20043,765
Kansas,Douglas,872.87512537405,Count,20045,767
Kansas,Edwards,63.6472647204064,Count,20047,770
Kansas,Elk,79.0000003809366,Count,20049,773
Kansas,Ellis,172.921264698054,Count,20051,774
Kansas,Ellsworth,58.8890527715703,Count,20053,776
Kansas,Finney,3611.53494784452,Count,20055,778
Kansas,Ford,2241.59762447194,Count,20057,784
Kansas,Franklin,582.239132715657,Count,20059,786
Kansas,Geary,1641.10579515499,Count,20061,788
Kansas,Gove,12.0000000753162,Count,20063,790
Kansas,Graham,7.70173844559031,Count,20065,791
Kansas,Grant,213.924036626535,Count,20067,794
Kansas,Gray,280.964275011015,Count,20069,798
Kansas,Greeley,170.999999009728,Count,20071,801
Kansas,Greenwood,70.8579669974806,Count,20073,803
Kansas,Hamilton,827.00000095066,Count,20075,805
Kansas,Harper,47.0570526331867,Count,20077,807
Kansas,Harvey,612.72585312638,Count,20079,812
Kansas,Haskell,1148.99999913641,Count,20081,815
Kansas,Hodgeman,47.7081611433023,Count,20083,818
Kansas,Jackson,87.2082857721325,Count,20085,819
Kansas,Jefferson,0.863787380279973,Count,20087,821
Kansas,Jewell,14.1439667684026,Count,20089,822
Kansas,Johnson,5124.64395213725,Count,20091,824
Kansas,Kearny,1135.00000206133,Count,20093,826
Kansas,Kingman,52.1118136919104,Count,20095,827
Kansas,Kiowa,98.9590291333009,Count,20097,829
Kansas,Labette,161.40213886468,Count,20099,831
Kansas,Lane,32.9440538677954,Count,20101,833
Kansas,Leavenworth,1988.52363574396,Count,20103,836
Kansas,Lincoln,18.4961643520801,Count,20105,838
Kansas,Linn,32.2897893063491,Count,20107,840
Kansas,Logan,18.9999999352585,Count,20109,842
Kansas,Lyon,1025.27936679876,Count,20111,844
Kansas,McPherson,282.658495994365,Count,20113,846
Kansas,Marion,67.8402432887815,Count,20115,848
Kansas,Marshall,14.7884317738935,Count,20117,850
Kansas,Meade,523.807456501527,Count,20119,851
Kansas,Miami,64.4275271715596,Count,20121,853
Kansas,Mitchell,15.2174787623808,Count,20123,854
Kansas,Montgomery,383.467867597503,Count,20125,856
Kansas,Morris,61.0283073674673,Count,20127,858
Kansas,Morton,157.72421101067,Count,20129,859
Kansas,Nemaha,17.7238170420751,Count,20131,861
Kansas,Neosho,18.031808530839,Count,20133,862
Kansas,Ness,89.0000008058087,Count,20135,864
Kansas,Norton,106.055709395616,Count,20137,866
Kansas,Osage,26.7313364171487,Count,20139,867
Kansas,Osborne,14.9999999320717,Count,20141,869
Kansas,Ottawa,33.0000004398098,Count,20143,870
Kansas,Pawnee,40.6906352629556,Count,20145,872
Kansas,Phillips,33.0629313410318,Count,20147,873
Kansas,Pottawatomie,12.1717540802629,Count,20149,876
Kansas,Pratt,90.4893238490331,Count,20151,878
Kansas,Rawlins,18.3901126408091,Count,20153,880
Kansas,Reno,884.193565871173,Count,20155,882
Kansas,Republic,5.97568835693528,Count,20157,884
Kansas,Rice,63.3195824590985,Count,20159,886
Kansas,Riley,2055.13729822916,Count,20161,888
Kansas,Rooks,27.999999934994,Count,20163,889
Kansas,Rush,14.9391920312919,Count,20165,891
Kansas,Russell,19.2997095223982,Count,20167,893
Kansas,Saline,899.389857501465,Count,20169,895
Kansas,Scott,43.3292458185373,Count,20171,897
Kansas,Sedgwick,16009.9859496517,Count,20173,898
Kansas,Seward,486.384328505789,Count,20175,900
Kansas,Shawnee,6560.13835166727,Count,20177,902
Kansas,Sheridan,34.9999998235778,Count,20179,904
Kansas,Sherman,430.236327759174,Count,20181,907
Kansas,Smith,38.0000001355074,Count,20183,909
Kansas,Stafford,241.89448206855,Count,20185,911
Kansas,Stanton,37.3106115764367,Count,20187,913
Kansas,Stevens,245.728694592923,Count,20189,914
Kansas,Sumner,389.977507085243,Count,20191,916
Kansas,Thomas,192.730928686085,Count,20193,917
Kansas,Trego,12.2402637030009,Count,20195,919
Kansas,Wabaunsee,107.022871106757,Count,20197,920
Kansas,Wallace,108.000000609991,Count,20199,921
Kansas,Washington,71.2433738114414,Count,20201,922
Kansas,Wichita,550.000000860847,Count,20203,923
Kansas,Wilson,13.6330157312332,Count,20205,925
Kansas,Woodson,20.7247630619677,Count,20207,926
Kansas,Wyandotte,6145.16718385076,Count,20209,927
Kentucky,Adair,30.1858738520655,Count,21001,928
Kentucky,Allen,6.07000267229159,Count,21003,929
Kentucky,Anderson,73.7232361072755,Count,21005,930
Kentucky,Ballard,4.88734694050709,Count,21007,932
Kentucky,Barren,170.974838903121,Count,21009,933
Kentucky,Bath,0.504270077683032,Count,21011,934
Kentucky,Bell,39.388390879081,Count,21013,936
Kentucky,Boone,1236.11722229583,Count,21015,1002
Kentucky,Bourbon,308.978986895876,Count,21017,1005
Kentucky,Boyd,89.1757164190312,Count,21019,1008
Kentucky,Boyle,253.208886163649,Count,21021,1010
Kentucky,Bracken,0.0,Count,21023,1013
Kentucky,Breathitt,23.8721986866076,Count,21025,1017
Kentucky,Breckinridge,18.4717141937863,Count,21027,1020
Kentucky,Bullitt,357.450739977104,Count,21029,1024
Kentucky,Butler,4.21191902142573,Count,21031,1026
Kentucky,Caldwell,10.2476976769976,Count,21033,1031
Kentucky,Calloway,99.436223267453,Count,21035,1033
Kentucky,Campbell,361.686127759736,Count,21037,1035
Kentucky,Carlisle,4.67267717706272,Count,21039,1039
Kentucky,Carroll,374.319177095313,Count,21041,1041
Kentucky,Carter,8.89200564974453,Count,21043,1044
Kentucky,Casey,15.2495460384845,Count,21045,1048
Kentucky,Christian,1769.43129883396,Count,21047,1050
Kentucky,Clark,47.6372624020119,Count,21049,1053
Kentucky,Clay,173.300816226491,Count,21051,1056
Kentucky,Clinton,0.0,Count,21053,1059
Kentucky,Crittenden,0.985590633936226,Count,21055,1064
Kentucky,Cumberland,2.19067293033004,Count,21057,1067
Kentucky,Daviess,341.296751705391,Count,21059,1071
Kentucky,Edmonson,2.11932607720337,Count,21061,1073
Kentucky,Elliott,0.0,Count,21063,1075
Kentucky,Estill,9.88025459767937,Count,21065,1077
Kentucky,Fayette,3495.01593165053,Count,21067,1080
Kentucky,Fleming,4.43577878750511,Count,21069,1083
Kentucky,Floyd,11.9794995058764,Count,21071,1085
Kentucky,Franklin,215.457204513485,Count,21073,1086
Kentucky,Fulton,0.0527343191206455,Count,21075,1088
Kentucky,Gallatin,0,Count,21077,1090
Kentucky,Garrard,0.0605025132681476,Count,21079,1092
Kentucky,Grant,103.191219477537,Count,21081,1094
Kentucky,Graves,92.0961461871502,Count,21083,1097
Kentucky,Grayson,52.2080435114126,Count,21085,1100
Kentucky,Green,17.738531697525,Count,21087,1102
Kentucky,Greenup,51.3622904918222,Count,21089,1105
Kentucky,Hancock,1.01680113730981,Count,21091,1107
Kentucky,Hardin,1906.36343088806,Count,21093,1110
Kentucky,Harlan,18.224634664075,Count,21095,1114
Kentucky,Harrison,11.2156662589186,Count,21097,1119
Kentucky,Hart,14.5045919503264,Count,21099,1121
Kentucky,Henderson,98.4772003142027,Count,21101,1126
Kentucky,Henry,6.39233567164234,Count,21103,1129
Kentucky,Hickman,0.0,Count,21105,1130
Kentucky,Hopkins,193.514918690401,Count,21107,1136
Kentucky,Jackson,0.002359034217136,Count,21109,1140
Kentucky,Jefferson,4625.54790626669,Count,21111,1143
Kentucky,Jessamine,199.330800888813,Count,21113,1145
Kentucky,Johnson,17.5368746654349,Count,21115,1148
Kentucky,Kenton,864.28304675235,Count,21117,1151
Kentucky,Knott,0.0,Count,21119,1154
Kentucky,Knox,23.7864795590619,Count,21121,1159
Kentucky,Larue,7.03576600827,Count,21123,1162
Kentucky,Laurel,67.9580484621256,Count,21125,1166
Kentucky,Lawrence,14.2427515319164,Count,21127,1167
Kentucky,Lee,0.0,Count,21129,1171
Kentucky,Leslie,1.79290161346273,Count,21131,1175
Kentucky,Letcher,0,Count,21133,1178
Kentucky,Lewis,4.24235792989202,Count,21135,1180
Kentucky,Lincoln,59.2833211218692,Count,21137,1184
Kentucky,Livingston,11.6608364292699,Count,21139,1187
Kentucky,Logan,104.686766888355,Count,21141,1190
Kentucky,Lyon,1.78892272198573,Count,21143,1193
Kentucky,McCracken,314.365973322916,Count,21145,1196
Kentucky,McCreary,1.29574197503553,Count,21147,1198
Kentucky,McLean,0.854104578495026,Count,21149,1201
Kentucky,Madison,446.84515992425,Count,21151,1204
Kentucky,Magoffin,0.0107569973879436,Count,21153,1206
Kentucky,Marion,2.00590519730122,Count,21155,1210
Kentucky,Marshall,5.78940621344373,Count,21157,1213
Kentucky,Martin,0.0,Count,21159,1215
Kentucky,Mason,40.0127075907284,Count,21161,1217
Kentucky,Meade,429.920155699872,Count,21163,1220
Kentucky,Menifee,0.0,Count,21165,1222
Kentucky,Mercer,141.48104128064,Count,21167,1225
Kentucky,Metcalfe,0.935534972697496,Count,21169,1228
Kentucky,Monroe,7.0570066877408,Count,21171,1230
Kentucky,Montgomery,60.7865517270402,Count,21173,1233
