State,County,Full-service restaurants per 1000 pop (% change) 2011-16 (PCH_FSRPTH_11_16),Units,FIPS,FID
Idaho,Elmore,0.402453047,% change,16039,490
Idaho,Franklin,-28.02315127,% change,16041,498
Idaho,Fremont,-7.532024152,% change,16043,502
Idaho,Gem,-1.766888509,% change,16045,510
Idaho,Gooding,14.29624354,% change,16047,519
Idaho,Idaho,18.154835264,% change,16049,528
Idaho,Jefferson,-57.953033409,% change,16051,540
Idaho,Jerome,81.703358129,% change,16053,547
Idaho,Kootenai,-8.007496213,% change,16055,552
Idaho,Latah,-18.78480099,% change,16057,559
Idaho,Lemhi,-12.637789009,% change,16059,566
Idaho,Lewis,-1.014832162,% change,16061,574
Idaho,Lincoln,29.890513259,% change,16063,578
Idaho,Madison,-13.201481825,% change,16065,581
Idaho,Minidoka,17.825389885,% change,16067,585
Idaho,Nez Perce,-8.240223464,% change,16069,589
Idaho,Oneida,-2.152279565,% change,16071,593
Idaho,Owyhee,0.105605914,% change,16073,601
Idaho,Payette,-26.220549738,% change,16075,606
Idaho,Power,-15.404864465,% change,16077,613
Idaho,Shoshone,70.036789387,% change,16079,621
Idaho,Teton,8.873804799,% change,16081,627
Idaho,Twin Falls,-5.071195884,% change,16083,634
Idaho,Valley,-13.673162459,% change,16085,643
Idaho,Washington,34.273979862,% change,16087,649
Illinois,Adams,8.855278749,% change,17001,650
Illinois,Alexander,2.590766703,% change,17003,651
Illinois,Bond,-21.08989965,% change,17005,652
Illinois,Boone,1.060453306,% change,17007,653
Illinois,Brown,-66.004349545,% change,17009,654
Illinois,Bureau,-15.286747171,% change,17011,2
Illinois,Calhoun,32.223240846,% change,17013,4
Illinois,Carroll,35.418520293,% change,17015,6
Illinois,Cass,17.177452309,% change,17017,10
Illinois,Champaign,10.687572206,% change,17019,12
Illinois,Christian,4.304048571,% change,17021,14
Illinois,Clark,-13.112064614,% change,17023,19
Illinois,Clay,37.430195578,% change,17025,22
Illinois,Clinton,4.280983669,% change,17027,27
Illinois,Coles,4.652760153,% change,17029,30
Illinois,Cook,14.770005673,% change,17031,36
Illinois,Crawford,-4.663928695,% change,17033,40
Illinois,Cumberland,1.707675358,% change,17035,44
Illinois,DeKalb,4.374777188,% change,17037,49
Illinois,De Witt,2.413515688,% change,17039,53
Illinois,Douglas,-9.066142518,% change,17041,55
Illinois,DuPage,7.106909806,% change,17043,64
Illinois,Edgar,43.497127872,% change,17045,66
Illinois,Edwards,205.592055004,% change,17047,71
Illinois,Effingham,12.750131648,% change,17049,76
Illinois,Fayette,-2.58319582,% change,17051,79
Illinois,Ford,20.011415657,% change,17053,81
Illinois,Franklin,6.306031531,% change,17055,85
Illinois,Fulton,13.966687465,% change,17057,89
Illinois,Gallatin,32.916908774,% change,17059,92
Illinois,Greene,-17.864674645,% change,17061,96
Illinois,Grundy,15.208677316,% change,17063,99
Illinois,Hamilton,156.830101232,% change,17065,106
Illinois,Hancock,-43.128302621,% change,17067,111
Illinois,Hardin,-55.14585439,% change,17069,113
Illinois,Henderson,-21.27945883,% change,17071,117
Illinois,Henry,26.910689767,% change,17073,121
Illinois,Iroquois,-1.267495255,% change,17075,125
Illinois,Jackson,-5.371474605,% change,17077,129
Illinois,Jasper,-32.249209493,% change,17079,133
Illinois,Jefferson,-9.329103852,% change,17081,137
Illinois,Jersey,30.10936432,% change,17083,142
Illinois,Jo Daviess,-9.114460432,% change,17085,145
Illinois,Johnson,15.712522182,% change,17087,152
Illinois,Kane,11.893111055,% change,17089,156
Illinois,Kankakee,13.253316249,% change,17091,161
Illinois,Kendall,23.759337898,% change,17093,165
Illinois,Knox,0.935929971,% change,17095,166
Illinois,Lake,5.369264334,% change,17097,170
Illinois,LaSalle,3.576084347,% change,17099,175
Illinois,Lawrence,-17.283240531,% change,17101,177
Illinois,Lee,21.951427159,% change,17103,180
Illinois,Livingston,10.17046901,% change,17105,182
Illinois,Logan,12.081971149,% change,17107,186
Illinois,McDonough,0.215108577,% change,17109,189
Illinois,McHenry,5.330423631,% change,17111,192
Illinois,McLean,-15.867318646,% change,17113,193
Illinois,Macon,21.904693814,% change,17115,194
Illinois,Macoupin,17.625621536,% change,17117,196
Illinois,Madison,16.859481037,% change,17119,199
Illinois,Marion,32.192207519,% change,17121,201
Illinois,Marshall,-4.651660325,% change,17123,202
Illinois,Mason,-4.043351949,% change,17125,206
Illinois,Massac,23.18174488,% change,17127,208
Illinois,Menard,-18.083716429,% change,17129,212
Illinois,Mercer,-10.529202084,% change,17131,216
Illinois,Monroe,1.432930739,% change,17133,219
Illinois,Montgomery,22.228608765,% change,17135,223
Illinois,Morgan,-22.168362871,% change,17137,225
Illinois,Moultrie,13.006218082,% change,17139,227
Illinois,Ogle,-8.077536031,% change,17141,229
Illinois,Peoria,-11.181984085,% change,17143,233
Illinois,Perry,33.850902628,% change,17145,235
Illinois,Piatt,-17.424334107,% change,17147,238
Illinois,Pike,-16.376243546,% change,17149,241
Illinois,Pope,-65.122235157,% change,17151,245
Illinois,Pulaski,-28.788149206,% change,17153,248
Illinois,Putnam,27.737935592,% change,17155,253
Illinois,Randolph,11.045239337,% change,17157,255
Illinois,Richland,-25.759295566,% change,17159,259
Illinois,Rock Island,0.431071078,% change,17161,265
Illinois,St. Clair,11.933442052,% change,17163,269
Illinois,Saline,-15.443329024,% change,17165,271
Illinois,Sangamon,3.608250393,% change,17167,274
Illinois,Schuyler,-15.360839359,% change,17169,278
Illinois,Scott,37.89647214,% change,17171,280
Illinois,Shelby,-28.657791047,% change,17173,283
Illinois,Stark,112.277515438,% change,17175,285
Illinois,Stephenson,9.67208315,% change,17177,290
Illinois,Tazewell,-4.572811829,% change,17179,291
Illinois,Union,14.850520985,% change,17181,293
Illinois,Vermilion,8.218856076,% change,17183,296
Illinois,Wabash,-43.102732652,% change,17185,299
Illinois,Warren,-22.72057549,% change,17187,301
Illinois,Washington,-25.409762651,% change,17189,305
Illinois,Wayne,7.679444191,% change,17191,310
Illinois,White,81.198537763,% change,17193,312
Illinois,Whiteside,-0.902408463,% change,17195,314
Illinois,Will,5.506677843,% change,17197,320
Illinois,Williamson,4.544145476,% change,17199,324
Illinois,Winnebago,4.617884928,% change,17201,325
Illinois,Woodford,-19.415405954,% change,17203,328
Indiana,Adams,-2.440962761,% change,18001,330
Indiana,Allen,0.902984408,% change,18003,335
Indiana,Bartholomew,6.815056135,% change,18005,342
Indiana,Benton,-31.769689967,% change,18007,179
Indiana,Blackford,-21.409937888,% change,18009,183
Indiana,Boone,20.143007623,% change,18011,185
Indiana,Brown,-9.604211087,% change,18013,188
Indiana,Carroll,15.829580346,% change,18015,195
Indiana,Cass,7.272574671,% change,18017,211
Indiana,Clark,23.209120695,% change,18019,215
Indiana,Clay,53.600732741,% change,18021,221
Indiana,Clinton,14.483746826,% change,18023,226
Indiana,Crawford,-15.056741765,% change,18025,232
Indiana,Daviess,21.007212777,% change,18027,239
Indiana,Dearborn,18.452398793,% change,18029,242
Indiana,Decatur,-13.650221672,% change,18031,246
Indiana,DeKalb,-0.398873768,% change,18033,249
Indiana,Delaware,0.60721089,% change,18035,252
Indiana,Dubois,-2.878990832,% change,18037,254
Indiana,Elkhart,-11.17412982,% change,18039,260
Indiana,Fayette,32.159623496,% change,18041,263
Indiana,Floyd,26.774063664,% change,18043,267
Indiana,Fountain,-9.751370597,% change,18045,270
Indiana,Franklin,1.346534653,% change,18047,272
Indiana,Fulton,19.199274444,% change,18049,276
Indiana,Gibson,35.044311658,% change,18051,286
Indiana,Grant,1.640706865,% change,18053,297
Indiana,Greene,-13.927567266,% change,18055,309
Indiana,Hamilton,17.189510472,% change,18057,321
Indiana,Hancock,-12.607243057,% change,18059,329
Indiana,Harrison,21.513608245,% change,18061,334
Indiana,Hendricks,3.326260046,% change,18063,341
Indiana,Henry,6.6052672,% change,18065,344
Indiana,Howard,8.262558074,% change,18067,348
Indiana,Huntington,-16.978353223,% change,18069,352
Indiana,Jackson,14.732611615,% change,18071,355
Indiana,Jasper,-18.445307448,% change,18073,356
Indiana,Jay,-22.468127936,% change,18075,358
Indiana,Jefferson,-9.279454402,% change,18077,363
Indiana,Jennings,-52.962243028,% change,18079,367
Indiana,Johnson,-2.741268155,% change,18081,370
Indiana,Knox,-11.20718129,% change,18083,376
Indiana,Kosciusko,20.786748695,% change,18085,384
Indiana,LaGrange,-0.596093401,% change,18087,386
Indiana,Lake,1.366209701,% change,18089,389
Indiana,LaPorte,4.56369133,% change,18091,392
Indiana,Lawrence,-3.843115743,% change,18093,396
Indiana,Madison,-4.473349384,% change,18095,401
Indiana,Marion,12.251965159,% change,18097,409
Indiana,Marshall,0.591614507,% change,18099,412
Indiana,Martin,1.274259949,% change,18101,418
Indiana,Miami,13.568212102,% change,18103,420
Indiana,Monroe,-2.273233053,% change,18105,422
Indiana,Montgomery,-15.973697258,% change,18107,425
Indiana,Morgan,19.439308768,% change,18109,430
Indiana,Newton,0.277599829,% change,18111,433
Indiana,Noble,-3.973662968,% change,18113,436
Indiana,Ohio,-48.530910326,% change,18115,440
Indiana,Orange,25.938883251,% change,18117,444
Indiana,Owen,32.129542382,% change,18119,448
Indiana,Parke,38.570354426,% change,18121,452
Indiana,Perry,-5.1401518,% change,18123,459
Indiana,Pike,18.806994958,% change,18125,465
Indiana,Porter,2.389349235,% change,18127,468
Indiana,Posey,-19.81897628,% change,18129,471
Indiana,Pulaski,34.912831202,% change,18131,477
Indiana,Putnam,18.654680442,% change,18133,480
Indiana,Randolph,-25.235963127,% change,18135,485
Indiana,Ripley,18.583000646,% change,18137,488
Indiana,Rush,-12.077935892,% change,18139,493
Indiana,St. Joseph,1.000599389,% change,18141,496
Indiana,Scott,34.407558949,% change,18143,504
Indiana,Shelby,0.156009768,% change,18145,506
Indiana,Spencer,-26.915810974,% change,18147,509
Indiana,Starke,19.07106029,% change,18149,512
Indiana,Steuben,12.93175591,% change,18151,515
Indiana,Sullivan,9.643563265,% change,18153,518
Indiana,Switzerland,-43.055723276,% change,18155,526
Indiana,Tippecanoe,2.273347083,% change,18157,530
Indiana,Tipton,25.202586776,% change,18159,534
Indiana,Union,4.561941964,% change,18161,538
Indiana,Vanderburgh,12.445545661,% change,18163,543
Indiana,Vermillion,2.927422971,% change,18165,548
Indiana,Vigo,-7.088684038,% change,18167,553
Indiana,Wabash,-2.206452711,% change,18169,555
Indiana,Warren,-30.968110268,% change,18171,567
Indiana,Warrick,-3.01213557,% change,18173,575
Indiana,Washington,-6.823614915,% change,18175,584
Indiana,Wayne,17.78683091,% change,18177,586
Indiana,Wells,-0.409482759,% change,18179,590
Indiana,White,-2.230197917,% change,18181,594
Indiana,Whitley,-15.713130496,% change,18183,597
Iowa,Adair,7.631954351,% change,19001,598
Iowa,Adams,7.48116254,% change,19003,602
Iowa,Allamakee,17.079200272,% change,19005,608
Iowa,Appanoose,32.162004595,% change,19007,611
Iowa,Audubon,59.795918367,% change,19009,615
Iowa,Benton,1.708201708,% change,19011,619
Iowa,Black Hawk,0.874304832,% change,19013,623
Iowa,Boone,-26.686734627,% change,19015,625
Iowa,Bremer,-5.744297396,% change,19017,631
Iowa,Buchanan,15.984437894,% change,19019,632
Iowa,Buena Vista,-5.817341738,% change,19021,633
Iowa,Butler,14.660073534,% change,19023,361
Iowa,Calhoun,36.911929789,% change,19025,365
Iowa,Carroll,-26.863399784,% change,19027,369
Iowa,Cass,-15.149848255,% change,19029,374
Iowa,Cedar,7.663054607,% change,19031,379
Iowa,Cerro Gordo,-8.779016684,% change,19033,383
Iowa,Cherokee,-6.247320628,% change,19035,388
Iowa,Chickasaw,-29.329354224,% change,19037,393
Iowa,Clarke,-56.999784622,% change,19039,397
Iowa,Clay,21.984686064,% change,19041,398
Iowa,Clayton,-12.483708279,% change,19043,402
Iowa,Clinton,0.947461379,% change,19045,404
Iowa,Crawford,-7.32175002,% change,19047,408
Iowa,Dallas,2.452543699,% change,19049,413
Iowa,Davis,-43.698139856,% change,19051,416
Iowa,Decatur,-48.75699192,% change,19053,419
Iowa,Delaware,-13.645171205,% change,19055,421
Iowa,Des Moines,-4.525902559,% change,19057,424
Iowa,Dickinson,-7.802551375,% change,19059,427
Iowa,Dubuque,-0.906313657,% change,19061,434
Iowa,Emmet,31.60441515,% change,19063,437
Iowa,Fayette,16.520453206,% change,19065,442
Iowa,Floyd,32.974180855,% change,19067,447
Iowa,Franklin,-8.287990196,% change,19069,451
Iowa,Fremont,-7.295258621,% change,19071,455
Iowa,Greene,-17.14951715,% change,19073,458
Iowa,Grundy,-6.976633867,% change,19075,460
Iowa,Guthrie,-36.285211268,% change,19077,467
Iowa,Hamilton,2.397350993,% change,19079,469
Iowa,Hancock,-9.278894703,% change,19081,470
Iowa,Hardin,-34.620450867,% change,19083,475
Iowa,Harrison,-23.696315055,% change,19085,478
Iowa,Henry,43.054391192,% change,19087,479
Iowa,Howard,-31.384814495,% change,19089,481
Iowa,Humboldt,2.602035463,% change,19091,487
Iowa,Ida,1.250539025,% change,19093,491
Iowa,Iowa,-6.922316438,% change,19095,495
Iowa,Jackson,10.205002579,% change,19097,499
Iowa,Jasper,-0.130929325,% change,19099,505
Iowa,Jefferson,0.315241659,% change,19101,507
Iowa,Johnson,-0.123668093,% change,19103,508
Iowa,Jones,-4.640281593,% change,19105,516
Iowa,Keokuk,-31.892175166,% change,19107,520
Iowa,Kossuth,-22.220624191,% change,19109,523
Iowa,Lee,-5.17981413,% change,19111,531
Iowa,Linn,13.01605417,% change,19113,535
Iowa,Louisa,-11.04531641,% change,19115,539
Iowa,Lucas,-25.958391772,% change,19117,542
Iowa,Lyon,-22.862232779,% change,19119,546
Iowa,Madison,24.525136128,% change,19121,550
Iowa,Mahaska,21.534720346,% change,19123,554
Iowa,Marion,37.968717005,% change,19125,561
Iowa,Marshall,-20.686420983,% change,19127,568
Iowa,Mills,33.191527076,% change,19129,569
Iowa,Mitchell,25.527822089,% change,19131,572
Iowa,Monona,-16.035913172,% change,19133,576
Iowa,Monroe,15.45110149,% change,19135,580
Iowa,Montgomery,-23.713152843,% change,19137,595
Iowa,Muscatine,39.566007831,% change,19139,600
Iowa,O'Brien,-6.377654862,% change,19141,604
Iowa,Osceola,-16.988823143,% change,19143,607
Iowa,Page,-18.620802087,% change,19145,612
Iowa,Palo Alto,3.395266534,% change,19147,618
Iowa,Plymouth,-24.288526391,% change,19149,622
Iowa,Pocahontas,31.461740654,% change,19151,624
Iowa,Polk,1.784311124,% change,19153,629
Iowa,Pottawattamie,-0.039569,% change,19155,637
Iowa,Poweshiek,-6.198437469,% change,19157,640
Iowa,Ringgold,51.803968731,% change,19159,642
Iowa,Sac,4.114891017,% change,19161,647
Iowa,Scott,-4.677291089,% change,19163,657
Iowa,Shelby,-26.649858024,% change,19165,660
Iowa,Sioux,-6.495543263,% change,19167,663
Iowa,Story,-11.815935814,% change,19169,668
Iowa,Tama,21.146854775,% change,19171,671
Iowa,Taylor,-19.153439153,% change,19173,674
Iowa,Union,31.668280872,% change,19175,675
Iowa,Van Buren,3.569951757,% change,19177,678
Iowa,Wapello,23.398845272,% change,19179,681
Iowa,Warren,-9.797650215,% change,19181,685
Iowa,Washington,15.136369804,% change,19183,687
Iowa,Wayne,-1.600124281,% change,19185,691
Iowa,Webster,75.118440933,% change,19187,694
Iowa,Winnebago,25.966889916,% change,19189,696
Iowa,Winneshiek,-2.048850997,% change,19191,698
Iowa,Woodbury,-4.676655801,% change,19193,702
Iowa,Worth,-42.161490683,% change,19195,703
Iowa,Wright,1.669787765,% change,19197,705
Kansas,Allen,-10.754754852,% change,20001,709
Kansas,Anderson,3.135398004,% change,20003,712
Kansas,Atchison,-6.200248376,% change,20005,715
Kansas,Barber,-12.323793251,% change,20007,717
Kansas,Barton,-8.086576387,% change,20009,719
Kansas,Bourbon,-21.666596762,% change,20011,722
Kansas,Brown,24.107031736,% change,20013,723
Kansas,Butler,-4.419366455,% change,20015,726
Kansas,Chase,4.689863843,% change,20017,729
Kansas,Chautauqua,-64.460856721,% change,20019,730
Kansas,Cherokee,17.331574898,% change,20021,732
Kansas,Cheyenne,34.431548733,% change,20023,736
Kansas,Clark,-65.778853914,% change,20025,738
Kansas,Clay,-51.292524779,% change,20027,739
Kansas,Cloud,-13.763736264,% change,20029,740
Kansas,Coffey,-11.053545759,% change,20031,745
Kansas,Comanche,-23.824959481,% change,20033,748
Kansas,Cowley,-19.468735671,% change,20035,752
Kansas,Crawford,-12.730276656,% change,20037,756
Kansas,Decatur,3.137116673,% change,20039,759
Kansas,Dickinson,3.677361572,% change,20041,762
Kansas,Doniphan,2.949928839,% change,20043,765
Kansas,Douglas,10.106115891,% change,20045,767
Kansas,Edwards,4.24137931,% change,20047,770
Kansas,Elk,121.903624054,% change,20049,773
Kansas,Ellis,3.59034852,% change,20051,774
Kansas,Ellsworth,2.32926636,% change,20053,776
Kansas,Finney,60.505973296,% change,20055,778
Kansas,Ford,27.021878154,% change,20057,784
Kansas,Franklin,20.139840294,% change,20059,786
Kansas,Geary,21.282991904,% change,20061,788
Kansas,Gove,-30.798479087,% change,20063,790
Kansas,Graham,-79.447040498,% change,20065,791
Kansas,Grant,-8.693703463,% change,20067,794
Kansas,Gray,1.789297659,% change,20069,798
Kansas,Greeley,-100.0,% change,20071,801
Kansas,Greenwood,7.778864971,% change,20073,803
Kansas,Hamilton,50.912894637,% change,20075,805
Kansas,Harper,30.677816901,% change,20077,807
Kansas,Harvey,8.858760725,% change,20079,812
Kansas,Haskell,-16.136701337,% change,20081,815
Kansas,Hodgeman,-46.61756683,% change,20083,818
Kansas,Jackson,-39.253337356,% change,20085,819
Kansas,Jefferson,10.583368689,% change,20087,821
Kansas,Jewell,-14.32132964,% change,20089,822
Kansas,Johnson,-0.325028172,% change,20091,824
Kansas,Kearny,52.5,% change,20093,826
Kansas,Kingman,-23.995144322,% change,20095,827
Kansas,Kiowa,206.469648562,% change,20097,829
Kansas,Labette,18.310378751,% change,20099,831
Kansas,Lane,118.0,% change,20101,833
Kansas,Leavenworth,21.825459236,% change,20103,836
Kansas,Lincoln,-29.975083956,% change,20105,838
Kansas,Linn,24.818200706,% change,20107,840
Kansas,Logan,96.372688478,% change,20109,842
Kansas,Lyon,-8.745508982,% change,20111,844
Kansas,McPherson,-1.764253691,% change,20113,846
Kansas,Marion,-16.533022792,% change,20115,848
Kansas,Marshall,-38.90419345,% change,20117,850
Kansas,Meade,41.73919862,% change,20119,851
Kansas,Miami,9.239146922,% change,20121,853
Kansas,Mitchell,30.587501732,% change,20123,854
Kansas,Montgomery,-21.492584483,% change,20125,856
Kansas,Morris,5.579553636,% change,20127,858
Kansas,Morton,-54.6,% change,20129,859
Kansas,Nemaha,18.02970297,% change,20131,861
Kansas,Neosho,25.167794523,% change,20133,862
Kansas,Ness,-73.638362652,% change,20135,864
Kansas,Norton,23.269160915,% change,20137,866
Kansas,Osage,3.48977136,% change,20139,867
Kansas,Osborne,-69.820245979,% change,20141,869
Kansas,Ottawa,2.432843386,% change,20143,870
Kansas,Pawnee,-37.899733017,% change,20145,872
Kansas,Phillips,23.293157797,% change,20147,873
Kansas,Pottawatomie,-20.997427529,% change,20149,876
Kansas,Pratt,20.902632679,% change,20151,878
Kansas,Rawlins,33.653205385,% change,20153,880
Kansas,Reno,4.886412971,% change,20155,882
Kansas,Republic,5.160180606,% change,20157,884
Kansas,Rice,32.372602421,% change,20159,886
Kansas,Riley,3.078361784,% change,20161,888
Kansas,Rooks,1.5234375,% change,20163,889
Kansas,Rush,30.570917372,% change,20165,891
Kansas,Russell,-28.581647251,% change,20167,893
Kansas,Saline,22.33990595,% change,20169,895
Kansas,Scott,96.487727001,% change,20171,897
Kansas,Sedgwick,4.550290745,% change,20173,898
Kansas,Seward,8.150322992,% change,20175,900
Kansas,Shawnee,-0.548493697,% change,20177,902
Kansas,Sheridan,101.531023368,% change,20179,904
Kansas,Sherman,13.148303897,% change,20181,907
Kansas,Smith,-17.542142469,% change,20183,909
Kansas,Stafford,21.722222222,% change,20185,911
Kansas,Stanton,75.555555556,% change,20187,913
Kansas,Stevens,-0.318302387,% change,20189,914
Kansas,Sumner,39.784040465,% change,20191,916
Kansas,Thomas,1.638714633,% change,20193,917
Kansas,Trego,157.858889277,% change,20195,919
Kansas,Wabaunsee,-14.961296565,% change,20197,920
Kansas,Wallace,0.0,% change,20199,921
Kansas,Washington,19.437602627,% change,20201,922
Kansas,Wichita,-47.043641483,% change,20203,923
Kansas,Wilson,-11.403811496,% change,20205,925
Kansas,Woodson,55.962441315,% change,20207,926
Kansas,Wyandotte,4.625983388,% change,20209,927
Kentucky,Adair,-28.755119178,% change,21001,928
Kentucky,Allen,46.034540981,% change,21003,929
Kentucky,Anderson,-17.761366163,% change,21005,930
Kentucky,Ballard,-48.678168053,% change,21007,932
Kentucky,Barren,9.541665715,% change,21009,933
Kentucky,Bath,-36.359438242,% change,21011,934
Kentucky,Bell,-12.180052957,% change,21013,936
Kentucky,Boone,-10.530353337,% change,21015,1002
Kentucky,Bourbon,74.354340131,% change,21017,1005
Kentucky,Boyd,23.747213247,% change,21019,1008
Kentucky,Boyle,-30.717344754,% change,21021,1010
Kentucky,Bracken,1.856287425,% change,21023,1013
Kentucky,Breathitt,-30.320721814,% change,21025,1017
Kentucky,Breckinridge,-26.146500588,% change,21027,1020
Kentucky,Bullitt,-12.962436928,% change,21029,1024
Kentucky,Butler,0.070860562,% change,21031,1026
Kentucky,Caldwell,-22.61668912,% change,21033,1031
Kentucky,Calloway,-5.655775154,% change,21035,1033
Kentucky,Campbell,-9.077608804,% change,21037,1035
Kentucky,Carlisle,39.562569214,% change,21039,1039
Kentucky,Carroll,-26.06445352,% change,21041,1041
Kentucky,Carter,29.038457689,% change,21043,1044
Kentucky,Casey,21.096377133,% change,21045,1048
Kentucky,Christian,17.475389403,% change,21047,1050
Kentucky,Clark,-1.256652456,% change,21049,1053
Kentucky,Clay,56.621379877,% change,21051,1056
Kentucky,Clinton,59.01369863,% change,21053,1059
Kentucky,Crittenden,-32.714904143,% change,21055,1064
Kentucky,Cumberland,-48.960807601,% change,21057,1067
Kentucky,Daviess,15.79728169,% change,21059,1071
Kentucky,Edmonson,-13.255835977,% change,21061,1073
Kentucky,Elliott,3.676568536,% change,21063,1075
Kentucky,Estill,16.699696261,% change,21065,1077
Kentucky,Fayette,4.994402491,% change,21067,1080
Kentucky,Fleming,-0.075830691,% change,21069,1083
Kentucky,Floyd,15.208495148,% change,21071,1085
Kentucky,Franklin,0.697061218,% change,21073,1086
Kentucky,Fulton,-9.048004315,% change,21075,1088
Kentucky,Gallatin,31.500152765,% change,21077,1090
Kentucky,Garrard,-3.006092654,% change,21079,1092
Kentucky,Grant,-31.664023607,% change,21081,1094
Kentucky,Graves,1.130612684,% change,21083,1097
Kentucky,Grayson,-1.484315226,% change,21085,1100
Kentucky,Green,-23.69784565,% change,21087,1102
Kentucky,Greenup,2.888671602,% change,21089,1105
Kentucky,Hancock,-34.462630193,% change,21091,1107
Kentucky,Hardin,3.844874444,% change,21093,1110
Kentucky,Harlan,23.186259994,% change,21095,1114
Kentucky,Harrison,-7.850046625,% change,21097,1119
Kentucky,Hart,-50.631510768,% change,21099,1121
Kentucky,Henderson,7.885596801,% change,21101,1126
Kentucky,Henry,13.112134401,% change,21103,1129
Kentucky,Hickman,-100.0,% change,21105,1130
Kentucky,Hopkins,-10.325325982,% change,21107,1136
Kentucky,Jackson,-59.955133478,% change,21109,1140
Kentucky,Jefferson,13.807403692,% change,21111,1143
Kentucky,Jessamine,3.966659225,% change,21113,1145
Kentucky,Johnson,-19.545880442,% change,21115,1148
Kentucky,Kenton,4.608291951,% change,21117,1151
Kentucky,Knott,215.106382979,% change,21119,1154
Kentucky,Knox,1.765419487,% change,21121,1159
Kentucky,Larue,-39.333000784,% change,21123,1162
Kentucky,Laurel,-7.485494894,% change,21125,1166
Kentucky,Lawrence,76.060204468,% change,21127,1167
Kentucky,Lee,nan,% change,21129,1171
Kentucky,Leslie,nan,% change,21131,1175
Kentucky,Letcher,71.492373291,% change,21133,1178
Kentucky,Lewis,-31.760049474,% change,21135,1180
Kentucky,Lincoln,52.409019962,% change,21137,1184
Kentucky,Livingston,3.125339121,% change,21139,1187
Kentucky,Logan,-4.946167986,% change,21141,1190
Kentucky,Lyon,78.893975009,% change,21143,1193
Kentucky,McCracken,0.745309296,% change,21145,1196
Kentucky,McCreary,25.003702649,% change,21147,1198
Kentucky,McLean,-36.429565404,% change,21149,1201
Kentucky,Madison,29.556554979,% change,21151,1204
Kentucky,Magoffin,4.331702698,% change,21153,1206
Kentucky,Marion,-4.30618677,% change,21155,1210
Kentucky,Marshall,-13.842722101,% change,21157,1213
Kentucky,Martin,-73.116682012,% change,21159,1215
Kentucky,Mason,43.182189066,% change,21161,1217
Kentucky,Meade,36.084508766,% change,21163,1220
Kentucky,Menifee,-0.496431896,% change,21165,1222
Kentucky,Mercer,-21.847266462,% change,21167,1225
Kentucky,Metcalfe,0.41958042,% change,21169,1228
Kentucky,Monroe,-17.474241422,% change,21171,1230
Kentucky,Montgomery,40.674596002,% change,21173,1233
Kentucky,Morgan,-48.163959199,% change,21175,1235
Kentucky,Muhlenberg,-19.875943722,% change,21177,1238
Kentucky,Nelson,-7.062752681,% change,21179,1243
Kentucky,Nicholas,0.325640663,% change,21181,1246
Kentucky,Ohio,28.801868077,% change,21183,1249
Kentucky,Oldham,-10.7589078,% change,21185,1252
Kentucky,Owen,35.246490981,% change,21187,1255
Kentucky,Owsley,-100.0,% change,21189,1257
Kentucky,Pendleton,34.083424808,% change,21191,1260
Kentucky,Perry,-0.907647708,% change,21193,1265
Kentucky,Pike,19.774256483,% change,21195,1267
Kentucky,Powell,2.643350956,% change,21197,1270
Kentucky,Pulaski,5.595197422,% change,21199,1272
Kentucky,Robertson,0.0,% change,21201,1273
Kentucky,Rockcastle,-27.563782315,% change,21203,1276
Kentucky,Rowan,4.590812229,% change,21205,1279
Kentucky,Russell,-15.794121467,% change,21207,1282
Kentucky,Scott,2.180736238,% change,21209,1283
Kentucky,Shelby,6.537151171,% change,21211,1285
Kentucky,Simpson,3.07399023,% change,21213,1287
Kentucky,Spencer,185.903832447,% change,21215,1000
Kentucky,Taylor,-43.85456506,% change,21217,1003
Kentucky,Todd,-33.074475543,% change,21219,1006
Kentucky,Trigg,24.196534619,% change,21221,1009
Kentucky,Trimble,-31.865074765,% change,21223,1012
Kentucky,Union,-15.582132848,% change,21225,1016
Kentucky,Warren,2.322415361,% change,21227,1019
Kentucky,Washington,-61.279472383,% change,21229,1023
Kentucky,Wayne,0.655326941,% change,21231,1027
Kentucky,Webster,-14.471686656,% change,21233,1029
Kentucky,Whitley,45.683553537,% change,21235,1034
Kentucky,Wolfe,53.076923077,% change,21237,1037
Kentucky,Woodford,14.618834081,% change,21239,1042
Louisiana,Acadia,3.371496815,% change,22001,1046
Louisiana,Allen,75.374717745,% change,22003,1051
Louisiana,Ascension,4.944820588,% change,22005,1055
Louisiana,Assumption,-32.099904783,% change,22007,1060
Louisiana,Avoyelles,-13.82797271,% change,22009,1062
Louisiana,Beauregard,15.281415703,% change,22011,1066
Louisiana,Bienville,3.29566855,% change,22013,1069
Louisiana,Bossier,17.00457449,% change,22015,1076
Louisiana,Caddo,3.151578398,% change,22017,1079
Louisiana,Calcasieu,21.340582053,% change,22019,1081
Louisiana,Caldwell,-56.90029363,% change,22021,1084
Louisiana,Cameron,-3.252977055,% change,22023,1089
Louisiana,Catahoula,nan,% change,22025,1093
Louisiana,Claiborne,-21.41796585,% change,22027,1095
Louisiana,Concordia,-18.950685206,% change,22029,1098
Louisiana,De Soto,-10.550880159,% change,22031,1103
Louisiana,East Baton Rouge,0.19071772,% change,22033,1108
Louisiana,East Carroll,40.83781671,% change,22035,1111
